databaseId	name	imageUrl	cardBack	type	action	clues	cluesFixed	code	concealed	concealedId	cost	deckbuilderQuantity	doom	encounterNumber	encounterSet	enemyDamage	enemyEvade	enemyFight	enemyHorror	exceptional	faction	free	hasBonded	health	healthPerInvestigator	myriad	numberInPack	packName	parallelContent	permanent	reaction	sanity	setUuid	shroud	side	skillAgility	skillCombat	skillIntellect	skillWild	skillWillpower	stage	starting	subtype	tabooId	tabooName	tabooXp	text	traits	unique	uses	vengeance	victoryPoints	xp
03250	Bone-Filled Caverns	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-BoneFilledCaverns.webp	multi_sided	Location	0	2	0	03250	0			0		12	The Pallid Mask					0	Mythos.	0	0		0	0	250	The Pallid Mask	0	0	0		tpm	3	A							0		0	None	0	While you are investigating Bone-Filled Cavern, you have 1 fewer hand slot.  <b>Forced</b> - When Bone-Filled Cavern is revealed: Put the top 2 Catacombs in the Catacombs deck into play below and to the right of Bone-Filled Cavern.		0			1	
03250	Catacombs	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-Catacombs-4.webp	multi_sided	Location	0		0	03250	0			0		12	The Pallid Mask					0	Mythos.	0	0		0	0	250	The Pallid Mask	0	0	0		tpm		B							0		0	None	0	As an additional cost for you to enter Catacombs, investigators at your location must spend 1 [per_investigator] clues, as a group.		0				
03251	Well of Souls	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-WellOfSouls.webp	multi_sided	Location	0	1	0	03251	0			0		13	The Pallid Mask					0	Mythos.	0	0		0	0	251	The Pallid Mask	0	0	0		tpm	4	A							0		0	None	0	<b>Forced</b> - After you end your turn at Well of Souls: You must either take 1 direct horror or discard 2 random cards from your hand.  <b>Forced</b> - When Well of Souls is revealed: Put the topmost Catacombs in the Catacombs deck into play above, below, or to the right of Well of Souls.		0			1	
03251	Catacombs	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-Catacombs-5.webp	multi_sided	Location	0		0	03251	0			0		13	The Pallid Mask					0	Mythos.	0	0		0	0	251	The Pallid Mask	0	0	0		tpm		B							0		0	None	0	As an additional cost for you to enter Catacombs, investigators at your location must spend 1 [per_investigator] clues, as a group.		0				
03252	Candlelit Tunnels	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-CandlelitTunnels.webp	multi_sided	Location	1	2	0	03252	0			0		14	The Pallid Mask					0	Mythos.	0	0		0	0	252	The Pallid Mask	0	0	0		tpm	3	A							0		0	None	0	[action]: Test [intellect] (3) to read an ancient sign. If you succeed, look at the revealed side of any Catacombs location in play. (Group limit once per game.)  <b>Forced</b> - When Candlelit Tunnels is revealed: Put the top 2 Catacombs in the Catacombs deck into play to the left and right of Candlelit Tunnels.		0				
03252	Catacombs	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-Catacombs-6.webp	multi_sided	Location	0		0	03252	0			0		14	The Pallid Mask					0	Mythos.	0	0		0	0	252	The Pallid Mask	0	0	0		tpm		B							0		0	None	0	As an additional cost for you to enter Catacombs, investigators at your location must spend 1 [per_investigator] clues, as a group.		0				
03253	Labyrinth of Bones	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-LabyrinthOfBones.webp	multi_sided	Location	0	2	0	03253	0			0		16	The Pallid Mask					0	Mythos.	0	0		0	0	253	The Pallid Mask	0	0	0		tpm	2	A							0		0	None	0	<b>Forced</b> - When Labyrinth of Bones is revealed: Put the top 3 Catacombs in the Catacombs deck into play above, below, and to the right of Labyrinth of Bones.		0				
03253	Catacombs	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-Catacombs-7.webp	multi_sided	Location	0		0	03253	0			0		16	The Pallid Mask					0	Mythos.	0	0		0	0	253	The Pallid Mask	0	0	0		tpm		B							0		0	None	0	As an additional cost for you to enter Catacombs, investigators at your location must spend 1 [per_investigator] clues, as a group.		0				
03254	Narrow Shaft	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-NarrowShaft.webp	multi_sided	Location	0	1	0	03254	0			0		18	The Pallid Mask					0	Mythos.	0	0		0	0	254	The Pallid Mask	0	0	0		tpm	2	A							0		0	None	0	<b>Forced</b> - When you would move from Narrow Shaft to an unrevealed location: Test [agility] (3). If you fail, take 1 damage and cancel the effects of the move.  <b>Forced</b> - When Narrow Shaft is revealed: Put the topmost Catacombs in the Catacombs deck into play above or to the right of Narrow Shaft.		0			1	
03254	Catacombs	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-Catacombs-8.webp	multi_sided	Location	0		0	03254	0			0		18	The Pallid Mask					0	Mythos.	0	0		0	0	254	The Pallid Mask	0	0	0		tpm		B							0		0	None	0	As an additional cost for you to enter Catacombs, investigators at your location must spend 1 [per_investigator] clues, as a group.		0				
03255	Shivering Pools	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-ShiveringPools.webp	multi_sided	Location	0	1	0	03255	0			0		19	The Pallid Mask					0	Mythos.	0	0		0	0	255	The Pallid Mask	0	0	0		tpm	5	A							0		0	None	0	<b>Forced</b> - After you end your turn at Shivering Pools: You must either take 1 direct damage or lose 5 resources.  <b>Forced</b> - When Shivering Pools is revealed: Put the topmost Catacombs in the Catacombs deck into play below or to the right of Shivering Pools.		0			1	
03255	Catacombs	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-Catacombs-9.webp	multi_sided	Location	0		0	03255	0			0		19	The Pallid Mask					0	Mythos.	0	0		0	0	255	The Pallid Mask	0	0	0		tpm		B							0		0	None	0	As an additional cost for you to enter Catacombs, investigators at your location must spend 1 [per_investigator] clues, as a group.		0				
03256	Blocked Passage	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-BlockedPassage.webp	multi_sided	Location	0	0	0	03256	0			0		20	The Pallid Mask					0	Mythos.	0	0		0	0	256	The Pallid Mask	0	0	0		tpm	7	A							0		0	None	0	<b>Forced</b> - When you reveal Blocked Passage: Take 2 damage. You cannot leave Blocked Passage this round.		0				
03256	Catacombs	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-Catacombs-10.webp	multi_sided	Location	0		0	03256	0			0		20	The Pallid Mask					0	Mythos.	0	0		0	0	256	The Pallid Mask	0	0	0		tpm		B							0		0	None	0	As an additional cost for you to enter Catacombs, investigators at your location must spend 1 [per_investigator] clues, as a group.		0				
03257	Tomb of Shadows	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-TombOfShadows.webp	multi_sided	Location	1	2	0	03257	0			0		21	The Pallid Mask					0	Mythos.	0	0		0	0	257	The Pallid Mask	0	0	0		tpm	4	A							0		0	None	0	<b>Forced</b> - When Tomb of Shadows is revealed: Advance to act 1b.  While The Man in the Pallid Mask is at the Tomb of Shadows, he gets +1 [per_investigator] health and cannot be defeated by his [action] ability.		0			1	
03257	Catacombs	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-Catacombs-11.webp	multi_sided	Location	0		0	03257	0			0		21	The Pallid Mask					0	Mythos.	0	0		0	0	257	The Pallid Mask	0	0	0		tpm		B							0		0	None	0	As an additional cost for you to enter Catacombs, investigators at your location must spend 1 [per_investigator] clues, as a group.		0				
03258	Catacombs Docent	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-CatacombsDocent.webp	Encounter Card	Enemy	1		0	03258	0			0		22	The Pallid Mask		2	3	1	0	Mythos.	0	0	2	0	0	258	The Pallid Mask	0	0	0		tpm									0		0	None	0	<b>Spawn</b> - Nearest unrevealed location.  [action]: <b>Parley.</b> Test [intellect] (4) to interpret the guide's ravings. If you succeed, look at the revealed side of any Catacombs location in play. (Group limit once per game.)	Humanoid. Possessed.	0				
03259	Corpse Dweller	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-CorpseDweller.webp	Encounter Card	Enemy	0		0	03259	0			0		25	The Pallid Mask	2	4	3	1	0	Mythos.	0	0	5	0	0	259	The Pallid Mask	0	0	0		tpm									0		0	None	0	<b>Spawn</b> - Discard a [[Humanoid]] enemy at any location and spawn Corpse Dweller at that location (if there are no [[Humanoid]] enemies in play, discard Corpse Dweller and it gains surge instead).  Hunter. Retaliate.	Monster.	0				
03260	Eyes in the Walls	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-EyesInTheWalls.webp	Encounter Card	Treachery	0		0	03260	0			0		28	The Pallid Mask					0	Mythos.	0	0		0	0	260	The Pallid Mask	0	0	0		tpm									0		0	None	0	<b>Revelation</b> - Test [willpower] (3). For each point you fail by, take 1 horror. When assigning horror from this effect, it must be divided as evenly as possible among eligible cards.	Terror.	0				
03261	The Shadow Behind You	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-TheShadowBehindYou.webp	Encounter Card	Treachery	1		0	03261	0			0		31	The Pallid Mask					0	Mythos.	0	0		0	0	261	The Pallid Mask	0	0	0		tpm									0		0	None	0	<b>Revelation</b> - Put The Shadow Behind You into play in your threat area. Limit 1 per investigator.  [action]: You look behind you.  <b>Forced</b> - At the end of your turn, if you did not perform the above [action] ability: You must either discard all of your resources or discard all cards in your hand. Then, discard The Shadow Behind You.	Terror.	0				
03262	The Pit Below	arkham-horror-living-card-game/the-pallid-mask/ArkhamHorrorLivingCardGame-ThePallidMask-ThePitBelow.webp	Encounter Card	Treachery	0		0	03262	0			0		34	The Pallid Mask					0	Mythos.	0	0		0	0	262	The Pallid Mask	0	0	0		tpm									0		0	None	0	<b>Revelation</b> - Attach to your location if there is no copy of The Pit Below attached (if there is, discard The Pit Below and it gains surge instead).  Attached location gets +1 shroud.  <b>Forced</b> - At the end of the round: Each investigator at attached location takes 3 damage. Discard The Pit Below.	Hazard.	0				
03263	On the Hunt	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-OnTheHunt.webp	Player Card	Event	0		0	03263	0		1	2								0	Guardian.	0	0		0	0	263	Black Stars Rise	0	0	0		bsr				1	1				0		0	None	0	Fast. Play when you would draw an encounter card during the mythos phase.  Instead, search the top 9 cards of the encounter deck for an enemy, spawn it engaged with you <i>(instead of its normal spawn location)</i>, and shuffle the encounter deck. If you cannot, draw the top card of the encounter deck.	Tactic.	0				0
03264	Stick to the Plan	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-StickToThePlan.webp	Player Card	Asset	0		0	03264	0			1								1	Guardian.	0	0		0	0	264	Black Stars Rise	0	1	1		bsr									0		0	None	0	Permanent. Exceptional.  [reaction] Before you draw your opening hand: Search your deck for up to 3 different [[Tactic]] and/or [[Supply]] events, and attach them facedown to Stick to the Plan. Shuffle your deck.  Cards attached to Stick to the Plan may be played as if they were in your hand. As an additional cost to play an attached card, exhaust Stick to the Plan.	Talent.	0				3
03265	Guidance	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-Guidance.webp	Player Card	Event	0		0	03265	0		0	2								0	Seeker.	0	0		0	0	265	Black Stars Rise	0	0	0		bsr						1			0		0	None	0	Choose another investigator at your location who has yet to take his or her turn this round. That investigator may take an additional action during his or her turn this round.	Insight.	0				0
03266	Arcane Insight	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-ArcaneInsight.webp	Player Card	Asset	0		0	03266	0		3	2								0	Seeker.	1	0		0	0	266	Black Stars Rise	0	0	0		bsr					1		1		0		0	None	0	Uses (3 charges).  [fast] While an investigator is taking his or her turn, spend 1 charge: Your location gets -2 shroud until the end of this turn. (Limit once per turn.)	Spell.	0	3			4
03267	Narrow Escape	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-NarrowEscape.webp	Player Card	Event	0		0	03267	0		0	2								0	Rogue.	0	0		0	0	267	Black Stars Rise	0	0	0		bsr			2						0		0	None	0	Fast. Play when an enemy makes an attack of opportunity against you.  Cancel that attack. You get +2 skill value for the next skill test you perform this turn.	Fortune.	0				0
03268	Suggestion	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-Suggestion.webp	Player Card	Asset	1		0	03268	0		3	2								0	Rogue.	0	0		0	0	268	Black Stars Rise	0	0	1		bsr			1				1		0		0	None	0	Uses (3 charges).  [action] Exhaust Suggestion: <b>Evade.</b> Add your [willpower] value to your skill value for this evasion attempt. If you do not succeed by at least 2, remove 1 charge from Suggestion.  [reaction] When a non-[[Elite]] enemy would attack you, spend 1 charge: Cancel that attack.	Spell.	0	3			4
03269	St. Hubert's Key: Cleansing Fire	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-StHubertsKeyCleansingFire.webp	Player Card	Asset	0		0	03269	0		4	2								0	Mystic.	0	0		0	0	269	Black Stars Rise	0	0	1		bsr							1		0		0	None	0	You get +1 [willpower], +1 [intellect], and -2 sanity.  [reaction] When you would be defeated by horror, discard St. Hubert's Key: Immediately heal 2 horror.	Item. Charm.	1				0
03270	Ward of Protection	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-WardOfProtection.webp	Player Card	Event	0		0	03270	0		1	2								0	Mystic.	0	0		0	0	270	Black Stars Rise	0	0	0		bsr						1			0		0	None	0	Fast. Play when an investigator at any location draws a non-weakness treachery card.  Cancel that card's revelation effect. Then, take 1 horror.	Spell. Spirit.	0				2
03271	Arcane Initiate	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-ArcaneInitiate.webp	Player Card	Asset	0		0	03271	0		0	2								0	Mystic.	1	0	1	0	0	271	Black Stars Rise	0	0	0	3	bsr				1			1		0		0	None	0	<b>Forced</b> - After Arcane Initiate enters play: Place 1 doom or 2 horror on it.  [fast] Exhaust Arcane Initiate: Search the top 3 cards of your deck for a [[Spell]] card and draw it. Shuffle your deck.	Ally. Sorcerer.	0				3
03272	"Not without a fight!"	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-NotWithoutAFight.webp	Player Card	Skill	0		0	03272	0			2								0	Survivor.	0	0		0	0	272	Black Stars Rise	0	0	0		bsr			1	1			1		0		0	None	0	Commit to a skill test only if you are engaged with an enemy.  For each enemy engaged with you, "Not without a fight!" gains [willpower] [combat] [agility].	Innate.	0				0
03273	True Survivor	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-TrueSurvivor.webp	Player Card	Event	0		0	03273	0		3	2								0	Survivor.	0	0		0	0	273	Black Stars Rise	0	0	0		bsr									0		0	None	0	Return 3 [[Innate]] skills from your discard pile to your hand.	Spirit.	0				3
03274	Black Stars Rise	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-BlackStarsRise.webp	multi_sided	Scenario	0		0	03274	0			0		1	Black Stars Rise					0	Mythos.	0	0		0	0	274	Black Stars Rise	0	0	0		bsr		A							0		0	None	0	Easy / Standard  [skull]: -X. X is the highest amount of doom on an agenda in play.  [cultist]: Reveal another token. If this token is revealed during an attack or evasion attempt against an enemy with doom on it, this skill test automatically fails instead.  [tablet]: Reveal another token. If you fail, place 1 doom on each agenda.  [elder_thing]: -2. If you fail, search the encounter deck and discard pile for a [[Byakhee]] enemy and draw it.		0				
03274	Black Stars Rise	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-BlackStarsRise-2.webp	multi_sided	Scenario	0		0	03274	0			0		1	Black Stars Rise					0	Mythos.	0	0		0	0	274	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	Hard / Expert  [skull]: -X. X is the total amount of doom on agendas in play.  [cultist]: Reveal another token. If there is an enemy with 1 or more doom on it at your location, this test automatically fails instead.  [tablet]: Reveal another token. If you do not succeed by at least 1, place 1 doom on each agenda.  [elder_thing]: -3. If you fail, search the encounter deck and discard pile for a [[Byakhee]] enemy and draw it.		0				
03275	The Tide Rises	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-TheTideRises.webp	multi_sided	Agenda	0		0	03275	0			0	5	2	Black Stars Rise					0	Mythos.	1	0		0	0	275	Black Stars Rise	0	0	0		bsr		A						1	0		0	None	0	[fast] The investigators spend 1 [per_investigator] clues, as a group: Place 1 doom on this agenda (this effect can cause this agenda to advance). Each investigator gains 2 resources. (Group limit once per round.)		0				
03275	Red Dawn's Sunrise	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-RedDawnsSunrise.webp	multi_sided	Agenda	0		0	03275	0			0		2	Black Stars Rise					0	Mythos.	0	0		0	0	275	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	Shuffle the encounter discard pile and both set-aside copies of Tidal Terror into the encounter deck.  Check the current "c" agenda.  - If agenda 1c has 2 or fewer doom on it, mark one <b>Conviction</b> in your Campaign Log.  - If agenda 1c has 3 or more doom on it, mark one <b>Doubt</b> in your Campaign Log.  - If agenda 1c is not the current "c" agenda, do not mark any <b>Conviction</b> or <b>Doubt</b>.		0				
03276a	Let The Storm Rage	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-LetTheStormRage.webp	multi_sided	Agenda	0		0	03276a	0			0	6	3	The Vortex Above					0	Mythos.	1	0		0	0	276	Black Stars Rise	0	0	0		bsr		A						2	0		0	None	0	Each copy of Ancient Evils gains surge.  [fast] The investigators spend 1 [per_investigator] clues, as a group: Place 1 doom on this agenda (this effect can cause this agenda to advance). Each investigator gains 2 resources. (Group limit once per round.)		0				
03276a	Worlds Intertwine	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-WorldsIntertwine.webp	multi_sided	Agenda	0		0	03276a	0			0		3	The Vortex Above					0	Mythos.	0	0		0	0	276	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	Spawn the set-aside Beast of Aldebaran enemy in the Abbey Tower.  Check Campaign Log. If Ashleigh Clarke is not listed under "VIPs Slain," search the collection for Ashleigh Clarke <i>(Songs Die Unheard)</i> and spawn her at Porte de l'Avancée.  Remove the set-aside act 3a card from the game. Advance to agenda 3a.  <i>Your objective lies within the other agenda deck.</i>		0				
03276b	Let The Storm Rage	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-LetTheStormRage-2.webp	multi_sided	Agenda	0		0	03276b	0			0	6	4	The Flood Below					0	Mythos.	1	0		0	0	276	Black Stars Rise	0	0	0		bsr		A						2	0		0	None	0	Each copy of Ancient Evils gains surge.  [fast] The investigators spend 1 [per_investigator] clues, as a group: Place 1 doom on this agenda (this effect can cause this agenda to advance). Each investigator gains 2 resources. (Group limit once per round.)		0				
03276b	The Path to Carcosa	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-ThePathToCarcosa.webp	multi_sided	Agenda	0		0	03276b	0			0		4	The Flood Below					0	Mythos.	0	0		0	0	276	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	Remove the remainder of this agenda deck from the game and replace it with the set-aside act 3a card. Advance to that act card.		0				
03277	The City Floods	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-TheCityFloods.webp	multi_sided	Agenda	0		0	03277	0			0	8	5	Black Stars Rise					0	Mythos.	0	0		0	0	277	Black Stars Rise	0	0	0		bsr		A						3	0		0	None	0	Each copy of Ancient Evils gains surge.		0				
03277	Die Unheard	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-DieUnheard.webp	multi_sided	Agenda	0		0	03277	0			0		5	Black Stars Rise					0	Mythos.	0	0		0	0	277	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	<b>(→R3)</b>		0				
03278	The Ritual Begins	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-TheRitualBegins.webp	multi_sided	Agenda	0		0	03278	0			0	5	6	Black Stars Rise					0	Mythos.	1	0		0	0	278	Black Stars Rise	0	0	0		bsr		A						1	0		0	None	0	[fast] The investigators spend 1 [per_investigator] clues, as a group: Place 1 doom on this agenda (this effect can cause this agenda to advance). Each investigator draws 1 card. (Group limit once per round.)		0				
03278	Blue Star's Demise	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-BlueStarsDemise.webp	multi_sided	Agenda	0		0	03278	0			0		6	Black Stars Rise					0	Mythos.	0	0		0	0	278	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	Shuffle the encounter discard pile and both set-aside copies of Rift Seeker into the encounter deck.  Check the current "a" agenda.  - If agenda 1a has 2 or fewer doom on it, mark one <b>Conviction</b> in your Campaign Log.  - If agenda 1a has 3 or more doom on it, mark one <b>Doubt</b> in your Campaign Log.  &- If agenda 1a is not the current "a" agenda, do not mark any <b>Conviction</b> or <b>Doubt</b>.		0				
03279a	The Entity Above	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-TheEntityAbove.webp	multi_sided	Agenda	0		0	03279a	0			0	6	7	The Flood Below					0	Mythos.	1	0		0	0	279	Black Stars Rise	0	0	0		bsr		A						2	0		0	None	0	Each [[Monster]] enemy gets +1 fight.  [fast] The investigators spend 1 [per_investigator] clues, as a group: Place 1 doom on this agenda (this effect can cause this agenda to advance). Each investigator draws 1 card. (Group limit once per round.)		0				
03279a	Worlds Intertwine	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-WorldsIntertwine-2.webp	multi_sided	Agenda	0		0	03279a	0			0		7	The Flood Below					0	Mythos.	0	0		0	0	279	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	Spawn the set-aside Beast of Aldebaran enemy in the Chapel of St. Aubert.  Check Campaign Log. If Ashleigh Clarke is not listed under "VIPs Slain," search the collection for Ashleigh Clarke <i>(Songs Die Unheard)</i> and spawn her at Porte de l'Avancée.  Remove the set-aside act 3c card from the game. Advance to agenda 3c.  <i>Your objective lies within the other agenda deck.</i>		0				
03279b	The Entity Above	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-TheEntityAbove-2.webp	multi_sided	Agenda	0		0	03279b	0			0	6	8	The Vortex Above					0	Mythos.	1	0		0	0	279	Black Stars Rise	0	0	0		bsr		A						2	0		0	None	0	Each [[Monster]] enemy gets +1 fight.  [fast] The investigators spend 1 [per_investigator] clues, as a group: Place 1 doom on this agenda (this effect can cause this agenda to advance). Each investigator draws 1 card. (Group limit once per round.)		0				
03279b	The Path to Carcosa	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-ThePathToCarcosa-2.webp	multi_sided	Agenda	0		0	03279b	0			0		8	The Vortex Above					0	Mythos.	0	0		0	0	279	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	Remove the remainder of this agenda deck from the game and replace it with the set-aside act 3c card. Advance to that act card.		0				
03280	Swallowed Sky	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-SwallowedSky.webp	multi_sided	Agenda	0		0	03280	0			0	8	9	Black Stars Rise					0	Mythos.	0	0		0	0	280	Black Stars Rise	0	0	0		bsr		A						3	0		0	None	0	Each [[Monster]] enemy gets +1 fight.		0				
03280	Die Unheard	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-DieUnheard-2.webp	multi_sided	Agenda	0		0	03280	0			0		9	Black Stars Rise					0	Mythos.	0	0		0	0	280	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	<b>(→R3)</b>		0				
03281	Open The Path Below	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-OpenThePathBelow.webp	multi_sided	Act	0		0	03281	0			0		10	Black Stars Rise					0	Mythos.	0	0		0	0	281	Black Stars Rise	0	0	0		bsr		A						3	0		0	None	0	<b>Objective</b> - If each undefeated investigator is at the Chapel of St. Aubert and there are no clues on that location, advance.		0				
03281	To Carcosa	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-ToCarcosa.webp	multi_sided	Act	0		0	03281	0			0		10	Black Stars Rise					0	Mythos.	0	0		0	0	281	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	<b>(→R1)</b>		0				
03282	Open The Path Above	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-OpenThePathAbove.webp	multi_sided	Act	0		0	03282	0			0		11	Black Stars Rise					0	Mythos.	0	0		0	0	282	Black Stars Rise	0	0	0		bsr		A						3	0		0	None	0	<b>Objective</b> - If each undefeated investigator is at the Abbey Tower and there are no clues on that location, advance.		0				
03282	To Carcosa	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-ToCarcosa-2.webp	multi_sided	Act	0		0	03282	0			0		11	Black Stars Rise					0	Mythos.	0	0		0	0	282	Black Stars Rise	0	0	0		bsr		B							0		0	None	0	<b>(→R2)</b>		0				
03283	Porte de l'Avancée	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-PorteDeLAvancE.webp	multi_sided	Location	1	1	0	03283	0			0		12	Black Stars Rise					0	Mythos.	0	0		0	0	283	Black Stars Rise	0	0	0		bsr	3	A							0		0	None	0	[action] [action]: Move 1 doom from one agenda deck to the other. Then, place 2 clues on Porte de l'Avancée <i>(from the token bank)</i>.		0				
03283	Porte de l'Avancée	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-PorteDeLAvancE-2.webp	multi_sided	Location	0		0	03283	0			0		12	Black Stars Rise					0	Mythos.	0	0		0	0	283	Black Stars Rise	0	0	0		bsr		B							0		0	None	0			0				
03284	Grand Rue	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-GrandRue.webp	multi_sided	Location	0	1	0	03284	0			0		13	Black Stars Rise					0	Mythos.	0	0		0	0	284	Black Stars Rise	0	0	0		bsr	1	A							0		0	None	0	<b>Forced</b> - After you succeed at a skill test by 1 or less while investigating Grand Rue: Place 1 doom on the agenda with the most doom <i>(if they are tied for the most doom, choose one to place 1 doom on)</i>.		0				
03284	Grand Rue	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-GrandRue-2.webp	multi_sided	Location	0		0	03284	0			0		13	Black Stars Rise					0	Mythos.	0	0		0	0	284	Black Stars Rise	0	0	0		bsr		B							0		0	None	0			0				
03285	Outer Wall	arkham-horror-living-card-game/black-stars-rise/ArkhamHorrorLivingCardGame-BlackStarsRise-OuterWall.webp	multi_sided	Location	0	2	0	03285	0			0		14	Black Stars Rise					0	Mythos.	0	0		0	0	285	Black Stars Rise	0	0	0		bsr	2	A							0		0	None	0	<b>Forced</b> - After 1 or more doom is placed on the "a" agenda deck: Each investigator at the Outer Wall takes 1 damage.		0			1	
