databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	number	rarity	element	power	cost	playRequired	keywords	traits	text
bb32975a-83f3-48fa-9414-829e0a137ae6	I Can Fix It!	mlp-ccg/premier/MlpCcg-Premier-ICanFixIt.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR174	C					Starting Problem		When a player wins a faceoff here by exactly 1 power, that player scores an additional point.
3f36b4eb-93c7-4171-b224-6c9c2b8bf294	I Need Answers	mlp-ccg/premier/MlpCcg-Premier-INeedAnswers.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR175	U							Main Phase: Dismiss one of your Friends here to gain [1]. Any player may activate this ability.
e8378695-b62d-4789-9ed1-29c5d1ecce1f	It's a Twister!	mlp-ccg/premier/MlpCcg-Premier-ItsATwister.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR176	U							At the beginning of a player's Score Phase, if that player has at least 2 [Loyalty] characters, that player may ready a card at home.
73e86ebf-7b32-4376-9a56-e915c7551506	It's Alive!	mlp-ccg/premier/MlpCcg-Premier-ItsAlive.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR177	U					Starting Problem		
7e3e3677-02b1-4717-9207-01a6f3e2dc4e	Looking For Trouble	mlp-ccg/premier/MlpCcg-Premier-LookingForTrouble.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR178	C					Starting Problem		When a player defeats a Troublemaker at this Problem, that player scores an additional point.
15f2f0d4-44e8-462d-a70c-0afecf8f5078	May the Best Pet Win	mlp-ccg/premier/MlpCcg-Premier-MayTheBestPetWin.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR179	U					Starting Problem		When this Problem is played, its owner may search their deck for a Critter Friend, reveal it, put it into their hand, and shuffle their deck.
1209a4e5-860f-4b37-8786-12abb00c5e6d	Who is Gabby Gums?	mlp-ccg/premier/MlpCcg-Premier-WhoIsGabbyGums.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR180	C							If there are at least 3 [Generosity] characters at this Problem, characters without [Generosity] can't move away from this Problem.
18b8cc26-9a15-48d6-8d75-73fab59ad10c	Not Enough Pinkie Pies	mlp-ccg/premier/MlpCcg-Premier-NotEnoughPinkiePies.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR181	C							When a player moves a [Laughter] character to this Problem, if they have a [Laughter] character here already, they may draw a card.
f8a0c1aa-3ed1-4b08-8dcf-2fad1648ddcf	Monitor EVERYTHING!	mlp-ccg/premier/MlpCcg-Premier-MonitorEVERYTHING.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR182	C					Starting Problem		Report Resources played on this Problem have their costs reduced by [1].
66a13ad4-c7e1-40ab-9d08-4e1d288467d0	Monster of a Minotaur	mlp-ccg/premier/MlpCcg-Premier-MonsterOfAMinotaur.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR183	C							When this Problem is played, each player frightens an opponent's Friend.
5d7b0bfd-7c07-45ba-a0a0-a96234597054	My Pinkie Sense is Tingling	mlp-ccg/premier/MlpCcg-Premier-MyPinkieSenseIsTingling.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR184	U							When a player wins a Problem faceoff here, they may look at the top 3 cards of this Problem's deck and put them back in any order.
9cc29e98-4536-4faf-a8a9-571ec8fce754	Maybes are for Babies	mlp-ccg/premier/MlpCcg-Premier-MaybesAreForBabies.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR185	U							When a player confronts this Problem, that player may draw a card.
c685434d-42f1-42d4-9b41-38e9195c9b1d	Fashion Feast	mlp-ccg/premier/MlpCcg-Premier-FashionFeast.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR186	U							If a card flipped for a Problem faceoff here would be put on the bottom of its owner's deck, it is put into its owner's discard pile instead.
5248ceb5-e93c-49bf-af4f-986e7d3bd3e5	Parasprite Pandemic	mlp-ccg/premier/MlpCcg-Premier-ParaspritePandemic.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR187	C							When this Problem is played, each player may search their deck for a Troublemaker, reveal it, put it into their hand, and shuffle their deck.
a1bf6f5e-24aa-4859-be65-c6c71b3a4b7e	Ponyville in a Bottle	mlp-ccg/premier/MlpCcg-Premier-PonyvilleInABottle.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR188	C							Friends with less than 2 power can't be played to this Problem.
cb7fc8ed-22ce-4c85-88e2-de647b7df061	Raze This Barn	mlp-ccg/premier/MlpCcg-Premier-RazeThisBarn.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR189	U							[Honesty] Friends here cannot be dismissed.
3fb34bed-b5c2-463e-9712-dc53045e4aa3	Runaway Cart	mlp-ccg/premier/MlpCcg-Premier-RunawayCart.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR190	U					Starting Problem		
ee137bc6-c5af-498e-9366-306ac7aecec6	Save Sweet Apple Acres	mlp-ccg/premier/MlpCcg-Premier-SaveSweetAppleAcres.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR191	U					Starting Problem		While a player has more power at this Problem than any opponent, that player's Friends here can't be dismissed.
faacdbeb-fb15-4466-a24b-68059d3cfa26	Special Delivery!	mlp-ccg/premier/MlpCcg-Premier-SpecialDelivery.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR192	U					Starting Problem		
17ac19c6-8b24-489c-9d2c-68de7876b135	Ponynapped!	mlp-ccg/premier/MlpCcg-Premier-Ponynapped.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR193	U					Starting Problem		When a player confronts this Problem, they frighten one of their Friends at this Problem.
ef908e82-b9be-4ee5-9ace-0f4fad5ae2a7	This Way, Little Ones	mlp-ccg/premier/MlpCcg-Premier-ThisWayLittleOnes.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR194	U							When this Problem is played, its owner may move one of their Critter Friends here from home.
7a19cf83-2018-4f01-bf34-73c2dac0c6f9	Want it, Need it!	mlp-ccg/premier/MlpCcg-Premier-WantItNeedIt.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR195	U							The first player to confront this Problem with a [Honesty] character with at least 3 power scores an additional point.
bd147b30-8dcb-47ce-9323-5b8f97f61554	Wrapping Up Winter	mlp-ccg/premier/MlpCcg-Premier-WrappingUpWinter.jpg	default	Problem	Premier	Premier	playerNProblemDeck	PR196	U							The first player to play a Friend to this Problem gains [2].
28b9716e-8d59-4ac7-a7f3-66f930379b1b	Dr. Hooves	mlp-ccg/premier/MlpCcg-Premier-DrHooves.jpg	default	Friend	Premier	Premier	playerNDeck	PR197	UR	Loyalty	4	5	3		Earth Pony	When this card is put into the discard pile from anywhere, you may search your deck for Dr. Hooves, play it to your home frightened for free, and shuffle your deck.
7c6d7a2d-1455-4f5b-8e75-1ab9e4e47679	Rainbow Dash	mlp-ccg/premier/MlpCcg-Premier-RainbowDash-3.jpg	default	Friend	Premier	Premier	playerNDeck	PR198	UR	Loyalty	2	3	2	Swift	Pegasus	When you play this card to a Problem, you may move up to 3 of your Friends to that Problem.
40d18b76-148f-4c6c-8910-2332e93a7eb0	Big Mac	mlp-ccg/premier/MlpCcg-Premier-BigMac.jpg	default	Friend	Premier	Premier	playerNDeck	PR199	UR	Honesty	4	5	2	Stubborn	Earth Pony	During faceoffs involving this card, flip an additional card.
15cd2bd3-e9d5-4207-92b3-41f16846c06d	Ship Shape	mlp-ccg/premier/MlpCcg-Premier-ShipShape.jpg	default	Friend	Premier	Premier	playerNDeck	PR200	UR	Honesty	2	3	2		Pegasus	Reaction: When you flip a card, exhaust this card to ignore that card and flip another card.
5ea49898-c749-4ed2-9b47-5bf813f32812	Lyra Heartstrings	mlp-ccg/premier/MlpCcg-Premier-LyraHeartstrings.jpg	default	Friend	Premier	Premier	playerNDeck	PR201	UR	Laughter	4	5	3		Unicorn	Reaction: After your opponent draws a card, exhaust this card to draw 2 cards.
7735f2cf-e494-4f2f-b2f9-581cc79172a8	Screwy	mlp-ccg/premier/MlpCcg-Premier-Screwy.jpg	default	Friend	Premier	Premier	playerNDeck	PR202	UR	Laughter	1	2	2		Critter, Earth Pony	Your opponents can't confront this card's Problem unless they have at least 3 characters at that Problem.
9fe3cf12-43b0-46cd-8557-4f5d3eaa1f3b	Twilight Sparkle	mlp-ccg/premier/MlpCcg-Premier-TwilightSparkle-3.jpg	default	Friend	Premier	Premier	playerNDeck	PR203	UR	Magic	4	3	3	Studious	Unicorn	Main Phase: While this card is at a Problem, you may exhaust this card and put it into its owner's hand. If you do, move up to 2 of your opponent's characters home.
1c158a21-cc05-46e2-b2f1-9887b87e426e	Zecora	mlp-ccg/premier/MlpCcg-Premier-Zecora.jpg	default	Friend	Premier	Premier	playerNDeck	PR204	UR	Magic	1	3	3		Zebra	Main Phase: Exhaust this card to draw 2 cards, then put a card from your hand on top of your deck.
8b01aa2d-7c77-4060-8a85-debf75db770f	Octavia	mlp-ccg/premier/MlpCcg-Premier-Octavia.jpg	default	Friend	Premier	Premier	playerNDeck	PR205	UR	Generosity	4	5	2		Earth Pony	Your opponent must pay +[2] to move a character to or from this card's Problem.
98ac364f-a67f-45b3-aab9-c2f69f676f26	Rarity	mlp-ccg/premier/MlpCcg-Premier-Rarity-3.jpg	default	Friend	Premier	Premier	playerNDeck	PR206	UR	Generosity	2	3	2		Unicorn	When you confront this card's Problem, you may move this card home to score points equal to that Problem's bonus.
2bc8f5b7-4667-4ace-96ad-4c0993b0bd05	Philomena	mlp-ccg/premier/MlpCcg-Premier-Philomena.jpg	default	Friend	Premier	Premier	playerNDeck	PR207	UR	Kindness	1	2	2		Critter	While this card is at a Problem, your other Friends at that Problem get the Critter trait during any Score Phase.
daf8974b-8784-4bff-b1f7-2052a5090181	Princess Celestia	mlp-ccg/premier/MlpCcg-Premier-PrincessCelestia.jpg	default	Friend	Premier	Premier	playerNDeck	PR208	UR	Kindness	3	5	3	Studious	Alicorn, Royalty	Swift While this card is at a Problem, each of your other [Kindness] characters at that Problem gets +1 power.
f0a24546-85a2-4f46-9d94-fe88bdb904a1	Heart's Desire	mlp-ccg/premier/MlpCcg-Premier-HeartsDesire.jpg	default	Resource	Premier	Premier	playerNDeck	PR209	UR		4	2			Asset	Play to your home. Faceoff Reaction: When you win a faceoff, you may dismiss this card to gain [4].
cf031f16-4e96-436a-a846-4701f8307ce0	Nightmare Moon	mlp-ccg/premier/MlpCcg-Premier-NightmareMoon.jpg	default	Troublemaker	Premier	Premier	playerNDeck	PR210	UR		7			Villain	Epic	When this card is uncovered, all players discard all the cards in their hand then draw 3 cards. At the start of each player's Troublemaker Phase, that player discards a random card.
fd01e8a2-b683-4fba-a905-5cda0c1fd567	Fluttershy	mlp-ccg/premier/MlpCcg-Premier-Fluttershy-4.jpg	default	Friend	Premier	Premier	playerNDeck	PR211	UR	Kindness	2	4	4		Pegasus	When you play this card to a Problem, you may banish a Troublemaker there. When this card leaves that Problem, put that banished Troublemaker into play at a Problem and uncover it.
9f258468-001f-4f8b-a81b-25183397fb59	Rainbow Dash	mlp-ccg/premier/MlpCcg-Premier-RainbowDash-4.jpg	default	Friend	Premier	Premier	playerNDeck	PR212	F	Loyalty	3	4	2	Swift	Pegasus	Once per faceoff, if you would put a card flipped for a faceoff involving this card on the bottom of your deck, you may put it into your hand instead.
1802f9af-ec3f-4393-8150-b5822bf13a4d	Applejack	mlp-ccg/premier/MlpCcg-Premier-Applejack-4.jpg	default	Friend	Premier	Premier	playerNDeck	PR213	F	Honesty	3	3	1	Stubborn	Earth Pony	When you play this card, you may reveal the top 5 cards of your deck. You may put one revealed Resource into your hand. Put all remaining cards at the bottom of your deck in any order.
43f49090-675d-48a1-8af2-1efbe5be5c1f	Flutterbat	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Flutterbat.jpg	default	Troublemaker	Canterlot Nights	Canterlot Nights	playerNDeck	CN0	UR		5					When this card is uncovered, move it to another Problem. At the start of your opponent's Troublemaker Phase, move this card to a Problem with a number of characters equal to or less than the number of characters at this card's Problem.
ad7f8550-7a8c-414e-b96c-6c99c8f925e5	Rainbow Dash	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-RainbowDash.jpg	default	Mane Character	Canterlot Nights	Canterlot Nights	playerNStarting	CN1	U	Loyalty	1			Home Limit 3	Pegasus	Any Phase: While there are at least 2 Pegasus Friends at this card's Problem, you may turn this card over.
dd658570-40f1-46ca-b612-c6de9a49b5ff	Applejack	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Applejack.jpg	default	Mane Character	Canterlot Nights	Canterlot Nights	playerNStarting	CN2	U	Honesty	1			Home Limit 3	Earth Pony	At the start of your Score Phase, you may pay [2] to give one of your Friends +2 power until the end of turn. At the end of your turn, if you have a Friend with at least 5 power, turn this card over.
2b501334-bb56-43c3-a409-bf7d4cca31a6	Pinkie Pie	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-PinkiePie.jpg	default	Mane Character	Canterlot Nights	Canterlot Nights	playerNStarting	CN3	U	Laughter	1			Home Limit 3	Earth Pony	When you end your turn, if this card is at home or a Problem with at least 3 of your Friends, turn this card over.
b8e20a51-a782-44f9-b07e-45b41e4d3d8c	Princess Luna	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-PrincessLuna.jpg	default	Mane Character	Canterlot Nights	Canterlot Nights	playerNStarting	CN4	U	Magic	1			Home Limit 3	Alicorn, Royalty	When you win a faceoff involving this card, turn this card over.
b10cd7cf-a119-4a16-87a5-2413c2ed892b	Twilight Sparkle	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-TwilightSparkle.jpg	default	Mane Character	Canterlot Nights	Canterlot Nights	playerNStarting	CN5	U	Magic	1			Home Limit 3	Unicorn	When you play an Event, turn this card over and exhaust it.
af3437a7-12f8-4608-a75e-881ae0de8c8f	Rarity	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Rarity.jpg	default	Mane Character	Canterlot Nights	Canterlot Nights	playerNStarting	CN6	U	Generosity	1			Home Limit 3	Unicorn	When you play a Resource on one of your Friends, turn this card over.
fb3664df-82f9-42b7-91f4-5f4dc000bd34	Fluttershy	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Fluttershy.jpg	default	Mane Character	Canterlot Nights	Canterlot Nights	playerNStarting	CN7	U	Kindness	1			Home Limit 3	Pegasus	Main Phase: Pay [3] to turn this card over. You pay 1 less action token to turn this card over for each Critter Friend you control.
2c19775b-672c-4fd8-9f2f-8f7da5b996f0	Rarity	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Rarity-2.jpg	default	Mane Character	Canterlot Nights	Canterlot Nights	playerNStarting	CN8	U	Generosity	1			Home Limit 3	Unicorn	When you confront this card's Problem with at least 2 other [Generosity] characters, turn this card over.
2a59bc09-47f0-4e82-ac94-10f54294c963	Chief Thunderhooves	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-ChiefThunderhooves.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN9	R	Loyalty	3	3	3	Pumped	Buffalo	Reaction: After an opponent plays a Friend to this card's Problem, you may spend a card from beneath this card to frighten that Friend.
aadf8384-6403-4a5f-aff3-9948ff20ebdc	Cipher Splash	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-CipherSplash.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN10	U	Loyalty	3	3	1	Pumped	Unicorn	At the start of each player's turn, if this card has at least 1 card beneath it, you may ready it.
a05ed997-a22f-4694-b295-ff1f58105105	Dark Moon	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-DarkMoon.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN11	C	Loyalty	2	3			Unicorn	Main Phase: Exhaust one of your Resources at home to ready this card.
9d848de0-a9c3-4f4e-9530-a54d1890b260	Dr. Hooves	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-DrHooves.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN12	R	Loyalty	3	4	4		Earth Pony	Faceoff: You may play this card to an area where you have a character involved in a faceoff. If you do, it becomes involved in that faceoff.
5fbe8f01-d596-4ec5-9fb0-65949aacd34a	Eclair Crème	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-EclairCrMe.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN13	F	Loyalty	2	2	3		Earth Pony	Score Phase: Exhaust another one of your Friends and pay [1] to give this card +2 power until the end of the phase.
6dd2de1a-3bd7-4515-a678-4138a70e8fbe	Hairpin Turn	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-HairpinTurn.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN14	C	Loyalty	2	2	2	Pumped	Earth Pony, Foal	While involved in a faceoff, this card has +2 power for each card beneath it.
7d6b2b25-417b-490e-9d4d-628ba0a1e839	Orange Swirl	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-OrangeSwirl.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN15	C	Loyalty	2	1	2		Pegasus	
fed2e4f8-b1ba-4a79-99d2-83cc4823f4e3	Pipsqueak	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Pipsqueak.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN16	R	Loyalty	1	1	2		Earth Pony, Foal	Reaction: After an opponent's Troublemaker is uncovered at this card's Problem, you may challenge that Troublemaker with all your characters there.
d5570230-776f-4fb5-b9b0-963ac145de22	Rainbow Blaze	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-RainbowBlaze.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN17	C	Loyalty	2	3	2	Supportive 2	Pegasus	
612d13d9-4fba-48b3-a152-8d99d5299e1f	Rainbow Dash	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-RainbowDash-2.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN18	C	Loyalty	1	2	2		Pegasus	Reaction: After an opponent's Friend is frightened, you may exhaust this card to frighten another Friend.
8357131c-0082-4c14-bee6-6dc58219035b	Rainbow Dash	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-RainbowDash-3.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN19	R	Loyalty	5	6	6		Pegasus, Unique	Reaction: After an opponent takes an action during their Main Phase, you may pay [1] to move this card.
54f09367-d3f4-40d1-83b4-80047c26f47c	Rumble	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Rumble.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN20	C	Loyalty	1	2			Pegasus, Foal	Main Phase: Exhaust this card to move it.
9c65932c-33eb-4351-b464-1bcc0043c020	Scootaloo	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Scootaloo.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN21	U	Loyalty	2	2	3	Supportive 1	Pegasus, Foal	When you move your Mane Character to a Problem, you may exhaust this card to move this card there.
de07490c-91bc-4cca-933b-c7f54d3ffadd	Shooting Star	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-ShootingStar.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN22	C	Loyalty	3	3	1		Earth Pony	At the end of your draw step, if an opponent's Mane Character is at home, you may draw a card and discard a card.
54e35036-7662-4ebe-95f6-93348b6d51f1	Sprinkle Medley	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-SprinkleMedley.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN23	C	Loyalty	3	4	2	Swift	Pegasus	
64d22178-5e9e-40d7-9f3a-5656c8888b13	Apple Bumpkin	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-AppleBumpkin.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN24	C	Honesty	3	2	2		Earth Pony	
825da05c-215f-41db-b13f-eaed527976ce	Applejack	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Applejack-2.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN25	R	Honesty	5	6	6		Earth Pony, Unique	When this card enters play at a Problem, you may dismiss an opponent's Troublemaker at that Problem. If an opponent would force you to discard this card, you may put it into play instead.
d4cd6c9c-55f7-4c65-b7e5-73608c841100	Applejack	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Applejack-3.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN26	U	Honesty	2	3	3		Earth Pony	When this card enters play, choose a player. That player puts the top 4 cards of their deck into the discard pile.
b9fd648e-f11f-496d-9b8c-0c2d459b2d9a	Bags Valet	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-BagsValet.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN27	C	Honesty	1	2			Unicorn	Score Phase: Exhaust one of your Resources at home to give this card +2 power until the end of the phase.
9130542f-6e5a-437c-8ddc-a96ebee97f76	Big Mac	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-BigMac.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN28	R	Honesty	4	4	3	Supportive 2	Earth Pony	
a22f772c-ee9d-4d3c-863d-1da4b7dfae53	Cherry Fizzy	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-CherryFizzy.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN29	C	Honesty	4	5	3		Earth Pony	If this card would be frightened, you may exhaust it instead.
e83a09cc-ae17-4b9b-a571-51657cadd106	Cloudy Quartz	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-CloudyQuartz.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN30	C	Honesty	0	1	1	Supportive 2	Earth Pony	
c3fa1d47-de76-4bf3-b561-1ddb71d57ae3	Daisy	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Daisy.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN31	U	Honesty	2	3			Earth Pony	When this card is retired, put it into its owner' hand.
60931805-ef91-4b96-bcec-bf32f8675081	Doc Top	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-DocTop.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN32	C	Honesty	3	3	2		Earth Pony	Main Phase: Exhaust this card. While this card is exhausted, you pay [1] less to rally your Friends, to a minimum of [1].
67b0ed99-8b89-453e-9999-f8bace501f5e	Earth Pony Royal Guard	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-EarthPonyRoyalGuard.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN33	R	Honesty	2	3	1		Earth Pony	When this card enters play at your home, an opponent reveals their hand. You may choose a Friend card from their hand and they discard that card.
c2196692-b937-4d55-ac02-8f235217ec73	Fast Clip	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-FastClip.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN34	R	Honesty	2	2	3	Pumped	Pegasus	Main Phase: Spend a card from beneath this card to exhaust all characters at this card's Problem.
468a9121-8ae6-441a-8f2b-eb08d082f6b2	Golden Harvest	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-GoldenHarvest.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN35	C	Honesty	2	2	1	Stubborn	Earth Pony	
e809e7f6-8c14-4738-a986-079555b58684	Hayseed Turnip Truck	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-HayseedTurnipTruck.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN36	U	Honesty	2	3	3	Pumped	Earth Pony	During faceoffs involving this card, if this card has at least 1 card beneath it, flip an additional card.
6d7b4c2c-56fe-4a7d-b2c5-7059bf96898c	Joe	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Joe.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN37	R	Honesty	1	2			Unicorn	Main Phase: Exhaust this card and pay [1] to reveal a card from your hand and banish it to beneath one of your Friends with Pumped.
7fc3a75b-4821-4f32-9fde-71e803cf28a1	Steam Roller	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-SteamRoller.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN38	C	Honesty	3	3	1	Pumped	Pegasus	While this card has at least 1 card beneath it, it can't be dismissed or frightened.
efbba895-38cf-4770-b0f7-c767a9742d3a	Aura	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Aura.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN39	C	Laughter	2	2	2	Random	Earth Pony, Foal	
a8fae0cf-90be-473f-a64a-857e54fa70a9	Cheese Sandwich	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-CheeseSandwich.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN40	R	Laughter	2	2	3		Earth Pony	This card enters play exhausted. Main Phase: Exhaust this card and put it into its owner's hand to dismiss an exhausted Friend.
3c733568-aa57-4113-9be3-49f32b09f181	Purple Waters	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-PurpleWaters.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN41	C	Laughter	2	1	2		Pegasus	
4940065e-fabe-4317-8708-6621e416e3ae	Globe Trotter	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-GlobeTrotter.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN42	U	Laughter	3	3	1	Pumped	Earth Pony	Main Phase: Spend a card from beneath this card to draw 2 cards.
a72e225f-a380-4ea9-b5a7-6afbfe2408b1	Lily	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Lily.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN43	U	Laughter	2	2			Earth Pony	When this card enters play, you may retire one of your Friends to add that Friend's power to this card's power until the end of the turn.
47994628-fff4-493a-ba3e-7070e7083b8f	Lucky Star	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-LuckyStar.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN44	C	Laughter	2	2	1		Earth Pony	While an opponent's Mane Character is at home, this card has +1 power.
72ade957-c22e-48e5-a4f5-2dae48cc91c6	Hondo Flanks	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-HondoFlanks.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN45	C	Laughter	2	4	2	Supportive 4	Unicorn	
97082419-23f7-4213-b7b1-0c10bc8dac9e	Pinkie Pie	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-PinkiePie-2.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN46	R	Laughter	5	6	6		Earth Pony, Unique	When this card enters play, you may reveal the top card of your deck. If you do, reveal cards from the top of your deck until you reveal a number of Friends equal to that card's printed power. Put any number of revealed [Laughter] Friends into your hand and shuffle all other revealed cards into your deck. All opponents draw 1 card for each Friend you put into your hand.
ba6a8a20-ac4d-4733-80a9-b3de72a7353e	Pinny Lane	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-PinnyLane.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN47	R	Laughter	2	3	1		Unicorn	When this card enters play, you may retire one of your Friends to gain a number of action tokens equal to that Friend's cost.
662cb1f6-8c45-4202-aeb4-a4fb859c16f7	Sassaflash	mlp-ccg/canterlot-nights/MlpCcg-CanterlotNights-Sassaflash.jpg	default	Friend	Canterlot Nights	Canterlot Nights	playerNDeck	CN48	R	Laughter	1	2			Pegasus	When this card enters play at a problem, each player shuffles their deck and draws a card.
