databaseId	name	imageUrl	cardBack	type	subtype	battleType	keyword	protoCost	basic	solo	transform	packName	set	loadGroupId
robotech_MS124EmilLang.png	Emil Lang	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-EmilLang.png	default	Character	Officer - Earth			2				Macross Saga	robotech	playerNDeck
robotech_MS125HenryGlovalCaptain.png	Henry Gloval - Captain	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-HenryGlovalCaptain.png	default	Character	Officer - Earth			3		Y		Macross Saga	robotech	playerNDeck
robotech_MS126KimYoung.png	Kim Young	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-KimYoung.png	default	Character	Officer - Earth			0				Macross Saga	robotech	playerNDeck
robotech_MS127LisaHayes.png	Lisa Hayes	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-LisaHayes.png	default	Character	Officer - Earth			2		Y		Macross Saga	robotech	playerNDeck
robotech_MS128Minmei.png	Minmei	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-Minmei.png	default	Character	Civilian - Earth			0				Macross Saga	robotech	playerNDeck
robotech_MS129PilotSkullSquadron.png	Pilot - Skull Squadron	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-PilotSkullSquadron.png	default	Character	Pilot - Earth	M	Skull Squadron	0	Y			Macross Saga	robotech	playerNDeck
robotech_MS130RickHunterCorporal.png	Rick Hunter - Corporal	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-RickHunterCorporal.png	default	Character	Pilot - Earth	M		1				Macross Saga	robotech	playerNDeck
robotech_MS131RoyFokkerLtCmdr.png	Roy Fokker - Lt. Cmdr.	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-RoyFokkerLtCmdr.png	default	Character	Officer/Pilot - Earth	M	Skull Squadron	3				Macross Saga	robotech	playerNDeck
robotech_MS132SammiePorter.png	Sammie Porter	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-SammiePorter.png	default	Character	Officer - Earth			0				Macross Saga	robotech	playerNDeck
robotech_MS133VanessaLeeds.png	Vanessa Leeds	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VanessaLeeds.png	default	Character	Officer - Earth			0		Y		Macross Saga	robotech	playerNDeck
robotech_MS134AlaskaBase.png	Alaska Base	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-AlaskaBase.png	default	Location	Earth			7		Y		Macross Saga	robotech	sharedLocations
robotech_MS135MacrossIsland.png	Macross Island	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-MacrossIsland.png	default	Location	Earth			1		Y		Macross Saga	robotech	sharedLocations
robotech_MS136DestructoidDefender.png	Destroid Defender	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroidDefender.png	default	Mecha	Destroid - Earth	L	Burst	1				Macross Saga	robotech	playerNDeck
robotech_MS137DestroidMonster.png	Destroid Monster	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroidMonster.png	default	Mecha	Destroid - Earth	L	Burst	4				Macross Saga	robotech	playerNDeck
robotech_MS138DestroidMonsterVessel.png	Destroid Monster - Vessel	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroidMonsterVessel.png	default	Mecha	Destroid - Earth	L	Burst	4				Macross Saga	robotech	playerNDeck
robotech_MS139DestroidPhalanx.png	Destroid Phalanx	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroidPhalanx.png	default	Mecha	Destroid - Earth	L	Burst	2				Macross Saga	robotech	playerNDeck
robotech_MS140DestroidPhalanxVessel.png	Destroid Phalanx - Vessel	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroidPhalanxVessel.png	default	Mecha	Destroid - Earth	L	Burst	2				Macross Saga	robotech	playerNDeck
robotech_MS141DestroidSpartanArmor.png	Destroid Spartan - Armor	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroidSpartanArmor.png	default	Mecha	Destroid - Earth	L	Burst	2	Y			Macross Saga	robotech	playerNDeck
robotech_MS142DestroidSpartan.png	Destroid Spartan	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroidSpartan.png	default	Mecha	Destroid - Earth	L	Burst	2				Macross Saga	robotech	playerNDeck
robotech_MS143DestroidTomahawk.png	Destroid Tomahawk	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-DestroidTomahawk.png	default	Mecha	Destroid - Earth	L	Burst	3				Macross Saga	robotech	playerNDeck
robotech_MS144GhostFighter.png	Ghost Fighter	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-GhostFighter.png	default	Mecha	Fighter - Earth	S		1	Y			Macross Saga	robotech	playerNDeck
robotech_MS145LancerSpaceDroneVessel.png	Lancer Space Drone - Vessel	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-LancerSpaceDroneVessel.png	default	Mecha	Fighter - Earth	S		1				Macross Saga	robotech	playerNDeck
robotech_MS146LancerSpaceDrone.png	Lancer Space Drone	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-LancerSpaceDrone.png	default	Mecha	Fighter - Earth	S		1	Y			Macross Saga	robotech	playerNDeck
robotech_MS147VF1AAmmoShortage.png	VF-1A Ammo Shortage	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1AAmmoShortage.png	default	Mecha	Veritech - Earth	LS		2			Y	Macross Saga	robotech	playerNDeck
robotech_MS148VF1DRescuer.png	VF-1D Rescuer	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1DRescuer.png	default	Mecha	Veritech - Earth	LS		1			Y	Macross Saga	robotech	playerNDeck
robotech_MS149VF1DTandem.png	VF-1D Tandem	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1DTandem.png	default	Mecha	Veritech - Earth	LS		1			Y	Macross Saga	robotech	playerNDeck
robotech_MS150VF1JGuardianTransformer.png	VF-1J Guardian Transformer	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1JGuardianTransformer.png	default	Mecha	Veritech - Earth	LS		3			Y	Macross Saga	robotech	playerNDeck
robotech_MS151VF1S.png	VF-1S	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1S.png	default	Mecha	Veritech - Earth	LS		3			Y	Macross Saga	robotech	playerNDeck
robotech_MS152VF1SSkullLeader.png	VF-1S Skull Leader	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1SSkullLeader.png	default	Mecha	Veritech - Earth	LS	Skull Squadron	4		Y	Y	Macross Saga	robotech	playerNDeck
robotech_MS153VF1SSkullLeaderBooster.png	VF-1S Skull Leader Booster	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-VF1SSkullLeaderBooster.png	default	Mecha	Veritech - Earth	LS	Skull Squadron	4		Y	Y	Macross Saga	robotech	playerNDeck
robotech_MS154ARMD1.png	ARMD - 1	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-ARMD1.png	default	Mecha	Vessel - Earth			5		Y		Macross Saga	robotech	playerNDeck
robotech_MS155OberthclassDestroyer.png	Oberth-class Destroyer	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-OberthClassDestroyer.png	default	Mecha	Vessel - Earth			3				Macross Saga	robotech	playerNDeck
robotech_MS156SDF1Barrier.png	SDF-1 Barrier	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-SDF1Barrier.png	default	Mecha	Vessel - Earth			2		Y		Macross Saga	robotech	playerNDeck
robotech_MS157SDF1MainCannon.png	SDF-1 Main Cannon	robotech-ccg/macross-saga/RobotechCcg-MacrossSaga-SDF1MainCannon.png	default	Mecha	Vessel - Earth			2		Y		Macross Saga	robotech	playerNDeck
robotech_NG001NeutronSMissiles.png	Neutron S Missiles	robotech-ccg/new-generation/RobotechCcg-NewGeneration-NeutronSMissiles.png	default	Action				5				New Generation	robotech	playerNDeck
robotech_NG002TheftbyBalloon.png	Theft by Balloon	robotech-ccg/new-generation/RobotechCcg-NewGeneration-TheftByBalloon.png	default	Action				1				New Generation	robotech	playerNDeck
robotech_NG003AnnieLaBelle.png	Annie LaBelle	robotech-ccg/new-generation/RobotechCcg-NewGeneration-AnnieLaBelle.png	default	Character	Civilian - Earth	F	Rebels	0				New Generation	robotech	playerNDeck
robotech_NG004LancerLieutenant.png	Lancer - Lieutenant	robotech-ccg/new-generation/RobotechCcg-NewGeneration-LancerLieutenant.png	default	Character	Pilot - Earth		Rebels	2				New Generation	robotech	playerNDeck
robotech_NG005Lunk.png	Lunk	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Lunk.png	default	Character	Pilot - Earth	M	Rebels	0				New Generation	robotech	playerNDeck
robotech_NG006Rand.png	Rand	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Rand.png	default	Character	Pilot - Earth	M	Rebels	1				New Generation	robotech	playerNDeck
robotech_NG007Rook.png	Rook	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Rook.png	default	Character	Pilot - Earth	F	Rebels	2				New Generation	robotech	playerNDeck
robotech_NG008ScottBernardLtCmdr.png	Scott Bernart - Lt Cmdr	robotech-ccg/new-generation/RobotechCcg-NewGeneration-ScottBernartLtCmdr.png	default	Character	Officer/Pilot - Earth	M	Rebels	3				New Generation	robotech	playerNDeck
robotech_NG009SynchroCannon.png	Synchro Cannon	robotech-ccg/new-generation/RobotechCcg-NewGeneration-SynchroCannon.png	default	Mecha	Earth	L		4		Y		New Generation	robotech	playerNDeck
robotech_NG010CycloneVR038L.png	Cyclone VR-038L	robotech-ccg/new-generation/RobotechCcg-NewGeneration-CycloneVR038L.png	default	Mecha	Veritech - Earth	L		1				New Generation	robotech	playerNDeck
robotech_NG011CycloneVR041H.png	Cyclone VR-041H	robotech-ccg/new-generation/RobotechCcg-NewGeneration-CycloneVR041H.png	default	Mecha	Veritech - Earth	L		1				New Generation	robotech	playerNDeck
robotech_NG012AlphaVFA6H.png	Alpha VFA-6H	robotech-ccg/new-generation/RobotechCcg-NewGeneration-AlphaVFA6H.png	default	Mecha	Veritech - Earth	LS		4			Y	New Generation	robotech	playerNDeck
robotech_NG013AlphaVFA6HScott.png	Alpha VFA-6H (Scott)	robotech-ccg/new-generation/RobotechCcg-NewGeneration-AlphaVFA6HScott.png	default	Mecha	Veritech - Earth	LS		4		Y	Y	New Generation	robotech	playerNDeck
robotech_NG014AlphaVFA6I.png	Alpha VFA-6I	robotech-ccg/new-generation/RobotechCcg-NewGeneration-AlphaVFA6I.png	default	Mecha	Veritech - Earth	LS		3			Y	New Generation	robotech	playerNDeck
robotech_NG015AlphaVFA6ILancer.png	Alpha VFA-6I (Lancer)	robotech-ccg/new-generation/RobotechCcg-NewGeneration-AlphaVFA6ILancer.png	default	Mecha	Veritech - Earth	LS		3		Y	Y	New Generation	robotech	playerNDeck
robotech_NG016AlphaVFA6Z.png	Alpha VFA-6Z	robotech-ccg/new-generation/RobotechCcg-NewGeneration-AlphaVFA6Z.png	default	Mecha	Veritech - Earth	LS		2			Y	New Generation	robotech	playerNDeck
robotech_NG017AlphaVFA6ZRook.png	Alpha VFA-6Z (Rook)	robotech-ccg/new-generation/RobotechCcg-NewGeneration-AlphaVFA6ZRook.png	default	Mecha	Veritech - Earth	LS		3		Y	Y	New Generation	robotech	playerNDeck
robotech_NG018BetaVFB9.png	Beta VFB-9	robotech-ccg/new-generation/RobotechCcg-NewGeneration-BetaVFB9.png	default	Mecha	Veritech - Earth	LS		4			Y	New Generation	robotech	playerNDeck
robotech_NG019ShadowDrone.png	Shadow Drone	robotech-ccg/new-generation/RobotechCcg-NewGeneration-ShadowDrone.png	default	Mecha	Veritech - Earth	LS	Shadow Technology	3		Y	Y	New Generation	robotech	playerNDeck
robotech_NG020ShadowFighter.png	Shadow Fighter	robotech-ccg/new-generation/RobotechCcg-NewGeneration-ShadowFighter.png	default	Mecha	Veritech - Earth	LS	Shadow Technology	4		Y	Y	New Generation	robotech	playerNDeck
robotech_NG021GarfishclassCruiser.png	Garfish-class Cruiser	robotech-ccg/new-generation/RobotechCcg-NewGeneration-GarfishClassCruiser.png	default	Mecha	Vessel - Earth	LS		2				New Generation	robotech	playerNDeck
robotech_NG022HorizonTclassCombatDropship.png	Horizon-T class Combat Dropship	robotech-ccg/new-generation/RobotechCcg-NewGeneration-HorizonTClassCombatDropship.png	default	Mecha	Vessel - Earth	LS		1				New Generation	robotech	playerNDeck
robotech_NG023SDF4.png	SDF-4	robotech-ccg/new-generation/RobotechCcg-NewGeneration-SDF4.png	default	Mecha	Vessel - Earth	S		3				New Generation	robotech	playerNDeck
robotech_NG024EnemyOccupation.png	Enemy Occupation	robotech-ccg/new-generation/RobotechCcg-NewGeneration-EnemyOccupation.png	default	Action				3				New Generation	robotech	playerNDeck
robotech_NG025Metamorphosis.png	Metamorphosis	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Metamorphosis.png	default	Action				5				New Generation	robotech	playerNDeck
robotech_NG026SymphonyofLight.png	Symphony of Light	robotech-ccg/new-generation/RobotechCcg-NewGeneration-SymphonyOfLight.png	default	Action				6				New Generation	robotech	playerNDeck
robotech_NG027Transmutation.png	Transmutation	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Transmutation.png	default	Action				3				New Generation	robotech	playerNDeck
robotech_NG028Ariel.png	Ariel	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Ariel.png	default	Character	Civilian - Invid	F		3				New Generation	robotech	playerNDeck
robotech_NG029Corg.png	Corg	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Corg.png	default	Character	Officer/Pilot - Invid	M		4				New Generation	robotech	playerNDeck
robotech_NG030InvidPilot.png	Invid Pilot	robotech-ccg/new-generation/RobotechCcg-NewGeneration-InvidPilot.png	default	Character	Officer/Pilot - Invid	M		0	Y			New Generation	robotech	playerNDeck
robotech_NG031Sera.png	Sera	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Sera.png	default	Character	Officer/Pilot - Invid	F		3				New Generation	robotech	playerNDeck
robotech_NG032TheRegess.png	The Regess	robotech-ccg/new-generation/RobotechCcg-NewGeneration-TheRegess.png	default	Character	Officer - Invid	F		3				New Generation	robotech	playerNDeck
robotech_NG033InvidHive.png	Invid Hive	robotech-ccg/new-generation/RobotechCcg-NewGeneration-InvidHive.png	default	Location	Invid			3				New Generation	robotech	sharedLocations
robotech_NG034ReflexPoint.png	Reflex Point	robotech-ccg/new-generation/RobotechCcg-NewGeneration-ReflexPoint.png	default	Location	Invid			3		Y		New Generation	robotech	sharedLocations
robotech_NG035Enforcer.png	Enforcer	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Enforcer.png	default	Mecha	Invid	LS		3				New Generation	robotech	playerNDeck
robotech_NG036EnforcerLeader.png	Enforcer - Leader	robotech-ccg/new-generation/RobotechCcg-NewGeneration-EnforcerLeader.png	default	Mecha	Invid	LS		3				New Generation	robotech	playerNDeck
robotech_NG037InvidCommander.png	Invid Commander	robotech-ccg/new-generation/RobotechCcg-NewGeneration-InvidCommander.png	default	Mecha	Invid	LS		4				New Generation	robotech	playerNDeck
robotech_NG038InvidCommanderCorg.png	Invid Commander - Corg	robotech-ccg/new-generation/RobotechCcg-NewGeneration-InvidCommanderCorg.png	default	Mecha	Invid	LS		4				New Generation	robotech	playerNDeck
robotech_NG039InvidCommanderSera.png	Invid Commander - Sera	robotech-ccg/new-generation/RobotechCcg-NewGeneration-InvidCommanderSera.png	default	Mecha	Invid	LS		4				New Generation	robotech	playerNDeck
robotech_NG040Scout.png	Scout	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Scout.png	default	Mecha	Invid	LS		1				New Generation	robotech	playerNDeck
robotech_NG041ScoutFighter.png	Scout - Fighter	robotech-ccg/new-generation/RobotechCcg-NewGeneration-ScoutFighter.png	default	Mecha	Invid			1	Y			New Generation	robotech	playerNDeck
robotech_NG042ScoutInterceptor.png	Scout - Interceptor	robotech-ccg/new-generation/RobotechCcg-NewGeneration-ScoutInterceptor.png	default	Mecha	Invid	LS		2				New Generation	robotech	playerNDeck
robotech_NG043Shocktrooper.png	Shocktrooper	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Shocktrooper.png	default	Mecha	Invid	L		2				New Generation	robotech	playerNDeck
robotech_NG044Soldier.png	Soldier	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Soldier.png	default	Mecha	Invid	L		1				New Generation	robotech	playerNDeck
robotech_NG045Trooper.png	Trooper	robotech-ccg/new-generation/RobotechCcg-NewGeneration-Trooper.png	default	Mecha	Invid	L		2				New Generation	robotech	playerNDeck
robotech_NG046InvidCarrier.png	Invid Carrier	robotech-ccg/new-generation/RobotechCcg-NewGeneration-InvidCarrier.png	default	Mecha	Vessel - Invid	S		1				New Generation	robotech	playerNDeck
robotech_RM001Clothesline.png	Clothesline	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-Clothesline.png	default	Action				2				Robotech Masters	robotech	playerNDeck
robotech_RM002AngeleoDanteSergeant.png	Angelo Dante - Sergeant	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-AngeloDanteSergeant.png	default	Character	Pilot - Earth	M	15th ATAC Squadron	1				Robotech Masters	robotech	playerNDeck
robotech_RM003BowieGrantPrivate.png	Bowie Grant - Private	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BowieGrantPrivate.png	default	Character	Pilot - Earth	M	15th ATAC Squadron	0				Robotech Masters	robotech	playerNDeck
robotech_RM004DanaSterlingLieutenant.png	Dana Sterling - Lieutenant	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-DanaSterlingLieutenant.png	default	Character	Officer/Pilot - Earth/Zentraedi	F	15th ATAC Squadron	3				Robotech Masters	robotech	playerNDeck
robotech_RM005LouieNicholsCorporal.png	Louie Nichols - Corporal	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-LouieNicholsCorporal.png	default	Character	Pilot - Earth	M	15th ATAC Squadron	2				Robotech Masters	robotech	playerNDeck
robotech_RM006MarieCrystalLieutenant.png	Marie Crystal - Lieutenant	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-MarieCrystalLieutenant.png	default	Character	Officer/Pilot - Earth	F	Calvary Squadron	3				Robotech Masters	robotech	playerNDeck
robotech_RM007NovaSatoriLieutenant.png	Nova Satori - Lieutenant	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-NovaSatoriLieutenant.png	default	Character	Officer/Pilot - Earth	F	Global Military Police (GMP)	2				Robotech Masters	robotech	playerNDeck
robotech_RM008RolfEmersonGeneral.png	Rolf Emerson - General	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-RolfEmersonGeneral.png	default	Character	Officer - Earth	M		4				Robotech Masters	robotech	playerNDeck
robotech_RM009SeanPhillipsPrivate.png	Sean Phillips - Private	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-SeanPhillipsPrivate.png	default	Character	Pilot - Earth	M	15th ATAC Squadron	2				Robotech Masters	robotech	playerNDeck
robotech_RM010MonumentCity.png	Monument City	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-MonumentCity.png	default	Location	Earth			3		Y		Robotech Masters	robotech	sharedLocations
robotech_RM011ChimeraFighter.png	Chimera Fighter	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-ChimeraFighter.png	default	Mecha	Fighter - Earth	S		1				Robotech Masters	robotech	playerNDeck
robotech_RM012SylphidInterceptor.png	Sylphid Interceptor	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-SylphidInterceptor.png	default	Mecha	Fighter - Earth	S	Calvary Squadron	1	Y			Robotech Masters	robotech	playerNDeck
robotech_RM013GMPRobot.png	GMP Robot	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-GMPRobot.png	default	Mecha	Destroid - Earth	L	Global Military Police (GMP)	1	Y			Robotech Masters	robotech	playerNDeck
robotech_RM014VeritechAGAC.png	Veritech AGAC	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechAGAC.png	default	Mecha	Veritech - Earth	LS	Calvary Squadron	3			Y	Robotech Masters	robotech	playerNDeck
robotech_RM015VeritechAGACMarieCrystal.png	Veritech AGAC - Marie Crystal	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechAGACMarieCrystal.png	default	Mecha	Veritech - Earth	LS	Calvary Squadron	4		Y	Y	Robotech Masters	robotech	playerNDeck
robotech_RM016VeritechLogan.png	Veritech Logan	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechLogan.png	default	Mecha	Veritech - Earth	LS		2			Y	Robotech Masters	robotech	playerNDeck
robotech_RM017VeritechLoganMarieCrystal.png	Veritech Logan - Marie Crystal	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechLoganMarieCrystal.png	default	Mecha	Veritech - Earth	LS	Calvary Squadron	3		Y	Y	Robotech Masters	robotech	playerNDeck
robotech_RM018VeritechHovertank.png	Veritech Hovertank	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechHovertank.png	default	Mecha	Veritech - Earth	LS		2			Y	Robotech Masters	robotech	playerNDeck
robotech_RM019VeritechHovertankBowieGrant.png	Veritech Hovertank - Bowie Grant	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechHovertankBowieGrant.png	default	Mecha	Veritech - Earth	LS	15th ATAC Squadron	3		Y	Y	Robotech Masters	robotech	playerNDeck
robotech_RM020VeritechHovertankDanaSterling.png	Veritech Hovertank - Dana Sterling	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechHovertankDanaSterling.png	default	Mecha	Veritech - Earth	LS	15th ATAC Squadron	4		Y	Y	Robotech Masters	robotech	playerNDeck
robotech_RM021VeritechHovertankSeanPhillips.png	Veritech Hovertank - Sean Phillips	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechHovertankSeanPhillips.png	default	Mecha	Veritech - Earth	LS	15th ATAC Squadron	3		Y	Y	Robotech Masters	robotech	playerNDeck
robotech_RM022VeritechHovertankAngeloDante.png	Veritech Hovertank - Angelo Dante	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechHovertankAngeloDante.png	default	Mecha	Veritech - Earth	LS		3		Y	Y	Robotech Masters	robotech	playerNDeck
robotech_RM023VeritechHovertankLouieNichols.png	Veritech Hovertank - Louie Nichols	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-VeritechHovertankLouieNichols.png	default	Mecha	Veritech - Earth	LS		3		Y	Y	Robotech Masters	robotech	playerNDeck
robotech_RM024TokugawaclassBattleship.png	Tokugawa-class Battleship	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-TokugawaClassBattleship.png	default	Mecha	Vessel - Earth	S		2				Robotech Masters	robotech	playerNDeck
robotech_RM025TristarclassLargeCruiser.png	Tristar-class Large Cruiser	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-TristarClassLargeCruiser.png	default	Mecha	Vessel - Earth	S		4				Robotech Masters	robotech	playerNDeck
robotech_RM026Allegra.png	Allegra	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-Allegra.png	default	Character	Civilian - Robotech Masters	F		0				Robotech Masters	robotech	playerNDeck
robotech_RM027Musica.png	Musica	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-Musica.png	default	Character	Civilian - Robotech Masters	F		0				Robotech Masters	robotech	playerNDeck
robotech_RM028Octavia.png	Octavia	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-Octavia.png	default	Character	Civilian - Robotech Masters	F		0				Robotech Masters	robotech	playerNDeck
robotech_RM029RobotechMastersCloneSoldiers.png	Robotech Masters Clone Soldiers	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-RobotechMastersCloneSoldiers.png	default	Character	Pilot - Robotech Masters	M	Non-Solo	1				Robotech Masters	robotech	playerNDeck
robotech_RM030RobotechMastersElders.png	Robotech Masters Elders	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-RobotechMastersElders.png	default	Character	Officer - Robotech Masters	M	Non-Solo	3				Robotech Masters	robotech	playerNDeck
robotech_RM031ZorPrime.png	Zor-Prime	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-ZorPrime.png	default	Mecha	Officer/Pilot - Robotech Masters	M		4				Robotech Masters	robotech	playerNDeck
robotech_RM032ProtocultureMatrix.png	Protoculture Matrix	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-ProtocultureMatrix.png	default	Location	Robotech Masters			3				Robotech Masters	robotech	sharedLocations
robotech_RM033BioroidArmoredFighter.png	Bioroid Armored Fighter	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidArmoredFighter.png	default	Mecha	Bioroid - Robotech Masters	LS		2				Robotech Masters	robotech	playerNDeck
robotech_RM034BioroidArmoredFighterGroup.png	Bioroid Armored Fighter - Group	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidArmoredFighterGroup.png	default	Mecha	Bioroid - Robotech Masters	LS		2				Robotech Masters	robotech	playerNDeck
robotech_RM035BioroidArmoredFighterRecurrence.png	Bioroid Armored Fighter - Recurrence	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidArmoredFighterRecurrence.png	default	Mecha	Bioroid - Robotech Masters	LS		2				Robotech Masters	robotech	playerNDeck
robotech_RM036BioroidArmoredFighterTriumvirate.png	Bioroid Armored Fighter - Triumvirate	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidArmoredFighterTriumvirate.png	default	Mecha	Bioroid - Robotech Masters	LS	Triumvirate	2				Robotech Masters	robotech	playerNDeck
robotech_RM037BioroidCommander.png	Bioroid Commander	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidCommander.png	default	Mecha	Bioroid - Robotech Masters	LS		4				Robotech Masters	robotech	playerNDeck
robotech_RM038BioroidCommanderRecurrence.png	Bioroid Commander - Recurrence	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidCommanderRecurrence.png	default	Mecha	Bioroid - Robotech Masters	LS		4				Robotech Masters	robotech	playerNDeck
robotech_RM039BioroidCommanderSacrifice.png	Bioroid Commander - Sacrifice	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidCommanderSacrifice.png	default	Mecha	Bioroid - Robotech Masters	LS		4				Robotech Masters	robotech	playerNDeck
robotech_RM040BioroidCommanderZorPrime.png	Bioroid Commander - Zor Prime	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidCommanderZorPrime.png	default	Mecha	Bioroid - Robotech Masters	LS		5		Y		Robotech Masters	robotech	playerNDeck
robotech_RM041BioroidSoldier.png	Bioroid Soldier	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidSoldier.png	default	Mecha	Bioroid - Robotech Masters	LS		1				Robotech Masters	robotech	playerNDeck
robotech_RM042BioroidSoldierTriumvirate.png	Bioroid Soldier - Triumvirate	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidSoldierTriumvirate.png	default	Mecha	Bioroid - Robotech Masters	LS	Triumvirate	1				Robotech Masters	robotech	playerNDeck
robotech_RM043BioroidSubcommander.png	Bioroid Subcommander	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidSubcommander.png	default	Mecha	Bioroid - Robotech Masters	LS		3				Robotech Masters	robotech	playerNDeck
robotech_RM044-BioroidSubcommanderExchange.png	Bioroid Subcommander - Exchange	robotech-ccg/robotech-masters/RobotechCcg-RobotechMasters-BioroidSubcommanderExchange.png	default	Mecha	Bioroid - Robotech Masters	LS		3				Robotech Masters	robotech	playerNDeck
