databaseId	name	imageUrl	cardBack	type	rarity	number	faction	health	vp	weak	strong	text	packName	set	loadGroupId
Premiere_089	Cardian Flute	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-CardianFlute.jpg	default	Item	Uncommon	89						Summon Cardian! - Search your deck for 1 Cardian and bring it into play immediately. Shuffle deck. Cardian may be replaced by a Doom Tree Villain this round. Discard Cardian Flute after use.	Premiere	Premiere	playerNDeck
Premiere_090	Luna Ball	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-LunaBall.jpg	default	Item	Uncommon	90						Luna P Kitty Magic! - When you use this Item, it can imitate any other Item in play, or in your discard pile. Follow instructions on the other Item's card. Discard Luna Ball after use.	Premiere	Premiere	playerNDeck
Premiere_091	Dark Fruit	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-DarkFruit.jpg	default	Item	Uncommon	91						{JKP} Infect with Dark Energy - Dark Fruit can make any 1 Scout/Knight of your choice very angry. Win indicates the Scout/Knight is upset and cannot attacknext turn. Discard Dark Fruit after use.	Premiere	Premiere	playerNDeck
Premiere_092	Dark Crystal Wedge	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-DarkCrystalWedge.jpg	default	Item	Uncommon	92						Summon Droid! - Search your deck for 1 Droid and bring it into play immediately. Shuffle deck. Droid may be replaced by a Dark Moon Villain this round. Discard Dark Crystal Wedge after use.	Premiere	Premiere	playerNDeck
Premiere_093	FM No. 10	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-FMNo10.jpg	default	Event	Uncommon	93						Call for a Friend - You can broadcast a request for a friend's help on the radio. Search your deck for 1 Person and bring him or her into play immediately.	Premiere	Premiere	playerNDeck
Premiere_094	Confusion	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Confusion.jpg	default	Event	Uncommon	94						????? - Select 1 opponent. He or she must discard his or her entire hand, and draw 5 new cards. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_095	Temple Blessing	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-TempleBlessing.jpg	default	Event	Uncommon	95						Safe at the Temple - Remove 10 damage from each of your Scouts/Knights in play. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_096	Discovery!	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Discovery.jpg	default	Event	Uncommon	96						GASP! - Discard {X}{X} from 1 Scout/Knight. Search your deck for 1 PIE card. You can place this card into your hand or play it immediately. Shuffle deck. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_097	Redistribute Power	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-RedistributePower.jpg	default	Event	Uncommon	97						The Flow of Power - You can redistribute the Power cards currently on your Scouts, Knights, Monsters and Villains in any way. The total amount of Power cards must remain the same. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_098	Memories of the Past	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-MemoriesOfThePast.jpg	default	Event	Uncommon	98						A Familiar Card - Discard {X}{X} from 1 Scout/Knight. Search your discard pile for 1 card. You can place this card into your hand or play it immediately. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_099	Resignation	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Resignation.jpg	default	Event	Uncommon	99						Time to Move On - Remove 1 of your Scots/Knights from play. You can automatically defeat any opponent Monster that is worth 1 Victory point. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_100	Regeneration	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Regeneration.jpg	default	Event	Uncommon	100						A Time to Heal - Remove up to 20 damage from one of your Monsters or Villains. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_101	Green Yoma From London	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-GreenYomaFromLondon.jpg	default	Event	Uncommon	101						{JKP} Defense Event - The Green Yoma grabs one Person in play of your choice to use as a shield for the target Monster or Villain. Win indicates that the attacking Scout/Knight hits the Person instead of the intended target, which forces the Person to the discard pile. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_102	Hidden	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Hidden.jpg	default	Event	Uncommon	102						Defense Event - Dark forces hide the target Monster or Villain from the attacking Scout/Knight. The attacker must now attack one alternative target Monster or Villain in play (attacker's choice). Discard after use.	Premiere	Premiere	playerNDeck
Premiere_103	More Dark Power	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-MoreDarkPower.jpg	default	Event	Uncommon	103						Defense Event - When the target Monster or Villain attacks the Scout/Knight, he or she delivers an additional 10 damage. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_104	Not So Tough	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-NotSoTough.jpg	default	Event	Uncommon	104						Defense Event - After one of your 2 Victory Point Monsters has been defeated, you can reduce its Victory Point value from 2 points to 1 point. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_105	Negative Energy Shield	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-NegativeEnergyShield.jpg	default	Event	Uncommon	105						Defense Event - The maximum damage the target Monster or Villain will receive in this attack is 30. Any damage above 30 is ignored. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_106	Sailor Moon, Level 1	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMoonLevel1.jpg	default	Scout/Knight	Uncommon	106		50				{S}{S} {A} Moon Tiara Magic: 30 / {S}{S}{X} {A} Moon Healing Activation: 40	Premiere	Premiere	playerNDeck
Premiere_107	Sailor Mercury, Level 1	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMercuryLevel1.jpg	default	Scout/Knight	Uncommon	107		40				{M}{M}{JKP} {A} Mercury Bubbles Blast: 30 - Win prevents target from attacking.	Premiere	Premiere	playerNDeck
Premiere_108	Sailor Mars, Level 1	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMarsLevel1.jpg	default	Scout/Knight	Uncommon	108		60				{S}{S} {A} Mars Fire Ignite: 30	Premiere	Premiere	playerNDeck
Premiere_109	Sailor Jupiter, Level 1	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorJupiterLevel1.jpg	default	Scout/Knight	Uncommon	109		70				{B}{B} {A} Jupiter Thunder Crash: 30	Premiere	Premiere	playerNDeck
Premiere_110	Sailor Venus, Level 1	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorVenusLevel1.jpg	default	Scout/Knight	Uncommon	110		50				{M}{M} {A} Venus Crescent Beam Smash: 30	Premiere	Premiere	playerNDeck
Premiere_111	Tuxedo Mask, Level 1	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-TuxedoMaskLevel1.jpg	default	Scout/Knight	Uncommon	111		80				{B} {A} Cane Attack: 10 / {B}{B}{B}{X}{JKP} {A} Rose Throw: 30 - Win interrupts target, and prevents it from attacking.	Premiere	Premiere	playerNDeck
Premiere_112	Moonlight Knight, Level 1	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-MoonlightKnightLevel1.jpg	default	Scout/Knight	Uncommon	112		80				{B}{B} {A} Sword Attack: 20 / {B}{B}{B}{X}{JKP} {A} White Rose Throw: 40 - Win interrupts target, and prevents it from attacking.	Premiere	Premiere	playerNDeck
Premiere_113	Prince Darien, Level 1	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-PrinceDarienLevel1.jpg	default	Scout/Knight	Uncommon	113		80				{D} Knight Armor - Ignore 10 damage from each attack. / {B}{B}{X} {A} Sword Attack: 40	Premiere	Premiere	playerNDeck
Premiere_114	Sailor Moon, Level 2	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMoonLevel2.jpg	default	Scout/Knight	Uncommon	114		70				{S}{S} {A} Moon Tiara Magic: 30 / {S}{S}{X} {A} Moon Healing Activation: 40 / {S}{S}{S}{S} {A} Cosmic Moon Power: 50	Premiere	Premiere	playerNDeck
Premiere_115	Sailor Mercury, Level 2	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMercuryLevel2.jpg	default	Scout/Knight	Uncommon	115		50				{M}{M}{JKP} {A} Mercury Bubbles Blast: 30 - Win prevents target from attacking. / {M}{M}{M}{M}{JKP} {A} Mercury Ice Bubbles Freeze: 50 - Win prevents target from attacking.	Premiere	Premiere	playerNDeck
Premiere_116	Sailor Mars, Level 2	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMarsLevel2.jpg	default	Scout/Knight	Uncommon	116		80				{S}{S} {A} Mars Fire Ignite: 30 / {S}{S}{S}{S} {A} Mars Firebird Strike: 50	Premiere	Premiere	playerNDeck
Premiere_117	Sailor Jupiter, Level 2	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorJupiterLevel2.jpg	default	Scout/Knight	Uncommon	117		90				{B}{B} {A} Jupiter Thunder Crash: 30 / {B}{B}{B}{B} {A} Jupiter Thunder Dragon: 50	Premiere	Premiere	playerNDeck
Premiere_118	Sailor Venus, Level 2	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorVenusLevel2.jpg	default	Scout/Knight	Uncommon	118		70				{M}{M} {A} Venus Crescent Beam Smash: 30 / {M}{M}{M}{M} {A} Venus Meteor Shower: 50	Premiere	Premiere	playerNDeck
Premiere_119	Jedite	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Jedite.jpg	default	Villain	Uncommon	119	Negaverse	120	3			{D} Magical Item Creation - Search deck for 2 Items and bring them into play immediately. Shuffle deck. / {A} Electric Bolts: 40	Premiere	Premiere	playerNDeck
Premiere_120	Zoycite	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Zoycite.jpg	default	Villain	Uncommon	120	Negaverse	100	3			{S} {D} Mind Control - Discard {S}. Attacker must discard 1 Person of your choice. / {D} Black Homing Crystal - Search deck for 2 Yoma and/or Items (maximum of 2 cards) and bring cards into playy immediately. Shuffle deck. / {A} Magical Fireball: 30	Premiere	Premiere	playerNDeck
Premiere_121	Rini	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Rini.jpg	default	Person	Rare	121						Hidden Crystal of Power - Rini adds 60 damage to your combined attacks. It si your choice whether or not you use Rini for a combined attack.	Premiere	Premiere	playerNDeck
Premiere_122	Pocket Communicator	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-PocketCommunicator.jpg	default	Item	Rare	122						Call for Help! - Discard {X} attached to one of your Scouts/Knights. Search deck for one Level 1 Scout/Knight and bring that character into play immediately. Shuffle deck. Discard Pocket Communicator after use.	Premiere	Premiere	playerNDeck
Premiere_123	Moon Star Locket	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-MoonStarLocket.jpg	default	Item	Rare	123						Inspiriation and Hope! - Requires {X} to be attached to the Moon Locket. Discard A before a challenge. If you lose, the challenge must be repeated. MAximum of 1 A may be attached. Discard Moon Star Locket after use.	Premiere	Premiere	playerNDeck
Premiere_124	Imperium Silver Crystal	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-ImperiumSilverCrystal.jpg	default	Item	Rare	124						Power Up! - Discard {X}{X} attached to one of your Scouts/Knights. Search your deck for that Scout/Knight's next Level card and bring it into play immediately. Shuffle deck. Discard Imperium Silver Crystal after use.	Premiere	Premiere	playerNDeck
Premiere_125	Spaceship	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Spaceship.jpg	default	Item	Rare	125						Excellent View! - Discard {X} attached to one of your Scouts/Knights. You may look at your opponent's hand and the top 5 cards of his or her deck. Discard Spaceship after use.	Premiere	Premiere	playerNDeck
Premiere_126	Negamoon Bomb	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-NegamoonBomb.jpg	default	Event	Rare	126						{JKP} Massive Destruction! - Discard {X}{X} attached to one of your Scouts/Knights. Select any 2 opponent Monsters, Items or Persons. Win indicates that the target cards are discarded. Discard Negamoon Bomb after use.	Premiere	Premiere	playerNDeck
Premiere_127	On the Ball	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-OnTheBall.jpg	default	Event	Rare	127						Awesome Attack - After 1 of yout Scouts/Knights has attacked a Monster, he or she can make a second attack against the same Monster (it cannot attack back). The Scout/Knight automatically suffers 20 damage during this second attack. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_128	Strength of the Fallen	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-StrengthOfTheFallen.jpg	default	Event	Rare	128						Back from Defeat! - Bring any 1 of your defeated Scouts/Knights back into the game. Place the Level 1 Scout/Knight card into your deck and shuffle. Level 2 or higher Scout/Knight cards cannot be returned. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_129	Overpowering Attack	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-OverpoweringAttack.jpg	default	Event	Rare	129						Lose Power! - Choose 1 type of Power card ({B}, {M}, {S}). Your opponent must discard all Power cards of that type currently attached to their Scouts/Knights. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_130	Self-Sacrifice	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SelfSacrifice.jpg	default	Event	Rare	130						Defense Event - If the target was not destroyed by the Scout/Knight attack, it can sacrifice itself by reducing its remaining Health to 0. In return, the target reduce event one of the attacking opponent's Scouts/Knights Health to 10 (until they rejuvenate as normal). Discard after use.	Premiere	Premiere	playerNDeck
Premiere_131	Lose Powers	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-LosePowers.jpg	default	Event	Rare	131						{JKP} Defense Event - Win forces the attacking Scout/Knight to power down 1 Level. The opponent must discard the highest Level Scout/Knight card on the attacking character. Cannot be used against a Level 1 Scout/Knight. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_132	Sailor Moon, Level 3	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMoonLevel3.jpg	default	Scout/Knight	Rare	132		90				{S}{S} {A} Moon Tiara Magic: 30 / {S}{S}{X} {A} Moon Healing Activation: 40 / {S}{S}{S}{S} {A} Cosmic Moon Power: 50 / {S}{S}{S}{S}{S}{S} {A} Moon Scepter Elimination: 90	Premiere	Premiere	playerNDeck
Premiere_133	Sailor Mercury, Level 3	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMercuryLevel3.jpg	default	Scout/Knight	Rare	133		80				{M}{M}{JKP} {A} Mercury Bubbles Blast: 30 - Win prevents target from attacking. / {M}{M}{M}{M}{JKP} {A} Mercury Ice Bubbles Freeze: 50 - Win prevents target from attacking. / {M}{M}{X}{X}{JKP} {A} Shine Aqua Illusion: 70 - Win prevents target from attacking.	Premiere	Premiere	playerNDeck
Premiere_134	Sailor Mars, Level 3	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMarsLevel3.jpg	default	Scout/Knight	Rare	134		110				{S}{S} {A} Mars Fire Ignite: 30 / {S}{S}{S}{S} {A} Mars Firebird Strike: 50 / {S}{S}{X}{X} {A} Mars Celestial Fire Surround: 70	Premiere	Premiere	playerNDeck
Premiere_135	Sailor Jupiter, Level 3	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorJupiterLevel3.jpg	default	Scout/Knight	Rare	135		120				{B}{B} {A} Jupiter Thunder Crash: 30 / {B}{B}{B}{B} {A} Jupiter Thunder Dragon: 50 / {B}{B}{X}{X} {A} Jupiter Thundercrash Zap: 70	Premiere	Premiere	playerNDeck
Premiere_136	Sailor Venus, Level 3	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorVenusLevel3.jpg	default	Scout/Knight	Rare	136		100				{M}{M} {A} Venus Crescent Beam Smash: 30 / {M}{M}{M}{M} {A} Venus Meteor Shower: 50 / {M}{M}{X}{X} {A} Venus Love Chain Encircle: 70	Premiere	Premiere	playerNDeck
Premiere_137	Nephlite	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Nephlite.jpg	default	Villain	Rare	137	Negaverse	160	4			{B} {D} Power of the Stars - Discard {B}. Attacking opponnet must discard all Persons in play. / {A} Explosive Energy Balls: 60	Premiere	Premiere	playerNDeck
Premiere_138	Malachite	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Malachite.jpg	default	Villain	Rare	138	Negaverse	180	4			{B}{B}{X} {D} Black Dome - Discard {B}{B}{X}. Malachite avoids attack.	Premiere	Premiere	playerNDeck
Premiere_139	Evil Prince Darien	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-EvilPrinceDarien.jpg	default	Villain	Rare	139	Negaverse	80	3			{D} Negaverse Knight Armor - Ignore 50 damage from each attack. / {A} Sword Attack: 40	Premiere	Premiere	playerNDeck
Premiere_140	Alan	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Alan.jpg	default	Villain	Rare	140	Doom Tree	170	4			{S} {D} Soul Drain - Discard {S}. Deliver 20 damage to each of the attacking opponent's Monsters. Monster armor or strength can reduce this damage. / {A} Power Blast: 50	Premiere	Premiere	playerNDeck
Premiere_141	Ann	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Ann.jpg	default	Villain	Rare	141	Doom Tree	170	4			{S} {D} Doom Tree Regeneration - Discard {S}. Remove up to 30 damage from Ann. / {A} Power Blast: 50	Premiere	Premiere	playerNDeck
Premiere_142	Catzi	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Catzi.jpg	default	Villain	Rare	142	Dark Moon	100	3			{D} Mind Control - Search deck for 2 Persons and bring them into play immediately. Shuffle deck. / {A} Dark Whip: 40	Premiere	Premiere	playerNDeck
Premiere_143	Bertie	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Bertie.jpg	default	Villain	Rare	143	Dark Moon	120	3			{M}{M} {D} Teleportation - Discard {M}{M}. Bertie avoids attack. / {A} Dark Water: 40	Premiere	Premiere	playerNDeck
Premiere_144	Avery	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Avery.jpg	default	Villain	Rare	144	Dark Moon	110	3			{X}{X} {D} Teleportation - Discard {X}{X}. Catzi avoids attack. / {A} Dark Fire: 40	Premiere	Premiere	playerNDeck
Premiere_145	Prizma	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Prizma.jpg	default	Villain	Rare	145	Dark Moon	190	4			{X}{X}{X}{X}{X} {D} Mind Control - Discard {X}{X}{X}{X}{X}. Search your deck and discard pile for all Persons and bring them into play immediately. / {A} Dark Lightning: 40	Premiere	Premiere	playerNDeck
Premiere_146	Rubeus	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Rubeus.jpg	default	Villain	Rare	146	Dark Moon	140	4			{B}+ {D} Black Crystal Power - For each {B} you discard, you can remove up to 20 damage from Rubeus. / {A} Dark Energy Blast: 60	Premiere	Premiere	playerNDeck
Premiere_147	Emerald	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Emerald.jpg	default	Villain	Rare	147	Dark Moon	100	3			{M} {D} Summon Droid - Discard {M}. Search your deck for 1 Droid and bring it into play immediately. The Droid is now the target of the Scout/Knight attack, not Emerald. / {A} Dark Energy Bolts: 40	Premiere	Premiere	playerNDeck
Premiere_148	Sapphire	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Sapphire.jpg	default	Villain	Rare	148	Dark Moon	250	4			{M}+ {D} Rejuvenation - For every {M} you discard, you can remove up to 30 damage from Sapphire.	Premiere	Premiere	playerNDeck
Premiere_149	Prince Diamond	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-PrinceDiamond.jpg	default	Villain	Rare	149	Dark Moon	150	4			{M}{M}{JKP} {D} Force of Will - Discard {M}{M}. Win causes the attacking opponent to miss his or her next turn. / {A} Third Eye Energy Blast: 60	Premiere	Premiere	playerNDeck
Premiere_150	Wicked Lady	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-WickedLady.jpg	default	Villain	Rare	150	Dark Moon	100	3			{D} Safe - No combined attacks against Wicked Lady. / {D} Dark Luna Ball - This Item can imitate any other Item in play. Follow instructions on the other Item's card. Item remains in play for 1 turn. / {A} Dark Crystal Energy Blast: 40	Premiere	Premiere	playerNDeck
Premiere_151	Sailor Pluto	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorPluto.jpg	default	Event	Ultra-Rare	151						Time Freeze - All of your opponents are frozen in time. Take an extra turn. Discard after use.	Premiere	Premiere	playerNDeck
Premiere_152	Sailor Moon, Level 4	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMoonLevel4.jpg	default	Scout/Knight	Ultra-Rare	152		120				{S} {A} Moon Tiara Magic: 30 / {S}{X} {A} Moon Healing Activation: 40 / {S}{S} {A} Cosmic Moon Power: 50 / {S}{X}{X} {A} Moon Scepter Elimation: 90	Premiere	Premiere	playerNDeck
Premiere_153	Sailor Mercury, Level 4	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMercuryLevel4.jpg	default	Scout/Knight	Ultra-Rare	153		110				{M}{JKP} {A} Mercury Bubble Blast: 30 - Win prevents target from attacking. / {M}{M}{JKP} {A} Mercury Ice Bubbles Freeze: 50 - Win prevents target from attacking. / {X}{X}{M}{JKP} {A} Shine Aqua Illusion: 90 - Win prevents target from attacking.	Premiere	Premiere	playerNDeck
Premiere_154	Sailor Mars, Level 4	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorMarsLevel4.jpg	default	Scout/Knight	Ultra-Rare	154		140				{S} {A} Mars Fire Ignite: 30 / {S}{S} {A} Mars Firebird Strike: 50 / {S}{X}{X} {A} Mars Celestial Fire Surround: 90	Premiere	Premiere	playerNDeck
Premiere_155	Sailor Jupiter, Level 4	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorJupiterLevel4.jpg	default	Scout/Knight	Ultra-Rare	155		150				{B} {A} Jupiter Thunder Crash: 30 / {B}{B} {A} Jupiter Thunder Dragon: 50 / {B}{X}{X} {A} Jupiter Thundercrash Zap: 90	Premiere	Premiere	playerNDeck
Premiere_156	Sailor Venus, Level 4	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-SailorVenusLevel4.jpg	default	Scout/Knight	Ultra-Rare	156		130				{M} {A} Venus Crescent Beam Smash: 30 / {M}{M} {A} Venus Meteor Shower: 50 / {M}{X}{X} {A} Venus Love Chain Encircle: 90	Premiere	Premiere	playerNDeck
Premiere_157	Tuxedo Mask, Level 2	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-TuxedoMaskLevel2.jpg	default	Scout/Knight	Ultra-Rare	157		120				{A} Cane Attack: 20 / {B}{B}{JKP} {A} Rose Throw: 60 - Wins interrupt target, and prevents it from attacking.	Premiere	Premiere	playerNDeck
Premiere_158	Queen Beryl	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-QueenBeryl.jpg	default	Villain	Ultra-Rare	158	Negaverse	140	5			{JKP} {D} Command the Yoma - Win allows all of your Yoma in play to attack the attacking Scout/Knight. The Scout/Knight cannot attack the Yoma. / {A} Magical Powerstaff Blast: 40	Premiere	Premiere	playerNDeck
Premiere_159	Wiseman	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-Wiseman.jpg	default	Villain	Ultra-Rare	159	Dark Moon	170	5			{D} Awesome Power - Opponent discards his or her entire hand. / {D} Prophetic - Search your deck for 20 seconds. Do not reshuffle. / {A} Pure Dark Energy: 60	Premiere	Premiere	playerNDeck
Premiere_160	The Negaforce	sailor-moon-tcg/premiere/SailorMoonTcg-Premiere-TheNegaforce.jpg	default	Villain	Ultra-Rare	160	Negaverse	200	6			[A} Negaforce Blast: 150	Premiere	Premiere	playerNDeck
Past_and_Future_001	Beryl's Servants	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-BerylsServants.jpg	default	Monster	Common	1	Negaverse	30	1	Mind	Soul	{JKP} {D} Negaverse Sanctuary - Win prevents attack. / {A} Wild Assault: 30 - For every Person you discard from your PIE Zone, increase damage by 30.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_002	Mind-Controlled Humans	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-MindControlledHumans.jpg	default	Monster	Common	2	Negaverse	50	1	None	All	{D} Control Another Human - Search deck for a Person and place the card in your PIE Zone. Shuffle deck. / {A} Grab Attack: 10	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_003	Evil Melvin Horde	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-EvilMelvinHorde.jpg	default	Monster	Common	3	Negaverse	40	1	Body	Mind	{JKP} {D} Growing the Horde - Win allows the Horde to force any Person in play to the discard pile (your choice). / {A} Overwhelming Assault: 30	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_004	Dark Moon Minions	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-DarkMoonMinions.jpg	default	Monster	Common	4	Dark Moon	50	1	Soul	Body	{D} Call for Backup - Discard the top 5 cards from your deck. If you reveal one or more Dark Moon Villains, you must replace Dark Moon Minions with one of the Villain cards (your choice). / {A} Mass Assault: 30	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_005	Schoolmates	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-Schoolmates.jpg	default	Person	Common	5						{JKP} Human Energy - Use Schoolmates when one of your Monsters/Villains is attacked. Win indicates that Monster/Villain gains {X}{X}, which can only be used to power Attack Abilities. Each Monster/Villain can benefit from Schoolmates once a Turn.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_006	Maxfield Stanton	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-MaxfieldStanton.jpg	default	Person	Common	6						Handsome Stranger - Maxfield infects an Item. Discard any Item in your PIE Zone to draw 2 extra cards immediately. Maxfield can only be used once each turn.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_007	Lizzy Furuhata	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-LizzyFuruhata.jpg	default	Person	Common	7						{JKP} Stop by for Ice Cream - Use when one of your Persons (other than Lizzy) is forced to the discard pile. Win prevents that Person from being discarded. Loss means you discard Lizzy as well. No limit to number of uses.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_008	Hercules the Cat	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-HerculesTheCat.jpg	default	Person	Common	8						{JKP} Fish Throw - Use Hercules immediately after any Event or Defense Event is played (before Event challenges). Discard {X} attached to Hercules. Win negates the effect of that Event. Loss means you discard Hercules and Event proceeds as normal. No limit to the number of uses.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_009	Transformation Pens	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-TransformationPens.jpg	default	Item	Common	9						Transform Again! - Select 1 Scout/Knight. Search your deck for another Scout/Knight card that is the same Level as the one you selected. Replace the selected card with the new Scout/Knight. Shuffle deck. Discard Transformation Pens after use.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_010	Mind Control Pod	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-MindControlPod.jpg	default	Item	Common	10						Use Opponent's Resources! - This Item can imitate the abilities of any Person in play until the end of this Turn. Follow intructions on the Person's card. Discard Mind Control Pod after use.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_011	Hot Soup	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-HotSoup.jpg	default	Item	Common	11						{JKP}+ It Burns! - Select any oppponent Scout/Knight. Discard {X}. If you win or lose challenge, discard Hot Soup. If you tie, deliver 10 damage to the Scout/Knight and play another challenge. Repeat until you win or lose. Discard Hot Soup after use.	Past and Future	Past_and_Future	playerNDeck
Past_and_Future_012	Rainbow Crystal	sailor-moon-tcg/past-and-future/SailorMoonTcg-PastAndFuture-RainbowCrystal.jpg	default	Item	Common	12						Collect the Crystals! - Discard 1 or more Crystals at the same time to remove damage ffrom any of your cards in play: Discard 1: Remove 10, Discard 2: Remove 30, Discard 3: Remove 60, Discard 4: Remove 100.	Past and Future	Past_and_Future	playerNDeck
