databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	klass	level	attack	hp	type2	text	rarity	number
Set2_bravefairy	Brave Fairy	maple-story/set-2/MapleStory-Set2-BraveFairy.jpg	default	Monster	Set 2	Set2	playerNDeck	Bowman	30	30	20	Flying Fairy	Rescue -- Whenever your opponent levels up, you may return a monster of level 30 or less from your discard pile to your hand. / 20BB Double Spawn 20 -- Play up to 2 monsters of level 20 or less.	U	2003
Set2_chronos	Chronos	maple-story/set-2/MapleStory-Set2-Chronos.jpg	default	Monster	Set 2	Set2	playerNDeck	Bowman	37	40	20	Flying Spook	Stealthy -- Monsters can't attack Chronos. / OS: Bowman Prowess -- Play a Bowman card of your level or less.	C	2004
Set2_darkdrake	Dark Drake	maple-story/set-2/MapleStory-Set2-DarkDrake.jpg	default	Monster	Set 2	Set2	playerNDeck	Bowman	68	50	50	Dark Flying Dragon	Leader 20 -- Each of your other Flying, Dragon, and Dark Monsters gets +20 attack and +20 HP. Shadow Sky -- Each of your Flying monsters gets Stealthy. / 60BB Spawn / Think Fast 70 -- Play a monster or tactic of level 70 or less.	R	2005
Set2_finalattack	Final Attack: Bow	maple-story/set-2/MapleStory-Set2-FinalAttackBow.jpg	default	Tactic	Set 2	Set2	playerNDeck	Bowman	30			Skill	For each Bowman card under your character do 10 damage to a character or monster. / 40B Arrow Storm -- Choose a character or monster. Do 10 damage to it +10 for each Arrow Storm used already this turn.	U	2006
Set2_indigo	Indigo	maple-story/set-2/MapleStory-Set2-Indigo.jpg	default	Character	Set 2	Set2	playerNStarting	Bowman			210	Hunter	20B Bow Booster -- Get +20 on the next damage you do this turn. / 30 Quest -- Draw a card. / 50BB Tricky Shot -- Do 20 damage to a character or monster.	U	2007
Set2_janitorsmop	Janitor's Mop	maple-story/set-2/MapleStory-Set2-JanitorsMop.jpg	default	Item	Set 2	Set2	playerNDeck	Bowman	25			Weapon	Whenever you play a monster, do 10 damage to a character or monster. / 40B Arrow Storm -- Choose a character or monster. Do 10 damage to it +10 for each Arrow Storm used already this turn.	C	2008
Set2_jrbalrog	Jr. Balrog	maple-story/set-2/MapleStory-Set2-JrBalrog.jpg	default	Monster	Set 2	Set2	playerNDeck	Bowman	80	40	150	Boss	Rend -- Damage from Jr. Balrog can't be prevented. / 100BBB Meteor Slam -- Jr. Balrog does 30 damage to a character or monster. Then Jr. Balrog does another 30 damage to a character or monster.	R	2009
Set2_lusterpixie	Luster Pixie	maple-story/set-2/MapleStory-Set2-LusterPixie.jpg	default	Monster	Set 2	Set2	playerNDeck	Bowman	52	50	50	Flying Spook	OS: Revive -- Return a monster of level 30 or less from your discard pile to your hand.	C	2010
Set2_maplesoulsearcher	Maple Soul Searcher	maple-story/set-2/MapleStory-Set2-MapleSoulSearcher.jpg	default	Item	Set 2	Set2	playerNDeck	Bowman	45			Weapon	Damage from your character actions can't be prevented. / 50BB Think Fast / Equip 40 -- Play a tactic or item of level 40 or less.	R	2011
Set2_masterfulknockback	Masterful Knock-Back	maple-story/set-2/MapleStory-Set2-MasterfulKnockBack.jpg	default	Tactic	Set 2	Set2	playerNDeck	Bowman	30			Skill	Return a monster to its player's hand. Monsters with that name can't be played next turn. / 80BB Spawn 120 -- Play a monster of level 120 or less.	C	2012
Set2_papapixie	Papa Pixie	maple-story/set-2/MapleStory-Set2-PapaPixie.jpg	default	Monster	Set 2	Set2	playerNDeck	Bowman	74	40	120	Boss	60BB Spook Summon -- If Papa Pixie has 60 HP or less, you may search your deck for a Spook and play it. Then shuffle your deck.	U	2013
Set2_papapixiestimewarp	Papa Pixie's Time Warp	maple-story/set-2/MapleStory-Set2-PapaPixiesTimeWarp.jpg	default	Tactic	Set 2	Set2	playerNDeck	Bowman	90			Strategy	You may do each of your character actions at the top and working your way done. When you're done, resume your turn. You can't play more than one Papa Pixie's Time Warp each turn. / 80BBB Spawn / Think Fast 100 -- Play a monster or tactic of level 100 or less.	R	2014
Set2_phantomwatch	Phantom Watch	maple-story/set-2/MapleStory-Set2-PhantomWatch.jpg	default	Monster	Set 2	Set2	playerNDeck	Bowman	95	70	70	Undead Time Spook	Stealthy -- Monsters can't attack Phantom Watch. / 80BBB Deadly Shot -- Do 30 damage to a character or monster.	R	2015
Set2_alishar	Alishar	maple-story/set-2/MapleStory-Set2-Alishar.jpg	default	Monster	Set 2	Set2	playerNDeck	Magician	56	30	120	Boss	70MMM Time Tornado -- Each player shuffles his or her discard pile and hand into his or her deck. Then each player draws 5 cards.	U	2016
Set2_alisharsdeathmagic	Alishar's Death Magic	maple-story/set-2/MapleStory-Set2-AlisharsDeathMagic.jpg	default	Tactic	Set 2	Set2	playerNDeck	Magician	80			Strategy	Do 150 damage to a character or monster. / OS: Amaze -- Name a card. Reveal the top card of your deck. If you named that card, put it into your hand and do 40 damage to a character or monster.	R	2017
Set2_beginnersbolt	Beginner's Bolt	maple-story/set-2/MapleStory-Set2-BeginnersBolt.jpg	default	Tactic	Set 2	Set2	playerNDeck	Magician	20			Skill	Do 60 damage to a character or monster. / 30M Spawn / Equip 30 -- Play a monster or item of level 30 or less.	C	2018
Set2_blackmagicshoes	Black Magic Shoes	maple-story/set-2/MapleStory-Set2-BlackMagicShoes.jpg	default	Item	Set 2	Set2	playerNDeck	Magician	30			Armor	When your turn starts, you may choose an action on a card under your character. When you would do that action this turn, do it twice instead. / 60MM Spawn / Equip 70 -- Play a monster or item of level 70 or less.	U	2019
Set2_bluedragonturtle	Blue Dragon Turtle	maple-story/set-2/MapleStory-Set2-BlueDragonTurtle.jpg	default	Monster	Set 2	Set2	playerNDeck	Magician	90	80	100	Ice Dragon Turtle	70M Spawn 90 -- Play a monster of level 90 or less.	R	2020
Set2_boostedheal	Boosted Heal	maple-story/set-2/MapleStory-Set2-BoostedHeal.jpg	default	Tactic	Set 2	Set2	playerNDeck	Magician	35			Skill	For Each Magician card under your character, you get +20 HP. You can't go over your starting HP with Boosted Heal. / 50MM Think Fast 70 -- Play a tactic of level 70 or less.	U	2021
Set2_epicquest	Epic Quest	maple-story/set-2/MapleStory-Set2-EpicQuest.jpg	default	Tactic	Set 2	Set2	playerNDeck	Magician	90			Strategy	Draw 3 cards. / OS: Magician Prowess -- Play a Magician card of your level or less.	R	2022
Set2_felix	Felix	maple-story/set-2/MapleStory-Set2-Felix.jpg	default	Character	Set 2	Set2	playerNStarting	Magician			170	Fire/Poison Mage	10 Quest / 20MM Poison Mist -- Do 20 damage to a character. / 40MMM Spellshape -- Play a tactic of your level or less. If you do, draw a card. Then discard a card from your hand.	U	2023
Set2_firearrow	Fire Arrow	maple-story/set-2/MapleStory-Set2-FireArrow.jpg	default	Tactic	Set 2	Set2	playerNDeck	Magician	60			Skill	Do 50 damage to a character or monster. Draw a card. / 50MM Spawn / Think Fast 50 -- Play a monster or tactic of level 50 or less.	C	2024
Set2_ghoststump	Ghost Stump	maple-story/set-2/MapleStory-Set2-GhostStump.jpg	default	Monster	Set 2	Set2	playerNDeck	Magician	19	10	40	Undead Flora	90MM Spawn 140 -- Play a monster of level 140 or less.	C	2025
Set2_mprecovery	MP Recovery	maple-story/set-2/MapleStory-Set2-MPRecovery.jpg	default	Tactic	Set 2	Set2	playerNDeck	Magician	10			Skill	Return a tactic card from your discard pile to your hand. / OS: Amaze -- Name a card. Reveal the top card of your deck. If you named that card, put it into your hand and do 40 damage to a character or monster.	C	2026
Set2_mt09	MT-09	maple-story/set-2/MapleStory-Set2-MT09.jpg	default	Monster	Set 2	Set2	playerNDeck	Magician	54	30	30	Mechanical Alien	Genius -- When you play MT-09, draw a card. Leader 10 -- Each of your other Alien and Mechanical monsters gets +10 attack and +10 HP. / 70MMM Blast -- Do 40 damage to a character.	R	2027
Set2_plateon	Plateon	maple-story/set-2/MapleStory-Set2-Plateon.jpg	default	Monster	Set 2	Set2	playerNDeck	Magician	44	30	10	Mechanical Alien	Genius -- When you play Plateon, draw a card. / OS: Quest -- Draw a card.	C	2028
Set2_surprisedoctopus	Surprised Octopus	maple-story/set-2/MapleStory-Set2-SurprisedOctopus.jpg	default	Monster	Set 2	Set2	playerNDeck	Magician	12	20	20	Alien	Panic -- When you play Surprised Octopus, look at the top 3 cards of your deck and put them back in any order. / 70M Think Fast 90 -- Play a tactic of level 90 or less.	U	2029
Set2_wizardwand	Wizard Wand	maple-story/set-2/MapleStory-Set2-WizardWand.jpg	default	Item	Set 2	Set2	playerNDeck	Magician	40			Wand	When your turn ends, you may flip a coin. If you win, draw a card, and you may flip the coin again. If you lose, discard all the cards from your hand. / 30MM Think Fast 40 -- Play a tactic of level 40 or less.	R	2030
Set2_bookghost	Book Ghost	maple-story/set-2/MapleStory-Set2-BookGhost.jpg	default	Monster	Set 2	Set2	playerNDeck	Thief	55	60	40	Undead Spook	50T Spawn / Think Fast 50 -- Play a monster or tactic of level 50 or less.	C	2031
Set2_darkscorpio	Dark Scorpio	maple-story/set-2/MapleStory-Set2-DarkScorpio.jpg	default	Item	Set 2	Set2	playerNDeck	Thief	60			Armor	When you would take more than 30 damage all at once take only 30 damage instead. / 40TTT Crafty -- Play a Thief card of your level or less.	R	2032
Set2_lazybuffy	Lazy Buffy	maple-story/set-2/MapleStory-Set2-LazyBuffy.jpg	default	Monster	Set 2	Set2	playerNDeck	Thief	66	50	40	Undead Clown	cRaZy -- When you play Lazy Buffy, destroy a card under your opponent's character. Then he or she levels up with the top card of his or her deck. / OS: Rant -- Choose an action on a card under your opponent's character. Your opponent can't use that action next turn.	R	2033
Set2_nova	Nova	maple-story/set-2/MapleStory-Set2-Nova.jpg	default	Character	Set 2	Set2	playerNStarting	Thief			200	Assassin	10 Quest -- Draw a card. / 20TT Mastermind -- Play a Weapon, Strategy, or Undead card of your level or less. / 40T Slash -- Do 20 damage to a character or monster.	R	2034
Set2_omoktable	Omok Table	maple-story/set-2/MapleStory-Set2-OmokTable.jpg	default	Item	Set 2	Set2	playerNDeck	Thief	30			Minigame	When your turn starts, you may look at the top card of your deck. Put it back on the top or the bottom of your deck. / 70TT Think Fast / Equip 80   -- Play a tactic or item of level 80 or less.	U	2035
Set2_pianus	Pianus	maple-story/set-2/MapleStory-Set2-Pianus.jpg	default	Monster	Set 2	Set2	playerNDeck	Thief	110	50	200	Boss	90TTT White-Hot Doom Blast -- Pianus does 100 damage to a character or monster.	R	2036
Set2_poisonpoopa	Poison Poopa	maple-story/set-2/MapleStory-Set2-PoisonPoopa.jpg	default	Monster	Set 2	Set2	playerNDeck	Thief	40	30	20	Water Fish	The next time your opponent plays a monster, destroy that monster and this item. / 30T Spawn / Equip 30 -- Play a monster or item of level 30 or less.	U	2037
Set2_poisonousmushroom	Poisonous Mushroom	maple-story/set-2/MapleStory-Set2-PoisonousMushroom.jpg	default	Item	Set 2	Set2	playerNDeck	Thief	30			Food	Fugu -- When Poison Poopa damages a non-Boss monster, destroy that monster. / 60TT Spawn / Equip 60 -- Play a monster or item of level 60 or less.	C	2038
Set2_reefclaw	Reef Claw	maple-story/set-2/MapleStory-Set2-ReefClaw.jpg	default	Item	Set 2	Set2	playerNDeck	Thief	40			Weapon	Whenever your opponent levels up, do 10 damage to his or her character. / OS: Thief Prowess -- Play a Thief card of your level or less.	C	2039
Set2_savageblow	Savage Blow	maple-story/set-2/MapleStory-Set2-SavageBlow.jpg	default	Tactic	Set 2	Set2	playerNDeck	Thief	40			Skill	Choose one: Destroy a monster, or your opponent chooses and discards a card from his or her hand. / 80TT Spawn 110 -- Play a monster of level 110 or less.	C	2040
Set2_sneakytwink	Sneaky Twink	maple-story/set-2/MapleStory-Set2-SneakyTwink.jpg	default	Tactic	Set 2	Set2	playerNDeck	Thief	20			Strategy	Get +20 to your level until end of turn. / 40TT Spawn / Think Fast 40 -- Play a monster or tactic of level 40 or less.	U	2041
Set2_stun	Stun	maple-story/set-2/MapleStory-Set2-Stun.jpg	default	Tactic	Set 2	Set2	playerNDeck	Thief	60			Strategy	For each Thief card under your character, your opponent chooses and discards a card from his or her hand. / OS: Loot -- If your opponent has 3 or more cards in hand, he or she chooses one and discards it.	U	2042
Set2_tortie	Tortie	maple-story/set-2/MapleStory-Set2-Tortie.jpg	default	Monster	Set 2	Set2	playerNDeck	Thief	46	30	30	Turtle	Tough -- Character actions don't damage Tortie. / OS: Rant -- Choose an action on a card under your opponent's character. Your opponent can't use that action next turn.	C	2043
Set2_wardofawakening	Ward Of Awakening	maple-story/set-2/MapleStory-Set2-WardOfAwakening.jpg	default	Tactic	Set 2	Set2	playerNDeck	Thief	50			Strategy	Play a tactic from any discard pile. Then return it to that discard pile. / 60TT Spawn / Think Fast 70 -- Play a monster or tactic of level 70 or less.	R	2044
Set2_zombiemushmom	Zombie Mushmom	maple-story/set-2/MapleStory-Set2-ZombieMushmom.jpg	default	Monster	Set 2	Set2	playerNDeck	Thief	76	50	140	Boss	Rise From the Grave -- When Zombie Mushmom is destroyed, play rock-paper-scissors with your opponent. If you win, return it to play with 70 HP.	U	2045
Set2_bruno	Bruno	maple-story/set-2/MapleStory-Set2-Bruno.jpg	default	Character	Set 2	Set2	playerNStarting	Warrior			220	Spearman	10W Bash -- Do 10 damage to a character or monster. / 20 Quest -- Draw a card. / 50WWW Bloodthirsty -- Destroy a card under your character. If you do , one of your monsters that attacks this turn gets Fierce until end of turn.	U	2046
Set2_bubbling	Bubbling	maple-story/set-2/MapleStory-Set2-Bubbling.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	12	10	30	Goo	Ooze -- Whenever Bubbling is damaged prevent all other damage to it this turn. / 50W Spawn 60 -- Play a monster of level 60 or less.	C	2047
Set2_darkyetipepe	Dark Yeti and Pepe	maple-story/set-2/MapleStory-Set2-DarkYetiAndPepe.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	82	50	70	Dark Ice-Bird Beast	Split-- When Dark Yeti and Pepe is destroyed, you may search your deck for the card Yeti or the card Pepe and play it. Then shuffle your deck. / 70WWW Spawn / Equip 90 -- Play a monster or item of level 90 or less.	R	2048
Set2_devilslime	Devil Slime	maple-story/set-2/MapleStory-Set2-DevilSlime.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	23	10	20	Goo	Vanish -- When Devil Slime is destroyed level up with it, but you don't get the +HP for leveling up. / 20W Spawn 30 -- Play a monster of level 30 or less.	U	2049
Set2_ironboar	Iron Boar	maple-story/set-2/MapleStory-Set2-IronBoar.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	45	30	50	Boar	Leader 20 -- Each of your other Boars gets +20 attack and +20 Hp. / 20W Boar Buff -- One Boar that attacks this turn gets +30 attack until the end of the turn.	R	2050
Set2_ironhog	Iron Hog	maple-story/set-2/MapleStory-Set2-IronHog.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	42	20	60	Boar	OS: Warrior Prowess -- Play a Warrior card of your level or less.	C	2051
Set2_jrpepe	Jr. Pepe	maple-story/set-2/MapleStory-Set2-JrPepe.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	35	10	50	Ice Bird	Ice Slide -- Whenever Jr. Pepe is damaged, prevent all other damage to it this turn. / 50WWW Spawn X -- Play a monster of your level or less.	R	2052
Set2_kingslime	King Slime	maple-story/set-2/MapleStory-Set2-KingSlime.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	40	20	60	Boss	Split-- When King Slime is destroyed, you may search your deck for a Goo monster and play it. Then shuffle your deck. / 40WW Shock Wave -- King Slime does 10 damage to each of your opponent's monsters. Then King Slime does 10 damage to your opponent's character.	U	2053
Set2_manon	Manon	maple-story/set-2/MapleStory-Set2-Manon.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	105	60	160	Boss	70WW Minion Attack -- Reveal the top 2 cards of your deck. Play any monsters revealed this way and discard any others. Destroy monsters played this way at end of turn.	R	2054
Set2_powerguard	Power Guard	maple-story/set-2/MapleStory-Set2-PowerGuard.jpg	default	Tactic	Set 2	Set2	playerNDeck	Warrior	30			Skill	Choose a monster and prevent all damages to it next turn. / 60W Spawn / Think Fast 70 -- Play a monster or tactic of level 70 or less.	C	2055
Set2_rage	Rage	maple-story/set-2/MapleStory-Set2-Rage.jpg	default	Tactic	Set 2	Set2	playerNDeck	Warrior	30			Skill	For each Warrior card under your character, one of your monsters that attacks this turn gets +10 attack until end of turn. / OS: Astonish -- Name a card. Reveal the top card of your deck. If you named that card, level up with it.	U	2056
Set2_ragingblockgolem	Raging Block Golem	maple-story/set-2/MapleStory-Set2-RagingBlockGolem.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	42	20	40	Guardian	Fierce -- Raging Block Golem attacks twice each turn. / OS: Scout -- Reveal the top card of your deck. If it's a monster card, put it into your hand. Otherwise put it back.	C	2057
Set2_silverlegendshield	Silver Legend Shield	maple-story/set-2/MapleStory-Set2-SilverLegendShield.jpg	default	Item	Set 2	Set2	playerNDeck	Warrior	60			Armor	Whenever one of your monsters is destroyed, level up with it. / 60WW Bloodthirsty -- Destroy a card under your character. If you do, one of your monsters that attacks this turn gets Fierce until end of turn.	R	2058
Set2_training	Training	maple-story/set-2/MapleStory-Set2-Training.jpg	default	Tactic	Set 2	Set2	playerNDeck	Warrior	30			Strategy	Level up with the top card of your deck. / 70WW Spawn 120 -- Play a monster of level 120 or less.	C	2059
Set2_yeti	Yeti	maple-story/set-2/MapleStory-Set2-Yeti.jpg	default	Monster	Set 2	Set2	playerNDeck	Warrior	70	40	70	Ice Beast	Ground Pound -- Yeti gets +40 attack if you didn't play it this turn. / 70WW Spawn / Equip 80 -- Play a monster or item of level 80 or less.	U	2060
Set3_blackbunny	Black Bunny	maple-story/set-3/MapleStory-Set3-BlackBunny.jpg	default	Item	Set 3	Set3	playerNDeck	Bowman	10			Pet Rabbit	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) Populate -- When Black Bunny has 3 cards under it, reveal them. You may play any Bowman monsters of level 30 or less revealed this way. Otherwise, put them on the bottom of your deck in any order. / 20B Easy Shot -- Do 10 damage to a character or monster.	U	3001
Set3_blessingoftheamazon	Blessing of the Amazon	maple-story/set-3/MapleStory-Set3-BlessingOfTheAmazon.jpg	default	Tactic	Set 3	Set3	playerNDeck	Bowman	10			Skill	Do 40 damage to a character or monster. This damage can't be prevented. / OS: Perfect Aim -- Damage you do with character actions can't be prevented this turn.	C	3002
Set3_chirppy	Chirppy	maple-story/set-3/MapleStory-Set3-Chirppy.jpg	default	Monster	Set 3	Set3	playerNDeck	Bowman	31	20	40	Flying Bird	Stealthy -- Monsters can't attack Chirppy. / 20BB Easy Shot -- Do 10 damage to a character or monster.	C	3003
Set3_coldeye	Cold Eye	maple-story/set-3/MapleStory-Set3-ColdEye.jpg	default	Monster	Set 3	Set3	playerNDeck	Bowman	40	30	30	Ice Worm	Ice Breath -- When you play Cold Eye, one of your opponent's monsters loses its abilities until your next turn starts. Do 20 damage to that monster. / 60BB Spawn / Think Fast 60 -- Play a monster or tactic of level 60 or less.	U	3004
Set3_crow	Crow	maple-story/set-3/MapleStory-Set3-Crow.jpg	default	Monster	Set 3	Set3	playerNDeck	Bowman	25	10	20	Flying Bird	Peck -- Whenever your opponent levels up, do 20 damage to a character or monster. / 50B Spawn / Equip 40 -- Play a monster or item of level 40 or less.	C	3005
Set3_flyeye	Flyeye	maple-story/set-3/MapleStory-Set3-Flyeye.jpg	default	Monster	Set 3	Set3	playerNDeck	Bowman	41	40	30	Flying Beast	Stupefy -- When you play Flyeye, your opponent can't play tactics next turn. / 80BBB Deadly Shot -- Do 30 damage to a character or monster.	R	3006
Set3_flyingfreezer	Flying Freezer	maple-story/set-3/MapleStory-Set3-FlyingFreezer.jpg	default	Monster	Set 3	Set3	playerNDeck	Bowman	120	100	100	Summoned Flying Ice Bird	Freeze -- When you play Flying Freezer, choose up to 4 of your opponent's monsters. They can't attack next turn. Summoned -- When your turn ends, destroy Flying Freezer if you didn't play it this turn. / 70BB Command -- Return this card to your hand. Then level up with the top card of your deck.	R	3007
Set3_ghostpixie	Ghost Pixie	maple-story/set-3/MapleStory-Set3-GhostPixie.jpg	default	Monster	Set 3	Set3	playerNDeck	Bowman	65	50	40	Flying Spook	Phantom -- When you play Ghost Pixie, choose a card type (character, monster, tactic, or item). Cards of the chosen type can't damage Ghost Pixie. / OS: Revive -- Return a monster of level 30 or less from your discard pile to your hand.	R	3008
Set3_ginsengjar	Ginseng Jar	maple-story/set-3/MapleStory-Set3-GinsengJar.jpg	default	Monster	Set 3	Set3	playerNDeck	Bowman	48	40	40	Flora Jar	60BB Tricky Shot -- Do 20 damage to a character or monster.	C	3009
Set3_mapleshield	Maple Shield	maple-story/set-3/MapleStory-Set3-MapleShield.jpg	default	Item	Set 3	Set3	playerNDeck	Bowman	20			Shield	Each of your monsters gets +10 HP. / 50B Spawn 50 -- Play a monster of level 50 or less.	C	3010
Set3_moby	Moby	maple-story/set-3/MapleStory-Set3-Moby.jpg	default	Character	Set 3	Set3	playerNStarting	Bowman			190	Crossbowman	10B Easy Shot -- Do 10 damage to a character or monster. / 20 Quest -- Draw a card. / 20BB Spawn 30 -- Play a monster of level 30 or less.	U	3011
Set3_mortalblow	Mortal Blow	maple-story/set-3/MapleStory-Set3-MortalBlow.jpg	default	Tactic	Set 3	Set3	playerNDeck	Bowman	90			Skill	When your turn ends, do damage to your opponent's character equal to the total damage he or she took this turn. / 80B Spawn / Equip 90 -- Play a monster or item of level 90 or less.	R	3012
Set3_nependeath	Nependeath	maple-story/set-3/MapleStory-Set3-Nependeath.jpg	default	Monster	Set 3	Set3	playerNDeck	Bowman	42	20	80	Flora	Rooted -- Nependeath can't attack characters. / 70BB Spawn 90 -- Play a monster of level 90 or less.	U	3013
Set3_rookieknockback	Rookie Knock-Back	maple-story/set-3/MapleStory-Set3-RookieKnockBack.jpg	default	Tactic	Set 3	Set3	playerNDeck	Bowman	40			Skill	Choose a monster. That monster can't attack your character next turn. Draw a card. / 10B Spawn 20 -- Play a monster of level 20 or less.	U	3014
Set3_ryden	Ryden	maple-story/set-3/MapleStory-Set3-Ryden.jpg	default	Item	Set 3	Set3	playerNDeck	Bowman	30			Weapon	When your turn ends, for each monster you have of level 30 or less, do 10 damage to a character or monster. / OS: Critical Shot -- Flip a coin. If you win, do damage equal to your level to a character or monster.	R	3015
Set3_bahamut	Bahamut	maple-story/set-3/MapleStory-Set3-Bahamut.jpg	default	Monster	Set 3	Set3	playerNDeck	Magician	120	50	100	Summoned Flying Dragon	Mega Fierce -- Bahamut attacks 3 times each turn. Summoned -- When your turn ends, destroy Bahamut if you didn't play it this turn. / 70MM Command -- Return this card to your hand. Then level up with the top card of your deck.	R	3016
Set3_brownteddy	Brown Teddy	maple-story/set-3/MapleStory-Set3-BrownTeddy.jpg	default	Monster	Set 3	Set3	playerNDeck	Magician	30	20	30	Toy Bear	Wind the Key -- Whenever you play a tactic, Brown Teddy gets +20 attack until end of turn. / 80MM Spawn 120 -- Play a monster of level 120 or less.	C	3017
Set3_coldbeam	Cold Beam	maple-story/set-3/MapleStory-Set3-ColdBeam.jpg	default	Tactic	Set 3	Set3	playerNDeck	Magician	35			Skill	Your opponent's monsters each get -30 attack until your next turn starts. / 30MM Spawn / Think Fast 30 -- Play a monster or tactic of level 30 or less.	U	3018
Set3_emeraldstaff	Emerald Staff	maple-story/set-3/MapleStory-Set3-EmeraldStaff.jpg	default	Item	Set 3	Set3	playerNDeck	Magician	15			Staff	Whenever you play a tactic, get +10 HP. / OS: Grudge -- If you're a lower level than your opponent, you may level up with a card from your discard pile.	U	3019
Set3_ergoth	Ergoth	maple-story/set-3/MapleStory-Set3-Ergoth.jpg	default	Monster	Set 3	Set3	playerNDeck	Magician	115	50	190	Boss	70MMM Deadly Wisdom -- Reveal the top 3 cards of your deck. If any of them are tactics, you may play them. Otherwise, put them on the bottom of your deck in any order. / 120MMM Reaper's Knock -- Reduce your opponent's HP to 10. Your turn ends.	R	3020
Set3_invincible	Invincible	maple-story/set-3/MapleStory-Set3-Invincible.jpg	default	Tactic	Set 3	Set3	playerNDeck	Magician	65			Skill	Prevent the first 100 damage that would be done to your character next turn. / 90MMM Think Fast Unlimited -- Play a tactic.	R	3021
Set3_penelope	Penelope	maple-story/set-3/MapleStory-Set3-Penelope.jpg	default	Character	Set 3	Set3	playerNStarting	Magician			180	Fire/Poison Mage	10 Quest -- Draw a card. / 60MM Quest -- Draw a card.	R	3022
Set3_porcupine	Porcupine	maple-story/set-3/MapleStory-Set3-Porcupine.jpg	default	Item	Set 3	Set3	playerNDeck	Magician	30			Pet Porcupine	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) Quillspray -- Whenever your turn starts, you may put the cards under Porcupine on the bottom of your deck in any order. For each card you put under your deck this way, do 10 damage to each of your opponent's monsters and then to your opponent's character. / 40M Quill Attack -- Choose a character. For each pet you have, do 10 damage to that character.	R	3023
Set3_robot	Robot	maple-story/set-3/MapleStory-Set3-Robot.jpg	default	Item	Set 3	Set3	playerNDeck	Magician	20			Pet Robot	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) / OS: Quest -- Draw a card.	U	3024
Set3_rookieenergybolt	Rookie Energy Bolt	maple-story/set-3/MapleStory-Set3-RookieEnergyBolt.jpg	default	Tactic	Set 3	Set3	playerNDeck	Magician	30			Skill	Do 70 damage to a character or monster. / 40MMM Think Fast X -- Play a tactic of your level or less.	C	3025
Set3_rookiemagicclaw	Rookie Magic Claw	maple-story/set-3/MapleStory-Set3-RookieMagicClaw.jpg	default	Tactic	Set 3	Set3	playerNDeck	Magician	10			Skill	Do 10 damage to a character or monster. Then do another 10 damage to a character or monster. Draw a card. / 10M Zap -- Do 10 damage to a character.	C	3026
Set3_seal	Seal	maple-story/set-3/MapleStory-Set3-Seal.jpg	default	Tactic	Set 3	Set3	playerNDeck	Magician	40			Skill	Remove a monster from the game until your next turn starts. / 80M Think Fast / Equip 90 -- Play a tactic or item of level 90 or less.	U	3027
Set3_spellbooster	Spell Booster	maple-story/set-3/MapleStory-Set3-SpellBooster.jpg	default	Tactic	Set 3	Set3	playerNDeck	Magician	30			Skill	Draw 2 cards. Then put a chard from your hand face down on top of your deck. / 50MM Spawn / Equip 40 -- Play a monster or item of level 40 or less.	U	3028
Set3_srbellflowerroot	Sr. Bellflower Root	maple-story/set-3/MapleStory-Set3-SrBellflowerRoot.jpg	default	Monster	Set 3	Set3	playerNDeck	Magician	54	50	50	Flora	60M Spawn 60 -- Play a monster of level 60 or less.	C	3029
Set3_whitefang	White Fang	maple-story/set-3/MapleStory-Set3-WhiteFang.jpg	default	Monster	Set 3	Set3	playerNDeck	Magician	58	40	40	Wolf	Pet Defender -- White Fang gets +30 attack and +30 HP as long as you have a pet. / 30M Spawn / Equip 20 -- Play a monster or item of level 20 or less.	C	3030
Set3_blackdragon	Black Dragon	maple-story/set-3/MapleStory-Set3-BlackDragon.jpg	default	Item	Set 3	Set3	playerNDeck	Thief	20			Pet Dragon	Hungry -- When your turn starts, put the top card of your deck face down under this Pet. (A Pet can have up to 3 cards under it.) Morph -- When your turn starts, you may put 3 cards from under Black Dragon on the bottom of your deck in any order. If you do, it becomes a monster with 90 attack and 120 HP until your next turn starts. / 10T Feeding Time -- If one of your Pets has fewer than 3 cards under it, put the top card of your deck face down under that Pet.	R	3031
Set3_bloodlarceny	Blood Larceny	maple-story/set-3/MapleStory-Set3-BloodLarceny.jpg	default	Item	Set 3	Set3	playerNDeck	Thief	80			Armor	When your opponent's turn ends, flip two coins. If you win both flips, take another turn after this one. / 90TTT Equip Unlimited -- Play an item.	R	3032
