databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	scare	rarity	text
ChristmasTown_he_can_fit_down_here	He can fit down here!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-HeCanFitDownHere.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Uncommon	Move Lock, Shock and/or Barrel from your Oogie�s Lair to your Tree House. OR If Lock, Shock, and Barrel are in your Halloweentown, move your Sandy to your Oogie�s Lair.
ChristmasTown_headhunter	Headhunter	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-Headhunter.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	Search 6, Undersea Gal OR If your Undersea Gal is in play, Search Discard Pile, 1 Surprise
Premiere_hello_oogie	Hello, Oogie	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-HelloOogie.jpg	default	Surprises	Premiere	Premiere	playerNDeck	3	Rare	If your Jack is in play, return an opponent�s Character to its owner�s hand. OR Discard an opponent�s Jack and Oogie if they are both in the same Halloweentown.
ChristmasTown_here_comes_sandy	Here Comes Sandy Claws	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-HereComesSandyClaws.jpg	default	Creations	Christmas Town	ChristmasTown	playerNDeck	4	Rare	When this Creation is played, if The Bass and all 3 �Players� are in your Town Square, you may immediately play another Creation from your hand (for free).
Premiere_hiding_under_bed	Hiding Under Your Bed	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-HidingUnderYourBed.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Rare	Discard all cards that are currently beneath your Scary Bed. OR If the Monster Under the Bed is at your Scary Bed, draw up to 2 cards of your choice from beneath your Scary Bed.
Premiere_hitch_a_ride	Hitch a Ride	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-HitchARide.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Common	Move any number of Characters from your Mayor-mobile to any one other Locale in your Halloweentown. OR Move any number of Characters from any one of your Locales to your Mayor-mobile.
ChristmasTown_holly_jolly_roger	Holly Jolly Roger	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-HollyJollyRoger.jpg	default	Creations	Christmas Town	ChristmasTown	playerNDeck	4	Common	When this Creation is played, if your Devil is in play, you may discard a Character with a Scare Number of 1 from an opponent�s Halloweentown.
Tournament_house_of_cards	House of Cards	nightmare-before-christmas/tournament/NightmareBeforeChristmas-Tournament-HouseOfCards.jpg	default	Creations	Tournament	Tournament	playerNDeck	2	Fixed	Add +2 to the Scare Number of the House of Cards for each card face down beneath it placed there through the use of �I Think I�ve Got It�.
ChristmasTown_how_dare_you	How dare you!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-HowDareYou.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Rare	During your opponent�s turn, after that opponent discards a Surprise into his Surprise Discard Pile, place this card on the table as part of your Halloweentown, and then grab the opponent�s Surprise and stack it on this card. That Surprise is now +1 Cost for all players.
Premiere_hyde_and_seek	Hyde and Seek	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-HydeAndSeek.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Common	Search 4, The �Hyde� Family OR During an opponent�s turn, play this card to ignore a card that discards card(s) from your hand, and, if you also reveal a �Hyde� Character in your hand, Draw 2 Cards.
Premiere_i_am_not_the_one	I am not the one	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-IAmNotTheOne.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Rare	Search 3, 1 Surprise OR If Sally is in an opponent�s Halloweentown, move her to an adjacent Locale of your choice.
Premiere_i_am_the_pumpkin_king	I am the Pumpkin King!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-IAmThePumpkinKing.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Ultra-Rare	If your Jack is in play, seize the Pumpkin King card and choose one of the card�s three activities. Every player in order may perform the chosen activity just as in the Start Phase. When finished, return the Pumpkin King card to its previous holder.
ChristmasTown_i_cant_believe_my_eyes	I Can't Believe My Eyes	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-ICantBelieveMyEyes.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Rare	Every player must peek at the hand of the player to his left, and then force that player to discard 1 card of the peeking player�s choice.  Players with Jack in their Christmas Town may then Draw 1 Card.
ChristmasTown_i_cant_make_decisions	I can't make decisions!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-ICantMakeDecisions.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	Search 6, Mayor OR If your Mayor is at the Mayor-mobile, peek at an opponent�s hand and reveal one card of your choice to all players. No player can play that Card Title for the remainder of this Round.
Premiere_i_never_realized	I never realized	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-INeverRealized.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Common	Search 3, Jack, Sally OR If Jack and Sally are at the same Locale in your Halloweentown, Draw 2 Cards
Tournament_i_think_ive_got_it	I think I've got it	nightmare-before-christmas/tournament/NightmareBeforeChristmas-Tournament-IThinkIveGotIt.jpg	default	Surprises	Tournament	Tournament	playerNDeck	0	Fixed	Search 6, House of Cards OR Flip the top card of your Main Deck face up. If it is a Surprise, discard it and all cards placed beneath your House of Cards. Otherwise, place the card face down beneath your House of Cards.
Premiere_i_told_you	I told you!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-IToldYou.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Uncommon	Search 5, Lock, Shock, Barrel OR If Lock, Shock, and Barrel are at the same Locale in your Halloweentown, Stack this Surprise on Shock and Add 2p
Premiere_i_wanna_do_it	I wanna do it!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-IWannaDoIt.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Uncommon	Search 5, Lock, Shock, Barrel OR If Lock, Shock, and Barrel are at the same Locale in your Halloweentown, Stack this Surprise on Lock and force one opponent to discard a random card from his hand.
ChristmasTown_i_want_it_for_my_own	I want it for my own	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-IWantItForMyOwn.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	2	Common	If Jack is at an Active Locale in your Christmas Town with a Joy Threshold of 3 or higher, discard an opponent�s Creation from play.
ChristmasTown_iggy	Iggy the Elf	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-IggyTheElf.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Uncommon	When Iggy is played, if Jack is at his Locale, Add 1p
Premiere_igor	Igor	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-Igor.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Common	During your turn, you may discard Igor from play and then Move 2 Cards.
Premiere_im_not_the_dumb_one	I'm not the dumb one	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ImNotTheDumbOne.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Uncommon	Search 5, Lock, Shock, Barrel OR If Lock, Shock, and Barrel are at the same Locale in your Halloweentown, Stack this Surprise on Barrel and Draw 1 Card.
Premiere_im_santa_claus	I'm Santa Claus!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ImSantaClaus.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Ultra-Rare	Search 6, Sandy Claws OR Stack this card on your Sandy, and then, if Sandy is in Oogie�s Lair in your Halloweentown, discard an opponent�s Creation from play.
Premiere_im_the_boogie_man	I'm the Boogie Man!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ImTheBoogieMan.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Common	Each player targets a Character with a Scare number of 1 belonging to the player on his left and sends the Character back into its owner�s hand. If Oogie is in any players� Halloweentown, those players also Draw 1 Card.
Premiere_its_a_phase_my_dear	It's a phase, my dear	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ItsAPhaseMyDear.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Rare	Search 3, Finklestein, Sally OR If Finklestein and Sally are at the same Locale in your Halloweentown, Add 1p
ChristmasTown_its_alive	It's Alive!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-ItsAlive.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Rare	If Finklestein is at your Laboratory, Stack this Surprise on one of your Creations in play, and then place that Creation in your Laboratory.  That Creation is now considered both a Character and a Creation.
Premiere_its_time_to_party	It's time to party!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ItsTimeToParty.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Rare	Search 6, Devil OR If your Devil is in play, Draw 1 Card for every Creation in your Halloweentown.
Premiere_its_time_you_begun	It's Time You Begun	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-ItsTimeYouBegun.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Rare	Choose an inactive Locale in your Halloweentown. Discard a number of cards from your hand equal to the number of Scare Points still needed to activate that Locale, and then perform a Function on that Locale. You may still perform only one Function during your turn.
Premiere_jack_in_the_box	Jack in the Box	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-JackInTheBox.jpg	default	Creations	Premiere	Premiere	playerNDeck	4	Uncommon	When this Creation is played, if the Clown is in your Halloweentown, you may Search 6, 1 Surprise
Premiere_jack1	Jack Skellington - Demon of Light	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-JackSkellingtonDemonOfLight.jpg	default	Character	Premiere	Premiere	playerNDeck	6	Ultra-Rare	When Jack, Demon of Light, is played, the player(s) with the most Characters in play draw until they have 7 cards in their hands.
ChristmasTown_jack4	Jack Skellington - Explorer of Unknown Realms	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-JackSkellingtonExplorerOfUnknownRealms.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	2	Common	May travel between Holiday Towns. HEX: Once during your turn, after Jack moves to a Christmas Town Locale, Add 1p
Premiere_jack2	Jack Skellington - Master of Fright	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-JackSkellingtonMasterOfFright.jpg	default	Character	Premiere	Premiere	playerNDeck	5	Rare	When Jack, Master of Fright, is played, you must discard another Character at his Locale (or discard this card).
ChristmasTown_jack5	Jack Skellington - Motivational Spooker	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-JackSkellingtonMotivationalSpooker.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	4	Ultra-Rare	During your turn, you may discard a card from your hand to move another Halloween Character at Jack�s Locale to an adjacent Locale.
ChristmasTown_jack6	Jack Skellington - Santa Jack	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-JackSkellingtonSantaJack.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	3	Promo Card	Whenever you Stack a Surprise on a Creation, Draw 2 Cards.
Premiere_jack3	Jack Skellington - The Pumpkin King	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-JackSkellingtonThePumpkinKing.jpg	default	Character	Premiere	Premiere	playerNDeck	3	Common	-1 Cost at Jack�s House.
Premiere_jacks_bedroom	Jack's Bedroom	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-JacksBedroom.jpg	default	Locale	Premiere	Premiere	playerNLocale	4	Uncommon	FUNCTION: Draw until you have a number of cards in your hand equal to your Starting Hand (as indicated on your Starting Locale).
Premiere_jacks_house	Jack's House	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-JacksHouse.jpg	default	Locale	Premiere	Premiere	playerNLocale	0*	Common	STARTING HAND: 7 Cards, FUNCTION: Draw 2 Cards, FUNCTION: Add 2p, FUNCTION: Move 4 Cards
Premiere_jewel	Jewel	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-Jewel.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Rare	If Finklestein is about to be discarded while at the same Locale as Jewel, you may discard Jewel instead.
Premiere_jingle_bells	Jingle Bells	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-JingleBells.jpg	default	Creations	Premiere	Premiere	playerNDeck	4	Common	This Creation is -1 Cost for each Character in your Halloweentown with the word �Player� in his name.
Premiere_jumbo_treat_bag	Jumbo Treat Bag	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-JumboTreatBag.jpg	default	Creations	Premiere	Premiere	playerNDeck	5	Common	-3 Cost if Lock, Shock, and Barrel are at the same Locale in your Halloweentown.
ChristmasTown_juxtaposition	Juxtaposition	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-Juxtaposition.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	Add 1p for every Halloween Character (not including Jack, Lock, Shock, and Barrel) at an Active Locale in your Christmas Town (maximum of 4 Pumpkin Points).
Premiere_kidnap_mr_sandy_claws	Kidnap Mr. Sandy Claws	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-KidnapMrSandyClaws.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Rare	Every player draws 1 card, plus an additional card for each of the following Characters in their Halloweentown: Lock, Shock, Barrel, Sandy Claws
ChristmasTown_languid_larry	Languid Larry	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-LanguidLarry.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Rare	When Larry is played, Draw 2 Cards if Nelly is at his Locale. Cannot Move.
Premiere_lets_play	Let's Play!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-LetsPlay.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Uncommon	Search 6, Sound of Rollin� Dice OR If Oogie is in your Halloweentown, play this card after playing �Sound of Rollin� Dice� to discard a second card from the top of the opponent�s deck. Add its Scare Number to the first card�s Scare Number.
ChristmasTown_little_henchmen	Little Henchmen	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-LittleHenchmen.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Common	Search 6, Oogie, Lock, Shock, Barrel OR Search 6, Depraved Offering
Premiere_little_witch	Little Witch	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-LittleWitch.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Uncommon	During your turn, you may Move the Little Witch to the same Locale as the Big Witch in your Halloweentown (for free).
ChristmasTown_loading_zone	Loading Zone	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-LoadingZone.jpg	default	Locale	Christmas Town	ChristmasTown	playerNLocale	4	Common	BONUS: Whenever you perform a Function, you may Search 4, 1 Creation.
Tournament_lock2	Lock - Impish Trick-or-Treater	nightmare-before-christmas/tournament/NightmareBeforeChristmas-Tournament-LockImpishTrickOrTreater.jpg	default	Character	Tournament	Tournament	playerNDeck	1	Fixed	HEX: Once during your turn, after Lock moves to a Locale, you may discard 2 cards from your hand to force 1 player to discard a random card from his hand.
Premiere_lock1	Lock - Little Devil	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-LockLittleDevil.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Common	During your turn, if Lock is at the Tree House, you may discard a copy of Lock from your hand to Search 3, Shock, Barrel
ChristmasTown_lock3	Lock - Savage Captor	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-LockSavageCaptor.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	May travel between Holiday towns. During your turn, if Lock is at the Tree House, you may discard another Character there to Draw 1 Card.
ChristmasTown_loco-motive	Loco-motive	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-LocoMotive.jpg	default	Creations	Christmas Town	ChristmasTown	playerNDeck	3	Common	If your Mummy Boy is in play when this Creation is played, you may immediately move 1 Character in any player�s Halloweentown to an adjacent Locale.
Premiere_look_what_youve_done	Look what you've done	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-LookWhatYouveDone.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Ultra-Rare	Search 3, Jack OR Stack this card on your Jack or Sandy, and then, if an opponent�s Oogie is in play, send that Oogie to its owner�s hand.
ChristmasTown_lovely	Lovely!	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-Lovely.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	Search 4, Sally�s Leg OR If your Sally�s Leg is in play, place this Surprise on the table in front of an opponent. That opponent�s Surprises are +1 Cost. Discard this Surprise during the End Phase.
Premiere_mad_genius	Mad Genius	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MadGenius.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Uncommon	Force an opponent to discard 1 random card from his hand. OR If Finklestein is at the Laboratory in your Halloweentown, peek at an opponent�s hand and discard 1 card of your choice.
ChristmasTown_magical_journey	Magical Journey	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-MagicalJourney.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Common	Move a Halloween Character from your Tree Circle to one of your Christmas Town Locales (or from one of your Christmas Town Locales to your Tree Circle). This Character is considered to have the text �May travel between Holiday Towns� during this Movement.
Premiere_making_christmas	Making Christmas	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MakingChristmas.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Uncommon	All Creations are -1 Cost. All Characters are +1 Cost. Place this card in the center of the table. No other copies can be played while this is on the table. Discard during the End Phase.
Premiere_marie_antoinette	Marie Antoinette Doll	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MarieAntoinetteDoll.jpg	default	Creations	Premiere	Premiere	playerNDeck	3	Common	When this Creation is played, if the Mummy Boy is in your Halloweentown, force one player to discard a random card from his hand.
Premiere_master_the_plans	Master! The Plans!	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MasterThePlans.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Common	Search 5, Finklestein, Igor OR If Finklestein and Igor are at the same Locale in your Halloweentown, Draw 2 Cards
Premiere_mayor-mobile	Mayor-mobile	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MayorMobile.jpg	default	Locale	Premiere	Premiere	playerNLocale	0*	Common	STARTING HAND: 6 Cards, FUNCTION: Draw 3 Cards, FUNCTION: Add 2p, FUNCTION: Move 5 Cards
Premiere_mellow_trio	Mellow Trio	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MellowTrio.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Common	Search 6, The �Players� OR Choose a Locale in your Halloweentown and Draw 1 Card for every Character at that Locale with the word �Player� in his name.
ChristmasTown_mirror_mirror	Mirror, Mirror	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-MirrorMirror.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Promo Card	During an opponent�s turn, play this card after one of your Characters is discarded from play to discard from play any one of that opponent�s Characters with an equal or lower Scare Number.
ChristmasTown_mission_of_menace	Mission of Menace	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-MissionOfMenace.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	If your Lock, Shock, and Barrel are at the same Christmas Town Locale, move them and any number of other Characters at the same Locale to your Tree House. These Characters may all �travel between Holiday Towns.�
ChristmasTown_mistletoe	Mistletoe	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-Mistletoe.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Common	Search 6, Elves OR Discard 2 Elves who are at the same Locale in an opponent�s Christmas Town.
Premiere_monster_under_bed	Monster Under the Bed	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MonsterUnderTheBed.jpg	default	Character	Premiere	Premiere	playerNDeck	3	Uncommon	Cannot Move. Whenever a Function at his Locale is performed, you may discard 1 card from your hand to Add 1p
Premiere_monster_under_stairs	Monster Under the Stairs	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MonsterUnderTheStairs.jpg	default	Character	Premiere	Premiere	playerNDeck	2	Uncommon	Whenever a Function at his Locale is performed, you may discard 1 card from your hand to Draw 1 Card.
Premiere_moody_mayor	Moody Mayor	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MoodyMayor.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Common	Search 3, Mayor, Lock, Shock, Barrel OR Double the Mayor�s Scare Number when determining if his current Locale is Active.
ChristmasTown_morning_rounds	Morning Rounds	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-MorningRounds.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	0	Rare	Search 6, Mayor OR If your Mayor-mobile is in play, switch the positions of two Locales in your Halloweentown, making sure that all Characters remain with their current Locales.
ChristmasTown_most_blood_drained	Most Blood Drained	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-MostBloodDrained.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Uncommon	Search 4, Vampires OR Return one of your Vampires in play to your hand, and then discard an opponent�s Character with a Scare Number of 3 of less from play.
Premiere_mournful_howl	Mournful Howl	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MournfulHowl.jpg	default	Surprises	Premiere	Premiere	playerNDeck	1	Rare	Search 6, Wolfman OR If your Wolfman is in play, reveal a Character in your discard pile and draw a number of cards equal to that Character�s Scare Number (maximum of 4 cards).
Premiere_mr_hyde	Mr. Hyde	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MrHyde.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Common	During your turn, you may send Mr. Hyde into your hand and then peek at an opponent�s hand.
Premiere_mr_hyde_ii	Mr. Hyde II	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MrHydeII.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Uncommon	During your turn, you may send Mr. Hyde II into your hand and then discard 1 card from your hand to Draw 1 Card.
Premiere_mr_hyde_iii	Mr. Hyde III	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MrHydeIII.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Rare	During an opponent�s turn, you may send Mr. Hyde III into your hand to ignore a card that discard card(s) from your hand.
ChristmasTown_mrs_claus	Mrs. Claus	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-MrsClaus.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Uncommon	HEX: Once during your turn, you may discard 1 Elf from Mrs. Claus� Locale, and then, if the Elf was discarded from the Bakery, Draw 1 Card.
Premiere_mummy_boy	Mummy Boy	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MummyBoy.jpg	default	Character	Premiere	Premiere	playerNDeck	1	Common	When the Mummy Boy is played, if the Corpse Kid is at his Locale, you may Move 2 Cards.
Premiere_my_fantasies	My Fantasies	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MyFantasies.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Common	Search 6, Jack OR If Jack is in your Halloweentown, Search 6, 1 Creation
Premiere_mystic_cauldron	Mystic Cauldron	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-MysticCauldron.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Rare	Peek at an opponent�s hand. OR If the Big Witch or Little Witch are in your Halloweentown, peek at the top 6 cards in your Main Deck and return them in any order.
ChristmasTown_nelly	Nelly the Elf	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-NellyTheElf.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	0	Uncommon	When Nelly is played, you may immediately discard your entire hand, and then Draw 1 Card for every additional Elf at her Locale.
ChristmasTown_night_of_festivities	Night of Festivities	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-NightOfFestivities.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Rare	Search 3, 1 or 2 Characters OR If an opponent�s Town Square has more than 4 Characters in it, flip that Town Square face down (out of play) until the End Phase.
Premiere_nightmare_before_christmas	Nightmare Before Christmas	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-NightmareBeforeChristmas.jpg	default	Surprises	Premiere	Premiere	playerNDeck	0	Promo Card	Every player draws 1 card for each of the following Characters in their Halloweentown: Jack, Sally, Mayor, Oogie Boogie, Dr. Finklestein
ChristmasTown_nothing_underneath	Nothing Underneath	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-NothingUnderneath.jpg	default	Surprises	Christmas Town	ChristmasTown	playerNDeck	1	Rare	Discard one Surprise that is Stacked on a card in your Halloweentown. OR Stack this card on one of your Creations, and then, if an opponent�s Monster under the Bed is not at the Scary Bed, return that Monster to its owner�s hand.
Premiere_nutcracker	Nutcracker	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-Nutcracker.jpg	default	Creations	Premiere	Premiere	playerNDeck	3	Common	If Behemoth is in your Halloweentown when you play the Nutcracker, you may immediately discard any number of cards from your hand (all at once) and then draw new cards to replace those discarded.
Tournament_old_sparkly	Old Sparkly	nightmare-before-christmas/tournament/NightmareBeforeChristmas-Tournament-OldSparkly.jpg	default	Creations	Tournament	Tournament	playerNDeck	5	Fixed	-4 Cost if there are 6 Active Locales in your Halloweentown (including your Starting Locale, which is always Active).
Premiere_oogie3	Oogie Boogie - Eight Ball	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-OogieBoogieEightBall.jpg	default	Character	Premiere	Premiere	playerNDeck	6	Ultra-Rare	When Oogie, Eight Ball, is played, the player(s) with the least number of Active Locales must discard half of the cards in their hands (round up).
Premiere_oogie2	Oogie Boogie - Gamblin' Boogie Man	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-OogieBoogieGamblinBoogieMan.jpg	default	Character	Premiere	Premiere	playerNDeck	5	Rare	When Oogie, Gamblin� Boogie Man, is played, you must discard your entire hand and then draw an equal number of new cards.
Premiere_oogie1	Oogie Boogie - Meanest Guy Around	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-OogieBoogieMeanestGuyAround.jpg	default	Character	Premiere	Premiere	playerNDeck	4	Common	-1 Cost at Oogie�s Lair. Must spend 2 Movement to Move Oogie out of his Lair.
ChristmasTown_oogie4	Oogie Boogie - Voracious Villain	nightmare-before-christmas/christmas-town/NightmareBeforeChristmas-ChristmasTown-OogieBoogieVoraciousVillain.jpg	default	Character	Christmas Town	ChristmasTown	playerNDeck	3	Rare	HEX: Once during your turn, you may discard another Character at his Locale to Add a number of Pumpkin Points equal to that Character�s Scare Number (max of 2).
Premiere_oogies_dice	Oogie's Dice	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-OogiesDice.jpg	default	Creations	Premiere	Premiere	playerNDeck	4	Uncommon	When playing this Creation, if Oogie is in his Lair in your Halloweentown, you may immediately move him (for free) to any other Locale in your Halloweentown.
Premiere_oogies_lair	Oogie's Lair	nightmare-before-christmas/premiere/NightmareBeforeChristmas-Premiere-OogiesLair.jpg	default	Locale	Premiere	Premiere	playerNLocale	0*	Common	STARTING HAND: 5 Cards, FUNCTION: Draw 2 Cards, FUNCTION: Add 3p, FUNCTION: Move 1 Card
