databaseId	name	imageUrl	cardBack	type	set	class	race	skills	homeSite	mind	influence	gi	prowess	body	strikes	playable	mp	sp	magic	specific	corruption	region	sitePath	draw	opponentDraw	rarity	text	loadGroupId
DarkMinions_YourWelcomeIsDoubtful	Your Welcome Is Doubtful	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-YourWelcomeIsDoubtful.jpg	default	Hazard	DarkMinions	Short-event																				U2	Playable on an untapped agent. Tap the agent who may then make an influence attempt against an ally or character. +6 to influence attempt (+10 if the agent is a diplomat). An additional +7 to the attempt if target character has the same home site as the agent or if target ally is playable at the agent's home site.	playerNDeck
DarkMinions_FolcoBoffin	Folco Boffin	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-FolcoBoffin.jpg	default	Hero Character	DarkMinions		Hobbit	Scout	Bag End	3	0		0	9			1									U2	Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +2. You may discard Folco at a Haven to play any Hobbit from your hand with his company.	playerNDeck
DarkMinions_Aiglos	Aiglos	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-Aiglos.jpg	default	Hero Resource	DarkMinions	Special Item					2		+2(5)	1			5				3					R2	"Unique. Playable at any Under-deep Dark-hold or Shadow-hold. Weapon. Warrior only: +2 prowess (+5 if Doors of Night is in play) (to a maximum of 11); +1 body (to a maximum of 10); -2 to target's body; +3 direct influence against Elves and Elf factions."	playerNDeck
DarkMinions_AnUnexpectedParty	An Unexpected Party	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-AnUnexpectedParty.jpg	default	Hero Resource	DarkMinions	Permanent-event																				R3	"Only playable during the organization phase on a company. There is no limit to the size of this company. Dwarves with a mind of 2 or less in this company do not require influence to be controlled; and there is no limit to how many Dwarves may be brought into play on a given turn with the company. Discard this card if the company has more than one non-Wizard character with a mind greater than 5 or more than two non-Dwarf characters or no Dwarf with a mind greater than 5. Cannot be duplicated on a given company."	playerNDeck
DarkMinions_AncientStair	Ancient Stair	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-AncientStair.jpg	default	Hero Resource	DarkMinions	Short-event																				U2	Playable only at the end of the organization phase on a company that starts its turn at an untapped adjacent site of an Under-deeps site. Opponent may draw up to twice the normal number of cards for this company during the movement/hazard phase. If company moved to an Under-deep site, at the end of the turn the company may replace its site card with the site card at which it began the turn.	playerNDeck
DarkMinions_Armory	Armory	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-Armory.jpg	default	Hero Resource	DarkMinions	Permanent-event											-1									U2	Only you and your companies can use Armory. You may place any minor items from your hand under Armory during your organization phase. A character at a Haven can store a minor item under Armory instead of to your marshalling point pile. When you otherwise would be allowed to play a minor item from your hand at a Border-hold, Free-hold, or Haven, you may play an item from under Armory instead. If you have at least three minor items under Armory, gain 1 marshalling point.	playerNDeck
DarkMinions_AwaittheAdventofAllies	Await the Advent of Allies	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-AwaitTheAdventOfAllies.jpg	default	Hero Resource	DarkMinions	Permanent-event																				U2	Playable on a non-Wizard character with a mind of six or less. Character must stay at its current non-Haven site until you play a card at the site. Target character does not count against general influence and its marshalling points do not count. Discard this card when you play a resource at the site, the character is discarded, or the character is wounded. Cannot be duplicated on a given character.	playerNDeck
DarkMinions_BalanceBetweenPowers	Balance Between Powers	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-BalanceBetweenPowers.jpg	default	Hero Resource	DarkMinions	Permanent-event																				R3	Environment. No environment cards can be played. At the start of your organization phase, discard this card or keep it in play by discarding an environment card form your hand. Your opponent can then discard an environment card from his hand to discard this card, which you can counter by discarding two environment cards from your hand, which he can counter by discarding one, which you can counter with two, he with one, etc. Discard when any play deck is exhausted.	playerNDeck
DarkMinions_Barrowblade	Barrow-blade	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-BarrowBlade.jpg	default	Hero Resource	DarkMinions	Permanent-event											1				1					C2	Tap the bearer of a Dagger of Westernesse during the site phase at a Ruins & Lairs and play this with the Dagger. Dagger receives +1 prowess (+3 versus Undead and Nazgul). Cannot be duplicated on a given Dagger.	playerNDeck
DarkMinions_ChoiceofLuthien	Choice of Luthien	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-ChoiceOfLuthien.jpg	default	Hero Resource	DarkMinions	Permanent-event											1									R2	Unique. Playable on Arwen in Minas Tirith. She receives +2 direct influence and her mind increases by 2. Discard if Arwen moves to a site not in Anorien, Lebennin, Lamedon, Belfalas, or Anfalas. Tap Arwen to take one item, ally, or faction playable at her current site from your play deck or discard pile into your hand (reshuffle play deck if searched).	playerNDeck
DarkMinions_CrownofFlowers	Crown of Flowers	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-CrownOfFlowers.jpg	default	Hero Resource	DarkMinions	Permanent-event																				C2	Environment. Crown of Flowers has no effect until you play a resource with it. You can play one resource from your hand with this card. The resource is considered to be played and to be in play as though Gates of Morning were in play and Doors of Night were not. Crown of Flowers does not affect the interpretation of any card except the resource played with it. Discard Crown of Flowers when the resource is discarded. Discard the resource if Crown of Flowers is discarded.	playerNDeck
DarkMinions_CupofFarewell	Cup of Farewell	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-CupOfFarewell.jpg	default	Hero Resource	DarkMinions	Permanent-event																				U2	Playable on a company at a Haven [h] during the organization phase. Once during each of your turns, you can tap a character in this company, if the company is at a Haven, to take a minor item from your sideboard into your hand (show opponent). Cannot be duplicated on a given company.	playerNDeck
DarkMinions_DarkNumbers	Dark Numbers	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-DarkNumbers.jpg	default	Hero Resource	DarkMinions	Permanent-event											1									C2	Stolen Knowledge. Playable on an untapped scout immediately after facing an Orc, Troll, or Man attack. Tap scout. Can be stored at a Haven. If not stored, discard to give +3 to an influence attempt against a faction by a character in the same company.	playerNDeck
DarkMinions_Dragonhelm	Dragon-helm	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-DragonHelm.jpg	default	Hero Resource	DarkMinions	Special Item					3		1	2			4				2					R2	"Unique. Playable at any Under-deep Dark-hold (D) or Shadow-hold (S). Helmet. Warrior only: +1 prowess; +2 body (to a maximum of 10); +3 direct influence. Tap Dragon-helm to cancel one attack by Dragons or Drakes."	playerNDeck
DarkMinions_DwarvenLightstone	Dwarven Light-stone	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-DwarvenLightStone.jpg	default	Hero Resource	DarkMinions	Special Item											2				1					U2	"Playable at any Under-deep site. +2 to all rolls required for bearer's company to move to an adjacent site in the Under-deeps. Tap Dwarven Light-stone: to modify by -2 the prowess of one attack for which ""weapons do not modify the target's prowess"" (e.g., Trap, Lava Flow, etc.), or to modify by -2 the prowess of one Orc or Troll attack."	playerNDeck
DarkMinions_EnduringTales	Enduring Tales	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-EnduringTales.jpg	default	Hero Resource	DarkMinions	Long-event																				C2	When any player discards a card from his hand, he may discard it to the top of his play deck (and always face down) instead of to his discard pile.	playerNDeck
DarkMinions_EyesofMandos	Eyes of Mandos	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-EyesOfMandos.jpg	default	Hero Resource	DarkMinions	Short-event																				R3	Playable on Pallando during the organization phase. Tap Pallando and reveal up to 8 cards from the top of your play deck. Choose one to put into your hand and shuffle the remaining ones into your play deck.	playerNDeck
DarkMinions_FaceoutofSight	Face out of Sight	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-FaceOutOfSight.jpg	default	Hero Resource	DarkMinions	Long-event																				C1	All on-guard cards are returned to owner's hands. At the end of any turn, all wounded and tapped agents are returned to their owner's hands. Cannot be duplicated.	playerNDeck
DarkMinions_FateoftheIthilstone	Fate of the Ithil-stone	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-FateOfTheIthilStone.jpg	default	Hero Resource	DarkMinions	Permanent-event											-7									R2	"Playable on a company at Minas Tirith if the company discards (for no effect) a Lost Knowledge card it controls. Tap this card if the company plays a Palantir; this card never untaps. If this card is tapped, invert it on the playing surface (rotate it 180 degrees) if the company enters Barad-dur and plays a Stolen Knowledge card during the same site phase. If this card is inverted, it can be stored at a Haven-only if stored do you receive its marshalling points. If this card is stored, all Palantiri give one less corruption point. Once inverted, no other copy of this card can be inverted."	playerNDeck
DarkMinions_FifteenBirdsinFiveFirtrees	Fifteen Birds in Five Firtrees	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-FifteenBirdsInFiveFirtrees.jpg	default	Hero Resource	DarkMinions	Short-event																				R3	Playable on a moving company facing a non-unique hazard creature if Gates of Morning is in play. All attacks of the creature are cancelled and all attacks of the next non-unique hazard creature the company faces this turn are also cancelled. An untapped character in the company must tap to face any strike from a subsequent hazard creature attack for the rest of the turn. The company must do nothing during its site phase unless it contains a Wizard or you discard Eagle-mounts from your hand. Cannot be duplicated on a given turn.	playerNDeck
DarkMinions_Fireworks	Fireworks	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-Fireworks.jpg	default	Hero Resource	DarkMinions	Permanent-event																				C2	Ritual. Playable on an untapped sage at a tapped Border-holdor Free-hold. Tap sage. Make a roll (draw a #) and add the mind of the sage (+10 if a Wizard)-if the result is greater than 12, the site untaps. The next time the sage would otherwise become untapped, make him tapped instead and discard this card.	playerNDeck
DarkMinions_FirstoftheOrder	First of the Order	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-FirstOfTheOrder.jpg	default	Hero Resource	DarkMinions	Short-event																				R3	Playable on Saruman. Saruman receives +2 to all corruption checks for the rest of the turn.	playerNDeck
DarkMinions_ForewarnedIsForearmed	Forewarned Is Forearmed	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-ForewarnedIsForearmed.jpg	default	Hero Resource	DarkMinions	Permanent-event																				C2	Any non-Dragon Lair site with more than one automatic-attack is reduced to having one automatic-attack of the hazard player's choice. Any creature or other hazard with more than one attack is reduced to one attack of the hazard player's choice. Discard when such an isolated attack is defeated. Cannot be duplicated.	playerNDeck
DarkMinions_ForgottenScrolls	Forgotten Scrolls	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-ForgottenScrolls.jpg	default	Hero Resource	DarkMinions	Minor Item															1					C2	Lost Knowledge. Can also be played at Minas Tirith if the site is tapped. Cannot be included with a starting company. After this item is played, the bearer faces an attack (cannot be cancelled): Trap - 1 strike with 8 prowess (weapons do not modify prowess against this strike). If its bearer is at a Ruins & Lairs, discard Forgotten Scrolls to make information playable at the site until the end of the turn.	playerNDeck
DarkMinions_FreetoChoose	Free to Choose	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-FreeToChoose.jpg	default	Hero Resource	DarkMinions	Permanent-event																				C2	Playable on an item that normally gives 3 corruption points or more. Target item gives 2 fewer corruption points (3 fewer if Gates of Morning is in play). Discard after its bearer makes a corruption check. Cannot be duplicated on a given item.	playerNDeck
DarkMinions_GemsofArda	Gems of Arda	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-GemsOfArda.jpg	default	Hero Resource	DarkMinions	Special Item											3				3					R3	Playable at The Gem-deeps. If you have a stored Vein of Arda, playable at any Under-deeps site. During any organization phase in which you store Gems of Arda, you may immediately tap a character in the same company and play with him a non-special item from your hand or discard pile. This item must be identical to an item that your opponent has already stored. Your opponent's stored item is discarded, and you may never store the item you played.	playerNDeck
DarkMinions_HallofFire	Hall of Fire	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HallOfFire.jpg	default	Hero Resource	DarkMinions	Permanent-event																				C2	Playable on a Haven. Any company at this Haven immediately following its movement/hazard phase may choose for one of its characters to untap or heal (from wounded to tapped). Discard Hall of Fire when the site card is returned to the location deck.	playerNDeck
DarkMinions_HealingofNimrodel	Healing of Nimrodel	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HealingOfNimrodel.jpg	default	Hero Resource	DarkMinions	Short-event																				C2	Playable during the organization phase on a moving company whose site of origin is a Haven. If the company moves to another Haven this turn, at the end of the movement/hazard phase all wounded characters in the company heal (from wounded to untapped) and all tapped characters untap.	playerNDeck
DarkMinions_Herblore	Herb-lore	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HerbLore.jpg	default	Hero Resource	DarkMinions	Permanent-event																				R3	Playable on Radagast while moving during his movement/hazard phase if there is at least one Wilderness in his site path. If untapped, tap Radagast afterwards. During any organization phase, Radagast can tap and discard this card to heal all characters in his company from wounded to untapped and to untap all tapped characters.	playerNDeck
DarkMinions_HereIsaSnake	Here Is a Snake!	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HereIsASnake.jpg	default	Hero Resource	DarkMinions	Short-event																				C2	Playable on a company during its movement/hazard phase after cards have been drawn. Opponent may reveal to you any number of hazards from his hand. He may only play hazards he revealed to you (including on-guard cards) for the remainder of target company's movement/hazard phase. Alternatively, a face-down agent is tapped and revealed.	playerNDeck
DarkMinions_HiddenKnife	Hidden Knife	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HiddenKnife.jpg	default	Hero Resource	DarkMinions	Short-event																				C1	Playable on any face-up agent during your site phase. You may play a hazard creature from your hand keyed to a face-up agent's current site which immediately attacks the agent as if the agent were a character. You do not receive marshalling points if the agent is eliminated.	playerNDeck
DarkMinions_Hobbitlore	Hobbit-lore	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HobbitLore.jpg	default	Hero Resource	DarkMinions	Permanent-event																				R3	Playable on Gandalf during the organization phase while at a Haven. If untapped, tap Gandalf afterwards. He receives +2 direct influence against Hobbits and Hobbit factions. {cyan} UEP: Playable on Gandalf during the organization phase. If untapped, tap Gandalf afterwards. He receives +2 direct influence against Hobbits and Hobbit factions.	playerNDeck
DarkMinions_HornsHornsHorns	Horns, Horns, Horns	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HornsHornsHorns.jpg	default	Hero Resource	DarkMinions	Short-event																				C1	Each player removes all factions from his discard pile and shuffles them into his play deck.	playerNDeck
DarkMinions_HourofNeed	Hour of Need	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HourOfNeed.jpg	default	Hero Resource	DarkMinions	Short-event																				R3	Playable on an untapped non-warrior, non-Wizard diplomat during the organization phase if you have a faction in your hand. Play a faction from your hand. Tap diplomat who then makes an influence attempt on this faction. Count out the number of contiguous regions from the diplomat's site to the site where the faction is normally playable (including the regions containing both sites)-subtract two plus this number from the diplomat's attempt. If the attempt is unsuccessful, discard the diplomat and faction.	playerNDeck
DarkMinions_HundredsofButterflies	Hundreds of Butterflies	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-HundredsOfButterflies.jpg	default	Hero Resource	DarkMinions	Short-event																				C2	Playable on a moving character during his movement/hazard phase. Untap the character and increase the hazard limit against his company by one.	playerNDeck
DarkMinions_IKnowMuchaboutYou	I Know Much about You	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-IKnowMuchAboutYou.jpg	default	Hero Resource	DarkMinions	Short-event																				C2	Cancels any agent attack or any hazard effect that requires tapping an agent declared earlier in the same chain of effects or one attack from a hazard creature with multiple attacks (e.g., Slayer, Nameless Thing).	playerNDeck
DarkMinions_IntoDarkTunnels	Into Dark Tunnels	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-IntoDarkTunnels.jpg	default	Hero Resource	DarkMinions	Short-event																				C1	Playable at the end of the movement/hazard phase on a company that has moved to an Under-deep site. That company may attempt to move to an additional site on the same turn. Another site card may be played and a movement/hazard phase immediately follows.	playerNDeck
DarkMinions_IntotheSmokingCone	Into the Smoking Cone	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-IntoTheSmokingCone.jpg	default	Hero Resource	DarkMinions	Permanent-event											-6									R2	"Playable on a company with a sage during the site phase at a site where gold ring items are playable. Tap this card if the company plays a ring special item; this card never untaps. If this card is tapped, the company can discard (for no effect) a Lost Knowledge card it controls during its site phase at Mount Doom and invert this card on the playing surface (rotate it 180 degrees). If inverted, you can store this card at a Haven-only if stored do you receive its marshalling points. If stored, all ring items give one less corruption point. Once inverted, no other copy of this card can be inverted."	playerNDeck
DarkMinions_KnowledgeoftheEnemy	Knowledge of the Enemy	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-KnowledgeOfTheEnemy.jpg	default	Hero Resource	DarkMinions	Permanent-event											-1									U3	Stolen Knowledge. Playable on an untapped character at a Shadow-hold or Dark- hold or if his company faced an agent attack and all of its strikes failed. Tap character. Can be stored at a Haven-only if stored do you receive its marshalling point. If stored, you may discard this card and force one non-unique hazard to be removed from play as you see your opponent discard it through a mechanism of the game.	playerNDeck
DarkMinions_LeafBrooch	Leaf Brooch	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-LeafBrooch.jpg	default	Hero Resource	DarkMinions	Special Item															1					C2	Only playable at Lorien. If a non-special item must be discarded from the company of Leaf Brooch's bearer (according to any hazard or resource effect), you may discard Leaf Brooch instead to fulfill this requirement.	playerNDeck
DarkMinions_LindiontheOronin	Lindion the Oronin	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-LindionTheOronin.jpg	default	Hero Resource	DarkMinions	Ally		Warrior		2			3	9			1									U2	Unique. Playable at Stone-circle. Tap Lindion to cancel an Animal or Spider attack. Eagle-mounts can be played on his company regardless of their site or the presence of a diplomat.	playerNDeck
DarkMinions_LostTome	Lost Tome	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-LostTome.jpg	default	Hero Resource	DarkMinions	Minor Item															1					C2	Lost Knowledge. Cannot be included with a starting company. After this item is played, the bearer faces an attack (cannot be cancelled): Trap - 1 strike with 9 prowess (weapons do not modify prowess against this strike). If its bearer is at a Shadow-hold or Dark-hold, discard Lost Tome to make information playable at the site until the end of the turn.	playerNDeck
DarkMinions_Mallorn	Mallorn	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-Mallorn.jpg	default	Hero Resource	DarkMinions	Permanent-event											3									R2	Unique. Playable at Bag End only if Earth of Galadriel's Orchard is stored there. Bag End becomes a Haven for the purposes of healing and bringing characters into play. Bag End can untap during its owner's untap phase. If Bag End is discarded, return it to its location deck. All Hobbit factions are worth +1 marshalling points.	playerNDeck
DarkMinions_MemoriesRecalled	Memories Recalled	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-MemoriesRecalled.jpg	default	Hero Resource	DarkMinions	Short-event																				C2	Playable on a character with a sage in his company. All dark enchantments on target character are discarded. Alternatively, a sage can tap and you can discard this card from your hand to fulfill the requirement that Lost Knowledge be discarded for any card played with the sage's company.	playerNDeck
DarkMinions_MistressLobelia	Mistress Lobelia	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-MistressLobelia.jpg	default	Hero Resource	DarkMinions	Ally		Scout		3			0	9			1									U2	Unique. Manifestation of Lobelia Sackville-Baggins. May only be played at Bag End or Bree. Discard this card if her company moves to any site other than Bree, Old Forest, The White Towers, or a site in The Shire. Tap Mistress Lobelia to search your discard pile or play deck for any one item, ally, or faction playable at her current site. Place the resource in your hand and reshuffle your play deck.	playerNDeck
DarkMinions_Mithril	Mithril	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-Mithril.jpg	default	Hero Resource	DarkMinions	Special Item											3(7)				3					R2	Unique. Playable with a Sage or Dwarf only during the site phase at The Under- gates if you have a stored Vein of Arda. Sage or Dwarf may not untap until Mithril is stored at a Haven. Mithril is worth 7 marshalling points when stored. During any organization phase in which you store Mithril, you may immediately tap a character in the same company and play with him a non-unique, non-special weapon, armor, shield, or helmet from your hand or discard pile. When Mithril is stored, each Dwarf in play must immediately make a corruption check modified by -3.	playerNDeck
DarkMinions_MoreAlertthanMost	More Alert than Most	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-MoreAlertThanMost.jpg	default	Hero Resource	DarkMinions	Permanent-event																				C2	The number of strikes of any attack that chooses defending characters is reduced by one (to a minimum of one)-by 2 if Gates of Morning is in play. Discard when such an attack is defeated. Cannot be duplicated.	playerNDeck
DarkMinions_NecklaceofGirion	Necklace of Girion	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-NecklaceOfGirion.jpg	default	Hero Resource	DarkMinions	Special Item					(+4)						4				3					R2	Unique. Only playable at The Lonely Mountain. Bearer receives +3 direct influence against Dwarves/Men and Dwarf/Man factions. If bearer is at a Free- hold or Border-hold, he can make a corruption check, and, if successful, you may discard Necklace of Girion to play any non-special item from your hand with its bearer.	playerNDeck
DarkMinions_NoWaitingtoWonder	No Waiting to Wonder	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-NoWaitingToWonder.jpg	default	Hero Resource	DarkMinions	Short-event																				C2	Playable on an untapped Hobbit when another character in his company is facing a strike (during other character's strike sequence). Tap Hobbit. The prowess of the strike is modified by -4 and its body by -1. If the strike is successful, the Hobbit must make a body check (in addition to the other effects of the successful strike).	playerNDeck
DarkMinions_NobleHound	Noble Hound	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-NobleHound.jpg	default	Hero Resource	DarkMinions	Ally				1			3	6			1									C2	Playable at any tapped or untapped Border-hold. In all cases, Noble Hound must be assigned a strike before any strike can be assigned to its controlling character. Discard Noble Hound to cancel any effect that would take its controlling character prisoner (does not protect other characters from being taken prisoner). If Noble Hound is tapped or wounded, treat it as though it were untapped for the purposes of assigning strikes.	playerNDeck
DarkMinions_Noldolantern	Noldo-lantern	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-NoldoLantern.jpg	default	Hero Resource	DarkMinions	Special Item											2				2					U2	Playable at any Under-deep site. +2 to all rolls required for bearer's company to move to an adjacent site in the Under-deeps. Tap Noldo-lantern to give -2 prowess and one less strike (to a minimum of one) to any Undead, Nazgul, Orc, or Troll attack.	playerNDeck
DarkMinions_OrderedtoKill	Ordered to Kill	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-OrderedToKill.jpg	default	Hero Resource	DarkMinions	Permanent-event																				R3	Each face up agent must attack if a company enters a site where he is located. Additionally, any unrevealed on-guard cards are discarded instead of being returned to their owner's hand. Discard when any play deck is exhausted. Cannot be duplicated.	playerNDeck
DarkMinions_PalmtoPalm	Palm to Palm	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-PalmToPalm.jpg	default	Hero Resource	DarkMinions	Permanent-event																				C2	Playable on a company without a Wizard at a Haven. Any character designated as tapping in support gives +1 to an influence attempt or to an attempt to remove a corruption card by any other character in the company. The mind of each character and ally in the company is increased by one. Discard when any play deck is exhausted, a Wizard joins the company, or any character in the company splits off into another company.	playerNDeck
DarkMinions_PasstheDoorsofDolGuldur	Pass the Doors of Dol Guldur	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-PassTheDoorsOfDolGuldur.jpg	default	Hero Resource	DarkMinions	Permanent-event											-4									R2	"Stolen Knowledge. Playable on a company if the company discards (for no effect) a Stolen Knowledge card it controls. You can tap this card during the same site phase the company successfully plays Rescue Prisoners at Dol Guldur (or rescues characters taken prisoner if the rescue site is Dol Guldur); this card never untaps. If tapped, this card can be stored at a Haven-only if stored do you receive its marshalling points. If stored, all automatic-attacks at all Dark-holds and all Shadow-holds are with one less prowess and one less strike (to a minimum of one). Once tapped, no other copy of this card can be tapped."	playerNDeck
DarkMinions_PhialofGaladriel	Phial of Galadriel	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-PhialOfGaladriel.jpg	default	Hero Resource	DarkMinions	Special Item											1				0					R2	Unique. Playable on a non-Wizard, non-Dwarf bearer of Star-glass at a Haven in the same company as an untapped Galadriel. Tap Galadriel, replace Star-glass with Phial of Galadriel, and remove Star-glass from play. Tap Phial to cancel any Undead attack. Tap Phial to modify the prowess of any hazard creature attack keyed to a Dark-domain, Shadow-land, Dark-hold, or Shadow-hold by -2-you choose targets of such an attack's strikes (regardless of tapped status, wounded status, and the normal abilities of the attack). Tap Phial to give +2 to any corruption check by its bearer. Cannot be transferred.	playerNDeck
DarkMinions_RebuildtheTown	Rebuild the Town	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-RebuildTheTown.jpg	default	Hero Resource	DarkMinions	Permanent-event																				C2	Playable during the site phase on a non-Dragon's lair, non-Under-deeps Ruins & Lairs. The site becomes a Border-hold and loses all automatic-attacks. Discard Rebuild the Town when the site is discarded or returned to its location deck.	playerNDeck
DarkMinions_SawFurtherandDeeper	Saw Further and Deeper	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-SawFurtherAndDeeper.jpg	default	Hero Resource	DarkMinions	Permanent-event																				C2	Playable only if your Wizard is not revealed. Your general influence is increased by 5. Your Wizard may only be brought into play at his home site. Discard when you bring your Wizard into play. Cannot be duplicated by a given player.	playerNDeck
DarkMinions_SecretWays	Secret Ways	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-SecretWays.jpg	default	Hero Resource	DarkMinions	Long-event																				C2	The roll required to move between adjacent Under-deep sites is decreased by 4. Cannot be duplicated.	playerNDeck
DarkMinions_SentinelsofNumenor	Sentinels of Numenor	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-SentinelsOfNumenor.jpg	default	Hero Resource	DarkMinions	Permanent-event																				U2	Place this card in your marshalling points pile. Any attempt (by any player) to influence a faction playable at a site in Anorien, Lebennin, Lamedon, Belfalas, or Anfalas is modified by -2 and cannot be attempted with Muster. Place any such faction you successfully influence (while this card is in play) under this card. All factions under this card give an additional marshalling point. Discard when any faction under this card is discarded (all other contained factions remain). Cannot be duplicated.	playerNDeck
DarkMinions_SmokeRings	Smoke Rings	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-SmokeRings.jpg	default	Hero Resource	DarkMinions	Short-event																				C2	Bring one resource or character from your sideboard or discard pile into your play deck and shuffle.	playerNDeck
DarkMinions_TheDwarvesAreuponYou	The Dwarves Are upon You!	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheDwarvesAreUponYou.jpg	default	Hero Resource	DarkMinions	Short-event																				U2	Playable on a company containing Dwarves facing an attack. All Dwarves in the company receive +2 prowess and -1 body against the attack. Cannot be duplicated against a given attack.	playerNDeck
DarkMinions_TheHunt	The Hunt	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheHunt.jpg	default	Hero Resource	DarkMinions	Short-event																				R3	Playable on Alatar during the organization phase. Name a specific hazard creature card your opponent revealed to you through a mechanism of the game and discarded. Unless eliminated or prevented from being in play, your opponent then finds this particular card (reshuffling his play deck if it was searched). This creature immediately attacks Alatar as though he were a one-character company. Alatar cannot use or benefit from spells against the attack. If untapped, tap Alatar afterwards.	playerNDeck
DarkMinions_TheWindlordFoundMe	The Windlord Found Me	middle-earth-ccg/darkminions/MiddleEarthCCG-DarkMinions-TheWindlordFoundMe.jpg	default	Hero Resource	DarkMinions	Permanent-event											3									U2	Playable at an untapped Isengard, Shadow-hold, or Dark-hold during the site phase. Tap the site. The company faces an Orc attack (4 strikes with 9 prowess). Afterwards, a character may tap and place this card under him. If you do not place this card with a character after the attack, discard it. That character may not untap until after this card is stored in a Haven during the organization phase. When this card is stored, and if your Wizard is not already in play, you may search your play deck or discard pile for a Wizard and play him at that Haven (does not count towards the one character per turn limit). Cannot be duplicated by a given player.	playerNDeck
