databaseId	name	imageUrl	cardBack	type	subtype	side	uniqueness	packName	rarity	destiny	deploy	power	ability	armor	maneuver	hyperspeed	landspeed	forfeit	politics	icons	cardTypes	lore	text
14_52	We Have A Plan (Back)	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-WeHaveAPlanBack.gif	multi_sided	OBJECTIVE		LIGHT		Theed Palace	U	0										THEED_PALACE, OBJECTIVE, EPISODE_I	OBJECTIVE		Deploy Theed Palace Throne Room, Theed Palace Hallway, and Theed Palace Courtyard. For remainder of game, you may not deploy cards with ability except [Episode I] Jedi, aliens, [Episode I] vehicles, Republic characters and [Republic] starships. Your Destiny is suspended. You lose no Force to Vengeance Of The Dark Prince. While this side up, you may not deploy characters to interior Naboo sites. Once per turn, may activate 1 Force. Flip this card if you control Theed Palace Throne Room (with Amidala there).
14_52_BACK	They Will Be Lost And Confused	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-WeHaveAPlanBack.gif	Light	OBJECTIVE		LIGHT		Theed Palace	U	7										THEED_PALACE, OBJECTIVE, EPISODE_I	OBJECTIVE		While this side up, you lose no more than 2 Force to any Force drain. Your [Republic] starships are power +2 and immunity to attrition of [Trade Federation] starships is canceled. If opponent just drew a battle destiny greater than three, you may use 1 Force to cancel that battle destiny. During your control phase, opponent loses 2 Force for each battleground site you control with Amidala or Panaka. Flip this card if opponent controls Theed Palace Throne Room.
14_53	Bravo 1	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-Bravo1.gif	Light	STARSHIP	STARFIGHTER	LIGHT	UNIQUE	Theed Palace	R	3	1	2			4	3		3		THEED_PALACE, REPUBLIC, STARSHIP, NAV_COMPUTER, EPISODE_I	STARSHIP	Ric Olie's starfighter at the battle of Naboo. Control configuration modified by Ric himself.	Deploys -1 to Naboo. May add 1 pilot. While Ric piloting, immune to attrition < 4 and draws one battle destiny if unable to otherwise.
14_54	Bravo 2	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-Bravo2.gif	Light	STARSHIP	STARFIGHTER	LIGHT	UNIQUE	Theed Palace	U	2	1	2			4	3		3		THEED_PALACE, REPUBLIC, STARSHIP, NAV_COMPUTER, EPISODE_I	STARSHIP	Starfighter assigned to Officer Dolphe at the battle of Naboo. Damaged when the Trade Federation first invaded his planet, but Dolphe was able to make the necessary repairs.	Deploys -1 to Naboo. May add 1 pilot. While Dolphe piloting, immune to attrition < 4. While at Naboo system, your Bravo Squadron pilots at same system are forfeit +2.
14_55	Bravo 3	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-Bravo3.gif	Light	STARSHIP	STARFIGHTER	LIGHT	UNIQUE	Theed Palace	U	2	1	2			4	3		3		THEED_PALACE, REPUBLIC, STARSHIP, NAV_COMPUTER, EPISODE_I	STARSHIP	Arven Wendik's starfighter at the Battle of Naboo. Oldest starfighter in the Naboo corps.	Deploys -1 to Naboo. May add one pilot. While Arven piloting, immune to attrition < 4. While at Naboo system, opponent's battle destiny draws are -1 here.
14_56	Bravo 4	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-Bravo4.gif	Light	STARSHIP	STARFIGHTER	LIGHT	UNIQUE	Theed Palace	U	2	1	2			4	3		3		THEED_PALACE, REPUBLIC, STARSHIP, NAV_COMPUTER, EPISODE_I	STARSHIP	Flown by Rya Kirsch at the Battle of Naboo. Bravo 4 was primarily used as a recon vessel before it began its assault on the Trade Federation's Droid Control Ship.	Deploys -1 to Naboo. May add 1 pilot. While Rya piloting, immune to attrition < 4. While at Naboo system, adds 1 to each of your Force drains there.
14_57	Bravo 5	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-Bravo5.gif	Light	STARSHIP	STARFIGHTER	LIGHT	UNIQUE	Theed Palace	U	2	1	2			5	3		3		THEED_PALACE, REPUBLIC, STARSHIP, NAV_COMPUTER, EPISODE_I	STARSHIP	Ellberger's starfighter at the battle of Naboo has excellent evasion capabilities, and can remain a threat to its target for as long as possible.	Deploys -1 to Naboo. May add 1 pilot. While Ellberger piloting, immune to attrition < 3. While at Naboo, opponent's battleships present are power -1.
14_58	Bravo Fighter	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-BravoFighter.gif	Light	STARSHIP	STARFIGHTER	LIGHT	UNIQUE	Theed Palace	R	3	2	2			4	3		3		THEED_PALACE, REPUBLIC, STARSHIP, NAV_COMPUTER, PILOT, EPISODE_I	STARSHIP	Flown by an unknown pilot who likes to spin a lot. Played the deciding role in the attack against the Droid Control Ship.	Permanent pilot provides ability of 3. During your control phase, if landed aboard Blockade Flagship, may draw one destiny. If destiny > 6, place Bravo Fighter in your Used Pile; Flagship 'blown away.'
14_59	Fambaa	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-Fambaa.gif	Light	VEHICLE	CREATURE	LIGHT	RESTRICTED_3	Theed Palace	C	5	4	5		4			1	5		THEED_PALACE, VEHICLE, EPISODE_I	VEHICLE	Pack animal domesticated by Gungan warriors. Able to bear heavy loads, even during the heat of combat.	May add 2 'riders' (passengers). Ability = 1/2. Requires +1 Force to use landspeed. May not be attacked by creatures.
14_6	Boss Nass	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-BossNass-2.gif	Light	CHARACTER		LIGHT	UNIQUE	Theed Palace	R	1	3	3	3				1	6	0	THEED_PALACE, ALIEN, EPISODE_I	ALIEN	Ankura Gungan who is the leader of his people. Prone to nervous tics. Personally responsible for uniting the Ankura and Otolla races together.	While at an underwater site and all of your characters on Naboo are Gungans: add one battle destiny in battles at Naboo sites and once during your deploy phase may deploy a Gungan or Steady, Steady from Reserve Deck; reshuffle.
14_60	Gian Speeder	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-GianSpeeder.gif	Light	VEHICLE	TRANSPORT	LIGHT	UNRESTRICTED	Theed Palace	C	2	2	2			4		3	3		THEED_PALACE, VEHICLE, EPISODE_I	VEHICLE	Military repulsorlift armed with three light repeating blasters. With a top speed of 160 kilometers per hour, they have the ability to out-flank an opponent in battle.	May add 1 driver and 3 passengers. May move as a 'react' to Naboo sites. Your battle destiny draws are +1 for each of your Royal Naboo Security present. (Limit +3.)
14_61	Kaadu	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-Kaadu.gif	Light	VEHICLE	CREATURE	LIGHT	UNRESTRICTED	Theed Palace	C	4	1	1			2		4	3		THEED_PALACE, VEHICLE, EPISODE_I	VEHICLE	Used by many Gungan warriors due to their fearless nature. Kaadu lay large numbers of eggs to compensate for those eaten by predators.	May add 1 'rider' (passenger). Ability = 1/2. Moves for free. While 'ridden' by a Gungan, may move as a 'react.' While at a swamp, adds 1 to your Force drains there.
14_62	Amidala's Blaster	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-AmidalasBlaster.gif	Light	WEAPON	CHARACTER	LIGHT	UNIQUE	Theed Palace	R	6										THEED_PALACE, WEAPON, EPISODE_I	WEAPON	Amidala's ability as a warrior is underestimated by those who encounter her. With her weapon of choice, she often uses this fact to her advantage.	Deploy on Amidala. May target a character or creature for free. Draw destiny. Character is power and forfeit = 0 if destiny > defense value. Creature lost if destiny +2 > defense value.
14_63	Booma	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-Booma.gif	Light	WEAPON	VEHICLE	LIGHT	UNRESTRICTED	Theed Palace	C	4										THEED_PALACE, WEAPON, EPISODE_I	WEAPON	Lunched from fambaa-mounted catapults. Gungan 'energy balls' are used to disable a variety of mechanized threats. Effectiveness is enhanced by the skill of the user.	Deploy on your Fambaa. Twice during battle may draw destiny. If destiny < total number of opponent's characters and vehicles present, one of them is lost (opponent's choice).
14_64	Captain Tarpals' Electropole	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-CaptainTarpalsElectropole.gif	Light	WEAPON	CHARACTER	LIGHT	UNIQUE	Theed Palace	C	6										THEED_PALACE, WEAPON, EPISODE_I	WEAPON	Tarpals' electropole is nearly as old as he is. Used to enforce the laws of Otoh Gunga.	Deploys on Captain Tarpals. May 'throw' (place in Used Pile) to target a character, creature or vehicle for free. Draw destiny. If destiny +3 > defense value, target is landspeed = 0 and power -3 for remainder of turn.
14_65	Electropole	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-Electropole.gif	Light	WEAPON	CHARACTER	LIGHT	UNRESTRICTED	Theed Palace	C	5										THEED_PALACE, WEAPON, EPISODE_I	WEAPON	Gungan weapon that is very similar to the Force pike. Used to control crowds, wild animals, and the occasional battle droid.	Deploy on your Gungan. May target a character for free. Draw destiny. If destiny > defense value, character is power -4 for remainder of turn. At the end of battle here, may place this electropole on top of Reserve Deck.
14_66	Proton Torpedoes	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-ProtonTorpedoes.gif	Light	WEAPON	STARSHIP	LIGHT	UNRESTRICTED	Theed Palace	C	4										THEED_PALACE, WEAPON, EPISODE_I	WEAPON	Mainstay weapon of Naboo Defense Fighters. Anakin Skywalker used them to surprising effect, as soon as he found the trigger.	Use 1 Force to deploy on your N-1 starfighter. May target a starship using 1 Force. Draw Destiny. Target hit if destiny > defense value. While on Bravo Fighter and you are attempting to 'blow away' Blockade Flagship, adds 2 to your total.
14_67	Nothing Can Get Through Our Shield	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-NothingCanGetThroughOurShield.gif	Dark	ADMIRALS_ORDER		DARK	UNIQUE	Theed Palace	R	6	0									THEED_PALACE, ADMIRALS_ORDER, EPISODE_I	ADMIRALS_ORDER		Non-pilot characters aboard starships are forfeit -4. Whenever a player's starship is 'hit', that player loses 1 Force (2 if starship was hit by Droid Starfighter Laser Cannons). At systems where you have only [Trade Federation] starships, all of those starships are immune to attrition < 4. At sites related to a system you occupy, your battle destinies may not be canceled by opponent.
14_68	The Deflector Shield Is Too Strong	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-TheDeflectorShieldIsTooStrong.gif	Dark	ADMIRALS_ORDER		DARK	UNIQUE	Theed Palace	R	6	0									THEED_PALACE, ADMIRALS_ORDER, EPISODE_I	ADMIRALS_ORDER		Landed starfighters and vehicles aboard starships are forfeit = 0. Once during your control phase may target your droid starfighter and opponent's starfighter present at same system. Both players draw destiny. You add your starfighter's power and maneuver. Opponent adds starfighter's power. Starship with lowest total is lost.
14_69	3B3-10	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-3B310.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	U	2	2	3	0	3			1	3	0	THEED_PALACE, DROID, PRESENCE, EPISODE_I	DROID	Infantry battle droid who assumed command after his regiment's commander fell to Amidala's blaster. Re-routed Droid Control Ship order to himself in the heat of battle.	While at Theed Palace Hallway, opponent's characters may not move from here. Once per game may take Halt! Into hand from Reserve Deck; reshuffle.
14_7	Captain Tarpals	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-CaptainTarpals.gif	Light	CHARACTER		LIGHT	UNIQUE	Theed Palace	R	2	3	3	3				1	6	0	THEED_PALACE, ALIEN, WARRIOR, EPISODE_I	ALIEN	Gungan leader of the forces that patrol and protect the city of Otoh Gunga. Consistently placed in the top ten of the Big Nasty Free-For-All.	Adds 1 to power of your other Gungans at same site. Opponent's characters may not move to underwater sites. Once per turn, if you just drew a Gungan for battle destiny, may deploy that Gungan for free to cancel that destiny and re-draw.
14_70	3B3-1204	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-3B31204.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	U	2	3	2	0	4			1	3	0	THEED_PALACE, DROID, PRESENCE, EPISODE_I	DROID	Infantry battle droid programmed with anti-Jedi combat tactics by the blockade flagship. Was to begin uploading his program to the rest of the unit when the Jedi escaped.	While with two other battle droids, may use 1 Force to target an opponent's Jedi present. Target's immunity to attrition is canceled for remainder of turn.
14_72	3B3-888	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-3B3888.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	U	2	3	2	0	4			1	3	0	THEED_PALACE, DROID, PRESENCE, EPISODE_I	DROID	Infantry battle droid belonging to the squad that captured Jar Jar Binks and Captain Tarpals at the Naboo battle plains.	Once per turn may use 1 Force to target an opponent's character present; target is defense value -3 for remainder of turn. While with another battle droid at a site, draws one battle destiny if unable to otherwise.
14_73	Battle Droid Officer	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-BattleDroidOfficer.gif	Dark	CHARACTER		DARK	RESTRICTED_3	Theed Palace	C	2	3	3	0	4			1	3	0	THEED_PALACE, DROID, PRESENCE, EPISODE_I	DROID	Leader. Officer battle droids contain programming that permits them to adapt to unusual situations. Known to malfunction from time to time.	Your infantry battle droids deploy -1 to same site. While with another battle droid, adds 1 to your total battle destiny here. Your battle droids may move to this site for free.
14_74	Battle Droid Pilot	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-BattleDroidPilot.gif	Dark	CHARACTER		DARK	UNRESTRICTED	Theed Palace	C	3	2	0	0	2			1	2	0	THEED_PALACE, DROID, PILOT, PRESENCE, EPISODE_I	DROID	Pilot battle droids require navigational programming not found in other types of battle droids. Therefore, even though they lack weaponry, their manufacturing cost is still the same.	Adds 2 to power of anything he pilots (3 while piloting a battleship). While piloting a battleship, draws one battle destiny if unable to otherwise.
14_75	Bok Askol	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-BokAskol.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	U	3	2	1	2				1	4	0	THEED_PALACE, ALIEN, EPISODE_I	ALIEN	At birth, a Pacithhips gene configuration usually indicates if they're to become a farmer, an intellectual, or a warrior. Bok Askol's destiny remained a mystery for years.	Once during your deploy phase, may draw destiny: (0-2) no result; (3-4) Askol draws one battle destiny if unable to otherwise for remainder of turn; (5+) Askol is power +4 for remainder of turn.
14_76	Captain Daultay Dofine	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-CaptainDaultayDofine.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	1	3	3	3				1	5	0	THEED_PALACE, REPUBLIC, PILOT, EPISODE_I	REPUBLIC	Neimoidian captain of the Trade Federation Droid Control Ship blockading Naboo. Cowardly, lazy, and extremely greedy.	Adds 3 to power of any capital starship he pilots. Once per game may take Activate The Droids into hand from Reserve Deck; reshuffle. While aboard Blockade Flagship, it is immune to attrition < 5 and Activate The Droids is immune to Alter.
14_77	Darth Maul With Lightsaber	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-DarthMaulWithLightsaber.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	1	7	7	6				1	7	0	THEED_PALACE, SITH, PERMANENT_WEAPON, PILOT, WARRIOR, EPISODE_I	SITH	'Yes, my Master.'	Permanent weapon is •Maul's Double-Bladed Lightsaber (twice per battle, may target a character for free; draw two destiny; target 'hit,' and its forfeit = 0, if total destiny > defense value).
14_78	Darth Sidious	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-DarthSidious.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	1	6	5	7				1	8	0	THEED_PALACE, DARK_JEDI_MASTER, WARRIOR, EPISODE_I	DARK_JEDI_MASTER	Mysterious Sith Master who is manipulating the Trade Federation for his own nefarious ends. Shrouded in mystery, his identity and agenda remain unclear.	While no other characters present, if opponent just lost a Jedi from table, may lose 1 Force to place that Jedi out of play. While on Coruscant, may use 1 Force to add one battle destiny in a battle your Neimoidian is in. Immune to attrition.
14_79	Darth Sidious	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-DarthSidious-2.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	1	6	5	7				1	8	0	THEED_PALACE, DARK_JEDI_MASTER, WARRIOR, EPISODE_I	DARK_JEDI_MASTER	Mysterious Sith Master who is manipulating the Trade Federation for his own nefarious ends. Shrouded in mystery, his identity and agenda remain unclear.	While no other characters present, if opponent just lost a Jedi from table, may lose 1 Force to place that Jedi out of play. While on Coruscant, may use 1 Force to add one battle destiny in a battle your Neimoidian is in. Immune to attrition.
14_8	Corporal Rushing	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-CorporalRushing.gif	Light	CHARACTER		LIGHT	UNIQUE	Theed Palace	U	3	2	3	2				1	5	0	THEED_PALACE, REPUBLIC, WARRIOR, EPISODE_I	REPUBLIC	Royal Naboo security officer in charge of protecting Amidala's Throne Room. His wife and children were captured when the Trade Federation invaded the planet.	Deploys -1 to Naboo. While firing a blaster, adds one to total weapon destiny. Once per battle, if a battle droid was just hit by a blaster here, battle droid is lost and opponent loses 1 Force.
14_80	Infantry Battle Droid	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-InfantryBattleDroid.gif	Dark	CHARACTER		DARK	UNRESTRICTED	Theed Palace	C	3	3	2	0	4			1	3	0	THEED_PALACE, DROID, PRESENCE, EPISODE_I	DROID	Main unit of the Trade Federation droid army. Cheap to manufacture. Required to be in contact with a Droid Control Ship at all times.	Power +1 in battles you initiate. Once per turn, if this droid just fired a blaster and 'hit' an opponent's character, opponent loses 1 Force. Opponent's Gungans and Republic characters present are forfeit -1.
14_81	Nute Gunray, Neimoidian Viceroy	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-NuteGunrayNeimoidianViceroy.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	1	3	3	4				1	6	0	THEED_PALACE, REPUBLIC, EPISODE_I	REPUBLIC	Neimoidian leader. Viceroy to the Trade Federation, but primarily under the influence of Darth Sidious. Ordered to take control of Naboo, and force the Queen to sign a treaty.	Your [Presence] droids and AATs are destiny +1 if drawn for battle or weapon destiny. Once per turn, may take Take Them Away into hand from Reserve Deck; reshuffle. Immune to attrition < X, where X = twice the number of [Presence] droids present.
14_82	Nute Gunray, Neimoidian Viceroy	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-NuteGunrayNeimoidianViceroy-2.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	1	3	3	4				1	6	0	THEED_PALACE, REPUBLIC, EPISODE_I	REPUBLIC	Neimoidian leader. Viceroy to the Trade Federation, but primarily under the influence of Darth Sidious. Ordered to take control of Naboo, and force the Queen to sign a treaty.	Your [Presence] droids and AATs are destiny +1 if drawn for battle or weapon destiny. Once per turn, may take Take Them Away into hand from Reserve Deck; reshuffle. Immune to attrition < X, where X = twice the number of [Presence] droids present.
14_83	OOM-9	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-OOM9.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	U	3	2	3	0	3			1	4	0	THEED_PALACE, DROID, PILOT, PRESENCE, EPISODE_I	DROID	Officer battle droid who acted as a unit leader in the attack against the Gungans. Required advice from the Droid Control Ship in order to defeat the Gungan energy shield.	Adds 2 to power of anything he pilots. May add or subtract one from a just drawn Energy Shell weapon destiny draw here. While at Battle Plains, twice per game may take Open Fire! or Cease Fire! into hand from Reserve Deck; reshuffle.
14_84	OWO-1 With Backup	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-OWO1WithBackup.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	1	6	6	0	5			1	5	0	THEED_PALACE, DROID, PRESENCE, EPISODE_I	DROID	Trade Federation battle droid leader assigned to take a squad and destroy what was left of the Jedi ambassadors. His mission went unaccomplished.	Requires +2 Force to use Landspeed. Power +1 for each opponent's Jedi present. While with a battle droid at a site, draws two battle destiny if unable to otherwise. Opponent's Force drains are -1 at adjacent sites.
14_85	Rayno Vaca	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-RaynoVaca.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	U	3	0	1	1				1	1	0	THEED_PALACE, REPUBLIC, EPISODE_I	REPUBLIC	Coruscant taxi driver who barely makes enough money to get by. Will try any trick in the book to get an extra credit from his customer.	Your characters may move from here using their landspeed for free. During your control phase, may place Vaca in Used Pile to take Lana Dobreed into hand from Reserve Deck; reshuffle.
14_86	Rune Haako, Legal Counsel	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-RuneHaakoLegalCounsel.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	2	3	2	3				1	4	0	THEED_PALACE, REPUBLIC, EPISODE_I	REPUBLIC	The Trade Federation's only Neimoidian leader to have ever encountered a Jedi Knight. Assumed Daultay Dofine's responsibilities after Dofine questioned their Sith Lord's plans.	While at Theed Palace Throne Room, your attrition against opponent in battles at same and related Naboo sites is +X, where X = number of battle droids present at that site. While with a battle droid, Haako is power and defense value +2.
14_87	Rune Haako, Legal Counsel	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-RuneHaakoLegalCounsel-2.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	2	3	2	3				1	4	0	THEED_PALACE, REPUBLIC, EPISODE_I	REPUBLIC	The Trade Federation's only Neimoidian leader to have ever encountered a Jedi Knight. Assumed Daultay Dofine's responsibilities after Dofine questioned their Sith Lord's plans.	While at Theed Palace Throne Room, your attrition against opponent in battles at same and related Naboo sites is +X, where X = number of battle droids present at that site. While with a battle droid, Haako is power and defense value +2.
14_88	Sil Unch	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-SilUnch.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	U	2	2	2	2				1	4	0	THEED_PALACE, REPUBLIC, PILOT, EPISODE_I	REPUBLIC	Neimoidian Trade Federation Droid Control Ship officer. Specialized in battle droid control programming and interfaces. Does not enjoy being commanded by Daultay Dofine.	Adds 3 to power of anything he pilots. While aboard a battleship, that battleship is immune to attrition < 4 and draws a battle destiny if not able to otherwise.
14_89	SSA-1015	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-SSA1015.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	U	2	3	2	0	4			1	3	0	THEED_PALACE, DROID, PRESENCE, EPISODE_I	DROID	Security battle droid whose programming assured him a Jedi could be subdued. Supposed to be designated SSA-101, but a mistake in production pushed him back to 1015.	While with an opponent's Jedi, your other battle droids present are power +1. Opponent's Jedi are deploy +4 to same site. While with another battle droid at a site, draws one battle destiny if unable to otherwise.
14_9	Dams Denna	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-DamsDenna.gif	Light	CHARACTER		LIGHT	UNIQUE	Theed Palace	U	3	1	1	2		4		1	4	0	THEED_PALACE, ALIEN, EPISODE_I	ALIEN	Knowledgable animal trainer and herd-master. Collector of Linn'con memorabilia.	Once during your deploy phase, you may deploy a Kaadu, Fambaa or Eopie to same site from Reserve Deck; reshuffle. If you just lost a creature vehicle from same site, you may place that creature in your Used Pile.
14_90	SSA-306	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-SSA306.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	U	2	3	2	0	4			1	3	0	THEED_PALACE, DROID, PRESENCE, EPISODE_I	DROID	Security battle droid was assigned guard duty at Theed Palace. His shift can only be ended by a blaster shot.	At same site, opponent's spies and smugglers are deploy +4 and may not apply their ability toward drawing battle destiny. While with another battle droid at a site, draws one battle destiny if unable to otherwise.
14_91	SSA-719	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-SSA719.gif	Dark	CHARACTER		DARK	UNIQUE	Theed Palace	R	2	3	2	0	4			1	3	0	THEED_PALACE, DROID, PRESENCE, EPISODE_I	DROID	Security battle droid assigned to quell uprisings before they have a chance to gather momentum. Believes the best form of defense is offense.	While with another battle droid, power +3. If with a battle droid on Naboo and you just verified opponent's Reserve Deck, may lose 2 Force to search that Reserve Deck and place one card you find there out of play.
14_92	Tank Commander	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-TankCommander.gif	Dark	CHARACTER		DARK	UNRESTRICTED	Theed Palace	C	3	2	1	0	3			1	3	0	THEED_PALACE, DROID, PILOT, PRESENCE, EPISODE_I	DROID	AATs require officer battle droids to command them and relay orders from the Droid Control Ship. Programmed with sophisticated tank warfare tactics.	Adds 3 to power of any AAT he pilots. While piloting an AAT, forfeit +2, draws one battle destiny if unable to otherwise, and your other [Presence] droids at this site are immune to attrition < 4.
14_93	Activate The Droids	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-ActivateTheDroids.gif	Dark	EFFECT	NORMAL	DARK	UNIQUE	Theed Palace	C	4										THEED_PALACE, EFFECT, EPISODE_I	EFFECT	The activation of droids requires a transmission from a Droid Control Ship on a top-secret frequency. Only a Trade Federation captain has access to these frequencies.	Deploy on your Blockade Flagship (may not deploy on a site). Whenever you initiate a battle at a related planet site where you have a battle droid, you may activate 2 Force or retrieve 1 Force.
14_94	After Her!	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-AfterHer.gif	Dark	EFFECT	IMMEDIATE	DARK	UNIQUE	Theed Palace	R	5										THEED_PALACE, EFFECT, EPISODE_I	EFFECT	'This one's a decoy!'	If opponent just Force drained you at a location, deploy on that location. Opponent's Force drains here are +1. Your battle destiny draws here are +1. If you control this location, may place Immediate Effect in Used Pile to retrieve 4 Force. (Immune to Control.)
14_95	At Last We Are Getting Results	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-AtLastWeAreGettingResults.gif	Dark	EFFECT	NORMAL	DARK	UNIQUE	Theed Palace	C	4										THEED_PALACE, EFFECT, EPISODE_I	EFFECT	First sign that your blockade is going well: the Queen's on the comlink.	Deploy on table. Your [Trade Federation] starfighters are forfeit +2. During every draw phase, opponent loses 1 Force unless they occupy a battleground system. Effect lost if you do not occupy two battleground systems with [Trade Federation] starships.
14_96	Droid Racks	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-DroidRacks.gif	Dark	EFFECT	NORMAL	DARK	UNIQUE	Theed Palace	R	1										THEED_PALACE, EFFECT, EPISODE_I	EFFECT	The Trade Federation utilizes such efficient methods of droid deployment that it is rumored even they do not know exactly how many battle droids are in circulation	Use 4 Force to deploy on table. If your battle droid was just lost, may place it here. During your control phase, may use 2 Force (1 Force if your piloted MTT on table) to take any battle droid from here into hand. (Immune to Alter.)
14_97	Fighters Straight Ahead	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-FightersStraightAhead.gif	Dark	EFFECT	NORMAL	DARK	UNIQUE	Theed Palace	U	3										THEED_PALACE, EFFECT, EPISODE_I	EFFECT	Sometimes a swarm of starfighters can look more imposing than it really is. Mostly though, it's just best to avoid them altogether.	Deploy on table. Your Force generation is +1 at systems you control. Opponent's non-unique starfighters are deploy +1 (or +2 to a system you occupy). (Immune to Alter.)
14_98	Naboo Occupation	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-NabooOccupation.gif	Dark	EFFECT	NORMAL	DARK	UNIQUE	Theed Palace	R	5										THEED_PALACE, EFFECT, EPISODE_I	EFFECT	Battle droid armies require less credits to maintain than the average soldier. Trade Federation tactics are designed to take advantage of these numbers.	Deploy on table. During your draw phase, may use 3 Force: until end of next turn, opponent generates no Force at Naboo sites you control with a battle droid. Place Effect in Lost Pile if you have no battle droids on Naboo. (Immune to Alter.)
14_99	Open Fire!	star-wars-ccg/theed-palace/StarWarsCcg-TheedPalace-OpenFire.gif	Dark	EFFECT	NORMAL	DARK	UNIQUE	Theed Palace	C	5										THEED_PALACE, EFFECT, EPISODE_I	EFFECT	When given the attack coordinates, AAT weaponry can be programmed to track and fire automatically for maximum destruction.	Deploy on your AAT. Once during your control phase may use 3 Force to fire your AAT Laser Cannon on this AAT for free.
