databaseId	name	imageUrl	cardBack	type	cardsubtype	cost	deckbuilderQuantity	defense	destiny	energy	faction	lore	numberInPack	packName	power	setUuid	supportcost	tactics	text
3e84f9d4-6f5a-440f-9caf-0265f5e55212	?Cat's Claw	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-CatsClaw-4.jpg	multi_sided	SHIP	SHIP (Capacity 1) � Hellcats � Inverter � Fighter	3	4	5/5	2		Maverick	No Earther convoy wants to see the Claw show up with Killer Cait mousing around.	2R63	Nowhere to Hide	2/4	f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Maverick	1/1	"Each time you play a character who has piloting aboard this ship, you may invert this ship./ Captain � Killer Cait Grimalkin � Pay 3 energy ? Draw two cards from your reserve."
3ed9ca5f-b142-4539-a206-99f5cb405b14	?UV-IR739	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-UVIR739.jpg	normal	CHARACTER	CHARACTER � Cartel � Bot � Unit	2	4	2	2		Maverick	"Though designed for heavy lifting, porters like 739 can easily be refitted for less peaceful uses. Bots in the Outer Rim serve many functions."	1R164	Incursion	0	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick	3	"As long as this character is at a site, your opponent's total power at each related location is -4."
40bd1c23-8b2f-4097-8af0-530ad82eb5e7	?Misty Miller	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-MistyMiller.jpg	normal	CHARACTER	CHARACTER � Nest � Rogue � Unit	1	4	4	6		Maverick	"Blotches of color appeared on her skin, blending into the hues of the walls around her until it took an effort for him to focus on her shape."	1U138	Incursion	2	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Maverick	1	"� Pay 4 energy ? If this character is at a site, cancel target pending attack that is targeting this site unless your opponent pays 3 energy."
40ea84d8-81cb-46a6-a143-b6d8917792ea	Raider	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Raider.jpg	normal	SHIP	SHIP (Capacity 4) � Knaves � Capital	7	4	8	2		Maverick	The trick to piracy is finding the victims in the first place � but some savvy privateers make it a prosperous living.	1U147	Incursion	5	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick	2	"When this ship enters play, you may activate 1 energy for each of your opponent's ships here."
4102bf6d-cc2d-418e-85e7-6583a4f39a93	�Abominable Presence	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-AbominablePresence.jpg	normal	INTERRUPT	INTERRUPT (Used)	0	4		3		Quay	His weapon fell to the ground. Fear washed over him as he began to realize the futility of resisting the Quay.	1U220	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Quay		"Until end of turn, each of your opponent�s drains is �1 at each location related to a site where you have target kizen."
4104d97c-e40e-493b-8e26-0607538c4afb	?Titan/Raving Red's Refuge	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TitanRavingRedsRefuge.jpg	normal	SECTOR	LOCATION (Sector) � Moon	0	4		0	1/0			1R324	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick		"Each time target fighter you have at a location would be lost, if there are no fighters here, you may lose 1 energy. If you do, put target here instead."
413c7f03-8b54-4722-af65-f5ee8e8dbf7f	Hunter Bot	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-HunterBot.jpg	normal	CHARACTER	CHARACTER � Bot � Unit	1	4	1	5		Independent	"Quay bots are built for warfare, not servitude."	2C144	Nowhere to Hide	1	f503fc45-3379-4d7d-907c-106b7fcf7e08		1	� Reveal a Quay card from your hand and put it on top of your used pile ? Target location gains a [Quay] support icon until end of turn.
4152e095-dbd8-4c24-85c7-29bf8f9591ff	Hailstorm Blaster	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-HailstormBlaster.jpg	normal	WEAPON	WEAPON (NoBot) � Ranged	1	4		6		Gongen	�The Shi taught the Quay to hate water. The NoBot kouhyou weapon taught them to fear it.�	2R36	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Gongen		"This NoBot is defense +4. �� Pay 2 energy ? Choose target unit your opponent has in a site battle here. Reveal the top two cards of your reserve, choose one and note its destiny, and put them on top of your used pile in any order. Damage target if its defense < that destiny."
415eb3b8-17d6-4559-a228-ca3d77ce30d2	Tilak Quarrel	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TilakQuarrel.jpg	normal	SHIP	SHIP (Capacity 1) � Tilak � Fighter	3	4	6	3		Shi	�Always keep one eye on your six. Those blue blobs have a way of sneaking up on you.� � Hellcat flyer	1C212	Incursion	3	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Shi	1	"As long as this ship is at a sector where you have no [Shi] support icons, this ship is power +2."
41836ff1-b89d-49f4-b077-34f41a78cab1	Luhus Mauler	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-LuhusMauler.jpg	multi_sided	CHARACTER	CHARACTER � Luhus � Inverter � Unit	2	4	4/5	2		Quay	"Maulers are evolved from excavators and have additional appendages. After kundanaka, they emit deadly levels of radiation and heat."	1C244	Incursion	2/1	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Quay	2/2	"Pay 5 energy ? Invert this unit. / When you invert this character during a battle here, you may damage target unit here."
41836ff1-b89d-49f4-b077-34f41a78cab1	Luhus Mauler	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TorridKatal-2.jpg	multi_sided	CHARACTER	CHARACTER � Luhus � Inverter � Unit	2	4	4/5	2		Quay	"Maulers are evolved from excavators and have additional appendages. After kundanaka, they emit deadly levels of radiation and heat."	1C244	Incursion	2/1	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Quay	2/2	"Pay 5 energy ? Invert this unit. / When you invert this character during a battle here, you may damage target unit here."
41836ff1-b89d-49f4-b077-34f41a78cab1	Luhus Mauler	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-LuhusMauler-2.jpg	multi_sided	CHARACTER	CHARACTER � Luhus � Inverter � Unit	2	4	4/5	2		Quay	"Maulers are evolved from excavators and have additional appendages. After kundanaka, they emit deadly levels of radiation and heat."	1C244	Incursion	2/1	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Quay	2/2	"Pay 5 energy ? Invert this unit. / When you invert this character during a battle here, you may damage target unit here."
41a2be6e-0696-47ca-9d6c-07361ffc2cd0	?Rakat - Starter Deck	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-RakatStarterDeck.jpg	normal	CHARACTER	CHARACTER � Qurim � Tech � Unit	2	4	3	4		Quay	�I have advised our chieftain that we should pursue an alliance with the Tahka.�	2F9	Nowhere to Hide	2	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Quay	1	"Piloting 1 (As long as this character is aboard a ship, that ship is power +1 and tactics +1.) When this character is destroyed, you may pay 2 energy. If you do, put this character in its owner�s hand."
41aaabce-3791-40d2-8ea0-e315ec0104e3	Vishal Scout	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-VishalScout.jpg	normal	CHARACTER	CHARACTER � Vishal � Merchant � Unit	2	4	2	3		Shi	Scouts are dispatched throughout the Solar System to gather information for Seyalshi commanders.	1U217	Incursion	1	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Shi	2	Scouting (You may play this character at a site that has no energy icons on your side.)
41b37766-0e20-4989-bd78-0171458780dc	Gunso Squad Leader	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-GunsoSquadLeader.jpg	normal	CHARACTER	CHARACTER � Deigan � Warrior � Unit	3	4	3	3		Gongen	Hisumi Taro is one of many Deigan sergeants respected throughout the Gongen armies.	2C35	Nowhere to Hide	3	f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Gongen	2	� Pay 4 energy ? Your target character at this site can�t be damaged until end of turn.
420303d2-34ba-4a82-b8b3-036c91354a1c	?Ganymede/Valley	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-GanymedeValley.jpg	normal	SITE	LOCATION (Site)	0	4		3	2/2			1C313	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4			"Each time a card is revealed for destiny while using an ability of a weapon here, that card�s destiny is +2."
422b933c-3f02-499a-bb74-c2b3219634c1	Sultry Opportunist	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-SultryOpportunist.jpg	normal	CHARACTER	CHARACTER � Nest � Rogue � Unit	1	4	4	3		Maverick	Nicky Strahl laughed and shouted for another drink. �Hand over those dice. We�re gonna let it ride.�	1U157	Incursion	1	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick	1	"At the start of each of your control phases, you may pay 2 energy. If you do, and [D] > opponent's [D], retrieve a card."
42643da9-4078-4278-8032-ad4aa162f094	Sword Wall	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-SwordWall.jpg	normal	INTERRUPT	INTERRUPT (Lost)	1	4		4		Gongen	"Unlike firearms, Ikazuchi swords provide defense as well as attack."	2R47	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Gongen		"For each asset in play, that asset�s owner must choose to either lose 2 energy or dismiss that asset."
428a1140-e095-4f98-a460-059a3bfeb47a	Dance of Steel	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-DanceOfSteel.jpg	normal	ASSET	ASSET	2	4		4		Gongen	"A skilled swordsman can use a weapon�s reach, weight, and edge to defeat even the most hardened foe."	2R32	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Gongen		"Each time you reveal a card for battle destiny, you may retrieve a card for each of your opponent�s damaged units in that battle."
4466490f-70fd-4242-bef3-8ba7a325594b	Conservation	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Conservation.jpg	normal	ASSET	ASSET (Kizen)	1	4		3		Quay	"Kulak touched the dying Quay, and drew forth what was left of the life-energy. He glowered at the enemy, and his warriors roared once again into the fray, renewed."	1R228	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	3 Quay		You can�t play more than one of this asset beneath the same kizen. � Damage a character you have in a site battle here ? Activate energy equal to twice its energy cost.
44a6b9e4-35df-4a24-b5cc-ee8f2dba9aa8	Ganymede/Harvesting Camp	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-GanymedeHarvestingCamp.jpg	normal	SITE	LOCATION (Site)	0	60		0	1/1			1S304	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Shi		"Unlimited, Encampment (Stack this card beneath target location where you have an energy icon, unit, or ship. This card is no longer a location or site and target gains this card�s energy and support icons that are on your side. You may stack only one encampment here.)"
45a43ec5-b9bf-4ab3-bf87-31592d82eadd	Thunder-Edge Greatsword	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-ThunderEdgeGreatsword.jpg	normal	WEAPON	WEAPON (Character) � Melee	2	4		1		Gongen	This two-meter monomolecular blade trades speed for striking power.	2C53	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Gongen		"When the character this weapon is beneath is destroyed, you may put this weapon in its owner�s hand. � Pay 1 energy ? Choose target unit your opponent has in a site battle here. Damage target if its defense < [D] + 2."
47d2fa09-b48e-4ebf-b94a-46e7e9cabf19	?Jylan Rathe	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-JylanRathe.jpg	normal	CHARACTER	CHARACTER � CISyn � Infiltrator � Unit	1	4	4	4		Earther	�It�s vital these CGC fools continue to trust us. Our every move must be well timed.�	2RF1	Nowhere to Hide	3	f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Earther	2	� Damage your kizen here or your other infiltrator here ? Damage target opponent�s unit here. You may only use this ability during a site battle here.
480e585b-0e72-4a1d-bd5c-216a238bb769	?James Howler	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-JamesHowler.jpg	normal	CHARACTER	CHARACTER � Kizen � CGC � Unit	5	4	6	3		Earther	"A third generation military leader, Howler is surprised by nothing in battle. Death does not scare him � the thought of not fulfilling his destiny does."	1R35	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	3 Earther	4	� Pay 3 energy ? This character is immune to attrition until end of turn. You cause attrition +1 in each site battle here for each of your vehicles here.
48f31ecd-94c3-495a-9ebb-626fd8d36379	Mechanic's Grip	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-MechanicsGrip.jpg	normal	ORDER	ORDER (Used)	1	4		5		Maverick	It�s not cheating if it holds together.	1RF12	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick		"Reveal the bottom card of your reserve, note its destiny, and put it on top of your used pile. If its destiny = [D], you may play a card. If you do, that card costs 6 less energy to play."
4920dd86-3248-40d4-b5d4-3e076c0403a5	?Purana-Vishal	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-PuranaVishal.jpg	normal	CHARACTER	CHARACTER � Kizen � Crown � Vishal � Unit	3	4	5	6		Shi	The Vishal family has provided military expertisefor millennia. They are elite warriors among the Seyalshi.	1R196	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	3 Shi	3	� Dismiss one of your other units here ? This character is immune to attrition until end of turn. Dismiss two of your other characters here ? Damage target character in a site battle here.
49a901e5-b32d-4397-9318-9e42b5f3adb4	Tahka Assault Craft- Starter Deck	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-TahkaAssaultCraftStarterDeck.jpg	normal	SHIP	SHIP (Capacity 3) � Tahka � Capital	4	4	5	2		Quay	Landing ships deliver dozens of predators planetside to take and hold enemy territory.	2F11	Nowhere to Hide	4	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Quay	2	"When this ship enters play at a sector where you have no support icons, you may search your used pile for a card and put it into your hand. If you do, shuffle your used pile."
49e81e06-ef45-417b-9c40-1e114c1b543d	N?Bot Battle Sword	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-NBotBattleSword.jpg	normal	WEAPON	WEAPON (NoBot) � Melee	1	4		5		Gongen	Their monomolecular edge allow these immense weapons to cut through even the thickest plating.	1R90	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Gongen		� Pay 6 energy ? Damage target unit your opponent has in a site battle here.
4a32559d-af04-4327-9b82-7b65709c18aa	Piggyback	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-Piggyback.jpg	normal	INTERRUPT	INTERRUPT (Used)	1	4		6		Earther	CISyn gurus plot ways to include more than simple sitreps in the streams of combat data they handle for CGC.	2R16	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Earther		You may play this interrupt only if you have a CISyn character at a battleground. Reveal the top card of target reserve. You may put that card on top of its owner�s used pile.
4bba7d8c-e0e1-4130-a65b-68b4b15f598b	?Ganymede/Captured Refinery	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-GanymedeCapturedRefinery.jpg	normal	SITE	LOCATION (Site)		4		0	1/1			2C155	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Quay		� Pay 3 energy ? Your opponent loses 1 energy for each of your inverted units here. You may use this ability only when you control this site during your control phase. Any player may use this ability.
4bbf5b5b-f03a-4206-9faa-e44c6bb39bd7	?Ranarti-Anant	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-RanartiAnant.jpg	normal	CHARACTER	CHARACTER � Kizen � Crown � Anant � Unit	4	4	3	5		Shi	"A consummate pilot and wayfarer, Ranarti favors exploration over conflict. Its skills have brought it tremendous success in both endeavors."	1PF4	Incursion	1	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	3 Shi	5	"Piloting 3 (As long as this character is aboard a ship, that ship is power +3 and tactics +3.) � Dismiss target other unit you have here ? This character is immune to attrition until end of turn. � Pay 2 energy ? If this character is aboard a ship, move that ship to a sector battle at another sector."
4bd71d45-5375-4e0b-a49c-f0b07b0b3cf9	Lauded Flyer	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-LaudedFlyer.jpg	normal	CHARACTER	CHARACTER � Hellcats � Unit	3	4	3	1		Maverick	Hellcat ships are either the fastest in the Belt or waiting for parts. It�s often the latter.	1C134	Incursion	1	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Maverick	2	"Piloting 2 (As long as this character is aboard a ship, that ship is power +2 and tactics +2.) Each time you win a sector battle here, activate up to 3 energy."
4c27ffcf-2a31-4184-a6ec-a199a80c6c5b	?Flinger Battery	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-FlingerBattery.jpg	normal	VEHICLE	VEHICLE � Cartel � Unit	6	4	9	4		Maverick	"Not really a missile launcher, more a bashed- together, high-tech catapult; but deadly with the velocities it can produce."	1U126	Incursion	5	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Maverick	3	"Size 3 Each time your opponent reveals a card for battle destiny during a site battle here, you may pay 1 energy. If you do, make that card�s destiny �1. You may change no more than one card�s destiny using this ability each turn."
4cb90eaf-ce3f-4138-866f-f3a9a7c666cf	Stinger	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Stinger.jpg	normal	VEHICLE	VEHICLE � Hellcats � Unit	4	4	5	3		Maverick	Pieces of so many different vehicles have been grafted to this one that no one remembers what it looked like in the beginning.	1C156	Incursion	3	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick	2	"Size 3 (This vehicle counts three times against a ship�s capacity.) Transport 2 (Each time this vehicle moves, you may move with it up to two of your characters.)"
4d0872d3-b77e-480b-ba85-99a986730c24	?Pompeii	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-Pompeii.jpg	normal	SHIP	SHIP (Capacity 4) � iCom � Capital	5	4	6	1		Earther	Advanced targeting systems on Earther cruisers make them the equal of their larger battleship cousins.	2U17	Nowhere to Hide	4	f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Earther	3	Each activated ability used during a battle here costs 3 more energy to use.
4e113cb2-46ec-40aa-9467-b5fdd362ce25	Sudeva Quarrel	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-SudevaQuarrel.jpg	normal	SHIP	SHIP (Capacity 1) � Sudeva � Fighter	3	4	6	3		Shi	"The Shi are protective of their assets, especially those envied by their enemies."	1C208	Incursion	3	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Shi	1	"As long as this ship is at a sector that has ""Seyal"" in its title, this ship is power +2."
4e7957c2-3518-44ce-a185-8bd5a64d0204	Ganymede/Hunters' Camp	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-GanymedeHuntersCamp.jpg	normal	SITE	LOCATION (Site)	0	60		0	1/1			1S305	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Quay		"Unlimited, Encampment (Stack this card beneath target location where you have an energy icon, unit, or ship. This card is no longer a location or site and target gains this card�s energy and support icons that are on your side. You may stack only one encampment here.)"
50160955-ecd5-4b1a-aa71-b14bde6a85cc	Death Dealer	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-DeathDealer.jpg	multi_sided	SHIP	SHIP (Capacity 0) � Hellcats � Inverter � Fighter	3	4	4/4	3		Maverick	Not all Maverick ships are designed for running.	2C67	Nowhere to Hide	2/2	f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Maverick	2/2	"� Pay 4 energy ? If this ship is at a sector that has a [Maverick] support icon on your side, invert it. / � Revert this ship ? Damage target ship in a sector battle here."
50160955-ecd5-4b1a-aa71-b14bde6a85cc	Death Dealer	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TorridKatal-2.jpg	multi_sided	SHIP	SHIP (Capacity 0) � Hellcats � Inverter � Fighter	3	4	4/4	3		Maverick	Not all Maverick ships are designed for running.	2C67	Nowhere to Hide	2/2	f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Maverick	2/2	"� Pay 4 energy ? If this ship is at a sector that has a [Maverick] support icon on your side, invert it. / � Revert this ship ? Damage target ship in a sector battle here."
50160955-ecd5-4b1a-aa71-b14bde6a85cc	Death Dealer	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-DeathDealer-2.jpg	multi_sided	SHIP	SHIP (Capacity 0) � Hellcats � Inverter � Fighter	3	4	4/4	3		Maverick	Not all Maverick ships are designed for running.	2C67	Nowhere to Hide	2/2	f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Maverick	2/2	"� Pay 4 energy ? If this ship is at a sector that has a [Maverick] support icon on your side, invert it. / � Revert this ship ? Damage target ship in a sector battle here."
5046b7d0-06d3-45bd-84dc-f1ac67149f1d	Racing Sloop	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-RacingSloop.jpg	multi_sided	SHIP	SHIP (Capacity 2) � Hellcats � Inverter � Fighter	0	4	2/2	5		Maverick	"Every year, the Dead Planet Chase is held on a weaving, chaotic course created in the Belt. Hellcats have dominated the last eight."	1C146	Incursion	0/4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick	1/1	"Each time you reveal a card for battle destiny that has destiny 6 or more, you may pay 3 energy. If you do, invert this ship. / When you invert this ship, you may destroy target other fighter here."
5046b7d0-06d3-45bd-84dc-f1ac67149f1d	Racing Sloop	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-TorridKatal-2.jpg	multi_sided	SHIP	SHIP (Capacity 2) � Hellcats � Inverter � Fighter	0	4	2/2	5		Maverick	"Every year, the Dead Planet Chase is held on a weaving, chaotic course created in the Belt. Hellcats have dominated the last eight."	1C146	Incursion	0/4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick	1/1	"Each time you reveal a card for battle destiny that has destiny 6 or more, you may pay 3 energy. If you do, invert this ship. / When you invert this ship, you may destroy target other fighter here."
5046b7d0-06d3-45bd-84dc-f1ac67149f1d	Racing Sloop	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-RacingSloop-2.jpg	multi_sided	SHIP	SHIP (Capacity 2) � Hellcats � Inverter � Fighter	0	4	2/2	5		Maverick	"Every year, the Dead Planet Chase is held on a weaving, chaotic course created in the Belt. Hellcats have dominated the last eight."	1C146	Incursion	0/4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1 Maverick	1/1	"Each time you reveal a card for battle destiny that has destiny 6 or more, you may pay 3 energy. If you do, invert this ship. / When you invert this ship, you may destroy target other fighter here."
50813028-d51c-4a9f-96d7-21c0f96fc9aa	Jet Pack Attack	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-JetPackAttack.jpg	normal	INTERRUPT	INTERRUPT (Used)	0	4		6		Gongen	Used brilliantly by Kano Masako in defense of TakumiCity. The neural interface on the thruster pack allows for immediate and surprising results.	1R78	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Gongen		Move target character you have at a site adjacent to a site battle to the location of that battle.
515f8be0-b2a4-4f0d-8810-a3b033cf926f	Undercurrents	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-Undercurrents.jpg	normal	INTERRUPT	INTERRUPT (Lost)	1	4		6		Shi	�The walkers couldn�t see the elaborate trap we set for them on the second planet.� � Vidanar	2R113	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	2 Shi		"As an additional cost to play this interrupt, lose 2 energy. Make each opponent�s drain -1 until end of turn."
51f0a197-e900-490a-8b65-0164aeb225f8	?Ganymede/Mining Platform	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-GanymedeMiningPlatform.jpg	normal	SITE	LOCATION (Site)	0	4		3	2/2			1U306	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4			"As long as you control this location, you generate 1 more energy at each related location where you have a ship or unit."
5249ab95-43d9-4d63-a5f6-721df43d115b	Informational Advantage	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-InformationalAdvantage.jpg	normal	ASSET	ASSET (Character Infiltrator)	3	4		2		Earther	Well placed CISyn operatives make it their business to know what other Earther corporations are planning.	2R10	Nowhere to Hide		f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Earther		"Each time your opponent uses a support icon here, he or she loses 1 energy."
52ae1c06-688a-4e31-a26f-134a09262faa	?Ganymede/Traginium Source	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-GanymedeTraginiumSource.jpg	normal	SECTOR	LOCATION (Sector) � Moon	0	4		3	2/1			1C309	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4			Each player�s drain here is +1 for each related site he or she controls.
531dd2a7-f33c-48a6-839e-a354937f0c9f	Clandestine Team	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-ClandestineTeam.jpg	normal	CHARACTER	CHARACTER � Tahka � Predator � Unit	4	4	6	3		Quay	"�Chuluk Squad 4, have you reached your objective?�"	2C119	Nowhere to Hide	4	f503fc45-3379-4d7d-907c-106b7fcf7e08	1 Quay	1	� Pay 0 energy ? Move this character to a related location. You may only use this ability during your move phase.
534c9a43-5c26-4b3a-9753-c76ea6533347	?Dhanake-Tilak	wars-trading-card-game/nowhere-to-hide/WARSTradingCardGame-NowhereToHide-DhanakeTilak.jpg	normal	CHARACTER	CHARACTER � Kizen � Crown � Tilak � Unit	2	4	4	7		Shi	�First task: recovery of agents. Second task: extinguish evidence.�	2RF17	Nowhere to Hide	4	f503fc45-3379-4d7d-907c-106b7fcf7e08	3 Shi	5	"This character is power +1 for each of your [Shi] support icons. As long as this character is at a site, your opponent causes attrition �1 here for each of your [Shi] support icons."
53ee1834-3cf2-46a1-a61d-862f99403b79	Orbital Coverage	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-OrbitalCoverage.jpg	normal	ASSET	ASSET (Sector)	2	4		1		Earther	The ships of iCom act as eyes and ears for CGC�s troops on the ground.	1U41	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Earther		"You may play this asset beneath one of your opponent�s sectors. Each time you lose a battle at a related site, you may lose 5 energy. If you do, reduce your casualties in that battle to 0. When your opponent controls this sector, dismiss this asset."
5415a057-bc03-42d4-a0c4-39abf1889b3d	Quay Bot	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-QuayBot.jpg	normal	CHARACTER	CHARACTER � Bot � Unit	2	4	1	6		Independent	The Quay found more than a few bots when they captured Alnak Station. Those bots have been turning up around the system.	1U287	Incursion	1	d49b7fa3-163b-4e9c-9e32-69f47d4363d4		1	Put this character on top of its owner's used pile ? Your side of target location gains a [Quay] support icon until end of turn. You may use this ability only once during your deploy phase.
54e807f5-373c-4b2b-8ab3-a642da4d165e	Advanced Research	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-AdvancedResearch.jpg	normal	ASSET	ASSET (Character Infiltrator)	1	4		5		Earther	The results of the work done by XeLabs scientists are quickly translated into practical tools for Earther assets.	1U1	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Earther		This character is power +2 and tactics +2.
5508eb54-08a8-4d74-8708-a208e469a36c	Set	wars-trading-card-game/incursion/WARSTradingCardGame-Incursion-Set.jpg	normal	ASSET	ASSET	2	4		1		Maverick	"Under the table, Scoundrel�s foot twitched nervously. Would his three of a kind play?"	1R150	Incursion		d49b7fa3-163b-4e9c-9e32-69f47d4363d4	2 Maverick		"Pay 0 energy ? If there are five or fewer cards stacked on this asset, stack the top card of your reserve face up on this asset. � Lose three cards stacked on this asset ? If those cards each have the same destiny, damage target unit in a battle."
