databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	klass	vp	flying	size	vitality	vitRed	ocb	babes	gold	beer	channeling	channeler	ranged	command	powerStones	basicDraw	ldl	mdl	luc	effect	bonus	script
DI_ElandarMightyWizardExternalWandererRare1.png	Elandar, Mighty Wizard	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-ElandarMightyWizard.png	default	external	Dagger Isle	DI	playerNDeck	Wanderer			M	6		0		G					Y						Blanks out all Creature text boxes		
DI_GreatHornedTrollExternalTrollRare3.png	Great Horned Troll	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-GreatHornedTroll.png	default	external	Dagger Isle	DI	playerNDeck	Troll			L	9		0		G					Y						When you are defending a space, your opponent must retreat, pay 1 Power Stone or discard two cards from his/her Storage Depot before primary attacks.		
DI_GreenMissyExternalFairyCommon4.png	Green Missy	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-GreenMissy.png	default	external	Dagger Isle	DI	playerNDeck	Fairy			M	6		2		G											+3 in the swamp		
DI_GrottoTrollExternalTrollCommon3.png	Grotto Troll	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-GrottoTroll.png	default	external	Dagger Isle	DI	playerNDeck	Troll			M	3		0			B				Y						All of your Creatures are +2 Vitality while fighting in Rivers and Lakes.		
DI_HalaToasisDragonExternalDragonRare2.png	Hal, a Tosis Dragon	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-HalATosisDragon.png	default	external	Dagger Isle	DI	playerNDeck	Dragon		F	L	9		1	L		B	C			Y						During primary attacks, if an opponent's Creature wins a macth-up by less than 5 Vitality, both match-up cards are destroyed.		
DI_HowlingReaverExternalUndeadCommon2.png	Howling Reaver	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-HowlingReaver.png	default	external	Dagger Isle	DI	playerNDeck	Undead			M	5		1													If the Howling Reaver beats an opponent as a primary attacker, your opponent must discard one random card from his/her Creature pen.		
DI_JamboSlickSmugglerExternalWandererCommon1.png	Jambo Slick, Smuggler	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-JamboSlickSmuggler.png	default	external	Dagger Isle	DI	playerNDeck	Wanderer			M	4		1	L	G	B				Y						Immediately pull any one Bribery card from your Discard pile, reveal it, and add it to your Storage Depot.		
DI_JamchopstheTraderExternalWandererCommon3.png	Jamchops the Trader	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-JamchopsTheTrader.png	default	external	Dagger Isle	DI	playerNDeck	Wanderer			M	4		0	L	G	B				Y						Any Bribery card you play works vs. any bribable Creature.		
DI_JonstollotheSeekerExternalWandererCommon4.png	Jonstollo the Seeker	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-JonstolloTheSeeker.png	default	external	Dagger Isle	DI	playerNDeck	Wanderer			M	7		3			B										When the Seeker is your Up-Card, you may immediately look through your draw deck and pick any other card as your Up-Card. Discard the Seeker. Reshuffle your deck.		
DI_LandDrakeExternalDragonRare3.png	Land Drake	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-LandDrake.png	default	external	Dagger Isle	DI	playerNDeck	Dragon			L	18		5	L												3 point AOE Fire breath.		
DI_LowlandTrollExternalTrollCommon2.png	Lowland Troll	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-LowlandTroll.png	default	external	Dagger Isle	DI	playerNDeck	Troll			L	8		0	L												+3 Vitality when your Shield is attacking.		
DI_OldGumperExternalFairyCommon4.png	Old Gumper	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-OldGumper.png	default	external	Dagger Isle	DI	playerNDeck	Fairy			S	3		1			B										Your opponent gets no off-color bonuses vs. your Externals while Gumper is in play.		
DI_RazorShiefaExternalSliphCommon4.png	Razor Shiefa	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-RazorShiefa.png	default	external	Dagger Isle	DI	playerNDeck	Sliph			M	7		1		G											+4 in the Spires		
DI_RazorSliphExternalSliphRare3.png	Razor Sliph	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-RazorSliph.png	default	external	Dagger Isle	DI	playerNDeck	Sliph			M	5		0			B										+3 in the Spires		
DI_SchneeboltExternalSchneeCommon2.png	Schneebolt	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-Schneebolt.png	default	external	Dagger Isle	DI	playerNDeck	Schnee			S	3		0			B										Ranged attack - Cancels an opponent's ranged attack.		
DI_ShadruneExternalUndeadRare3.png	Shadrune	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-Shadrune.png	default	external	Dagger Isle	DI	playerNDeck	Undead			M	9		0													If beaten by in a match-up by a Creature who can accept channeling, your opponent loses 1 Power Stone.		
DI_SlimwitManExternalWandererRare2.png	Slimwit Man	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-SlimwitMan.png	default	external	Dagger Isle	DI	playerNDeck	Wanderer			M	3		0	L						Y						Opponent must chose to retreat now or fight.  If opponent stays, all opponent's Creatures are +2 Vitality. If you win the combat, all of your opponent's Creatures under that Shield are destroyed.		
DI_StarlingDoddBoysExternalFairyCommon3.png	Starling Dodd Boys	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-StarlingDoddBoys.png	default	external	Dagger Isle	DI	playerNDeck	Fairy			S	4		2		G											All of your Fairies bypass your opponent's Stronghold Vitality bonus while the Dodd Boys are in play.		
DI_ValleyTrollExternalTrollCommon4.png	Valley Troll	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-ValleyTroll.png	default	external	Dagger Isle	DI	playerNDeck	Troll			S	3		2		G											Immune to fear.		
DN_BarnacleBazuleeExternalCreatureR4.png	Barnacle Bazulee'	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-BarnacleBazulee.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			S	3		1		G											+2 Vitality to all your Creatures which have a Rivers and Lakes Terrain bonus, while Barnacle is in play.		
DN_CaptainSouthAmericaExternalCreatureR1.png	Captain South America	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-CaptainSouthAmerica.png	default	external	Drifter's Nexus	DN	playerNDeck	O-Men			M	1	10	1	L	G	B										When the Captain is played as a primary attacker, add your Shield's Up-card number to the Captain's Base Vitality.		
DN_CraturHobbsExternalCreatureU2.png	Cratur Hobbs	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-CraturHobbs.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			M	4		0	L	G	B				Y						You may bribe any 1 bribable Creature during combat by discarding one Item from your Storage Hand.		
DN_DelilahRangoonExternalCreatureC1.png	Delilah Rangoon	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-DelilahRangoon.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			M	6		2		G											When used as a primary attacker vs. a Mortal, the initial result is a push.		
DN_DisgruntledPostalWorkerExternalCreatureU2.png	Disgruntled Postal Worker	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-DisgruntledPostalWorker.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			M	6		0			B										If Postal Worker beats its primary match-up opponent, return Postal Worker to your Combat Hand. Opponent Creature remains as an Unchallenged Card in melee.		
DN_HandlesORourkeExternalCreatureR1.png	Handles O'Rourke	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-HandlesORourke.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			M	6		0	L						Y						Can fire 3 pt. Ranged attacks into any primary match-up for 1 power stone per shot.		
DN_KarnistheTransenderExternalCreatureU2.png	Karnis the Transcender	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-KarnisTheTranscender.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			M	8		2		G		C									While Karnis is in play and unbeaten, all d6 rolls are reduced to a 1.		
DN_LongshotLouieExternalCreatureU3.png	Longshot Louie	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-LongshotLouie.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			M	7		2	L	G	B	C									Ranged attack - destroys any non-Guardian Creature which has just channeled and cancels that channel.		
DN_RandyCreekRegularsExternalCreatureR1.png	Randy Creek Regulars	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-RandyCreekRegulars.png	default	external	Drifter's Nexus	DN	playerNDeck	Fairy		F	S	6		0			B				Y						All your Fairies are channel receivers this combat and can take up to Guardians CMP; one per space per player		
DN_SlatchWillerExternalCreatureC3.png	Slatch Willer	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-SlatchWiller.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			M	5		1			B										For each Beer Bribery Card discarded from your Combat Hand, Slatch gains +5 Vitality.		
DN_TheAmazingCiderManExternalCreatureU1.png	The Amazing Cider-Man	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-TheAmazingCiderMan.png	default	external	Drifter's Nexus	DN	playerNDeck	O-Men			M	6		2			B										While Cider-Man is in play, all of your Creatures bribable by Beer gain +2 Vitality.		
DN_TigerBalooExternalCreatureC4.png	Tiger Baloo	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-TigerBaloo.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			M	8		1													+3 Vitality on a Face-down Terrain Card.		
DN_VesuviousRexExternalCreatureR3.png	Vesuvious Rex	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-VesuviousRex.png	default	external	Drifter's Nexus	DN	playerNDeck	Dragon		F	L	13		0	L			C									Immune to secondary attackers with Base Vitality 5 or less.		
DN_WhaleboneRickExternalCreatureU4.png	Whalebone Rick	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-WhaleboneRick.png	default	external	Drifter's Nexus	DN	playerNDeck	Wanderer			M	4		0		G											+3 Vitality for each Creature Item used as a Command Card in this combat.		
DN_WoodlandTrollExternalCreatureC4.png	Woodland Troll	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-WoodlandTroll.png	default	external	Drifter's Nexus	DN	playerNDeck	Troll			S	4		1	L												+4 Vitality for each Nymph you have in play.		
DN_WoolverineExternalCreatureC4.png	Woolverine	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-Woolverine.png	default	external	Drifter's Nexus	DN	playerNDeck	O-Men			M	6		2	L		B										While Woolverine is in play, your opponent must tell you the class of his Creatures in match-ups before you pick yours.		
NP_ChiefLectorPriestofSethosExternalCreatureUncom3.png	Chief Lector Priest of Sethos	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-ChiefLectorPriestOfSethos.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	2		1							Y						Change the Creature Class of any of your Undead Creatures to one of your choice until the end of primary match-ups.		
NP_DeadCatsExternalCreatureCommon2.png	Dead Cats	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-DeadCats.png	default	external	Necropolis Park	NP	playerNDeck	Undeal/Animal			S	3	5	0													When Dead Cats are in play and beaten, all of your Creatures gain +2 Vitality.		
NP_EateroftheDeadExternalCreatureCommon2.png	Eater of the Dead	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-EaterOfTheDead.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	5		0			B				Y						All Creatures on both sides beaten during primary attacks are destroyed.		
NP_EvilBaronStonerExternalCreatureCommon2.png	Evil Baron Stoner	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-EvilBaronStoner.png	default	external	Necropolis Park	NP	playerNDeck	Wanderer			M	3		0			B										The Baron adds his match-up opponent's Off-Color bonus to his Vitality.		
NP_FanBearerExternalCreatureCommon2.png	Fan Bearer	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-FanBearer.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	4		1													If the Fan Bearer's primary match-up opponent is a Creature capable of flying, that Creature immediately returns to the Creature Pen.		
NP_FatbackChakExternalCreatureCommon1.png	Fatback Chak	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-FatbackChak.png	default	external	Necropolis Park	NP	playerNDeck	Chak			L	8	7	0													No secondary attackers may be played on this match-up by either player.		
NP_GeldsparCourtMagicianExternalCreatureCommon2.png	Geldspar, Court Magician	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-GeldsparCourtMagician.png	default	external	Necropolis Park	NP	playerNDeck	Wizard			M	4		1				C									While Geldspar is in play, your opponent may not play any Hand Magic Items.		
NP_GreenbackChakExternalCreatureCommon2.png	Greenback Chak	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-GreenbackChak.png	default	external	Necropolis Park	NP	playerNDeck	Chak			M	3		1													Destroys Small creatures.		
NP_HighPriestofSethosExternalCreatureUncom1.png	High Priest of Sethos	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-HighPriestOfSethos.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	5		0	L						Y						Both players must immediately discard all double-bordered cards.		
NP_HighPriestessofIsisExternalCreatureUncom3.png	High Priestess of Isis	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-HighPriestessOfIsis.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	4		0		G		C			Y						Change the Creature Class of any of your opponent' Mortals to that of your choice during primary match-ups.		
NP_ImhotepVisierofDjoserExternalCreatureUncom1.png	Imhotep, Visier of Djoser	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-ImhotepVisierOfDjoser.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	4		1													If Imhotep wins a primary match-up, you can take any one Accessory and put it in play next to your Guardian. If the Accessory is removed from play for any reason, the Accessory goes to your opponent's discard pile.		
NP_MoheidraMistressofSoulsExternalCreatureCommon2.png	Moheidra, Mistress of Souls	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-MoheidraMistressOfSouls.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	0	4	0													Add the Base Vitality of you opponent's previous match-up Creature to Moheidra's Vitality.		
NP_MummyExternalCreatureCommon2.png	Mummy	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-Mummy.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	7		0													Fear-based attack. During primary match-ups, if the Mummy beats a Creature which is affected by fear, that Creature is destroyed.		
NP_NubianSlaveGirlExternalCreatureCommon2.png	Nubian Slave Girl	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-NubianSlaveGirl.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	2		0		G											When played in a primary match-up you may choose to have the Slave Girl distroyed, ending the match-up, and leaving her opponent as an Unchallenged Card in mellee. You may then add a Gold Bribery Card from your discard pile to your storage Depot. One per space, per player		
NP_PharaohDjoserExternalCreatureCommon2.png	Pharaoh Djoser	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-PharaohDjoser.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	2		1							Y						No Spells may be played during this combat. This ability cannot be disspelled.		
NP_PlagueWalkerExternalCreatureCommon2.png	Plague Walker	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-PlagueWalker.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	5		1			B										Fear-based attack. +2 to all fear-based attacks when Plague Walker is in play.		
NP_PreistofHorusExternalCreatureUncom1.png	Priest of Horus	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-PriestOfHorus.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	5		0		G		C			Y						During any primary match-up, you may spend 1 Power Stone to empty the text box of your opponent's Creature. Doesn't affect ranged attacks.		
NP_PriestofSethosExternalCreatureUncom1.png	Priest of Sethos	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-PriestOfSethos.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	3		1				C			Y						No Power Stones may be spent for channeling during this combat.		
NP_PriestessofIsisExternalCreatureCommon2.png	Priestess of Isis	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-PriestessOfIsis.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	12		3													+1 Vitality for each single-bordered card in your Combat Hand when the Priestess is played.		
NP_SebekQueenofMagiciansExternalCreatureUncom1.png	Sebek, Queen of Magicians	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-SebekQueenOfMagicians.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	6		0		G		C			Y						Immediately discard any one Spell from your Storage Hand to add any one Spell from your draw deck to your Storage Hand. Reshuffle your draw deck.		
NP_SlackbackChakExternalCreatureCommon2.png	Slackback Chak	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-SlackbackChak.png	default	external	Necropolis Park	NP	playerNDeck	Chak			M	10		0													The Slackback must be beaten by 3 or more points of the result is a push.		
NP_SlimJabExternalCreatureCommon2.png	Slim Jab	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-SlimJab.png	default	external	Necropolis Park	NP	playerNDeck	Saurian/Undead			S	3		1			B			1							1 pt. ranged attack that is only usable when fighting an External. Opponent must discard 1 double-bordered card when Slim Jab is used as a ranged attack.		
NP_TheibMasterofScribesExternalCreatureCommon2.png	Theib, Master of Scribes	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-TheibMasterOfScribes.png	default	external	Necropolis Park	NP	playerNDeck	Undead			M	4		0	L						Y						If your opponent's Command Card is a Spell or Item, Theib gains that command ability and opponent's command Spell or Item is dispelled.		
RE_FinnSwampKingGuardianRare2.png	Finn, Swamp King	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-FinnSwampKing.png	default	guardian	Revised Edition	RE	playerNStarting					27							8			6	2	-1	0	1	During the Draw and Organize Phase, draw 1 extra card for each Swamp you control.		/ccgreen=6
RE_GaarInfluenceroftheMassesGuardianRare1.png	Gaar, Influencer of the Masses	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-GaarInfluencerOfTheMasses.png	default	guardian	Revised Edition	RE	playerNStarting					28							5			8	3	-1	1	1	For 2 Power Stones, you can channel 5 pts. to a Creature which is not a Channeling Receiver.		/ccgreen=8
RE_HarkinSpreaderoftheWealthGuardianRare2.png	Harkin, Spreader of the Wealth	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-HarkinSpreaderOfTheWealth.png	default	guardian	Revised Edition	RE	playerNStarting					29							6			10	3	-1	1	1	You may not repeatedly channel to the same Creature in combat. (Max 6 pts. to any one Creature.)		/ccgreen=10
RE_RakNamLeaderoftheMightyGuardianStarter.png	Rak Nam, Leader of the Mighty	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-RakNamLeaderOfTheMighty.png	default	guardian	Revised Edition	RE	playerNStarting					30							9			7	3	-1	1	1			/ccgreen=7
RE_SiinStealerofthePowerGuardianStarter.png	Siin, Stealer of the Power	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-SiinStealerOfThePower.png	default	guardian	Revised Edition	RE	playerNStarting					28							6			8	3	-1	1	1	After an opponent channels, you may cancel it for 2 Power Stones. No further channeling is allowed this combat by either combat		/ccgreen=8
RE_TesLetLeaderwithForesightGuardianStarter.png	Tes let, Leader with Foresight	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-TesLetLeaderWithForesight.png	default	guardian	Revised Edition	RE	playerNStarting					29							7			6	3	-1	1	1	You can choose not to take your Up-card as your first draw and instead draw from the deck.		/ccgreen=6
RE_ThakSteadyHandGuardianRare2.png	Thak, Steady Hand	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-ThakSteadyHand.png	default	guardian	Revised Edition	RE	playerNStarting					27							5			6	3	0	1	1	Slipping down the slope can be fatal to the weak of heart.		/ccgreen=6
RE_TookleLeaderoftheManyGuardianRare2.png	Tookle, Leader of the Many	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-TookleLeaderOfTheMany.png	default	guardian	Revised Edition	RE	playerNStarting					27							5			7	3	-1	1	1	Draw one extra card during the Draw and Organize Phase if your Up-card was a small Creature.		/ccgreen=7
DI_GrahzueLoverofViceGuardianRare3.png	Grahzue: Lover of Vice	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-GrahzueLoverOfVice.png	default	guardian	Dagger Isle	DI	playerNStarting					29							6			8	3	-1	1	1	+1 Power Stone every time one of your creatures is bribed		/ccgreen=8
DI_PTalKeeperoftheBalanceGuardianRare2.png	P'Tal: Keeper of the Balance	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-PTalKeeperOfTheBalance.png	default	guardian	Dagger Isle	DI	playerNStarting					26							6			5	3	-1	0	1	For 2 Power Stones, you may ignore your draw number for the turn and draw as many cards as an opponent of your choice.		/ccgreen=5
DN_SikuraPreceptorofProphetsGuardianR2.png	Sikura, Preceptor of  Prophets	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-SikuraPreceptorOfProphets.png	default	guardian	Drifter's Nexus	DN	playerNStarting					28							5			8	3	-1	1	1	Burn 2 Power Stones to dispell any Spell.		/ccgreen=8
DN_VekNadraMasterofDisciplesGuardianR2.png	Vek-Nadra, Master of Disciples	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-VekNadraMasterOfDisciples.png	default	guardian	Drifter's Nexus	DN	playerNStarting					28							6			7	2	0	0	0	During the Draw and Organize Phase, draw an extra card for each Shield you have in the disputed lands.		/ccgreen=7
NP_EisnmirMasterofPosessionsGuardianCommon1.png	Eisnmir, Master of Posessions	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-EisnmirMasterOfPosessions.png	default	guardian	Necropolis Park	NP	playerNStarting					26							7			5	3	-1	0	1	Draw 1 card anytime an opponent uses a Magic Item. (Errata: Hand item, draw top face-down card.)		/ccgreen=5
NP_KHutekProtectoroftheFallenGuardianUncom2.png	K'Hutek, Protector of the Fallen	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-KHutekProtectorOfTheFallen.png	default	guardian	Necropolis Park	NP	playerNStarting					28							7			7	2	0	0	0	During the Draw and Organize Phase, draw an extra card for each Shield you have lost from play during this game.		/ccgreen=7
NP_AncientTomeofDispansationMagicItemAccessoryCommon1.png	Ancient Tome of Dispansation	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-AncientTomeOfDispansation.png	default	item/accessory	Necropolis Park	NP	playerNDeck					9															Play next to your Guardian. At the beginning of the Terrain Settlement Phase, you may remove any one of your cards currently in use as a Terrain from play and add it to your Storage Hand. Usable once per turn.		
NP_AnkhMagicItemAccessoryCommon2.png	Ankh	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-Ankh.png	default	item/accessory	Necropolis Park	NP	playerNDeck					21															Play next to your Guardian. During the Terrain Settlement Phase, you may discard one card from your Storage Hand to add 1 to the number of cards you draw next turn. Usable once per turn.		
NP_FootlockerofConflagrationMagicItemAccessoryUncom2.png	Footlocker of Conflagration	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-FootlockerOfConflagration.png	default	item/accessory	Necropolis Park	NP	playerNDeck					2															Play next to your Guardian. During the Draw and Organize Phase, but before drawing cards, you may spend 1 Stone to go through your draw deck and remove one Shield, which counts as one of your card draws. Reshuffle the draw deck afterward. Up-card remains.		
NP_GiftofIsisMagicItemAccessoryCommon2.png	Gift of Isis	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-GiftOfIsis.png	default	item/accessory	Necropolis Park	NP	playerNDeck					21															Play next to your Guaridan. Your Guardian's CMP is incresed by 2 for as long as the Gift of Isis is in play. If a Gift of Isis is in play, no others may be played.		
NP_GiftofOsirusMagicItemAccessoryCommon2.png	Gift of Osirus	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-GiftOfOsirus.png	default	item/accessory	Necropolis Park	NP	playerNDeck					21															Play next to your Guardian. Your Guardian is +3 Vitality for as long as the Gift of Osirus is in play. If a Gift of Osirus is in play, no others may be played.		
NP_HeliopolosTempleofReMagicItemAccessoryCommon2.png	Heliopolos, Temple of Re	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-HeliopolosTempleOfRe.png	default	item/accessory	Necropolis Park	NP	playerNDeck					21															Play next to your Guardian. Place one token on the Temple each time one of your Creatures beats an Undead opponent in combat. You may remove a token from the Temple during any match-up to add 2 Vitality to your current match-up Creature.		
NP_ScarabofBountyMagicItemAccessoryUncom2.png	Scarab of Bounty	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-ScarabOfBounty.png	default	item/accessory	Necropolis Park	NP	playerNDeck					21															Play next to your Guardian. +1 to your Guardian's LUC for as long as the Scarab is in play. If a Scarab of Bounty is in play, no others may be played. Costs 1 Stone to play.		
RE_AmuletofFlyingMagicItemCreatureUncommon1.png	Amulet of Flying	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-AmuletOfFlying.png	default	item/creature	Revised Edition	RE	playerNDeck					16															Allows any Creature to fly. If the Creature is lost, the Amulet is lost.		
RE_HeelsofSpeedMagicItemCreatureUncommon2.png	Heels of Speed	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-HeelsOfSpeed.png	default	item/creature	Revised Edition	RE	playerNDeck					5															Play any Creature as a Command Creature. That Creature attacks your opponent's Command Creature before his/her command ability works. If your Creature is killed, you lose the Heels.		
DI_PetrifiedHeartMagicItemCreatureCommon3.png	Petrified Heart	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-PetrifiedHeart.png	default	item/creature	Dagger Isle	DI	playerNDeck					14															Allows one of your Creatures to use its Base Vitality for space limitation instead of its red Shield penalty number.		
DI_TheBlackEyeMagicItemCreatureRare3.png	The Black Eye	fpg-guardians/dagger-isle/FpgGuardians-DaggerIsle-TheBlackEye.png	default	item/creature	Dagger Isle	DI	playerNDeck					17															Allows all Pirates on this space to fly.		
DN_AltarofTakuliItemCreatureC4.png	Altar of Takuli	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-AltarOfTakuli.png	default	item/creature	Drifter's Nexus	DN	playerNDeck					14															Heal one creature (after combat) for 1 Power Stone.		
DN_BagpipesofFearItemCreatureU3.png	Bagpipes of Fear	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-BagpipesOfFear.png	default	item/creature	Drifter's Nexus	DN	playerNDeck					9															Play along with ANY Creature as a Command Creature. That Creature gains a 3 pt. AOE fear attack, but loses any other command ability it may have had.		
DN_DiscofSiinItemCreatureC3.png	Disc of Siin	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-DiscOfSiin.png	default	item/creature	Drifter's Nexus	DN	playerNDeck					6															Play as a Command Card. Roll 1d6. Your opponent can't channel against your first (1=no effect, 2=1, 3=2, 4=2, 5=3, 6=all) primary attacker(s).		
DN_MightyTikiGodItemCreatureU4.png	Mighty Tiki God	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-MightyTikiGod.png	default	item/creature	Drifter's Nexus	DN	playerNDeck					19															Play as Command Card. Add 1d6 to your current primary match-up Creature's Vitality for each Bribery Card you discard.		
DN_WheelofLawItemCreatureU4.png	Wheel of Law	fpg-guardians/drifters-nexus/FpgGuardians-DriftersNexus-WheelOfLaw.png	default	item/creature	Drifter's Nexus	DN	playerNDeck					13															Play as a Command Card. Both players must play their lowest Vitality Creature first, followed by the second lowest, etc.... Ranged attacks are allowed as normal.		
NP_VestibuleofKabodMagicItemCreatureUncom1.png	Vestibule of Kabod	fpg-guardians/necropolis-park/FpgGuardians-NecropolisPark-VestibuleOfKabod.png	default	item/creature	Necropolis Park	NP	playerNDeck					17															The vestibule allows you to ignore one small demon or devil from counting towards the space's Vitality limit. Limit 1 per space, per player		
RE_AnvilofHeavinessMagicItemHandCommon1.png	Anvil of Heaviness	fpg-guardians/revised-edition/FpgGuardians-RevisedEdition-AnvilOfHeaviness.png	default	item/hand	Revised Edition	RE	playerNDeck					12															All attacks versus Creatures defending a Stronghold are +7 Vitality. Effect lasts for one combat. Play before combat starts.		
