databaseId	name	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	clan	legal	cost	focus	force	chi	personalHonor	honorReq	goldProduction	provinceStrength	startingHonor	rarity	artist	flavour	text
AOF130	Moto Wardogs	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MotoWardogsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MotoWardogsMaster.jpg	fate	Follower	AOF	AOF	playerNFate		open gold	7	3	3	0	-	1				u			<B>Cavalry. Creature.</B> <BR><B>Reaction:</B> If Moto Wardogs are attached to a Unicorn Clan Samurai, bow them when a Personality moves into their battle to discard the top card of your Fate deck or a card from your hand. If the discard's Focus value is greater than or equal to the Personality's Chi, bow the Personality.
AOF033	Daidoji Enai	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DaidojiEnaiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DaidojiEnaiMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	crane	open gold	7		3	3	2	-				c			<B>Crane Clan Samurai.</B> <BR>Enai gains +1F/+1C while facing one or more Crab Clan Personalities in a battle or duel.
AOF035	Doji Yasuyo - exp	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DojiYasuyoExpMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DojiYasuyoExpMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	crane	open gold	11		3	6	3	10				r			<B>Crane Clan Samurai. Experienced. Unique.</B> <BR>Unique Weapons being attached to Yasuyo cost 3 less Gold, to a minimum of 1.
AOF036	Yasuki Nishi	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YasukiNishiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YasukiNishiMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	crane	open gold	5		1	2	2	8				u			<B>Crane Clan Courtier.</B> <BR><B>Political Open:</B> Once per turn, your Family Honor is considered to be five points higher for purposes of any player lobbying for the Imperial Favor this turn. Lose 1 Honor at the end of the turn.
AOF117	Word of the Wolf	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WordOfTheWolfMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WordOfTheWolfMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	2								r			<B>Political Limited:</B> Discard the Imperial Favor to draw 2 cards.
AOF065	Yokubo	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YokuboMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YokuboMaster.jpg	default	Personality	AOF	AOF	playerNDynasty		open gold	13		4	6	0	-				f			<B>Unaligned Onisu of Desire. Nonhuman. Cavalry. Shadowlands. Unique.</B> Lose 5 Honor. <BR><B>Reaction:</B> Once per turn, negate a challenge against Yokubo. <BR><B>Reaction:</B> Once per turn, after a target Personality attaches a card, destroy all other cards already attached to the Personality.
Lotus160	Por'ee-rep	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-PoreeRepMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-PoreeRepMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	ratling	open gold lotus	6		3	3	1	-				c			<b>Ratling Scavenger &#8226; Creature</b> <br><b>Open:</b> If it is another player's Action Phase, bow Por'ee-rep: Target a Gold-producing Holding you control. Straighten it.
Diamond278	Nezumi Technique	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-NezumiTechniqueMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-NezumiTechniqueMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold diamond	0	3								f			<B>Battle:</B> Bow one of your Personalities in the current battle to destroy an opposing Item. If your Personality is a Ratling, straighten him and draw a card.
AOF039	Hitomi Kagetora - exp	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-HitomiKagetoraExpMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-HitomiKagetoraExpMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	dragon	open gold	10		3	5	2	8				f			<B>Dragon Clan Guardian. Tattooed Samurai. Tactician. Experienced. Unique.</B> <BR><B>Battle:</B> Once per battle, move a Dragon Clan Personality you control into this battle.
AOF047	Matsu Shinya	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MatsuShinyaMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MatsuShinyaMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	lion	open gold	6		2	3	2	2				c			<B>Lion Clan Samurai.</B> <BR><B>Battle:</B> Once per battle, gain a Force bonus equal to the number of opposing Shugenja.
AOF048	Yoritomo Katoa	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YoritomoKatoaMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YoritomoKatoaMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	mantis	open gold	7		3	2	1	-				c			<B>Mantis Clan Pirate. Naval.</B> <BR><B>Reaction:</B> Bow to produce 4 Gold when paying for an Action card from your hand. Lose 1 Honor.
Diamond120	Moshi Kalani	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MoshiKalaniMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MoshiKalaniMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	mantis	open gold diamond	7		3	3	2	2				c			<B>Mantis Clan Samurai &#8226; Naval</B> <BR>Kalani gains +1F while in an army with at least one other Naval card.
AOF051	Asako Shuntaro	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-AsakoShuntaroMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-AsakoShuntaroMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	phoenix	open gold	5		1	2	2	8				c			<B>Phoenix Clan Shugenja.</B> <BR><B>Fire Elemental Limited:</B> Bow to attach a Nonhuman Fire Spirit Follower token to one of your Personalities. The Fire Spirit's Force is equal to the lower of Shuntaro's and the Personality's Chi. Discard the Fire Spirit at the beginning of your next turn.
AOF052	Shiba Arai	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ShibaAraiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ShibaAraiMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	phoenix	open gold	8		2	4	2	6				c			<B>Phoenix Clan Samurai. Yojimbo.</B> <BR><B>Reaction:</B> Once per turn, when one of your Shugenja is challenged to a duel, Arai is challenged instead. If the challenge happens during a battle, Arai must be in the same location as the Shugenja to use this ability.
AOF057	Bayushi Shixiang	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BayushiShixiangMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BayushiShixiangMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	scorpion	open gold	7		3	3	1	-				c			<B>Scorpion Clan Samurai.</B> <BR>Shixiang's Items may not be destroyed or moved by other player's cards.
AOF060	Yogo Koji	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YogoKojiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-YogoKojiMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	scorpion	open gold	7		1	4	1	2				c			<B>Scorpion Clan Shugenja.</B> Kuroiban. <BR>Koji has +2C for purposes of attaching and casting Air or Wind Spells and Kihos.
AOF061	Kitsune Gohei	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KitsuneGoheiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KitsuneGoheiMaster.jpg	default	Personality	AOF	AOF	playerNDynasty		open gold	11		5	5	0	-				r			<B>Unaligned Walking Horror of Fu Leng. Nonhuman. Unique. Shadowlands.</B> Lose 5 Honor. <BR><B>Battle:</B> Bow to destroy all Followers in one opposing unit. This is a Fear effect.
AOF075	Moto Vordu - exp	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MotoVorduExpMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MotoVorduExpMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	unicorn	open gold	10		3	5	2	4				r			<B>Unicorn Clan Explorer. Shugenja. Cavalry. Experienced. Unique.</B> <BR><B>Battle:</B> Bow Vordu to straighten a bowed Personality in his army and give the Personality a Force bonus equal to Vordu's Force.
AOF076	Shinjo Huang	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ShinjoHuangMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ShinjoHuangMaster.jpg	default	Personality	AOF	AOF	playerNDynasty	unicorn	open gold	5		3	2	2	6				c			<B>Unicorn Clan Samurai. Cavalry.</B>
AOF069	Naka Tokei - exp	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-NakaTokeiExpMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-NakaTokeiExpMaster.jpg	default	Personality	AOF	AOF	playerNDynasty		open gold	10		4	5	2	10				r			<B>Unaligned Shugenja. Grand Master of the Elements. Experienced Morito Tokei. Unique.</B> <BR><B>Elemental Open:</B> Once per turn, take two consecutive Limited, Battle, and/or Open Elemental actions appropriate to the current phase. <BR><B>Elemental Reaction:</B> Bow Tokei to cancel an Elemental Action.
Samurai184	Kiyomi	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KiyomiMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-KiyomiMaster.jpg	default	Personality	AOF	AOF	playerNDynasty		open gold samurai	5		1	3	1	3				u			<b>Imperial &#8226; Courtier</b> <br><b>Political Reaction:</b> After any player takes the Imperial Favor, bow Kiyomi: Gain 1 Honor.
AOF068	Toturi Miyako	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ToturiMiyakoMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ToturiMiyakoMaster.jpg	default	Personality	AOF	AOF	playerNDynasty		open gold	6		1	3	2	5				c			<B>Unaligned Monkey Clan Samurai.</B> <BR>The last card focused by Miyako in a duel adds its Focus value twice. If Miyako has the <B>Double Chi</B> trait, it adds three times instead of twice.
AOF013	Brightest Winter	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BrightestWinterMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BrightestWinterMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold										u			Destroy a <B>Courtier</B>.
Celestial005	Celestial Vision	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-CelestialVisionMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-CelestialVisionMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold celestial										u	Erich Schreiner	"The Phoenix drew on their power and vast knowledge of the elements to cut the invaders off from the Dark Oracle's awful power." - The Chronicles of Empress Iweko, Part III	Until your next turn begins, Personalities need not bow as a cost of lobbying.
AOF014	Darkest Winter	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DarkestWinterMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DarkestWinterMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold										u			Until the beginning of your second turn from this one, players must either use a <B>Shadowlands</B> Personality or one additional Personality when they lobby for the Imperial Favor.
Diamond019	New Emerald Champion	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-NewEmeraldChampionMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-NewEmeraldChampionMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold diamond										r			Permanently give a Personality controlled by any player +3F/+3C and the <B>Emerald Champion</B> trait. If possible, permanently give the following ability to a Personality controlled by a different player: "<B>Open:</B> Bow to bow an Emerald Champion."
AOF010	Tsukune Ascends	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TsukuneAscendsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TsukuneAscendsMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold										r			Remove your Personality with the highest Force from the game. You choose in the case of a tie. All of your other Personalities permanently gain +1 Force, +1 Chi, and +1 Personal Honor.
AOF011	Tsukune's Choice	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TsukunesChoiceMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TsukunesChoiceMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold										r			Until the beginning of your next turn, Reactions may not be played during challenges, refusals, or duels.
AOF012	Tsuno Attack	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TsunoAttackMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TsunoAttackMaster.jpg	default	Event	AOF	AOF	playerNDynasty		open gold										u			Reveal a number of cards from the top of your Dynasty deck equal to the number of Personalities you control. Any of the revealed cards that are Shadowlands Personalities enter play and begin an attack against another player's Province. Discard the rest. You may not move your units to or from this battle. Discard all surviving revealed cards after the battle ends.
AOF026	Ashigaru Barracks	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-AshigaruBarracksMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-AshigaruBarracksMaster.jpg	default	Holding	AOF	AOF	playerNDynasty		open gold	2									u			<b>Reaction:</b> Bow the Ashigaru Barracks and any number of your Followers when you bow a Farm to produce Gold, to increase the amount by the number of Followers you bowed.
AOF018	Cleared Grounds	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ClearedGroundsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ClearedGroundsMaster.jpg	default	Holding	AOF	AOF	playerNDynasty		open gold	3									u			<B>Fortification.</B> <BR>During battles at this Province, attacking players may not play Reactions while you have one or more Cavalry units in the battle.
AOF025	Friendly Traveler Village	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-FriendlyTravelerVillageMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-FriendlyTravelerVillageMaster.jpg	default	Holding	AOF	AOF	playerNDynasty		open gold	2									c			Bow to produce 2 Gold. <BR>Bow to produce 4 Gold when paying for a human Personality who has no Faction traits.
AOF023	Lobbyist	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-LobbyistMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-LobbyistMaster.jpg	default	Holding	AOF	AOF	playerNDynasty		open gold	6									c			<B>Imperial Retainer.</B> <BR><B>Political Reaction:</B> Bow and destroy Lobbyist to pay the cost of using the Imperial Favor.
AOF019	Sacred Tunnels	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SacredTunnelsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SacredTunnelsMaster.jpg	default	Holding	AOF	AOF	playerNDynasty		open gold	0									u			<B>Reaction:</B> Bow before you reveal a face-down Dynasty card in one of your Provinces. If it is a Personality, reduce its Gold cost by 2, to a minimum of 3. If it is a Holding, either discard it or pay 2 Gold (your choice). If it is an Event, discard it with no effect.
Diamond056	Shinmaki Monastery	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ShinmakiMonasteryMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ShinmakiMonasteryMaster.jpg	default	Holding	AOF	AOF	playerNDynasty		open gold diamond	2									c			Bow Shinmaki Monastery to produce 2 Gold. <BR>Bow Shinmaki Monastery to produce 3 Gold when paying for a Retainer or for a Monk Personality.
AOF132	Child of the Last Wish	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ChildOfTheLastWishMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ChildOfTheLastWishMaster.jpg	fate	Follower	AOF	AOF	playerNFate		open gold	6	3	3	0	-	2				u			<B>Battle:</B> If the Child is attached to a Phoenix Clan Personality, bow it to bow an opposing human Personality with Chi less than the Child's Force.
AOF128	Lion Warcats	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-LionWarcatsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-LionWarcatsMaster.jpg	fate	Follower	AOF	AOF	playerNFate		open gold	6	3	3	0	-	2				u			<B>Creature.</B> <BR><B>Battle:</B> Fear 3 if the Warcats are attached to a Lion Clan Samurai.
Diamond355	Mantis Raiders	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MantisRaidersMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-MantisRaidersMaster.jpg	fate	Follower	AOF	AOF	playerNFate		open gold diamond	3	2	3	0	-	1				c			<B>Naval</B> <BR>Mantis Raiders enter play bowed. This unit may not assign to a battle if this card is bowed.
AOF131	Tsuno Scouts	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TsunoScoutsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TsunoScoutsMaster.jpg	fate	Follower	AOF	AOF	playerNFate		open gold	5	1	1	0	-	0				u			<B>Nonhuman. Cavalry. Shadowlands.</B> Lose 3 Honor. <BR>Tsuno Scouts gain +1F while attacking. <BR><B>Reaction:</B> Bow Tsuno Scouts to cancel a use of the <B>Tactician</B> trait by a Personality in their battle.
AOF119	Natsune no Shiryo	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-NatsuneNoShiryoMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-NatsuneNoShiryoMaster.jpg	default	Ancestor	AOF	AOF	playerNDynasty	scorpion	open gold	0	3	0	+1	-	2				r			<B>Phoenix Clan Ancestor. Unique.</B> <BR>Reduce the Gold costs of all copies you own of Spell cards attached to this Personality by this Personality's Chi, to a minimum of 1.
AOF121	Tetsuko no Shiryo	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TetsukoNoShiryoMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TetsukoNoShiryoMaster.jpg	default	Ancestor	AOF	AOF	playerNDynasty	unicorn	open gold	0	3	+1	+0	-	1				r			<B>Unicorn Clan Ancestor. Unique.</B> <BR>Tetsuko no Shiryo gains +1F/+1C for every unit that moves into the opposing army, or from the opposing army to another Province, with an action.
AOF113	The Jaws of Defeat	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheJawsOfDefeatMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheJawsOfDefeatMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	4								c			<B>Limited:</B> End the Action Phase.
AOF098	Lost Glories	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-LostGloriesMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-LostGloriesMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	2	1								u			<B>Political Reaction:</B> Play after inviting a target player to ally with you in an attack or defense. That player loses 5 Honor at the end of the Attack Phase if he or she had units which could have assigned to your side but none did.
AOF096	Power	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-PowerMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-PowerMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	3								c			<B>Open:</B> Give +2F/+2C to a Personality with more than 4 Chi.
AOF107	Stolen Records	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-StolenRecordsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-StolenRecordsMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	6	4								c			<B>Limited:</B> Target another player. That player shuffles his or her hand into the Fate deck, then draws the same number of cards.
AOF115	Word of the Bastard	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WordOfTheBastardMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WordOfTheBastardMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	2								r			<B>Political Limited:</B> Discard the Imperial Favor to discard a Dynasty card in a Province and replace it face up. <I>(Events only resolve in their controller's Events phase).</I>
AOF102	Seeping Darkness	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SeepingDarknessMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SeepingDarknessMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	1								u			<B>Open:</B> Bow a Shadowlands Personality you control to replace the text of a Region or Fortification with the following until the end of the turn: "<B>Shadowlands.</B> Shadowlands Personalities gain +2C while in a battle at this province." Fortifications keep the <B>Fortification</B> trait.
AOF085	Engage the Enemy	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-EngageTheEnemyMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-EngageTheEnemyMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	3								r			<B>Battle:</B> Bow and destroy one of your Tactician Personalities to bow up to two opposing cards. This may not target a Personality with attached unbowed cards.
AOF097	Complications	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ComplicationsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-ComplicationsMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	4*	2								r			Costs 2 less Gold for Scorpion Clan players. <BR><B>Political Open:</B> A target unit may not assign to battles this turn. The unit's controller may end this effect by paying 3 Gold as an Open action.
AOF084	Dirty Scum!	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DirtyScumMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-DirtyScumMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	2								r			<B>Political Battle:</B> One of your Personalities challenges an opposing Personality. If the opposing Personality's controller has brought one or more Shadowlands cards into play this game, the challenge may not be refused. The winner may end the battle without resolution instead of destroying the loser.
AOF116	Word of the Sword	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WordOfTheSwordMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-WordOfTheSwordMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	2								r			<B>Political Battle:</B> Discard the Imperial Favor to send a unit home from the current battle. Straighten all cards in the unit. You may take this action in a battle in which you have no units.
AOF083	Burning the Tombs	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BurningTheTombsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-BurningTheTombsMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	2								r			<B>Battle:</B> Bow one of your attacking <B>Shadowlands</B> cards to destroy a Tomb, Temple or Shrine controlled by the Defender. <BR><B>Battle:</B> Bow one of your attacking Tsuno to destroy all Ancestors controlled by the Defender.
AOF091	Logistics Problem	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-LogisticsProblemMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-LogisticsProblemMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	2	3								u			<B>Open:</B> Play during another player's Action Phase when the active player controls more than five Personalities. The active player chooses to either pay Gold equal to the number of his or her Personalities or shuffle all cards in one of his or her units into their owner's decks.
AOF105	Sleepless Nights	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SleeplessNightsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SleeplessNightsMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	6	1								c			<B>Reaction:</B> Play at the beginning of a Straighten Phase to prevent a target Personality from straightening this Phase. Straighten the Personality at the end of the turn.
AOF081	The Jaws of Victory	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheJawsOfVictoryMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-TheJawsOfVictoryMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	2								c			<B>Limited:</B> Declare an additional attack against another player's non-Gold producing Holding. Treat the Holding as a non-adjacent Province with a base Strength equal to its Gold cost. If the Holding is a Fortification, consider it attached. Cards may not move between or attach to Provinces during this attack.
AOF111	Vengeance	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-VengeanceMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-VengeanceMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	3								u			<B>Reaction:</B> Play after a Personality from your Faction is destroyed while defending one of your Provinces. During your next Dynasty Phase, waive the Honor Requirements of Personalities from your Faction.
Diamond488	Slaughter the Scout	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SlaughterTheScoutMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-SlaughterTheScoutMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold diamond	0	2								c			<B>Reaction:</B> After a target unit moves into a Province opposing one of your target Personalities, bow your Personality to destroy that unit.
AOF112	Vordu's Discovery	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-VordusDiscoveryMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-VordusDiscoveryMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	2*	2								c			Costs 2 less gold for Unicorn Clan players. <BR><B>Limited:</B> Until the beginning of your next turn, reduce the Gold cost of all Items in the game by 5, to a minimum of 1.
AOF087	Frontal Assault	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-FrontalAssaultMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-FrontalAssaultMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	2								c			<B>Reaction:</B> Play this card as the Attacker before the start of the Battle Actions Segment. All Personalities and Followers in your army gain +1F. You and your allies may not take actions <I>(including Reactions)</I> until after the battle ends.
AOF088	Hasty Exploitation	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-HastyExploitationMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-HastyExploitationMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	1								c			<B>Reaction:</B> Reduce the cost of a Gold-producing Holding you are paying for by 2, to a minimum of 1. The Holding permanently produces 1 less Gold and 1 less Honor, to minimums of 0.
AOF099	Rewards of Rank	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-RewardsOfRankMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-RewardsOfRankMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	0	3								c			<B>Limited:</B> Move any number of your Items, Spells, and Followers from their current Personalities to any of your other Personalities with higher printed Gold costs.
AOF100	Rumors	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-RumorsMaster.jpg	legend-of-the-five-rings/aof/LegendOfTheFiveRings-AOF-RumorsMaster.jpg	fate	Strategy	AOF	AOF	playerNFate		open gold	2*	4								u			Costs 1 less Gold for Crane Clan players. Costs 2 less Gold for Scorpion Clan players. <BR><B>Political Reaction:</B> Play after a Personality is turned face-up in a Province, and there is already one or more of that Personality card in play, to either reduce the Personality's Personal Honor to 0 or raise the Personality's Gold cost by 3 (your choice).
