databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	subtype	rarity
Base_A_Taste_of_Armageddon_Discovery	A Taste of Armageddon [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ATasteOfArmageddonD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		R
Base_Arena_Discovery	Arena [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ArenaD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		U
Base_Balance_of_Terror_Discovery	Balance of Terror [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-BalanceOfTerrorD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_Charlie_X_Discovery	Charlie X [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CharlieXD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_Court-Martial_Discovery	Court-Martial [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CourtMartialD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		R
Base_Dagger_of_the_Mind_Discovery	Dagger of the Mind [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-DaggerOfTheMindD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		U
Base_Errand_of_Mercy_Discovery	Errand of Mercy [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ErrandOfMercyD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		U
Base_Miri_Discovery	Miri [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MiriD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		U
Base_Mudds_Women_Discovery	Mudd's Women [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MuddsWomenD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_Operation-_Annihilate_Discovery	Operation: Annihilate! [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-OperationAnnihilateD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_Return_of_the_Archons_Discovery	Return of the Archons [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ReturnOfTheArchonsD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		U
Base_Shore_Leave_Discovery	Shore Leave [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ShoreLeaveD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_Space_Seed_Discovery	Space Seed [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-SpaceSeedD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_The_Alternative_Factor_Discovery	The Alternative Factor [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheAlternativeFactorD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_The_Cage_Discovery	The Cage [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheCageD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_The_City_on_the_Edge_of_Forever_Discovery	The City on the Edge of Forever [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheCityOnTheEdgeOfForeverD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_The_Conscience_of_the_King_Discovery	The Conscience of the King [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheConscienceOfTheKingD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		R
Base_The_Corbomite_Maneuver_Discovery	The Corbomite Maneuver [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheCorbomiteManeuverD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_The_Devil_in_the_Dark_Discovery	The Devil in the Dark [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheDevilInTheDarkD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_The_Enemy_Within_Discovery	The Enemy Within [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheEnemyWithinD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		U
Base_The_GALILEO_Seven_Discovery	The GALILEO Seven [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheGALILEOSevenD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_The_Man_Trap_Discovery	The Man Trap [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheManTrapD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_The_Menagerie_Discovery	The Menagerie [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheMenagerieD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_The_Naked_Time_Discovery	The Naked Time [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheNakedTimeD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		R
Base_The_Squire_of_Gothos_Discovery	The Squire of Gothos [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheSquireOfGothosD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_This_Side_of_Paradise_Discovery	This Side of Paradise [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ThisSideOfParadiseD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_Tomorrow_is_Yesterday_Discovery	Tomorrow is Yesterday [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TomorrowIsYesterdayD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		C
Base_What_Are_Little_Girls_Made_Of_Discovery	What Are Little Girls Made Of? [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-WhatAreLittleGirlsMadeOfD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		U
Base_Where_No_Man_Has_Gone_Before_Discovery	Where No Man Has Gone Before [D]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-WhereNoManHasGoneBeforeD.jpg	default	Episode Discovery	Base Set	Base	playerNEpisode		U
Base_Disruptor_Blast_Effect	Disruptor Blast	star-trek-tcg/base-set/StarTrekTcg-BaseSet-DisruptorBlast.jpg	default	Effect	Base Set	Base	playerNDeck		U
Base_Dose_of_the_Venus_Drug_Effect	Dose of the Venus Drug	star-trek-tcg/base-set/StarTrekTcg-BaseSet-DoseOfTheVenusDrug.jpg	default	Effect	Base Set	Base	playerNDeck		R
Base_Have_Some_Tranya_Effect	Have Some Tranya	star-trek-tcg/base-set/StarTrekTcg-BaseSet-HaveSomeTranya.jpg	default	Effect	Base Set	Base	playerNDeck		U
Base_IDIC_Effect	IDIC	star-trek-tcg/base-set/StarTrekTcg-BaseSet-IDIC.jpg	default	Effect	Base Set	Base	playerNDeck		R
Base_Makeshift_Weapons_Effect	Makeshift Weapons	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MakeshiftWeapons.jpg	default	Effect	Base Set	Base	playerNDeck		U
Base_Medical_Readout_Effect	Medical Readout	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MedicalReadout.jpg	default	Effect	Base Set	Base	playerNDeck		R
Base_Medikit_(Blue_Icon)_Effect	Medikit [L]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MedikitL.jpg	default	Effect	Base Set	Base	playerNDeck	Logic	C
Base_Medikit_(Red_Icon)_Effect	Medikit [C]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MedikitC.jpg	default	Effect	Base Set	Base	playerNDeck	Combat	C
Base_Mind-Sifter_Effect	Mind-Sifter	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MindSifter.jpg	default	Effect	Base Set	Base	playerNDeck		R
Base_Phaser_Blast_(Blue_Icon)_Effect	Phaser Blast [L]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-PhaserBlastL.jpg	default	Effect	Base Set	Base	playerNDeck	Logic	C
Base_Phaser_Blast_(Yellow_Icon)_Effect	Phaser Blast [H]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-PhaserBlastH.jpg	default	Effect	Base Set	Base	playerNDeck	Humanity	C
Base_Phaser_on_Overload_Effect	Phaser on Overload	star-trek-tcg/base-set/StarTrekTcg-BaseSet-PhaserOnOverload.jpg	default	Effect	Base Set	Base	playerNDeck		R
Base_Phaser_Rifle_Fire_Effect	Phaser Rifle Fire	star-trek-tcg/base-set/StarTrekTcg-BaseSet-PhaserRifleFire.jpg	default	Effect	Base Set	Base	playerNDeck		R
Base_Slug_of_Saurian_Brandy_Effect	Slug of Saurian Brandy	star-trek-tcg/base-set/StarTrekTcg-BaseSet-SlugOfSaurianBrandy.jpg	default	Effect	Base Set	Base	playerNDeck		C
Base_Song_of_a_Vulcan_Harp_Effect	Song of a Vulcan Harp	star-trek-tcg/base-set/StarTrekTcg-BaseSet-SongOfAVulcanHarp.jpg	default	Effect	Base Set	Base	playerNDeck		R
Base_Tricorder_Reading_(Red_Icon)_Effect	Tricorder Reading [C]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TricorderReadingC.jpg	default	Effect	Base Set	Base	playerNDeck	Combat	C
Base_Tricorder_Reading_(Yellow_Icon)_Effect	Tricorder Reading [H]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TricorderReadingH.jpg	default	Effect	Base Set	Base	playerNDeck	Humanity	C
Base_Info_Card_Info_Card	Info Card 1	star-trek-tcg/base-set/StarTrekTcg-BaseSet-InfoCard1.jpg	silverback	Core Info Card	Base Set	Base	playerNStarting		S
Base_Info_Card_Info_Card2	Info Card 2	star-trek-tcg/base-set/StarTrekTcg-BaseSet-InfoCard2.jpg	silverback	Core Info Card	Base Set	Base	playerNStarting		S
Base_A_Taste_of_Armageddon_Mission	A Taste of Armageddon [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ATasteOfArmageddonM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		U
Base_Arena_Mission	Arena [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ArenaM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_Balance_of_Terror_Mission	Balance of Terror [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-BalanceOfTerrorM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_Charlie_X_Mission	Charlie X [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CharlieXM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		U
Base_Court-Martial_Mission	Court-Martial [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CourtMartialM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		U
Base_Dagger_of_the_Mind_Mission	Dagger of the Mind [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-DaggerOfTheMindM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		R
Base_Errand_of_Mercy_Mission	Errand of Mercy [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ErrandOfMercyM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_Miri_Mission	Miri [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MiriM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_Mudds_Women_Mission	Mudd's Women [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MuddsWomenM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_Operation-_Annihilate_Mission	Operation: Annihilate! [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-OperationAnnihilateM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_Return_of_the_Archons_Mission	Return of the Archons [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ReturnOfTheArchonsM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		U
Base_Shore_Leave_Mission	Shore Leave [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ShoreLeaveM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_Space_Seed_Mission	Space Seed [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-SpaceSeedM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_The_Alternative_Factor_Mission	The Alternative Factor [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheAlternativeFactorM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_The_Cage_Mission	The Cage [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheCageM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_The_City_on_the_Edge_of_Forever_Mission	The City on the Edge of Forever [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheCityOnTheEdgeOfForeverM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		U
Base_The_Conscience_of_the_King_Mission	The Conscience of the King [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheConscienceOfTheKingM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		U
Base_The_Corbomite_Maneuver_Mission	The Corbomite Maneuver [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheCorbomiteManeuverM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_The_Devil_in_the_Dark_Mission	The Devil in the Dark [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheDevilInTheDarkM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_The_Enemy_Within_Mission	The Enemy Within [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheEnemyWithinM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		R
Base_The_GALILEO_Seven_Mission	The GALILEO Seven [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheGALILEOSevenM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		U
Base_The_Man_Trap_Mission	The Man Trap [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheManTrapM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_The_Menagerie_Mission	The Menagerie [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheMenagerieM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_The_Naked_Time_Mission	The Naked Time [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheNakedTimeM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		U
Base_The_Squire_of_Gothos_Mission	The Squire of Gothos [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheSquireOfGothosM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_This_Side_of_Paradise_Mission	This Side of Paradise [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ThisSideOfParadiseM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		U
Base_Tomorrow_is_Yesterday_Mission	Tomorrow is Yesterday [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TomorrowIsYesterdayM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_What_Are_Little_Girls_Made_Of_Mission	What Are Little Girls Made Of? [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-WhatAreLittleGirlsMadeOfM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_Where_No_Man_Has_Gone_Before_Mission	Where No Man Has Gone Before [M]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-WhereNoManHasGoneBeforeM.jpg	default	Episode Mission	Base Set	Base	playerNEpisode		C
Base_Ion_Storm_Permanent_Wild	Ion Storm	star-trek-tcg/base-set/StarTrekTcg-BaseSet-IonStorm.jpg	default	Permanent Wild	Base Set	Base	playerNDeck		U
Base_New_Life_and_New_Civilizations_Permanent_Wild	New Life and New Civilizations	star-trek-tcg/base-set/StarTrekTcg-BaseSet-NewLifeAndNewCivilizations.jpg	default	Permanent Wild	Base Set	Base	playerNDeck		C
Base_Romulan_Bird-of-Prey_Permanent_Wild	Romulan Bird-of-Prey	star-trek-tcg/base-set/StarTrekTcg-BaseSet-RomulanBirdOfPrey.jpg	default	Permanent Wild	Base Set	Base	playerNDeck		U
Base_SS_FESARIUS_Permanent_Wild	S.S. FESARIUS	star-trek-tcg/base-set/StarTrekTcg-BaseSet-SSFESARIUS.jpg	default	Permanent Wild	Base Set	Base	playerNDeck		V
Base_SHUTTLECRAFT_GALILEO_Permanent_Wild	SHUTTLECRAFT GALILEO	star-trek-tcg/base-set/StarTrekTcg-BaseSet-SHUTTLECRAFTGALILEO.jpg	default	Permanent Wild	Base Set	Base	playerNDeck		C
Base_Starbase_11_Permanent_Wild	Starbase 11	star-trek-tcg/base-set/StarTrekTcg-BaseSet-Starbase11.jpg	default	Permanent Wild	Base Set	Base	playerNDeck		R
Base_Talos_IV_Permanent_Wild	Talos IV	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TalosIV.jpg	default	Permanent Wild	Base Set	Base	playerNDeck		V
Base_A_Taste_of_Armageddon_Plot	A Taste of Armageddon [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ATasteOfArmageddonP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_Arena_Plot	Arena [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ArenaP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_Balance_of_Terror_Plot	Balance of Terror [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-BalanceOfTerrorP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_Charlie_X_Plot	Charlie X [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CharlieXP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_Court-Martial_Plot	Court-Martial [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CourtMartialP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_Dagger_of_the_Mind_Plot	Dagger of the Mind [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-DaggerOfTheMindP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_Errand_of_Mercy_Plot	Errand of Mercy [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ErrandOfMercyP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_Miri_Plot	Miri [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MiriP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_Mudds_Women_Plot	Mudd's Women [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MuddsWomenP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_Operation-_Annihilate_Plot	Operation: Annihilate! [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-OperationAnnihilateP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_Return_of_the_Archons_Plot	Return of the Archons [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ReturnOfTheArchonsP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		R
Base_Shore_Leave_Plot	Shore Leave [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ShoreLeaveP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_Space_Seed_Plot	Space Seed [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-SpaceSeedP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_The_Alternative_Factor_Plot	The Alternative Factor [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheAlternativeFactorP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_The_Cage_Plot	The Cage [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheCageP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_The_City_on_the_Edge_of_Forever_Plot	The City on the Edge of Forever [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheCityOnTheEdgeOfForeverP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_The_Conscience_of_the_King_Plot	The Conscience of the King [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheConscienceOfTheKingP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_The_Corbomite_Maneuver_Plot	The Corbomite Maneuver [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheCorbomiteManeuverP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_The_Devil_in_the_Dark_Plot	The Devil in the Dark [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheDevilInTheDarkP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_The_Enemy_Within_Plot	The Enemy Within [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheEnemyWithinP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_The_GALILEO_Seven_Plot	The GALILEO Seven [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheGALILEOSevenP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_The_Man_Trap_Plot	The Man Trap [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheManTrapP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_The_Menagerie_Plot	The Menagerie [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheMenagerieP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_The_Naked_Time_Plot	The Naked Time [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheNakedTimeP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_The_Squire_of_Gothos_Plot	The Squire of Gothos [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TheSquireOfGothosP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_This_Side_of_Paradise_Plot	This Side of Paradise [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ThisSideOfParadiseP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_Tomorrow_is_Yesterday_Plot	Tomorrow is Yesterday [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-TomorrowIsYesterdayP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		U
Base_What_Are_Little_Girls_Made_Of_Plot	What Are Little Girls Made Of? [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-WhatAreLittleGirlsMadeOfP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_Where_No_Man_Has_Gone_Before_Plot	Where No Man Has Gone Before [P]	star-trek-tcg/base-set/StarTrekTcg-BaseSet-WhereNoManHasGoneBeforeP.jpg	default	Episode Plot	Base Set	Base	playerNEpisode		C
Base_Ambassador_Robert_Fox_Wild	Ambassador Robert Fox	star-trek-tcg/base-set/StarTrekTcg-BaseSet-AmbassadorRobertFox.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_Are_You_of_the_Body_Wild	Are You of the Body?	star-trek-tcg/base-set/StarTrekTcg-BaseSet-AreYouOfTheBody.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Beam_Me_Up_Scotty_Wild	Beam Me Up, Scotty!	star-trek-tcg/base-set/StarTrekTcg-BaseSet-BeamMeUpScotty.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Boot_Scene_Wild	Boot Scene	star-trek-tcg/base-set/StarTrekTcg-BaseSet-BootScene.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Captain_John_Christopher_Wild	Captain John Christopher	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CaptainJohnChristopher.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Caretaker_Wild	Caretaker	star-trek-tcg/base-set/StarTrekTcg-BaseSet-Caretaker.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Communicators_Jammed_Wild	Communicators Jammed!	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CommunicatorsJammed.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Corbomite_Maneuver_Wild	Corbomite Maneuver	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CorbomiteManeuver.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Court-Martial_Wild	Court-Martial	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CourtMartial.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Cultural_Envoy_Wild	Cultural Envoy	star-trek-tcg/base-set/StarTrekTcg-BaseSet-CulturalEnvoy.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_Decisive_Action_Wild	Decisive Action	star-trek-tcg/base-set/StarTrekTcg-BaseSet-DecisiveAction.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Deflector_Shields_at_Maximum_Wild	Deflector Shields at Maximum!	star-trek-tcg/base-set/StarTrekTcg-BaseSet-DeflectorShieldsAtMaximum.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Direct_Hit_Wild	Direct Hit!	star-trek-tcg/base-set/StarTrekTcg-BaseSet-DirectHit.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Distraction_Wild	Distraction	star-trek-tcg/base-set/StarTrekTcg-BaseSet-Distraction.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Edge_of_the_Galaxy_Wild	Edge of the Galaxy	star-trek-tcg/base-set/StarTrekTcg-BaseSet-EdgeOfTheGalaxy.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_Edith_Keeler_20th_Century_Reformer_Wild	Edith Keeler, 20th Century Reformer	star-trek-tcg/base-set/StarTrekTcg-BaseSet-EdithKeeler20thCenturyReformer.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_Great_Bird_of_the_Galaxy_Wild	Great Bird of the Galaxy	star-trek-tcg/base-set/StarTrekTcg-BaseSet-GreatBirdOfTheGalaxy.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Guardian_of_Forever_Wild	Guardian of Forever	star-trek-tcg/base-set/StarTrekTcg-BaseSet-GuardianOfForever.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Heroic_Sacrifice_Wild	Heroic Sacrifice	star-trek-tcg/base-set/StarTrekTcg-BaseSet-HeroicSacrifice.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_HypoSpray_Wild	HypoSpray	star-trek-tcg/base-set/StarTrekTcg-BaseSet-HypoSpray.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Im_a_Doctor_Not_a_Wild	I'm a Doctor, Not a . . .	star-trek-tcg/base-set/StarTrekTcg-BaseSet-ImADoctorNotA.jpg	default	Wild	Base Set	Base	playerNDeck		V
Base_Jim_-_This_mans_a_Klingon_Wild	Jim - This man's a Klingon!	star-trek-tcg/base-set/StarTrekTcg-BaseSet-JimThisMansAKlingon.jpg	default	Wild	Base Set	Base	playerNDeck		U
Base_Klingon_Arms_Suppliers_Wild	Klingon Arms Suppliers	star-trek-tcg/base-set/StarTrekTcg-BaseSet-KlingonArmsSuppliers.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Lay_in_New_Course_Wild	Lay in New Course	star-trek-tcg/base-set/StarTrekTcg-BaseSet-LayInNewCourse.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Logical_Argument_Wild	Logical Argument	star-trek-tcg/base-set/StarTrekTcg-BaseSet-LogicalArgument.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Long-Winded_Speech_Wild	Long-Winded Speech	star-trek-tcg/base-set/StarTrekTcg-BaseSet-LongWindedSpeech.jpg	default	Wild	Base Set	Base	playerNDeck		C
Base_Miraculous_Recovery_Wild	Miraculous Recovery	star-trek-tcg/base-set/StarTrekTcg-BaseSet-MiraculousRecovery.jpg	default	Wild	Base Set	Base	playerNDeck		R
Base_Oddly_Familiar_Culture_Wild	Oddly Familiar Culture	star-trek-tcg/base-set/StarTrekTcg-BaseSet-OddlyFamiliarCulture.jpg	default	Wild	Base Set	Base	playerNDeck		R
