databaseId	name	imageUrl	cardBack	type	set	legal	rarity	keywords	alignment	affiliation	cost	asset	attack	armor	structure	speed	mass	armament	text	loadGroupId
pTheSpeedDemon_LU_U.jpg	The Speed Demon	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-TheSpeedDemon.jpg	default	Command	btt2-exp-Luthien	3	Uncommon	Pilot	Generic		0+1L+3T								Mech/Vehicle/Aerofighter Pilot: +1 initiative. Unit piloted by The Speed Demon may attack and block as if one speed faster. If Unit piloted by The Speed Demon is Fast, it cannot be blocked except by Units guarding the target. When damaged, Unit piloted by The Speed Demon does not roll for scrapping.	playerNStockpile
pTheSurvivor_HU_U.jpg	The Survivor	battletech-tactics-2/btt2-exp-huntress/BattletechTactics2-Btt2ExpHuntress-TheSurvivor.jpg	default	Command	btt2-exp-Huntress	3	Uncommon	Pilot	Clan	Smoke Jaguar	1+2T		+1						Pilot: +2 attack, +1 initiative. If The Survivor is in your Scrapheap, you may scrap a card from your Stockpile to put The Survivor on top of your Stockpile.	playerNStockpile
pTheTactician_CW_U.jpg	The Tactician	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-TheTactician.jpg	default	Command	btt2-exp-Civil-War	3	Uncommon	Pilot	Inner Sphere	Davion	1+2T		+1						Pilot: +1 attack, +2 initiative. Mech piloted by The Tactician gets an additional +X attack where X is the number of Mission cards played by you this mission.	playerNStockpile
pTheVeteran_CW_U.jpg	The Veteran	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-TheVeteran.jpg	default	Command	btt2-exp-Civil-War	3	Uncommon	Pilot	Inner Sphere	Inner Sphere	0+3T		+1						Mech/Vehicle/AeroFighter Pilot. When damaged, Unit piloted by The Veteran does not roll for scrapping. When you activate The Veteran, put a +1 attack/+1 initiative counter on it for each construction counter above its cost. The Veteran may not have more than 2 such counters on it.	playerNStockpile
pTheVisionary_BU_U.jpg	The Visionary	battletech-tactics-2/btt2-exp-bulldog/BattletechTactics2-Btt2ExpBulldog-TheVisionary.jpg	default	Command	btt2-exp-Bulldog	3	Uncommon	Pilot	Clan	Nova Cat	0+2T		+1						Pilot: +1 attack, +1 initiative. Look at the top 2 cards of your opponent�s Stockpile. Use this ability only during a mission.	playerNStockpile
pTheYoungGun_CW_U.jpg	The Young Gun	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-TheYoungGun.jpg	default	Command	btt2-exp-Civil-War	3	Uncommon	Pilot	Universal	Inner Sphere Hell's Horses	1		+1						Vehicle Pilot: +1 attack, +1 initiative. Vehicle piloted by The Young Gun may attack or block as if one speed faster. If Vehicle piloted by The Young Gun is Fast, it cannot be blocked except by Units guarding the target. If Vehicle piloted by The Young Gun is scrapped, roll a die: 1-2: no effect. 3-6: put The Young Gun in your hand.	playerNStockpile
pTheZealot_SC_U.jpg	The Zealot	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-TheZealot.jpg	default	Command	btt2-exp-Schism	3	Uncommon	Pilot	Inner Sphere	Comstar Word of Blake	0+2T		+1						Pilot: +1 attack, +1 initiative. For every friendly Unit scrapped in a battle where The Zealot is engaged, put a +1 attack counter on The Zealot at the end of that mission.	playerNStockpile
cramThunderLRMDepot_BU_U.jpg	Thunder LRM Depot	battletech-tactics-2/btt2-exp-bulldog/BattletechTactics2-Btt2ExpBulldog-ThunderLRMDepot.jpg	default	Command	btt2-exp-Bulldog	3	Uncommon	Resource - Ammunition	Generic		2+3M		1	1	3				{T}: {R}. {T}: Choose a Unit you control with Missile that has not been chosen by an Ammunition card ability this turn. Until the beginning of your next turn, each Unit receiving damage from a missile fired by this Unit does not untap during its controller�s next Untap phase. Use this ability only during your Deploy phase. You may deploy this card revealed to gain an additional deployment.	playerNStockpile
eTimbiquiDark_SC_R.jpg	Timbiqui Dark	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-TimbiquiDark.jpg	default	Command	btt2-exp-Schism	3	Rare	Enhancement	Generic		0		+X						Play Timbiqui Dark only on a piloted Mech. Scrap Timbiqui Dark if Mech is unpiloted. This Mech gets +X attack, where X is the number of construction counters above the cost of this card (max of 5 counters). This Mech may not use Jump, and attacks or blocks as if one speed slower. If Slow, this Mech may only block when guarding.	playerNStockpile
cTradeRouteControl_XS_C.jpg	Trade Route Control	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-TradeRouteControl.jpg	default	Command	btt2-exp-Xin-Sheng	3	Common		Generic		1			2	3				Activating Trade Route Control requires an additional construction counter for each activated copy of this card you control. {T}: Choose a card under construction. For each activated copy of Trade Route Control you control (including this one) add one construction counter to the chosen card.	playerNStockpile
crTrainingField_SC_C.jpg	Training Field	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-TrainingField.jpg	default	Command	btt2-exp-Schism	3	Common	Resource	Generic		1	M,T		3	3				{T}: {R}. Munitions (Your missile die rolls do 3 damage on a roll of 3). Tactics (Your base initiative is 1)	playerNStockpile
ukTriaschKeshik_JI_R.jpg	Triasch Keshik	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-TriaschKeshik.jpg	default	Command	btt2-exp-Jihad	3	Rare	Unique	Clan	Steel Viper	1+1P		2	4	3				{R},{R}: Put a Triasch Keshik Pilot counter on a Mech you control with no Pilot or Pilot counter. Use this ability only during your Deploy phase. Mechs with any Pilot counters from this card gain: �You may not assign a Pilot to this Mech�, and�For each 1 damage dealt by this Mech to a Unit later this battle, you may roll a die: 1-2: Prevent that damage. 3-5: No effect. 6: Scrap the Unit receiving that damage.�	playerNStockpile
csTurkeyShoot_LU_U.jpg	Turkey Shoot	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-TurkeyShoot.jpg	default	Command	btt2-exp-Luthien	3	Uncommon		Generic		1+2T								Scrap when revealed. Activate only during your Missions phase, but not during a mission. Choose any number of untapped AeroFighters you control, and an equal or lesser number of opposing non-AeroFighter Units. Tap these Units and engage them in battle. Treat this battle as if it occurred during a mission, but Mission cards may not be played.	playerNStockpile
ukTurkinaKeshik_HU_R.jpg	Turkina Keshik	battletech-tactics-2/btt2-exp-huntress/BattletechTactics2-Btt2ExpHuntress-TurkinaKeshik.jpg	default	Command	btt2-exp-Huntress	3	Rare	Unique	Clan	Jade Falcon	1+1P		2	4	3				{R},{R}: Put a Turkina Keshik Pilot counter on a Mech you control with no Pilot or Pilot counter. Use this ability only during your Deploy phase. Mechs with any Pilot counters from this card gain: �You may not assign a Pilot to this Mech�, and +2 attack during a battle.	playerNStockpile
uacTyraMiraborgMA_SC_R.jpg	Tyra Miraborg Memorial Academy	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-TyraMiraborgMemorialAcademy.jpg	default	Command	btt2-exp-Schism	3	Rare	Unique	Inner Sphere	Rasalhague	1+1P		1	3	3				{T}: Put a Tyra Miraborg Pilot counter on a Mech you control with no Unique Pilot or Pilot counter. Use this ability only during your Deploy phase. Mechs with any Pilot counters from this card gain: �You may not assign a Unique Pilot to this Mech�, �Repair 1 damage during your R/R phase�, and are Rasalhague affiliated.	playerNStockpile
uclTyraMiraborgsLegacy_SC_R.jpg	Tyra Miraborg's Legacy	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-TyraMiraborgsLegacy.jpg	default	Command	btt2-exp-Schism	3	Rare	Unique - Legacy	Inner Sphere	Rasalhague	1+2P								If you control no other Rasalhague cards in play, scrap this card; otherwise, it cannot be scrapped from play. {T}: Tap a Unit you control to deplete an opposing Unit. Use this ability only during your Missions phase, but not during a mission.	playerNStockpile
uclUlricKerenskysLegacy_SC_R.jpg	Ulric Kerensky's Legacy	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-UlricKerenskysLegacy.jpg	default	Command	btt2-exp-Schism	3	Rare	Unique - Legacy	Clan	Wolf Wolf-in-Exile	4+3P								If you control no other Wolf-in-Exile or Wolf cards in play, scrap this card; otherwise, it cannot be scrapped from play. {T}: Untap up to two of your engaged Units. Use this ability only at the end of a battle.	playerNStockpile
csUnexpectedAmmo_HU_C.jpg	Unexpected Ammunition	battletech-tactics-2/btt2-exp-huntress/BattletechTactics2-Btt2ExpHuntress-UnexpectedAmmunition.jpg	default	Command	btt2-exp-Huntress	3	Common		Generic		2+3M								Scrap when revealed. Activate only at the end of your Missions phase. Reload all your depleted Units. Draw a card.	playerNStockpile
crVehicleQuartermaster_LU_U.jpg	Vehicle Quartermaster	battletech-tactics-2/btt2-exp-luthien/BattletechTactics2-Btt2ExpLuthien-VehicleQuartermaster.jpg	default	Command	btt2-exp-Luthien	3	Uncommon	Resource	Generic		0+2L		2	3	3				{T}: Remove X supply counters from this card to put X construction counters on a revealed Vehicle in your Construction region. {T}: Put 4 supply counters on this card.	playerNStockpile
pVeteranSergeant_NA_U.jpg	Veteran Sergeant	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-VeteranSergeant.jpg	default	Command	btt2-exp-Battle-of-New-Avalon	3	Uncommon	Pilot	Inner Sphere	Inner Sphere	1+1T		+1	+1					Pilot: +1 attack, +1 initiative, +1 armor. Choose an engaged Mech other than that piloted by Veteran Sergeant. That Mech gains +1 attack and +1 armor. Use this ability only during a mission.	playerNStockpile
ucsVisionsoftheNovaCat_SC_R.jpg	Visions Of The Nova Cat	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-VisionsOfTheNovaCat.jpg	default	Command	btt2-exp-Schism	3	Rare	Unique	Clan	Nova Cat	1								Remove from game when revealed. You may not activate this card if you have an Alliance in play. Draw a card and gain an additional deployment this turn. Your opponent must show you their hand. You may choose and scrap two cards from it.	playerNStockpile
eVoidSignatureSystem_NA_R.jpg	Void Signature System	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-VoidSignatureSystem.jpg	default	Command	btt2-exp-Battle-of-New-Avalon	3	Rare	Enhancement	Inner Sphere	Word of Blake	2+3A+3T								Play Void Signature System only on a Mech. That Mech gains ECM, and loses BAP, Stealth, C3, and C3i. The Mech gains: Mimetic (-1 attack: +1 armor. Use this ability any number of times during a mission, but you may not reduce the Unit's attack below 0). You may deploy Void Signature System revealed to gain an additional deployment.	playerNStockpile
sWatchAgent_NA_U.jpg	Watch Agent	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-WatchAgent.jpg	default	Command	btt2-exp-Battle-of-New-Avalon	3	Uncommon	Subterfuge	Clan	Diamond Shark Wolf Wolf-in-Exile	0+2P			3	2				{T}: Look at the top card of any Stockpile. You may restock it if you wish. Use this ability at any time. Untap this card during every player�s Untap phase. Gain an additional deployment when you activate Watch Agent.	playerNStockpile
cdWayoftheSword_CW_R.jpg	Way of the Sword	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-WayOfTheSword.jpg	default	Command	btt2-exp-Civil-War	3	Rare	Doctrine	Inner Sphere	Kurita Word of Blake	2+3T								Activating this card returns any other Doctrine cards you control to your hand. If you control no Mechs, scrap this card, otherwise it cannot be scrapped from play. All your Mechs gain Hand-to-Hand 1 (+1 attack usable against Units of the same speed or slower)	playerNStockpile
upWayneWaco_SW_R.jpg	Wayne Waco	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-WayneWaco.jpg	default	Command	btt2-exp-Succession-Wars	4	Rare	Pilot - Unique - Mercenary	Inner Sphere	Inner Sphere	1+1P+2T		+1						Pilot: +1 attack, +1 initiative. When Wayne Waco is scrapped, he may immediately deal an additional 3 damage to an engaged Unit, then put Wayne Waco on top of your Stockpile. Wayne Waco may not be included in a Wolf�s Dragoons affiliated deck. Commander, Waco's Rangers	playerNStockpile
sWeakSpot_NA_C.jpg	Weak Spot	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-WeakSpot.jpg	default	Command	btt2-exp-Battle-of-New-Avalon	3	Common	Subterfuge	Generic		2+2P+2T		2	2	2				{T}: Deal 2 structure damage to any Mech or Vehicle. If it is a Vehicle, it must make a scrapping roll. Use this ability only during the Missions phase, but not during a mission.	playerNStockpile
csWellBargainedandDone_XS_U.jpg	Well Bargained... And Done!	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-WellBargainedAndDone.jpg	default	Command	btt2-exp-Xin-Sheng	3	Uncommon		Clan	Diamond Shark	0								Scrap when revealed. Gain an additional deployment when you activate this card. You may draw two cards, or take a card from your Scrapheap and put it in your hand. Each opponent may draw a card. You may draw an additional card for each opponent who draws a card.	playerNStockpile
ucsWillofLiao_XS_R.jpg	Will Of Liao	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-WillOfLiao.jpg	default	Command	btt2-exp-Xin-Sheng	3	Rare	Unique	Inner Sphere	Liao	1								Remove from game when revealed. You may not activate this card if you have an Alliance in play. Every time you activate a card this turn (including this card) you may draw a card or take the top card of your Scrapheap and put it in your hand. Gain an additional deployment this turn.	playerNStockpile
uWolf-in-ExileHC_SC_R.jpg	Wolf-in-Exile High Command	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-WolfInExileHighCommand.jpg	default	Command	btt2-exp-Schism	3	Rare	Unique	Clan	Wolf-in-Exile	2+2T			4	2				{T}: Choose any Wolf-in-Exile affiliated Unit you control and tap it if it is not already tapped, it joins the battle. Remove a Unit you control from the battle, and untap it. Use this ability only during a battle. Affiliations granted by Alliances do not count for this effect.	playerNStockpile
cWolfnetIntelReport_CW_U.jpg	Wolfnet Intel Report	battletech-tactics-2/btt2-exp-civil-war/BattletechTactics2-Btt2ExpCivilWar-WolfnetIntelReport.jpg	default	Command	btt2-exp-Civil-War	3	Uncommon		Inner Sphere	Wolf's Dragoons	1								When you activate Wolfnet Intel Report, put 3 Intel counters on it. If Wolfnet Intel Report has no Intel counters on it, scrap it; otherwise it cannot be scrapped from play. {T}: Remove an Intel counter. +1 initiative. You may choose to win or lose initiative. Use this ability only during a mission.	playerNStockpile
uWolfsDragoonsHC_SW_R.jpg	Wolf's Dragoons High Command	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-WolfsDragoonsHighCommand.jpg	default	Command	btt2-exp-Succession-Wars	4	Rare	Unique	Inner Sphere	Wolf's Dragoons	2+2L+2T			4	2				{T}: Choose any Wolf's Dragoons affiliated Unit in your hand and put it, activated, into your Patrol region. That Unit joins the battle. If that Unit is scrapped, remove it from the game; otherwise, restock it after the mission. Use this ability only during a battle. Affiliations granted by Alliances do not count for this effect.	playerNStockpile
ssWoBBlackmail_SC_R.jpg	Word Of Blake Blackmail	battletech-tactics-2/btt2-exp-schism/BattletechTactics2-Btt2ExpSchism-WordOfBlakeBlackmail.jpg	default	Command	btt2-exp-Schism	3	Rare	Subterfuge	Inner Sphere	Word of Blake	7+7P								Scrap when revealed. Choose any non-Unique, non-Terrain card opponent controls. If that opponent's deck is Clan aligned, restock it, otherwise gain control of it and tap it.	playerNStockpile
uWordofBlakeHC_JI_R.jpg	Word Of Blake High Command	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-WordOfBlakeHighCommand.jpg	default	Command	btt2-exp-Jihad	3	Rare	Unique	Inner Sphere	Word of Blake	1+1L+1P			4	2				{T}: Choose and restock a card from your hand. Your opponent must restock a random card from their hand. {T}: If you deployed a Unit revealed this turn, gain an additional deployment. Use these abilities only during your Deploy phase.	playerNStockpile
calWordofBlakeProtectorate_JI_R.jpg	Word of Blake Protectorate	battletech-tactics-2/btt2-exp-jihad/BattletechTactics2-Btt2ExpJihad-WordOfBlakeProtectorate.jpg	default	Command	btt2-exp-Jihad	3	Rare	Alliance	Inner Sphere	Word of Blake	0								A deck may contain only one Alliance card. Begin the game with this card activated. Alliances are not sites and cannot be scrapped. If Word of Blake Protectorate is in your deck, all your Marik cards gain the Word of Blake affiliation. Once each turn, your opponent may choose one of their engaged Units and give it +1 attack.	playerNStockpile
ucsWRATHOFTHEGHOSTBEAR_NA_R.jpg	Wrath Of The Ghost Bear	battletech-tactics-2/btt2-exp-battle-of-new-avalon/BattletechTactics2-Btt2ExpBattleOfNewAvalon-WrathOfTheGhostBear.jpg	default	Command	btt2-exp-Battle-of-New-Avalon	3	Rare	Unique	Clan	Ghost Bear	1								Remove from game when revealed. You may not activate this card if you have an Alliance in play. Make X choices from this list where X is the number of Units you control: - put a non-Unique Clan card from your Scrapheap into your hand. - gain an additional deployment.	playerNStockpile
calXinShengCommonality_XS_R.jpg	Xin Sheng Commonality	battletech-tactics-2/btt2-exp-xin-sheng/BattletechTactics2-Btt2ExpXinSheng-XinShengCommonality.jpg	default	Command	btt2-exp-Xin-Sheng	3	Rare	Alliance	Inner Sphere	Liao	0								A deck may contain only one Alliance card. Begin the game with this card activated. Alliances are not sites and cannot be scrapped. If Xin Sheng Commonality is in your deck, your non-Unique St. Ives affiliated cards gain the Liao affiliation. At the end of each turn during which you failed to block an attack on your Stockpile, scrap a card from it.	playerNStockpile
upYorinagaKurita_SW_R.jpg	Yorinaga Kurita	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-YorinagaKurita.jpg	default	Command	btt2-exp-Succession-Wars	4	Rare	Pilot - Unique	Inner Sphere	Kurita	3+3T								Pilot: +2 attack, +2 initiative. You may return Yorinaga to your hand to prevent all damage to Mech piloted by Yorinaga. Deplete that Mech at the end of the mission. Use this ability only during a battle. Tai-sa, Genyosha	playerNStockpile
etZeroedPosition_SW_U.jpg	Zeroed Position	battletech-tactics-2/btt2-exp-succession-wars/BattletechTactics2-Btt2ExpSuccessionWars-ZeroedPosition.jpg	default	Command	btt2-exp-Succession-Wars	4	Uncommon	Enhancement - Terrain	Generic		1+2L+2M								When you activate Zeroed Position, place it in an opponent�s region. Scrap all other Terrain cards in that region. When any of your Command cards deal damage to a site in this region, they deal an additional point of damage. During opponent�s R/R phase, they may scrap 4 cards from their Stockpile to scrap this card.	playerNStockpile
alPHX-LAMchase.jpg	Phoenix Hawk LAM (PHX-HK2) Chase	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-PhoenixHawkLAMPHXHK2Chase.jpg	default	Unit	btt2-lams	0	N/A	LAM - Restricted	Inner Sphere	Inner Sphere	2+2A+2P		*	*	*		50	LL, 2 ML, 2 MG	When activated, move this card immediately to the Patrol Region, and replace it with the matching MODE card. If the MODE card leaves play, replace it with this card. You may flip the MODE card during your Missions phase but not during a mission. You may not flip the MODE card if it has any counters or is tapped or depleted. MODE cards may not have Pilots or Enhancements. Restricted (a deck may only have one copy of this card)	playerNStockpile
alPHX-LAMMech.jpg	Phoenix Hawk LAM (PHX-HK2) Mech	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-PhoenixHawkLAMPHXHK2Mech.jpg	default	Unit	btt2-lams	0	N/A	LAM - Mech - Restricted	Inner Sphere	Inner Sphere	2+2A+2P		2	1	5	Moderate	50	LL, 2 ML, 2 MG	AP 1 (PHX-HK2 deals +1 damage to any target other than a Unit). Jump (-1 attack: +1 initiative). VTOL (Units with VTOL cannot be blocked by patrolling Units without VTOL). If PHX-HK2 takes structure damage during battle, roll a die: on a 5-6, scrap PHX-HK2. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alPHX-LAMAF.jpg	Phoenix Hawk LAM (PHX-HK2) AeroFighter	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-PhoenixHawkLAMPHXHK2AeroFighter.jpg	default	Unit	btt2-lams	0	N/A	LAM - AeroFighter - Restricted	Inner Sphere	Inner Sphere	2+2A+2P		2	1	5	Slow	50	LL, 2 ML, 2 MG	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Long-Range 1 (If PHX-HK2 is blocked, it may deal 1 of its damage to the target). AP 1 (PHX-HK2 deals +1 damage to any target other than a Unit). Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alS-PW-1Lchase.jpg	Pwwka LAM (S-PW-1L) Chase	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-PwwkaLAMSPW1LChase.jpg	default	Unit	btt2-lams	0	N/A	LAM - Restricted	Inner Sphere	Word of Blake	3+2A+2P		*	*	*		30	3 CERML	When activated, move this card immediately to the Patrol Region, and replace it with the matching MODE card. If the MODE card leaves play, replace it with this card. You may flip the MODE card during your Missions phase but not during a mission. You may not flip the MODE card if it has any counters or is tapped or depleted. MODE cards may not have Pilots or Enhancements. Restricted (a deck may only have one copy of this card)	playerNStockpile
alS-PW-1LMech.jpg	Pwwka LAM (S-PW-1L) Mech	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-PwwkaLAMSPW1LMech.jpg	default	Unit	btt2-lams	0	N/A	LAM - Mech - Restricted	Inner Sphere	Word of Blake	3+2A+2P		3	1	4	Moderate	30	3 CERML	Jump (-1 attack: +1 initiative). VTOL (Units with VTOL cannot be blocked by patrolling Units without VTOL). If S-PW-1L takes structure damage during battle, roll a die: on a 5-6, scrap S-PW-1L. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alS-PW-1LAF.jpg	Pwwka LAM (S-PW-1L) AeroFighter	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-PwwkaLAMSPW1LAeroFighter.jpg	default	Unit	btt2-lams	0	N/A	LAM - AeroFighter - Restricted	Inner Sphere	Word of Blake	3+2A+2P		3	1	4	Slow	30	3 CERML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Long-Range 1 (If S-PW-1L is blocked, it may deal 1 of its damage to the target). Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alSTG-A5chase.jpg	Stinger LAM (STG-A5) Chase	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-StingerLAMSTGA5Chase.jpg	default	Unit	btt2-lams	0	N/A	LAM - Restricted	Inner Sphere	Inner Sphere	1+2A+2P		*	*	*		30	3 ML	When activated, move this card immediately to the Patrol Region, and replace it with the matching MODE card. If the MODE card leaves play, replace it with this card. You may flip the MODE card during your Missions phase but not during a mission. You may not flip the MODE card if it has any counters or is tapped or depleted. MODE cards may not have Pilots or Enhancements. Restricted (a deck may only have one copy of this card)	playerNStockpile
alSTG-A5Mech.jpg	Stinger LAM (STG-A5) Mech	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-StingerLAMSTGA5Mech.jpg	default	Unit	btt2-lams	0	N/A	LAM - Mech - Restricted	Inner Sphere	Inner Sphere	1+2A+2P		2	0	4	Moderate	30	3 ML	Jump (-1 attack: +1 initiative). VTOL (Units with VTOL cannot be blocked by patrolling Units without VTOL). If STG-A5 takes structure damage during battle, roll a die: on a 5-6, scrap STG-A5. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alSTG-A5AF.jpg	Stinger LAM (STG-A5) AeroFighter	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-StingerLAMSTGA5AeroFighter.jpg	default	Unit	btt2-lams	0	N/A	LAM - AeroFighter - Restricted	Inner Sphere	Inner Sphere	1+2A+2P		2	0	4	Slow	30	3 ML	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Long-Range 1 (If STG-A5 is blocked, it may deal 1 of its damage to the target). Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alS-WN-1Lchase.jpg	Waneta LAM (S-WN-1L) Chase	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-WanetaLAMSWN1LChase.jpg	default	Unit	btt2-lams	0	N/A	LAM - Restricted	Inner Sphere	Word of Blake	4+2A+2M+2P		*	*	*		55	CERLL, CERSL, CLRM30	When activated, move this card immediately to the Patrol Region, and replace it with the matching MODE card. If the MODE card leaves play, replace it with this card. You may flip the MODE card during your Missions phase but not during a mission. You may not flip the MODE card if it has any counters or is tapped or depleted. MODE cards may not have Pilots or Enhancements. Restricted (a deck may only have one copy of this card)	playerNStockpile
alS-WN-1LMech.jpg	Waneta LAM (S-WN-1L) Mech	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-WanetaLAMSWN1LMech.jpg	default	Unit	btt2-lams	0	N/A	LAM - Mech - Restricted	Inner Sphere	Word of Blake	4+2A+2M+2P		2	0	4	Moderate	55	CERLL, CERSL, CLRM30	Missile 2. Overheat 1: +1 attack. Long-Range 1 (If S-WN-1L is blocked, it may deal 1 of its damage to the target). Jump (-1 attack: +1 initiative). VTOL (Units with VTOL cannot be blocked by patrolling Units without VTOL). If S-WN-1L takes structure damage during battle, roll a die: on a 5-6, scrap S-WN-1L. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alS-WN-1LAF.jpg	Waneta LAM (S-WN-1L) AeroFighter	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-WanetaLAMSWN1LAeroFighter.jpg	default	Unit	btt2-lams	0	N/A	LAM - AeroFighter - Restricted	Inner Sphere	Word of Blake	4+2A+2M+2P		2	1	6	Slow	55	CERLL, CERSL, CLRM30	Aerofighter (May not be attacked. May only be blocked by guarding, AeroFighter, or VTOL Units. May block non-AeroFighters, regardless of speed. Depletes after every attack or battle. If AeroFighter takes structure damage during battle, roll a die: On a 5-6, scrap AeroFighter). Missile 2. Long-Range 2 (If S-WN-1L is blocked, it may deal 2 of its damage to the target). Overheat 1: +1 attack. Maneuver 1: +1 attack (usable only against engaged Units) or prevent 1 damage. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
alWSP-105chase.jpg	Wasp LAM (WSP-105) Chase	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-WaspLAMWSP105Chase.jpg	default	Unit	btt2-lams	0	N/A	LAM - Restricted	Inner Sphere	Inner Sphere	0+2A+2P		*	*	*		30	ML, SRM 2	When activated, move this card immediately to the Patrol Region, and replace it with the matching MODE card. If the MODE card leaves play, replace it with this card. You may flip the MODE card during your Missions phase but not during a mission. You may not flip the MODE card if it has any counters or is tapped or depleted. MODE cards may not have Pilots or Enhancements. Restricted (a deck may only have one copy of this card)	playerNStockpile
alWSP-105Mech.jpg	Wasp LAM (WSP-105) Mech	battletech-tactics-2/btt2-lams/BattletechTactics2-Btt2Lams-WaspLAMWSP105Mech.jpg	default	Unit	btt2-lams	0	N/A	LAM - Mech - Restricted	Inner Sphere	Inner Sphere	0+2A+2P		1	0	4	Moderate	30	ML, SRM 2	Jump (-1 attack: +1 initiative). VTOL (Units with VTOL cannot be blocked by patrolling Units without VTOL). If WSP-105 takes structure damage during battle, roll a die: on a 5-6, scrap WSP-105. This card begins the game outside the play area and does not count for deck construction.	playerNStockpile
