databaseId	name	imageUrl	cardBack	type	rarity	number	packName	set	loadGroupId
Two_2_082_C_CyanideGas	Cyanide Gas	fight-klub/two/FightKlub-Two-CyanideGas.jpg	default	Card	Common	082	Two	Two	playerNDeck
Two_2_083_U_DocileAndControllable	Docile And Controllable	fight-klub/two/FightKlub-Two-DocileAndControllable.jpg	default	Card	Uncommon	083	Two	Two	playerNDeck
Two_2_084_R_Escape	Escape	fight-klub/two/FightKlub-Two-Escape.jpg	default	Card	Rare	084	Two	Two	playerNDeck
Two_2_085_U_FormulaFromOuterSpace	Formula From Outer Space	fight-klub/two/FightKlub-Two-FormulaFromOuterSpace.jpg	default	Card	Uncommon	085	Two	Two	playerNDeck
Two_2_086_U_IWantABaby	IWant ABaby	fight-klub/two/FightKlub-Two-IWantABaby.jpg	default	Card	Uncommon	086	Two	Two	playerNDeck
Two_2_087_U_ImForeign	Im Foreign	fight-klub/two/FightKlub-Two-ImForeign.jpg	default	Card	Uncommon	087	Two	Two	playerNDeck
Two_2_088_C_ItStarted	It Started	fight-klub/two/FightKlub-Two-ItStarted.jpg	default	Card	Common	088	Two	Two	playerNDeck
Two_2_089_C_LifeIsPersistent	Life Is Persistent	fight-klub/two/FightKlub-Two-LifeIsPersistent.jpg	default	Card	Common	089	Two	Two	playerNDeck
Two_2_090_U_NewLife	New Life	fight-klub/two/FightKlub-Two-NewLife.jpg	default	Card	Uncommon	090	Two	Two	playerNDeck
Two_2_091_C_Regeneration	Regeneration	fight-klub/two/FightKlub-Two-Regeneration-2.jpg	default	Card	Common	091	Two	Two	playerNDeck
Two_2_092_R_SharpTongue	Sharp Tongue	fight-klub/two/FightKlub-Two-SharpTongue.jpg	default	Card	Rare	092	Two	Two	playerNDeck
Two_2_093_U_ShesAPredator	Shes APredator	fight-klub/two/FightKlub-Two-ShesAPredator.jpg	default	Card	Uncommon	093	Two	Two	playerNDeck
Two_2_094_C_WhateverItTakes	Whatever It Takes	fight-klub/two/FightKlub-Two-WhateverItTakes.jpg	default	Card	Common	094	Two	Two	playerNDeck
Two_2_095_C_M11	M 11	fight-klub/two/FightKlub-Two-M11.jpg	default	Card	Common	095	Two	Two	playerNDeck
Two_2_096_R_M12	M 12	fight-klub/two/FightKlub-Two-M12.jpg	default	Card	Rare	096	Two	Two	playerNDeck
Two_2_097_C_P11	P 11	fight-klub/two/FightKlub-Two-P11.jpg	default	Card	Common	097	Two	Two	playerNDeck
Two_2_098_C_P12	P 12	fight-klub/two/FightKlub-Two-P12.jpg	default	Card	Common	098	Two	Two	playerNDeck
Two_2_099_C_S11	S 11	fight-klub/two/FightKlub-Two-S11.jpg	default	Card	Common	099	Two	Two	playerNDeck
Two_2_100_R_S12	S 12	fight-klub/two/FightKlub-Two-S12.jpg	default	Card	Rare	100	Two	Two	playerNDeck
BlackBeauty2_2_BB1_R_GoNow	Go Now	fight-klub/blackbeauty2/FightKlub-BlackBeauty2-GoNow.jpg	default	Card	Rare	BB1	BlackBeauty2	BlackBeauty2	playerNDeck
BlackBeauty2_2_BB2_R_MimeticPolyalloy	Mimetic Polyalloy	fight-klub/blackbeauty2/FightKlub-BlackBeauty2-MimeticPolyalloy.jpg	default	Card	Rare	BB2	BlackBeauty2	BlackBeauty2	playerNDeck
BlackBeauty2_2_BB3_R_DecipherThis	Decipher This	fight-klub/blackbeauty2/FightKlub-BlackBeauty2-DecipherThis.jpg	default	Card	Rare	BB3	BlackBeauty2	BlackBeauty2	playerNDeck
Three_3_001_R_RoboCop	Robo Cop	fight-klub/three/FightKlub-Three-RoboCop.jpg	default	Card	Rare	001	Three	Three	playerNDeck
Three_3_002_C_Adjust	Adjust	fight-klub/three/FightKlub-Three-Adjust.jpg	default	Card	Common	002	Three	Three	playerNDeck
Three_3_003_C_BucketBoysOnline	Bucket Boys Online	fight-klub/three/FightKlub-Three-BucketBoysOnline.jpg	default	Card	Common	003	Three	Three	playerNDeck
Three_3_004_U_BulletAndHeatProofSoftArmor	Bullet And Heat Proof Soft Armor	fight-klub/three/FightKlub-Three-BulletAndHeatProofSoftArmor.jpg	default	Card	Uncommon	004	Three	Three	playerNDeck
Three_3_005_U_DickYoureFired	Dick Youre Fired	fight-klub/three/FightKlub-Three-DickYoureFired.jpg	default	Card	Uncommon	005	Three	Three	playerNDeck
Three_3_006_R_ED209	ED 209	fight-klub/three/FightKlub-Three-ED209.jpg	default	Card	Rare	006	Three	Three	playerNDeck
Three_3_007_R_IBroughtYouSomeFood	Ibrought You Some Food	fight-klub/three/FightKlub-Three-IbroughtYouSomeFood.jpg	default	Card	Rare	007	Three	Three	playerNDeck
Three_3_008_U_RetractableInterfaceSpike	Retractable Interface Spike	fight-klub/three/FightKlub-Three-RetractableInterfaceSpike.jpg	default	Card	Uncommon	008	Three	Three	playerNDeck
Three_3_010_R_Thermograph	Thermograph	fight-klub/three/FightKlub-Three-Thermograph.jpg	default	Card	Rare	010	Three	Three	playerNDeck
Three_3_011_C_ThisGuyIsReallyGood	This Guy Is Really Good	fight-klub/three/FightKlub-Three-ThisGuyIsReallyGood.jpg	default	Card	Common	011	Three	Three	playerNDeck
Three_3_012_C_ToxicWaste	Toxic Waste	fight-klub/three/FightKlub-Three-ToxicWaste.jpg	default	Card	Common	012	Three	Three	playerNDeck
Three_3_013_U_YouAreUnderArrest	You Are Under Arrest	fight-klub/three/FightKlub-Three-YouAreUnderArrest.jpg	default	Card	Uncommon	013	Three	Three	playerNDeck
Three_3_014_U_YourMoveCreep	Your Move Creep	fight-klub/three/FightKlub-Three-YourMoveCreep.jpg	default	Card	Uncommon	014	Three	Three	playerNDeck
Three_3_015_R_SergeantEliasGrodin	Sergeant Elias Grodin	fight-klub/three/FightKlub-Three-SergeantEliasGrodin.jpg	default	Card	Rare	015	Three	Three	playerNDeck
Three_3_016_U_FeelingGoodsGoodEnough	Feeling Goods Good Enough	fight-klub/three/FightKlub-Three-FeelingGoodsGoodEnough.jpg	default	Card	Uncommon	016	Three	Three	playerNDeck
Three_3_017_R_InTheEyes	In The Eyes	fight-klub/three/FightKlub-Three-InTheEyes.jpg	default	Card	Rare	017	Three	Three	playerNDeck
Three_3_018_C_JustTheBeginning	Just The Beginning	fight-klub/three/FightKlub-Three-JustTheBeginning.jpg	default	Card	Common	018	Three	Three	playerNDeck
Three_3_019_C_MakeWarNotPeace	Make War Not Peace	fight-klub/three/FightKlub-Three-MakeWarNotPeace.jpg	default	Card	Common	019	Three	Three	playerNDeck
Three_3_020_C_MedivacSupport	Medivac Support	fight-klub/three/FightKlub-Three-MedivacSupport.jpg	default	Card	Common	020	Three	Three	playerNDeck
Three_3_021_C_PlatoonOrdnance	Platoon Ordnance	fight-klub/three/FightKlub-Three-PlatoonOrdnance.jpg	default	Card	Common	021	Three	Three	playerNDeck
Three_3_022_U_TakeABreak	Take ABreak	fight-klub/three/FightKlub-Three-TakeABreak.jpg	default	Card	Uncommon	022	Three	Three	playerNDeck
Three_3_023_C_TorchThisPlace	Torch This Place	fight-klub/three/FightKlub-Three-TorchThisPlace.jpg	default	Card	Common	023	Three	Three	playerNDeck
Three_3_024_C_Tripwire	Tripwire	fight-klub/three/FightKlub-Three-Tripwire.jpg	default	Card	Common	024	Three	Three	playerNDeck
Three_3_025_U_WarCry	War Cry	fight-klub/three/FightKlub-Three-WarCry.jpg	default	Card	Uncommon	025	Three	Three	playerNDeck
Three_3_026_U_WereGonnaRunIntoSomething	Were Gonna Run Into Something	fight-klub/three/FightKlub-Three-WereGonnaRunIntoSomething.jpg	default	Card	Uncommon	026	Three	Three	playerNDeck
Three_3_027_R_WhatMeWorry	What Me Worry	fight-klub/three/FightKlub-Three-WhatMeWorry.jpg	default	Card	Rare	027	Three	Three	playerNDeck
Three_3_028_R_TheTerminator	The Terminator	fight-klub/three/FightKlub-Three-TheTerminator.jpg	default	Card	Rare	028	Three	Three	playerNDeck
Three_3_029_R_Burned	Burned	fight-klub/three/FightKlub-Three-Burned.jpg	default	Card	Rare	029	Three	Three	playerNDeck
Three_3_030_R_Glitching	Glitching	fight-klub/three/FightKlub-Three-Glitching.jpg	default	Card	Rare	030	Three	Three	playerNDeck
Three_3_031_R_HammerTime	Hammer Time	fight-klub/three/FightKlub-Three-HammerTime.jpg	default	Card	Rare	031	Three	Three	playerNDeck
Three_3_032_U_HastaLaVistaBaby	Hasta La Vista Baby	fight-klub/three/FightKlub-Three-HastaLaVistaBaby.jpg	default	Card	Uncommon	032	Three	Three	playerNDeck
Three_3_033_C_InTheLineOfSight	In The Line Of Sight	fight-klub/three/FightKlub-Three-InTheLineOfSight.jpg	default	Card	Common	033	Three	Three	playerNDeck
Three_3_034_C_LeaderOfTheHumanResistance	Leader Of The Human Resistance	fight-klub/three/FightKlub-Three-LeaderOfTheHumanResistance.jpg	default	Card	Common	034	Three	Three	playerNDeck
Three_3_035_U_LiquidRooter	Liquid Rooter	fight-klub/three/FightKlub-Three-LiquidRooter.jpg	default	Card	Uncommon	035	Three	Three	playerNDeck
Three_3_036_R_NoFate	No Fate	fight-klub/three/FightKlub-Three-NoFate.jpg	default	Card	Rare	036	Three	Three	playerNDeck
Three_3_037_U_Terminated	Terminated	fight-klub/three/FightKlub-Three-Terminated.jpg	default	Card	Uncommon	037	Three	Three	playerNDeck
Three_3_038_C_TerminatorRelics	Terminator Relics	fight-klub/three/FightKlub-Three-TerminatorRelics.jpg	default	Card	Common	038	Three	Three	playerNDeck
Three_3_039_C_WeKnowThisGuysInvolved	We Know This Guys Involved	fight-klub/three/FightKlub-Three-WeKnowThisGuysInvolved.jpg	default	Card	Common	039	Three	Three	playerNDeck
Three_3_040_U_WeaponsCache	Weapons Cache	fight-klub/three/FightKlub-Three-WeaponsCache.jpg	default	Card	Uncommon	040	Three	Three	playerNDeck
Three_3_041_U_YoureATerminator	Youre ATerminator	fight-klub/three/FightKlub-Three-YoureATerminator.jpg	default	Card	Uncommon	041	Three	Three	playerNDeck
Three_3_042_C_M13	M 13	fight-klub/three/FightKlub-Three-M13.jpg	default	Card	Common	042	Three	Three	playerNDeck
Three_3_043_R_M14	M 14	fight-klub/three/FightKlub-Three-M14.jpg	default	Card	Rare	043	Three	Three	playerNDeck
Three_3_044_C_M15	M 15	fight-klub/three/FightKlub-Three-M15.jpg	default	Card	Common	044	Three	Three	playerNDeck
Three_3_045_C_P13	P 13	fight-klub/three/FightKlub-Three-P13.jpg	default	Card	Common	045	Three	Three	playerNDeck
Three_3_046_C_P14	P 14	fight-klub/three/FightKlub-Three-P14.jpg	default	Card	Common	046	Three	Three	playerNDeck
Three_3_047_R_P15	P 15	fight-klub/three/FightKlub-Three-P15.jpg	default	Card	Rare	047	Three	Three	playerNDeck
Three_3_048_C_S13	S 13	fight-klub/three/FightKlub-Three-S13.jpg	default	Card	Common	048	Three	Three	playerNDeck
Three_3_049_U_S14	S 14	fight-klub/three/FightKlub-Three-S14.jpg	default	Card	Uncommon	049	Three	Three	playerNDeck
Three_3_050_C_S15	S 15	fight-klub/three/FightKlub-Three-S15.jpg	default	Card	Common	050	Three	Three	playerNDeck
Three_3_051_R_GaearGrimsrudNCarlShowalter	Gaear Grimsrud NCarl Showalter	fight-klub/three/FightKlub-Three-GaearGrimsrudNCarlShowalter.jpg	default	Card	Rare	051	Three	Three	playerNDeck
Three_3_052_U_BloodHasBeenShed	Blood Has Been Shed	fight-klub/three/FightKlub-Three-BloodHasBeenShed.jpg	default	Card	Uncommon	052	Three	Three	playerNDeck
Three_3_053_R_ForPetesSake	For Petes Sake	fight-klub/three/FightKlub-Three-ForPetesSake.jpg	default	Card	Rare	053	Three	Three	playerNDeck
Three_3_054_C_HappenedToHer	Happened To Her	fight-klub/three/FightKlub-Three-HappenedToHer.jpg	default	Card	Common	054	Three	Three	playerNDeck
Three_3_055_C_JerryLundegaard	Jerry Lundegaard	fight-klub/three/FightKlub-Three-JerryLundegaard.jpg	default	Card	Common	055	Three	Three	playerNDeck
Three_3_056_C_PaulBunyan	Paul Bunyan	fight-klub/three/FightKlub-Three-PaulBunyan.jpg	default	Card	Common	056	Three	Three	playerNDeck
Three_3_057_R_PlugMeIntoTheOzoneBaby	Plug Me Into The Ozone Baby	fight-klub/three/FightKlub-Three-PlugMeIntoTheOzoneBaby.jpg	default	Card	Rare	057	Three	Three	playerNDeck
Three_3_058_R_RunningBlind	Running Blind	fight-klub/three/FightKlub-Three-RunningBlind.jpg	default	Card	Rare	058	Three	Three	playerNDeck
Three_3_059_C_WhereIsPancakesHause	Where Is Pancakes Hause	fight-klub/three/FightKlub-Three-WhereIsPancakesHause.jpg	default	Card	Common	059	Three	Three	playerNDeck
Three_3_060_U_WhoaWhoaDaddy	Whoa Whoa Daddy	fight-klub/three/FightKlub-Three-WhoaWhoaDaddy.jpg	default	Card	Uncommon	060	Three	Three	playerNDeck
Three_3_061_C_WoodChipper	Wood Chipper	fight-klub/three/FightKlub-Three-WoodChipper.jpg	default	Card	Common	061	Three	Three	playerNDeck
Three_3_062_U_YahGottaFrontCominIn	Yah Gotta Front Comin In	fight-klub/three/FightKlub-Three-YahGottaFrontCominIn.jpg	default	Card	Uncommon	062	Three	Three	playerNDeck
Three_3_063_R_YouShouldSeeTheOtherGuy	You Should See The Other Guy	fight-klub/three/FightKlub-Three-YouShouldSeeTheOtherGuy.jpg	default	Card	Rare	063	Three	Three	playerNDeck
Three_3_064_U_YouWantUsToKidnapYourWife	You Want Us To Kidnap Your Wife	fight-klub/three/FightKlub-Three-YouWantUsToKidnapYourWife.jpg	default	Card	Uncommon	064	Three	Three	playerNDeck
Three_3_065_R_T1000	T 1000	fight-klub/three/FightKlub-Three-T1000.jpg	default	Card	Rare	065	Three	Three	playerNDeck
Three_3_066_U_Fingered	Fingered	fight-klub/three/FightKlub-Three-Fingered.jpg	default	Card	Uncommon	066	Three	Three	playerNDeck
Three_3_067_C_FocusedPursuit	Focused Pursuit	fight-klub/three/FightKlub-Three-FocusedPursuit.jpg	default	Card	Common	067	Three	Three	playerNDeck
Three_3_068_C_HKPatrolMachine	HKPatrol Machine	fight-klub/three/FightKlub-Three-HKPatrolMachine.jpg	default	Card	Common	068	Three	Three	playerNDeck
Three_3_069_C_Investigation	Investigation	fight-klub/three/FightKlub-Three-Investigation.jpg	default	Card	Common	069	Three	Three	playerNDeck
Three_3_070_U_KnivesAndStabbingWeapons	Knives And Stabbing Weapons	fight-klub/three/FightKlub-Three-KnivesAndStabbingWeapons.jpg	default	Card	Uncommon	070	Three	Three	playerNDeck
Three_3_071_R_OnTheRun	On The Run	fight-klub/three/FightKlub-Three-OnTheRun.jpg	default	Card	Rare	071	Three	Three	playerNDeck
Three_3_072_R_Pinioned	Pinioned	fight-klub/three/FightKlub-Three-Pinioned.jpg	default	Card	Rare	072	Three	Three	playerNDeck
Three_3_073_U_PolymorphicKiller	Polymorphic Killer	fight-klub/three/FightKlub-Three-PolymorphicKiller.jpg	default	Card	Uncommon	073	Three	Three	playerNDeck
Three_3_074_U_Relentless	Relentless	fight-klub/three/FightKlub-Three-Relentless.jpg	default	Card	Uncommon	074	Three	Three	playerNDeck
Three_3_075_U_SarahConnor1000	Sarah Connor 1000	fight-klub/three/FightKlub-Three-SarahConnor1000.jpg	default	Card	Uncommon	075	Three	Three	playerNDeck
Three_3_076_R_Series800	Series 800	fight-klub/three/FightKlub-Three-Series800.jpg	default	Card	Rare	076	Three	Three	playerNDeck
Three_3_077_R_SomethingsWrong	Somethings Wrong	fight-klub/three/FightKlub-Three-SomethingsWrong.jpg	default	Card	Rare	077	Three	Three	playerNDeck
Three_3_078_U_TheFourHorsemen	The Four Horsemen	fight-klub/three/FightKlub-Three-TheFourHorsemen.jpg	default	Card	Uncommon	078	Three	Three	playerNDeck
Three_3_079_R_TheCreeper	The Creeper	fight-klub/three/FightKlub-Three-TheCreeper.jpg	default	Card	Rare	079	Three	Three	playerNDeck
Three_3_080_C_AdeadBoyToldMe	Adead Boy Told Me	fight-klub/three/FightKlub-Three-AdeadBoyToldMe.jpg	default	Card	Common	080	Three	Three	playerNDeck
Three_3_081_U_BannonCountysDeathMachine	Bannon Countys Death Machine	fight-klub/three/FightKlub-Three-BannonCountysDeathMachine.jpg	default	Card	Uncommon	081	Three	Three	playerNDeck
Three_3_082_U_BatOutOfHell	Bat Out Of Hell	fight-klub/three/FightKlub-Three-BatOutOfHell.jpg	default	Card	Uncommon	082	Three	Three	playerNDeck
Three_3_083_U_HeKnowsNoMercy	He Knows No Mercy	fight-klub/three/FightKlub-Three-HeKnowsNoMercy.jpg	default	Card	Uncommon	083	Three	Three	playerNDeck
Three_3_084_C_HeLostHisHead	He Lost His Head	fight-klub/three/FightKlub-Three-HeLostHisHead.jpg	default	Card	Common	084	Three	Three	playerNDeck
Three_3_085_R_NoExit	No Exit	fight-klub/three/FightKlub-Three-NoExit.jpg	default	Card	Rare	085	Three	Three	playerNDeck
Three_3_086_R_NoOneIsSafe	No One Is Safe	fight-klub/three/FightKlub-Three-NoOneIsSafe.jpg	default	Card	Rare	086	Three	Three	playerNDeck
Three_3_087_R_Pinned	Pinned	fight-klub/three/FightKlub-Three-Pinned.jpg	default	Card	Rare	087	Three	Three	playerNDeck
Three_3_088_U_ShurikenOfFlesh	Shuriken Of Flesh	fight-klub/three/FightKlub-Three-ShurikenOfFlesh.jpg	default	Card	Uncommon	088	Three	Three	playerNDeck
Three_3_089_U_SmellInOurFear	Smell In Our Fear	fight-klub/three/FightKlub-Three-SmellInOurFear.jpg	default	Card	Uncommon	089	Three	Three	playerNDeck
Three_3_090_U_SniffedYouOut	Sniffed You Out	fight-klub/three/FightKlub-Three-SniffedYouOut.jpg	default	Card	Uncommon	090	Three	Three	playerNDeck
Three_3_091_C_TapestryOfTortureAndSadism	Tapestry Of Torture And Sadism	fight-klub/three/FightKlub-Three-TapestryOfTortureAndSadism.jpg	default	Card	Common	091	Three	Three	playerNDeck
Three_3_092_R_M16	M 16	fight-klub/three/FightKlub-Three-M16.jpg	default	Card	Rare	092	Three	Three	playerNDeck
Three_3_093_C_M17	M 17	fight-klub/three/FightKlub-Three-M17.jpg	default	Card	Common	093	Three	Three	playerNDeck
Three_3_094_C_M18	M 18	fight-klub/three/FightKlub-Three-M18.jpg	default	Card	Common	094	Three	Three	playerNDeck
Three_3_095_C_P16	P 16	fight-klub/three/FightKlub-Three-P16.jpg	default	Card	Common	095	Three	Three	playerNDeck
Three_3_096_C_P17	P 17	fight-klub/three/FightKlub-Three-P17.jpg	default	Card	Common	096	Three	Three	playerNDeck
Three_3_097_C_P18	P 18	fight-klub/three/FightKlub-Three-P18.jpg	default	Card	Common	097	Three	Three	playerNDeck
Three_3_098_C_S16	S 16	fight-klub/three/FightKlub-Three-S16.jpg	default	Card	Common	098	Three	Three	playerNDeck
Three_3_099_C_S17	S 17	fight-klub/three/FightKlub-Three-S17.jpg	default	Card	Common	099	Three	Three	playerNDeck
Three_3_100_C_S18	S 18	fight-klub/three/FightKlub-Three-S18.jpg	default	Card	Common	100	Three	Three	playerNDeck
BlackBeauty3_3_BB1_R_JohnConnor	John Connor	fight-klub/blackbeauty3/FightKlub-BlackBeauty3-JohnConnor.jpg	default	Card	Rare	BB1	BlackBeauty3	BlackBeauty3	playerNDeck
BlackBeauty3_3_BB2_R_DontEvenThinkAboutIt	Dont Even Think About It	fight-klub/blackbeauty3/FightKlub-BlackBeauty3-DontEvenThinkAboutIt.jpg	default	Card	Rare	BB2	BlackBeauty3	BlackBeauty3	playerNDeck
BlackBeauty3_3_BB3_R_TheEdge	The Edge	fight-klub/blackbeauty3/FightKlub-BlackBeauty3-TheEdge.jpg	default	Card	Rare	BB3	BlackBeauty3	BlackBeauty3	playerNDeck
