databaseId	name	subtitle	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	archetype	faction	cost	attack	defense	health	damage	level	artId	frame	flavour	text
lon-tribunal-s-judgement	Tribunal's Judgement		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TribunalsJudgement.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TribunalsJudgement.jpg	default	Ability	Norrath	0	playerNDeck									100005586		'You seek victory, minions of Chaos, but you find justice instead!' --Andwella, Oathbound Priest	When you apply this ability at a quest, destroy all opposing units at that quest.
lon-trick-arrow	Trick Arrow		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TrickArrow.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TrickArrow.jpg	default	Ability	Norrath	0	playerNDeck											She was known as the Venomed Rose. Few knew her face, but many knew her skill. This was just as she preferred.	When you play this ability, you may exert it. If you do, draw 2 cards.
lon-trick-of-the-hunter-they-went-thataway	Trick of the Hunter	They went thataway!	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TrickOfTheHunter.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TrickOfTheHunter.jpg	default	Ability	Norrath	0	playerNDeck											All your goblin units get reinforce.	
lon-trickery-trying-to-sneak-up-on-a-sneak-just-leads-to-injury	Trickery	Trying to sneak up on a sneak just leads to injury.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Trickery.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Trickery.jpg	default	Ability	Norrath	0	playerNDeck												Whenever you exert this ability for defense, deal 1 damage to an opposing combatant.
lon-tricky-display	Tricky Display		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TrickyDisplay.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TrickyDisplay.jpg	default	Ability	Norrath	0	playerNDeck											He asked first for the guard's helmet, then his sword. Neither he nor his partner asked for the guard's purse, of course.	[ATT] Exert this ability >> Exert an ability on an opposing avatar combatant.
lon-trove-i-love-this-job	Trove	I love this job!	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Trove.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Trove.jpg	default	Ability	Norrath	0	playerNDeck												When you play this ability, you may discard a card. If you do, search your deck for an item card and take it into your hand.
lon-true-north	True North		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TrueNorth.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TrueNorth.jpg	default	Ability	Norrath	0	playerNDeck											At the start of your turn, you may discard a card. If you do, until the start of your next turn, your avatar gets +2 attack and +2 defense.	
lon-trueshot-where-were-these-arrows-coming-fr	Trueshot	Where were these arrows coming fr--	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Trueshot.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Trueshot.jpg	default	Ability	Norrath	0	playerNDeck												Whenever you change factions, deal 1 damage to an opposing unit at a quest where you have a level token.
lon-truth-of-reliance-7336-reliance-of-truth-link	Truth of Reliance	7336">Reliance of Truth</link>.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TruthOfReliance.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TruthOfReliance.jpg	default	Ability	Norrath	0	playerNDeck									100017336		7336">Reliance of Truth.	When this ability is about to be destroyed, you may exert your avatar. If you do, heal 1 damage on a friendly avatar and shift this ability into <link target="msg:10001
lon-tunare-s-watch-all-your-units-get-1-health	Tunare's Watch	All your units get +1 health.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TunaresWatch.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TunaresWatch.jpg	default	Ability	Norrath	0	playerNDeck												
lon-turtle-skin-the-shaman-finds-protection-in-natural-ways	Turtle Skin	The shaman finds protection in natural ways.	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-TurtleSkin.jpg	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-TurtleSkin.jpg	default	Ability	Against the Void	6	playerNDeck												Whenever combat begins involving your avatar, it gets a +1 rune for every two level tokens you have.
lon-twilight-symmetry	Twilight Symmetry		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TwilightSymmetry.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TwilightSymmetry.jpg	default	Ability	Norrath	0	playerNDeck											Many forms of magic have the potential for good and evil uses. To tap the full power of one requires an appreciation of the other.	
lon-twisted-chance	Twisted Chance		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TwistedChance.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-TwistedChance.jpg	default	Ability	Norrath	0	playerNDeck									100008176		She often disguised herself as a dancer to get closer to her victim, and her combat style suited the masquerade well.	Whenever combat begins involving your avatar, you may discard a card. If you do, you get +1 total damage.
lon-ultraviolet-beam	Ultraviolet Beam		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UltravioletBeam.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UltravioletBeam.jpg	default	Ability	Norrath	0	playerNDeck											In the chaos of battle, the orc didn't see the illusionist before she struck. By then, it couldn't see anything.	Whenever you change factions, exert an opposing unit.
lon-umbral-ritual-all-your-other-abilities-get-1-defense	Umbral Ritual	All your other abilities get +1 defense.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UmbralRitual.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UmbralRitual.jpg	default	Ability	Norrath	0	playerNDeck											Inner peace leads to outer success.	
lon-uncertain-attack-link	Uncertain Attack	</link>.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UncertainAttack.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UncertainAttack.jpg	default	Ability	Norrath	0	playerNDeck									100013258		She kept her cool as the brute charged.	When you play this ability, you may begin combat against an opposing avatar. If you win the combat, shift this ability into Fracturing Blow
lon-undead-tide-all-your-b-undead-b-units-get-1-damage-bonus	Undead Tide	All your <b>undead</b> units get +1 damage bonus.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UndeadTide.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UndeadTide.jpg	default	Ability	Norrath	0	playerNDeck											All your undead units get +1 damage bonus.	
lon-unearthly-tones-always-look-behind-you	Unearthly Tones	Always look behind you.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnearthlyTones.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnearthlyTones.jpg	default	Ability	Norrath	0	playerNDeck											The linked avatar's owner can't begin raids and his total damage is reduced to 0.	When you play this ability, link it to an opposing avatar.
lon-unflinching-will-your-avatar-gets-1-defense-for-each-of-your-b-armor-b-items	Unflinching Will	Your avatar gets +1 defense for each of your <b>armor</b> items.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnflinchingWill.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnflinchingWill.jpg	default	Ability	Norrath	0	playerNDeck	Fighter		3		2						Your avatar gets +1 defense for each of your armor items.	[ATT][DEF] Destroy this ability >> Gain 1 power.
lon-unholy-arms	Unholy Arms		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnholyArms.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnholyArms.jpg	default	Ability	Norrath	0	playerNDeck											The dead warrior had had his chance against her. Now she would have her reward.	Whenever you change factions, you may search your deck for an item card and take it into your hand.
lon-unholy-blessing	Unholy Blessing		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnholyBlessing.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnholyBlessing.jpg	default	Ability	Norrath	0	playerNDeck											It's debatable whether the touch of madness was truly a 'blessing,' but it does improve the fighting prowess of the anointed.	You may exert this ability for attack during combat involving any of your units.
lon-unholy-hunger	Unholy Hunger		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnholyHunger.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnholyHunger.jpg	default	Ability	Norrath	0	playerNDeck											At the start of your quest phase, ready one of your items.	
lon-unholy-strength	Unholy Strength		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnholyStrength.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnholyStrength.jpg	default	Ability	Norrath	0	playerNDeck											Only a pact with the forces of darkness can fuel such a fantastic feat.	[ATT][DEF] Exert this ability and deal 1 damage to one of your units >> Ready your avatar. If you have influence, ready that unit.
lon-unrestrained-fury-it-s-the-gift-that-keeps-on-giving	Unrestrained Fury	It's the gift that keeps on giving.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnrestrainedFury.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnrestrainedFury.jpg	default	Ability	Norrath	0	playerNDeck			0									Whenever you win a combat during your quest phase, your avatar gets +1 damage bonus until the end of the turn.
lon-unyielding-will-he-has-an-important-task-to-perform-he-doesn-t-have-time-to-die	Unyielding Will	He has an important task to perform; he doesn't have time to die.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnyieldingWill.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UnyieldingWill.jpg	default	Ability	Norrath	0	playerNDeck											While all your units at a quest are neutral, you may raid a second time at that quest each turn.	
lon-upper-hand-there-s-no-reason-not-to-use-gravity-to-add-force-to-your-blow	Upper Hand	There's no reason not to use gravity to add force to your blow.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UpperHand.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-UpperHand.jpg	default	Ability	Norrath	0	playerNDeck			0									Whenever your avatar begins combat against another avatar, exert an opposing unit.
lon-uppercut-get-inside-the-blade-and-punch-him-in-the-jaw-works-every-time	Uppercut	Get inside the blade and punch him in the jaw. Works every time.	legends-of-norrath/travelers/LegendsOfNorrath-Travelers-Uppercut.jpg	legends-of-norrath/travelers/LegendsOfNorrath-Travelers-Uppercut.jpg	default	Ability	Travelers	8	playerNDeck	Mage								100008199			When you apply this ability at a quest, you may put a unit at that quest in its owner's hand.
lon-vampiric-embrace-your-avatar-gets-2-attack-and-2-defense	Vampiric Embrace	Your avatar gets +2 attack and +2 defense.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VampiricEmbrace.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VampiricEmbrace.jpg	default	Ability	Norrath	0	playerNDeck									100013252		This morsel's life force will serve me well.	
lon-vanquish	Vanquish		legends-of-norrath/vengeful-gods/LegendsOfNorrath-VengefulGods-Vanquish.jpg	legends-of-norrath/vengeful-gods/LegendsOfNorrath-VengefulGods-Vanquish.jpg	default	Ability	Vengeful Gods	9	playerNDeck	Fighter										Years of violence and pillage -- he'd had a good run. And he knew that in moments, it would all be over.	Whenever an opposing unit is destroyed, gain 1 light faction (or gain 2 light faction, if it was a shadow unit).
lon-vantage-point-i-am-the-master-of-all-i-survey	Vantage Point	I am the master of all I survey!	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VantagePoint.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VantagePoint.jpg	default	Ability	Norrath	0	playerNDeck			0									At the start of your turn, you may exert this ability. If you do, your avatar gets +1 attack and +1 damage bonus for the rest of the turn.
lon-vengeance-you-know-what-you-did-no-then-die-in-ignorance	Vengeance	'You know what you did. No? Then die in ignorance!'	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Vengeance.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Vengeance.jpg	default	Ability	Norrath	0	playerNDeck												[DEF] Destroy this ability >> Deal damage to an opposing combatant equal to your avatar's damage bonus.
lon-vicious-assault	Vicious Assault		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-ViciousAssault.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-ViciousAssault.jpg	default	Ability	Norrath	0	playerNDeck	Scout		3		1						Control and precision is one path to success as a thief. Brute force used on weak opponents is another.	When you play this ability, begin combat against an opposing avatar. You get +1 total attack for each card in your hand.
lon-victory-s-spoils	Victory's Spoils		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VictorysSpoils.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VictorysSpoils.jpg	default	Ability	Norrath	0	playerNDeck											'Return to me the keys to all the good towns you took.' --The Maiden of Oceangreen	[ATT] Exert your avatar or this ability >> Deal 1 damage to an opposing combatant.
lon-vigilance-those-also-serve-who-stand-and-keep-watch	Vigilance	Those also serve who stand and keep watch.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Vigilance.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Vigilance.jpg	default	Ability	Norrath	0	playerNDeck												Whenever an opponent applies an ability at a quest, deal 1 damage to his avatar.
lon-villainy	Villainy		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Villainy.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Villainy.jpg	default	Ability	Norrath	0	playerNDeck											He was going to have to wash the blood from his boots anyway, so he might as well crush a few more heads beneath them.	
lon-virtue	Virtue		legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-Virtue.jpg	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-Virtue.jpg	default	Ability	Against the Void	6	playerNDeck											Faith, discipline, and self-control. Practice these, and you will be blessed.	Whenever your avatar begins defending, you get +1 total defense.
lon-virtue-of-will	Virtue of Will		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VirtueOfWill.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VirtueOfWill.jpg	default	Ability	Norrath	0	playerNDeck											Arith's skill with a blade is considerable. Her simple refusal to lose a fight accounts for even more of her prowess.	Whenever combat begins, if opposing combatants outnumber friendly combatants, you get +1 total damage.
lon-vital-intercession-your-avatar-gets-2-defense	Vital Intercession	Your avatar gets +2 defense.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VitalIntercession.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VitalIntercession.jpg	default	Ability	Norrath	0	playerNDeck											Even a desperate defense can be an effective one.	
lon-voice-of-darkness	Voice of Darkness		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VoiceOfDarkness.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VoiceOfDarkness.jpg	default	Ability	Norrath	0	playerNDeck											The Shadowknight rarely spoke. When she did, her cloying, horrific voice made all who heard it wish she'd remained silent.	When you play this ability, ready one of your items. If you have influence, ready another one of your items.
lon-voice-of-the-ancestors-the-followers-of-bertoxxulous-know-no-bounds	Voice of the Ancestors	The followers of Bertoxxulous know no bounds.	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-VoiceOfTheAncestors.jpg	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-VoiceOfTheAncestors.jpg	default	Ability	Against the Void	6	playerNDeck												[Evil] When you play this ability, you may set your faction to neutral. If you do, search your deck for an ability card and play it for no cost.
lon-void-intercession-the-spell-that-is-cast-is-gone-forever	Void Intercession	The spell that is cast is gone forever.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VoidIntercession.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VoidIntercession.jpg	default	Ability	Norrath	0	playerNDeck											At the end of each opponent's turn, destroy all of his exerted items and exerted abilities.	
lon-volatile-refuge-destroy-it-my-pet-varanna-overlord-of-pyres	Volatile Refuge	'Destroy it, my pet!' --Varanna, Overlord of Pyres	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VolatileRefuge.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VolatileRefuge.jpg	default	Ability	Norrath	0	playerNDeck	Mage	Stance	2		2							Whenever one of your pet units begins defending, the defending player gets +2 total defense and his opponent gets +1 total damage.
lon-vortex-blade	Vortex Blade		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VortexBlade.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VortexBlade.jpg	default	Ability	Norrath	0	playerNDeck											The sword described a deadly path of powerful forces that tore the life from its unsuspecting victims.	[ATT] Pay 1 power and exert this ability >> Deal 1 damage to an opposing combatant for each of your other abilities.
lon-voyage-this-ability-gets-1-level-for-each-quest-you-have-completed	Voyage	This ability gets +1 level for each quest you have completed.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Voyage.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Voyage.jpg	default	Ability	Norrath	0	playerNDeck											Whoever said it's about the journey and not the destination never spent weeks on the open sea.	This ability gets +1 level for each quest you have completed.
lon-vulnerable-mark-they-called-him-the-chosen-one-they-did-not-do-so-with-reverence	Vulnerable Mark	They called him the Chosen One. They did not do so with reverence.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VulnerableMark.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-VulnerableMark.jpg	default	Ability	Norrath	0	playerNDeck											Whenever combat begins involving the linked unit, exert it.	When you play this ability, link it to an opposing unit.
lon-wall-of-might	Wall of Might		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WallOfMight.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WallOfMight.jpg	default	Ability	Norrath	0	playerNDeck											The wall was not of stone and mortar, but it would hold just as firmly.	Whenever a player plays a card, this ability gets +1 defense until the end of the turn.
lon-war-cry	War Cry		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WarCry.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WarCry.jpg	default	Ability	Norrath	0	playerNDeck											The deep, resonant tones of the berserker's shout chilled the blood of all within earshot.	Whenever your avatar begins defending, ready all your items.
lon-ward-of-gallantry-at-the-end-of-your-turn-heal-1-damage-on-the-linked-avatar	Ward of Gallantry	At the end of your turn, heal 1 damage on the linked avatar.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WardOfGallantry.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WardOfGallantry.jpg	default	Ability	Norrath	0	playerNDeck											The noble-minded can protect their courageous allies.	[MAIN] Exert a friendly avatar >> Link this ability to that avatar.
lon-ward-of-prowess	Ward of Prowess		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WardOfProwess.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WardOfProwess.jpg	default	Ability	Norrath	0	playerNDeck			0								At the start of your turn, your avatar gets +1 attack until the end of the turn.	Whenever your avatar begins attacking, your avatar gets +1 attack until the end of the turn.
lon-ward-of-the-divine-battle-the-beast-whilst-i-protect-you-with-the-defense-of-faith	Ward of the Divine	Battle the beast whilst I protect you with the defense of faith!	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WardOfTheDivine.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WardOfTheDivine.jpg	default	Ability	Norrath	0	playerNDeck												At the start of each combat involving one of your units, you may exert this ability. If you do, choose a friendly unit combatant. It gets a +1 rune.
lon-ward-undead-the-undying-hold-no-power-over-me-terin-oathbound-fighter	Ward Undead	'The undying hold no power over me!' --Terin, Oathbound Fighter	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WardUndead.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WardUndead.jpg	default	Ability	Norrath	0	playerNDeck											All opposing undead combatants get -1 attack and -1 damage bonus while your avatar is defending.	
lon-warrior-s-fortitude	Warrior's Fortitude		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WarriorsFortitude.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WarriorsFortitude.jpg	default	Ability	Norrath	0	playerNDeck											He'd been knocked off the horse many times -- figuratively and literally. He'd never failed to get back on.	Whenever your avatar takes damage during combat, deal 1 damage to an opposing unit combatant.
lon-watching-for-traps	Watching for Traps		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WatchingForTraps.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WatchingForTraps.jpg	default	Ability	Norrath	0	playerNDeck			0								It wasn't that the pit trap had been poorly concealed. Rhyan Estarim was simply that good.	When you play this ability, ready your avatar.
lon-wave-of-fear-run-for-your-life	Wave of Fear	Run for your life!	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WaveOfFear.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WaveOfFear.jpg	default	Ability	Norrath	0	playerNDeck	Priest		4		2							When you apply this ability at a quest, you may put a unit at that quest in its owner's hand.
lon-wave-of-life-all-your-units-get-1-defense-good-your-avatar-gets-1-defense	Wave of Life	All your units get +1 defense. [Good] Your avatar gets +1 defense.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WaveOfLife.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WaveOfLife.jpg	default	Ability	Norrath	0	playerNDeck												
lon-waylay	Waylay		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Waylay.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-Waylay.jpg	default	Ability	Norrath	0	playerNDeck											Unfortunately, it continued to roar... sometimes the mouth is frozen open.	Whenever combat begins during your quest phase, you get your avatar gets +1 damage bonus.
lon-weapon-affinity	Weapon Affinity		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WeaponAffinity.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WeaponAffinity.jpg	default	Ability	Norrath	0	playerNDeck											Some prize a weapon for the way it feels in the wielder's hand. Others value the way it feels when it draws blood.	When you play this ability, begin combat against an opposing avatar. You get +2 total attack in that combat for each of your weapon items matching the faction of this ability.
lon-weapon-guard	Weapon Guard		legends-of-norrath/travelers/LegendsOfNorrath-Travelers-WeaponGuard.jpg	legends-of-norrath/travelers/LegendsOfNorrath-Travelers-WeaponGuard.jpg	default	Ability	Travelers	8	playerNDeck	Fighter										After losing his sword in the last battle, he now makes it a point to always carry a spare.	When you play this ability, search your deck for an item card and take it into your hand.
lon-whirling-blades	Whirling Blades		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WhirlingBlades.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WhirlingBlades.jpg	default	Ability	Norrath	0	playerNDeck											Her swords were everywhere at once, and struck from all sides without warning.	[ATT][DEF] Exert this ability >> Ready all your items.
lon-whirlwind-attack-first-move-kill-everybody-if-one-guy-ducks-kill-him-too	Whirlwind Attack	First move: kill everybody. If one guy ducks, kill him, too.	legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-WhirlwindAttack.jpg	legends-of-norrath/oathbound/LegendsOfNorrath-Oathbound-WhirlwindAttack.jpg	default	Ability	Oathbound	0	playerNDeck	Fighter		5									When you apply this ability at a quest, you may destroy all units at that quest.
lon-whirlwind-blade	Whirlwind Blade		legends-of-norrath/storm-break/LegendsOfNorrath-StormBreak-WhirlwindBlade.jpg	legends-of-norrath/storm-break/LegendsOfNorrath-StormBreak-WhirlwindBlade.jpg	default	Ability	Storm Break	7	playerNDeck	Fighter										Their first mistake was trying to close on Nurgg. Their second was not getting close enough to hinder his sword arm.	When you play this ability, search your deck for an item card matching its faction and take that card into your hand.
lon-wild-spirit-now-we-are-prepared-let-them-come	Wild Spirit	Now we are prepared. Let them come!	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-WildSpirit.jpg	legends-of-norrath/against-the-void/LegendsOfNorrath-AgainstTheVoid-WildSpirit.jpg	default	Ability	Against the Void	6	playerNDeck												[Evil] When you play this ability, you may set your faction to 5 shadow. If you do, draw two cards.
lon-wind-of-force-the-force-of-focused-chi-attacks-like-a-blast-of-hurricane-wind	Wind of Force	The force of focused chi attacks like a blast of hurricane wind.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WindOfForce.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WindOfForce.jpg	default	Ability	Norrath	0	playerNDeck												[MAIN] Pay 1 power and exert this ability >> Move a unit to another quest.
lon-winds-of-renewal-all-your-undamaged-units-get-1-attack-and-1-defense	Winds of Renewal	All your undamaged units get +1 attack and +1 defense.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WindsOfRenewal.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WindsOfRenewal.jpg	default	Ability	Norrath	0	playerNDeck											A moment of refreshment before a long journey can make the first few steps lighter.	
lon-winds-of-velious	Winds of Velious		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WindsOfVelious.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WindsOfVelious.jpg	default	Ability	Norrath	0	playerNDeck											When we walk against the wind, each step is a struggle towards victory.	[ATT] Exert one of your units >> Exert an opposing combatant. If you have influence, deal 1 damage to that combatant.
lon-winged-death	Winged Death		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WingedDeath.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WingedDeath.jpg	default	Ability	Norrath	0	playerNDeck											One man can't take on an army, no matter the size of the soldiers in that army.	When you apply this ability at a quest, deal 1 damage to all opposing units at that quest.
lon-witty-retort	Witty Retort		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WittyRetort.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WittyRetort.jpg	default	Ability	Norrath	0	playerNDeck			0								A snappy answer, some clever repartee, or in this case, a quick punch to the face.	Whenever you play a tactic card, you may exert this ability. If you do, deal 1 damage to an opposing combatant.
lon-woe-be-to-those-all-your-units-get-1-attack-and-1-defense	Woe be to Those	All your units get +1 attack and +1 defense.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WoeBeToThose.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WoeBeToThose.jpg	default	Ability	Norrath	0	playerNDeck											The fate of the Cogfizzle Expedition was never conclusively determined, although pages from Gimbo's journal have been recovered.	When you play this ability, deal 2 damage to all opposing units.
lon-wolf-form-your-avatar-gets-2-attack-and-1-damage-bonus	Wolf Form	Your avatar gets +2 attack and +1 damage bonus.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WolfForm.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WolfForm.jpg	default	Ability	Norrath	0	playerNDeck											Ignorant cultures fear and abhor the wolf. The enlightened respect its nobility and intelligence.	[MAIN] Destroy this ability >> Draw a card.
lon-word-divine-sometimes-the-truth-is-painful	Word Divine	Sometimes the truth is painful.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WordDivine.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WordDivine.jpg	default	Ability	Norrath	0	playerNDeck												When you apply this ability at a quest, destroy a shadow unit at that quest. [Good] Destroy all shadow units at that quest instead.
lon-word-of-command-your-mind-is-consumed-by-a-terrible-darkness	Word of Command	Your mind is consumed by a terrible darkness.	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WordOfCommand.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WordOfCommand.jpg	default	Ability	Norrath	0	playerNDeck									100004656			When you apply this ability at a quest, all opposing avatars permanently get -2 health.
lon-word-of-force	Word of Force		legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WordOfForce.jpg	legends-of-norrath/norrath/LegendsOfNorrath-Norrath-WordOfForce.jpg	default	Ability	Norrath	0	playerNDeck											Words have power. They can kill, they can heal, and they can move us, body and soul, according to the speaker's wishes.	[MAIN] Exert this ability >> Move a unit to another quest.
