databaseId	name	imageUrl	cardBack	type	acceleration	accelerationFixed	accelerationScaling	alterEgoHandSizeModifier	amplify	cerebroId	classification	crisis	globalHandSizeModifier	handSize	hazard	heroHandSizeModifier	hitPointsFixed	hitPointsScaling	identityHitPointsModifier	marvelcdbId	nemesisMinion	permanent	set	stage	starting	startingThreatFixed	startingThreatScaling	subname	toughness	traits	uses	victory
321d6d55-64e6-525b-8c6c-bbd412289141	Now or Never	marvel-champions/city-in-chaos/MarvelChampions-CityInChaos-NowOrNever.jpg	encounter	Treachery						27130	Encounter									27130	false	false	City in Chaos		false				false			
323009fa-7d7a-582e-b698-e8d45e1b9538	Scott Summers	marvel-champions/cyclops/MarvelChampions-Cyclops-ScottSummers.jpg	multi_sided	Alter-Ego						33001A	Hero			6			10			33001a	false	false	Cyclops		false			Cyclops	false	Mutant		
323009fa-7d7a-582e-b698-e8d45e1b9538	Cyclops	marvel-champions/cyclops/MarvelChampions-Cyclops-Cyclops.jpg	multi_sided	Hero						33001B	Hero			5			10			33001b	false	false	Cyclops		false			Scott Summers	false	X-Men		
3233c4be-cdaa-5583-8efc-168ec7892857	Weapons Master	marvel-champions/nebula/MarvelChampions-Nebula-WeaponsMaster.jpg	player	Upgrade						22007	Hero									22007	false	false	Nebula		false				false	Technique		
3237b3c7-ff1c-5f05-b61d-a19f3ca7ce5d	Training Regimen	marvel-champions/psylocke/MarvelChampions-Psylocke-TrainingRegimen.jpg	player	Support						41008	Hero									41008	false	false	Psylocke		false				false	Training		
32454da8-0327-5066-94c9-53ff4e4c7d04	Spectrum	marvel-champions/spectrum/MarvelChampions-Spectrum-Spectrum.jpg	multi_sided	Hero						21001A	Hero			5			11			21001a	false	false	Spectrum		false			Monica Rambeau	false	Aerial,Avenger		
32454da8-0327-5066-94c9-53ff4e4c7d04	Monica Rambeau	marvel-champions/spectrum/MarvelChampions-Spectrum-MonicaRambeau.jpg	multi_sided	Alter-Ego						21001B	Hero			6			11			21001b	false	false	Spectrum		false			Spectrum	false	Civilian		
32486e5b-b653-59ad-b5bc-200446cadcf4	En Sabah Nur's Pyramid	marvel-champions/en-sabah-nur/MarvelChampions-EnSabahNur-EnSabahNursPyramid.jpg	multi_sided	Main Scheme						45147A	Encounter									45147a	false	false	En Sabah Nur	1A	false				false			
32486e5b-b653-59ad-b5bc-200446cadcf4	En Sabah Nur's Pyramid	marvel-champions/en-sabah-nur/MarvelChampions-EnSabahNur-EnSabahNursPyramid-2.jpg	multi_sided	Main Scheme			1			45147B	Encounter									45147b	false	false	En Sabah Nur	1B	false		1		false			
326e241a-ecd8-5e0a-89bd-11a8f5b98756	Jubilee	marvel-champions/jubilee/MarvelChampions-Jubilee-Jubilee.jpg	multi_sided	Hero						47001A	Hero			5			9			47001a	false	false	Jubilee		false			Jubilation Lee	false	X-Men		
326e241a-ecd8-5e0a-89bd-11a8f5b98756	Jubilation Lee	marvel-champions/jubilee/MarvelChampions-Jubilee-JubilationLee.jpg	multi_sided	Alter-Ego						47001B	Hero			6			9			47001b	false	false	Jubilee		false			Jubilee	false	Mutant		
326f8810-2f11-5f06-8dce-e79b5f42b685	Bird's Eye View	marvel-champions/falcon/MarvelChampions-Falcon-BirdsEyeView.jpg	player	Event						53004	Hero									53004	false	false	Falcon		false				false	Aerial,Thwart		
3277a37a-ede4-5100-9ed9-7ca638cf1d20	Mind Stone	marvel-champions/infinity-gauntlet/MarvelChampions-InfinityGauntlet-MindStone.jpg	encounter	Environment						21130	Encounter									21130	false	false	Infinity Gauntlet		false				false	Infinity Stone		
327e4ee3-2652-5ceb-99f8-85afb2f77dae	Fallen Warrior	marvel-champions/legions-of-hel/MarvelChampions-LegionsOfHel-FallenWarrior.jpg	encounter	Attachment						21153	Encounter									21153	false	false	Legions of Hel		false				false	Condition		
32864eef-f364-565b-8f78-fdd568235189	Mystical Link	marvel-champions/wrecker/MarvelChampions-Wrecker-MysticalLink.jpg	encounter	Treachery						07015	Encounter									07015	false	false	Wrecker		false				false			
32866f55-0310-50be-a8fe-aa9099c9942e	Energy	marvel-champions/official/MarvelChampions-Official-Energy-2.jpg	player	Resource						03021	Basic									03021	false	false	official		false				false			
328aa42c-432d-503d-b782-a2d5a91419c5	Telepathy	marvel-champions/official/MarvelChampions-Official-Telepathy.jpg	player	Upgrade						41024	Basic									41024	false	false	official		false				false	Psionic,Superpower		
32a8fecb-3f9c-5fce-8bc2-836de3490c6e	Magneto's Armor	marvel-champions/magneto/MarvelChampions-Magneto-MagnetosArmor.jpg	encounter	Attachment						32148	Encounter									32148	false	false	Magneto		false				false	Armor,Magnetic		
32b0dba6-8b6c-5621-b24e-8d06a3a8fd4a	Jet Belt	marvel-champions/wonder-man/MarvelChampions-WonderMan-JetBelt.jpg	player	Upgrade						58008	Hero									58008	false	false	Wonder Man		false				false	Item,Tech		
32de8146-483a-529b-bed9-d58f2021f8b0	Feral Rage	marvel-champions/sabretooth/MarvelChampions-Sabretooth-FeralRage.jpg	encounter	Side Scheme						32072	Encounter	1								32072	false	false	Sabretooth		false	4			false			
32f4746e-20bf-5606-a180-54aad06cd0ae	Audacity	marvel-champions/official/MarvelChampions-Official-Audacity.jpg	player	Resource						25021	Aggression									25021	false	false	official		false				false			
32fe8f77-9b1a-545f-918c-991808eee4d5	Contingency Plan	marvel-champions/campaign-the-market/MarvelChampions-CampaignTheMarket-ContingencyPlan.jpg	player	Event						16152	Basic									16152	false	false	Campaign - The Market		false				false	Attack		
33059b17-96a0-5fd8-a618-421d53d0fed3	Telekinetic Blast	marvel-champions/cable-nemesis/MarvelChampions-CableNemesis-TelekineticBlast.jpg	encounter	Treachery						40036	Encounter									40036	false	false	Cable Nemesis		false				false	Psionic		
33291877-84a6-5bc5-9460-f11af10ef9d8	Raised by the Kingpin	marvel-champions/echo/MarvelChampions-Echo-RaisedByTheKingpin.jpg	encounter	Obligation						60060	Encounter									60060	false	false	Echo		false				false			
33293290-b1dd-5c5a-8d59-2982ca6c8d68	The Horsemen of Apocalypse	marvel-champions/four-horsemen/MarvelChampions-FourHorsemen-TheHorsemenOfApocalypse.jpg	multi_sided	Main Scheme						45085A	Encounter									45085a	false	false	Four Horsemen	1A	false				false			
33293290-b1dd-5c5a-8d59-2982ca6c8d68	The Horsemen of Apocalypse	marvel-champions/four-horsemen/MarvelChampions-FourHorsemen-TheHorsemenOfApocalypse-2.jpg	multi_sided	Main Scheme			1			45085B	Encounter									45085b	false	false	Four Horsemen	1B	false	0			false			
332f2878-3598-5efb-b855-318b00b742d2	Montage	marvel-champions/deadpool/MarvelChampions-Deadpool-Montage.jpg	player	Resource						44007	Hero									44007	false	false	Deadpool		false				false			
334b32dc-ae89-5cac-a0fd-75771d81cc42	Remy LeBeau	marvel-champions/gambit/MarvelChampions-Gambit-RemyLeBeau.jpg	multi_sided	Alter-Ego						37001A	Hero			6			9			37001a	false	false	Gambit		false			Gambit	false	Mutant,Thief		
334b32dc-ae89-5cac-a0fd-75771d81cc42	Gambit	marvel-champions/gambit/MarvelChampions-Gambit-Gambit.jpg	multi_sided	Hero						37001B	Hero			5			9			37001b	false	false	Gambit		false			Remy LeBeau	false	Thief,X-Men		
33878f21-1098-55c1-8177-eae7f6674bb2	Spycraft	marvel-champions/official/MarvelChampions-Official-Spycraft.jpg	player	Upgrade						08018	Justice									08018	false	false	official		false				false	Preparation,Skill		
33913ba8-022b-59ef-9c2f-fb43dbbdcb6e	Deadly Touch	marvel-champions/rogue/MarvelChampions-Rogue-DeadlyTouch.jpg	encounter	Obligation						38024	Encounter									38024	false	false	Rogue		false				false			
3392ba83-1e54-599f-82f1-14b2ffca0616	Spider-Man	marvel-champions/spider-man-miles-morales/MarvelChampions-SpiderManMilesMorales-SpiderMan.jpg	multi_sided	Hero						27030A	Hero			5			9			27030a	false	false	Spider-Man (Miles Morales)		false			Miles Morales	false	Champion,Web-Warrior		
3392ba83-1e54-599f-82f1-14b2ffca0616	Miles Morales	marvel-champions/spider-man-miles-morales/MarvelChampions-SpiderManMilesMorales-MilesMorales.jpg	multi_sided	Alter-Ego						27030B	Hero			6			9			27030b	false	false	Spider-Man (Miles Morales)		false			Spider-Man	false	Civilian		
33a7d30e-d39a-5b24-8af2-d29189c01fae	Enhanced Awareness	marvel-champions/official/MarvelChampions-Official-EnhancedAwareness.jpg	player	Upgrade						17031	Basic									17031	false	false	official		false				false	Condition	3	
33c005a5-7071-525a-8256-8e70ddcb0137	Hall of Nastrond	marvel-champions/hela/MarvelChampions-Hela-HallOfNastrond.jpg	encounter	Side Scheme						21142	Encounter				1					21142	false	false	Hela		false	4	1		false			4
33d94dcd-e6aa-52d8-8a24-3b81abab0b99	Starhawk	marvel-champions/official/MarvelChampions-Official-Starhawk.jpg	player	Ally						16012	Protection						3			16012	false	false	official		false			Stakar Ogord	false	Aerial,Guardian		
33d9b58c-35c4-547d-86fb-e731d27b1889	Animal Ferocity	marvel-champions/sabretooth/MarvelChampions-Sabretooth-AnimalFerocity.jpg	encounter	Attachment						32068	Encounter									32068	false	false	Sabretooth		false				false	Condition		
33dc3793-a903-5964-86f1-da924e672507	Ground Pound	marvel-champions/juggernaut/MarvelChampions-Juggernaut-GroundPound.jpg	encounter	Treachery						40127	Encounter									40127	false	false	Juggernaut		false				false			
33e5be1c-902d-596c-8139-69f71da6dae3	Rough Riders	marvel-champions/four-horsemen/MarvelChampions-FourHorsemen-RoughRiders.jpg	encounter	Treachery						45096	Encounter									45096	false	false	Four Horsemen		false				false			
33e732ee-b8de-5c5e-8634-a3bf57a5c771	Ham It Up	marvel-champions/spider-ham/MarvelChampions-SpiderHam-HamItUp.jpg	player	Event						30003	Hero									30003	false	false	Spider-Ham		false				false	Cartoon,Thwart		
33ed66a3-5f90-5e7e-bc65-dfd3201ca83c	Tactical Genius	marvel-champions/black-panther/MarvelChampions-BlackPanther-TacticalGenius.jpg	player	Upgrade						01048	Hero									01048	false	false	Black Panther		false				false	Black Panther,Skill		
33f8730f-97ee-59b3-b650-959d0dd88bcd	Combat Training	marvel-champions/official/MarvelChampions-Official-CombatTraining.jpg	player	Upgrade						25017	Aggression									25017	false	false	official		false				false	Skill		
3400bbf7-170d-55d3-a013-73672644fdbb	Ulik	marvel-champions/enchantress/MarvelChampions-Enchantress-Ulik.jpg	encounter	Minion						55020	Encounter						5			55020	false	false	Enchantress		false				false	Brute,Troll		
3401b8ec-a8c7-503a-87cd-7e250d3acb6e	Life Drain	marvel-champions/sauron/MarvelChampions-Sauron-LifeDrain.jpg	encounter	Attachment						46031	Encounter									46031	false	false	Sauron		false				false	Superpower		
3411f5e5-26b7-58c8-9351-c1be32e4f03c	Everything is a Weapon	marvel-champions/bullseye/MarvelChampions-Bullseye-EverythingIsAWeapon.jpg	encounter	Treachery						60074	Encounter									60074	false	false	Bullseye		false				false			
341cdb7f-9754-5e13-b926-8cdb8a97da32	Warpath	marvel-champions/official/MarvelChampions-Official-Warpath.jpg	player	Ally						42013	Protection						4			42013	false	false	official		false			James Proudstar	true	Aerial,X-Force		
342cb7e4-374f-520e-870f-461145a941de	Hard to Ignore	marvel-champions/official/MarvelChampions-Official-HardToIgnore.jpg	player	Upgrade						16017	Protection									16017	false	false	official		false				false	Skill		
34480963-5f76-5b2d-a623-a7aaa3b8e9d0	Superspeed	marvel-champions/scarlet-twins/MarvelChampions-ScarletTwins-Superspeed.jpg	encounter	Treachery						57062	Encounter									57062	false	false	Scarlet Twins		false				false			
34577a23-ac3b-57c2-b435-4b9d251cf4c0	See No Evil, Hear No Evil	marvel-champions/official/MarvelChampions-Official-SeeNoEvilHearNoEvil.jpg	player	Event						60055	Basic									60055	false	false	official		false				false	Attack,Thwart		
345e4324-a0f2-5735-a6f1-076aa8da6cdd	Disguise	marvel-champions/official/MarvelChampions-Official-Disguise.jpg	player	Upgrade						47013	Justice									47013	false	false	official		false				false	Item		
34633e6f-bafa-5bc1-b404-eda2397f30c2	Flow Like Water	marvel-champions/official/MarvelChampions-Official-FlowLikeWater.jpg	player	Upgrade						26016	Protection									26016	false	false	official		false				false	Condition		
346efd23-9edf-56e2-90e9-28c7fc91a66e	Concussive Force	marvel-champions/cyclops-nemesis/MarvelChampions-CyclopsNemesis-ConcussiveForce.jpg	encounter	Treachery						33031	Encounter									33031	false	false	Cyclops Nemesis		false				false			
347d5559-84be-517a-a6bf-1e1852786ffb	Preemptive Strike	marvel-champions/official/MarvelChampions-Official-PreemptiveStrike.jpg	player	Event						38015	Protection									38015	false	false	official		false				false	Defense		
34db0149-ba73-537a-9bb7-5a5f8ceef134	Chitauri Soldier	marvel-champions/temporal/MarvelChampions-Temporal-ChitauriSoldier.jpg	encounter	Minion						11031	Encounter						3			11031	false	false	Temporal		false				false	Soldier,Temporal		
34ecb187-5fb9-5440-8b6d-f37808b5dedb	Inconspicuous	marvel-champions/spider-woman/MarvelChampions-SpiderWoman-Inconspicuous.jpg	encounter	Treachery						56178	Encounter									56178	false	false	Spider-Woman		false				false			
350ba8f7-2baa-5cf3-a0d1-998e942218af	Strength	marvel-champions/official/MarvelChampions-Official-Strength.jpg	player	Resource						32054	Basic									32054	false	false	official		false				false			
352346cc-30d1-532c-884e-08f24ed60368	Genetic Enhancement	marvel-champions/dark-beast/MarvelChampions-DarkBeast-GeneticEnhancement.jpg	encounter	Attachment						45123	Encounter									45123	false	false	Dark Beast		false				false	Condition		
3542181f-2fa7-5949-b2b5-28526ec18659	Elektra	marvel-champions/taskmaster/MarvelChampions-Taskmaster-Elektra.jpg	player	Ally						04100	Encounter						3			04100	false	false	Taskmaster		false				false	Captive,Hero For Hire		
3548b896-db28-5359-ba76-85a2d0a97e95	Energy	marvel-champions/official/MarvelChampions-Official-Energy-2.jpg	player	Resource						15020	Basic									15020	false	false	official		false				false			
354a4401-150b-50b7-b52d-e637d151f226	Brawn	marvel-champions/ironheart/MarvelChampions-Ironheart-Brawn.jpg	player	Ally						29004	Hero						3			29004	false	false	Ironheart		false			Amadeus Cho	false	Champion,Gamma		
354f4d14-2fd4-56c3-80d7-29a72c0a0829	Mind Control	marvel-champions/phoenix/MarvelChampions-Phoenix-MindControl.jpg	player	Upgrade						34009	Hero									34009	false	false	Phoenix		false				false	Condition,Psionic		
3574b244-a1ae-541e-9b1f-f78f1db95700	Aerial Dogfight	marvel-champions/supersonic/MarvelChampions-Supersonic-AerialDogfight.jpg	encounter	Side Scheme						50159	Encounter				1					50159	false	false	Supersonic		false	3	2		false			
3577ce90-7d68-52fe-b59b-45099335e8bd	Captain America's Helmet	marvel-champions/captain-america/MarvelChampions-CaptainAmerica-CaptainAmericasHelmet.jpg	player	Upgrade						03008	Hero									03008	false	false	Captain America		false				false	Armor		
3579c205-820b-5ff1-bf18-c88b81acd961	Hypnotic Gaze	marvel-champions/enchantress/MarvelChampions-Enchantress-HypnoticGaze-3.jpg	multi_sided	Attachment						55008A	Encounter									55007a	false	true	Enchantress		false				false	Enchantment		
3579c205-820b-5ff1-bf18-c88b81acd961	Trance of Greed	marvel-champions/enchantress/MarvelChampions-Enchantress-TranceOfGreed.jpg	multi_sided	Attachment						55008B	Encounter									55008b	false	true	Enchantress		false				false	Enchantment		
3582e512-0585-586f-b3d7-64f7c539f788	Magik	marvel-champions/official/MarvelChampions-Official-Magik.jpg	player	Ally						32042	Aggression						3			32042	false	false	official		false			Illyana Rasputin	false	Mystic,X-Men		
358a6e46-ed00-5ca8-8cd5-8def16035b34	Master of the Mystic Arts	marvel-champions/doctor-strange/MarvelChampions-DoctorStrange-MasterOfTheMysticArts.jpg	player	Event						09005	Hero									09005	false	false	Doctor Strange		false				false			
35a4d8ce-ee59-5b22-af6f-deece46aa129	Spider-Byte	marvel-champions/official/MarvelChampions-Official-SpiderByte.jpg	player	Ally						52014	Protection						2			52014	false	false	official		false			Margo Kess	false	Web-Warrior		
35a7571f-2f94-5b67-9870-d75a5722ec1f	Yellow Jacket	marvel-champions/official/MarvelChampions-Official-YellowJacket.jpg	player	Ally						56019	Basic						3			56019	false	false	official		false			Hank Pym	false	Avenger		
35b73009-ca5f-5e4d-9679-d362c9419d55	Infinite Prelate	marvel-champions/unus/MarvelChampions-Unus-InfinitePrelate.jpg	encounter	Treachery						45067	Encounter									45067	false	false	Unus		false				false			
35eba973-3ec7-5d94-8d41-42dfe8ecd5ae	Plasmoid Energy	marvel-champions/jubilee/MarvelChampions-Jubilee-PlasmoidEnergy.jpg	player	Resource						47010A	Hero									47010a	false	false	Jubilee		false				false			
35f41776-c23b-5696-8aaa-af9a88ea9141	Kraven the Hunter	marvel-champions/the-sinister-six/MarvelChampions-TheSinisterSix-KravenTheHunter.jpg	villain	Villain						27097	Encounter						9			27097	false	false	The Sinister Six	I	false				false			
362b7635-5152-58cd-997b-cec63ff628fe	Ghost Kick	marvel-champions/ghost-spider/MarvelChampions-GhostSpider-GhostKick.jpg	player	Event						27002	Hero									27002	false	false	Ghost-Spider		false				false	Attack		
36427cb3-ed51-5d71-acdd-d860a40fcd83	Vibration Resistance	marvel-champions/quicksilver-nemesis/MarvelChampions-QuicksilverNemesis-VibrationResistance.jpg	encounter	Attachment						14027	Encounter									14027	false	false	Quicksilver Nemesis		false				false	Condition		
36606dcb-e520-594d-9882-4a3112de106f	Bombs Away	marvel-champions/official/MarvelChampions-Official-BombsAway.jpg	player	Event						58017	Aggression									58017	false	false	official		false				false	Aerial,Tactic		
36766d3d-dba1-5799-87ef-ea9ed2c5fb20	Armored Rhino Suit	marvel-champions/rhino/MarvelChampions-Rhino-ArmoredRhinoSuit.jpg	encounter	Attachment						01098	Encounter									01098	false	false	Rhino		false				false	Armor		
3677b387-16d3-5a17-9a94-3f39f5ea19da	IPAC	marvel-champions/official/MarvelChampions-Official-IPAC.jpg	player	Support						43025	Basic									43025	false	false	official		false				false	Vehicle,X-Force		
367df7fb-8bf4-590f-96d6-e62c9aeda2f7	Mister Hyde	marvel-champions/mister-hyde/MarvelChampions-MisterHyde-MisterHyde.jpg	encounter	Minion						24035	Encounter						10			24035	false	false	Mister Hyde		false				false	Brute,Elite,Masters Of Evil		
36848757-d86a-5baf-8199-6580ef5f8579	"""Yoo-Hoo!"""	marvel-champions/deadpool/MarvelChampions-Deadpool-YooHoo.jpg	player	Event						44006	Hero									44006	false	false	Deadpool		false				false	Thwart		
36943f94-3731-5bed-9b56-59fbdd69f968	Peni Parker	marvel-champions/sp-dr/MarvelChampions-SPDr-PeniParker.jpg	multi_sided	Alter-Ego						31002A	Hero			4			14			31002a	false	false	SP//dr		false			SP//dr Suit	false	Civilian		
36943f94-3731-5bed-9b56-59fbdd69f968	SP//dr	marvel-champions/sp-dr/MarvelChampions-SPDr-SPDr.jpg	multi_sided	Upgrade						31002B	Hero									31002b	false	true	SP//dr		false				false	Interface,Pilot		
36bcac83-26c9-5558-b2de-26c886cdfc24	Jefferson Davis	marvel-champions/spider-man-miles-morales/MarvelChampions-SpiderManMilesMorales-JeffersonDavis.jpg	player	Support						27036	Hero									27036	false	false	Spider-Man (Miles Morales)		false				false	Persona,S.H.I.E.L.D.		
36cb7913-e1d4-585c-8cc5-38752cf2fe00	Daredevil	marvel-champions/official/MarvelChampions-Official-Daredevil-2.jpg	player	Ally						01058	Justice						3			01058	false	false	official		false			Matt Murdock	false	Defender		
36ce4a2d-7674-5036-9268-e03e2b00ef49	Attack on Xavier's	marvel-champions/mansion-attack/MarvelChampions-MansionAttack-AttackOnXaviers-2.jpg	multi_sided	Main Scheme						32129A	Encounter									32129a	false	false	Mansion Attack	2A	false				false			
36ce4a2d-7674-5036-9268-e03e2b00ef49	The Courtyard	marvel-champions/mansion-attack/MarvelChampions-MansionAttack-TheCourtyard.jpg	multi_sided	Main Scheme			1			32129B	Encounter									32129b	false	false	Mansion Attack	2B	false		1		false			
36fcd5a3-6be4-5146-9dc8-7e7ef4884332	'Port and Punch	marvel-champions/nightcrawler/MarvelChampions-Nightcrawler-PortAndPunch.jpg	player	Event						48007	Hero									48007	false	false	Nightcrawler		false				false	Attack,Superpower		
37069157-b4af-519f-928a-97a2a5167972	Covert Surveillance	marvel-champions/nick-fury/MarvelChampions-NickFury-CovertSurveillance.jpg	player	Event						50038	Hero									50038	false	false	Nick Fury		false				false	Thwart		
370b0158-be75-5e8b-b699-dee072cffa05	Taskmaster	marvel-champions/taskmaster/MarvelChampions-Taskmaster-Taskmaster.jpg	villain	Villain						04094	Encounter							16		04094	false	false	Taskmaster	II	false				false	Hydra,Mercenary		
370fbcfa-acca-5a2b-8f24-693692f0d75d	Sinister Experiment	marvel-champions/mister-sinister/MarvelChampions-MisterSinister-SinisterExperiment.jpg	multi_sided	Main Scheme						40140A	Encounter									40140a	false	false	Mister Sinister	2A	false				false			
370fbcfa-acca-5a2b-8f24-693692f0d75d	Taking Off	marvel-champions/mister-sinister/MarvelChampions-MisterSinister-TakingOff.jpg	multi_sided	Main Scheme			2			40140B	Encounter									40140b	false	false	Mister Sinister	2B	false		1		false			
371960a7-13ff-55de-a177-0904629326c3	Rocket Raccoon	marvel-champions/official/MarvelChampions-Official-RocketRaccoon.jpg	player	Ally						16019	Basic						3			16019	false	false	official		false				false	Guardian		
374162f0-dd0c-5fea-9f93-aa6be3801cc4	Making an Entrance	marvel-champions/official/MarvelChampions-Official-MakingAnEntrance.jpg	player	Event						30016	Justice									30016	false	false	official		false				false	Skill		
374ad77f-cd52-5ddf-875a-94bd78307b13	Legion	marvel-champions/official/MarvelChampions-Official-Legion.jpg	player	Ally						45020	Basic						3			45020	false	false	official		false			David Haller	false	Psionic,X-Men		
3750b2a1-c595-5d9c-8b06-8b28191d9932	Kree Lieutenant	marvel-champions/kree-militants/MarvelChampions-KreeMilitants-KreeLieutenant.jpg	encounter	Minion						16133	Encounter						7			16133	false	false	Kree Militants		false				false	Kree,Soldier		
3754bfa3-f9b2-5dac-a205-5df2ccbf5dab	Adaptoid	marvel-champions/m-o-d-o-k/MarvelChampions-MODOK-Adaptoid.jpg	encounter	Minion						50113	Encounter						5			50113	false	false	M.O.D.O.K.		false				false	Adaptoid		
3759d8cb-8447-50ed-95ff-076afde556fb	Imminent Overload	marvel-champions/iron-man-nemesis/MarvelChampions-IronManNemesis-ImminentOverload.jpg	encounter	Side Scheme						01171	Encounter									01171	false	false	Iron Man Nemesis		false	3			false			
37882d1b-5f85-5f87-8a26-1f8c72681030	A Minor Setback	marvel-champions/ironheart/MarvelChampions-Ironheart-AMinorSetback.jpg	encounter	Obligation						29028	Encounter									29028	false	false	Ironheart		false				false			
378a0808-ae3b-5634-97e0-98f2406300d6	Metal Wings	marvel-champions/four-horsemen/MarvelChampions-FourHorsemen-MetalWings.jpg	encounter	Attachment						45091	Encounter									45091	false	false	Four Horsemen		false				false	Item,Tech		
37ac988c-0f20-5c7a-81f9-9eb66bb06fb0	Falcon's Flock	marvel-champions/falcon/MarvelChampions-Falcon-FalconsFlock.jpg	player	Support						53006	Hero									53006	false	false	Falcon		false				false	Aerial,Bird	5	
37ac989b-adb7-5f41-95fd-a27b74f67e99	Strength	marvel-champions/official/MarvelChampions-Official-Strength.jpg	player	Resource						13023	Basic									13023	false	false	official		false				false			
37af4445-20d9-55b6-aeb3-1d745ec02444	Village Under Attack	marvel-champions/savage-land/MarvelChampions-SavageLand-VillageUnderAttack.jpg	encounter	Side Scheme						45132	Encounter	1								45132	false	false	Savage Land		false	2	1		false			
37eef69a-71b9-58f6-96a6-ae58e74d249c	Propulsion Jets	marvel-champions/ironheart/MarvelChampions-Ironheart-PropulsionJets.jpg	player	Upgrade						29013	Hero								2	29013	false	false	Ironheart		false				false	Tech		
37f6936b-d671-54d3-82fe-49b828f96ee3	Celestial Armor	marvel-champions/celestial-tech/MarvelChampions-CelestialTech-CelestialArmor.jpg	encounter	Attachment						45156	Encounter									45156	false	false	Celestial Tech		false				false	Armor,Celestial		
37fad9bd-88cc-5dd8-9c8f-a152153371bd	Hercules	marvel-champions/new-avengers/MarvelChampions-NewAvengers-Hercules.jpg	encounter	Minion						56151	Encounter						4			56151	true	false	New Avengers		false				false	Avenger		
37fe1bb0-f140-5fa0-985e-6edbf1beb122	Basic Attack Upgrade	marvel-champions/hydra-campaign/MarvelChampions-HydraCampaign-BasicAttackUpgrade.jpg	multi_sided	Upgrade						04160A	Basic								1	04160a	false	true	Hydra Campaign		false				false	Condition		
37fe1bb0-f140-5fa0-985e-6edbf1beb122	Improved Attack Upgrade	marvel-champions/hydra-campaign/MarvelChampions-HydraCampaign-ImprovedAttackUpgrade.jpg	multi_sided	Upgrade						04160B	Basic								1	04160b	false	true	Hydra Campaign		false				false	Condition		
382df7d8-b1c8-5884-9fc2-ceadb79a36cc	Analysis Paralysis	marvel-champions/whispers-of-paranoia/MarvelChampions-WhispersOfParanoia-AnalysisParalysis.jpg	encounter	Side Scheme					1	27173	Encounter									27173	false	false	Whispers of Paranoia		false	1			false			
3837028e-8bf8-5b46-b530-d22e3a2d5a3a	Change of Fortune	marvel-champions/official/MarvelChampions-Official-ChangeOfFortune.jpg	player	Upgrade						48014	Protection									48014	false	false	official		false				false			
385d56f8-c6b2-599d-a692-ff592250a372	Team Investigation	marvel-champions/official/MarvelChampions-Official-TeamInvestigation.jpg	player	Event						40053	Justice									40053	false	false	official		false				false			
385e846a-7f7c-5b0a-8a3d-cd50d387ff9c	The Night Nurse	marvel-champions/official/MarvelChampions-Official-TheNightNurse.jpg	player	Support						09019	Protection									09019	false	false	official		false				false	Persona	3	
386d76ce-7d5b-51a4-b497-dd6b8358fafa	Acquire Infinity Formula	marvel-champions/nick-fury-nemesis/MarvelChampions-NickFuryNemesis-AcquireInfinityFormula.jpg	encounter	Side Scheme					1	50061	Encounter									50061	false	false	Nick Fury Nemesis		false	5			false			
388f452a-7eef-54fc-97b9-da5abb2e8a7e	Eros	marvel-champions/official/MarvelChampions-Official-Eros.jpg	player	Ally						22011	Justice						2			22011	false	false	official		false				false	Guardian		
38901ca1-98c4-5879-b6d4-d2c7d32d170a	Telekinetic Dragon	marvel-champions/psylocke-nemesis/MarvelChampions-PsylockeNemesis-TelekineticDragon.jpg	encounter	Treachery						41029	Encounter									41029	false	false	Psylocke Nemesis		false				false			
38936d9c-eefc-538e-a481-33c8a4c603cf	Unified Strike	marvel-champions/official/MarvelChampions-Official-UnifiedStrike.jpg	player	Event						58020	Leadership									58020	false	false	official		false				false	Tactic		
38b31f8f-6c87-54c8-8c35-00c9b12c83ec	Dive Bomb	marvel-champions/official/MarvelChampions-Official-DiveBomb.jpg	player	Event						17028	Aggression									17028	false	false	official		false				false	Aerial,Attack		
38b51411-200e-503a-a840-7f22cd9e2b23	Cyberpathy	marvel-champions/apocalypse/MarvelChampions-Apocalypse-Cyberpathy.jpg	encounter	Attachment						45106	Encounter									45106	false	false	Apocalypse		false				false	Superpower		
38ba2f0b-3911-5b12-b48c-17c19ad827c9	Sneak Attack	marvel-champions/official/MarvelChampions-Official-SneakAttack.jpg	player	Event						23017	Leadership									23017	false	false	official		false				false	Tactic		
38e870c9-5d03-59dc-b513-57e19aa57d18	Lie in Wait	marvel-champions/official/MarvelChampions-Official-LieInWait.jpg	player	Upgrade						13017	Aggression									13017	false	false	official		false				false	Preparation		
38f6e2a4-5f25-5da0-b5a9-2aa8da3fc65f	Kree Physiology	marvel-champions/ronan-the-accuser/MarvelChampions-RonanTheAccuser-KreePhysiology.jpg	encounter	Treachery						16115	Encounter									16115	false	false	Ronan the Accuser		false				false			
38f8f7b3-8787-5563-bdbb-e8511044b7ae	Wakanda Forever!	marvel-champions/black-panther/MarvelChampions-BlackPanther-WakandaForever.jpg	player	Event						01043B	Hero									01043b	false	false	Black Panther		false				false	Tactic		
