databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	rarity	cost	klass	traits	range	attack	support	text
AM02_AM02-006+	Ayra, Bladeswoman Protecting the Hope of Isaach+	fe-cipher/am02/FeCipher-AM02-AyraBladeswomanProtectingTheHopeOfIsaach-2.png	default	Yellow	AM02	AM02	playerNDeck	Custom	4(3)	Swordmaster	Yellow/Female/Sword	1	70	10	Teachings of the Sword Princess |ACT| |Once Per Turn| [Flip 1 Bond face-down, Send 1 <Yellow> Bond to the Retreat Area] Choose 1 <Sword> card from your hand and place it in your Bond Area. If you do, choose 1 other <Sword> ally. Choose 1 card with the same Unit Name as that ally from your Retreat Area, and add it to your hand. / Protector of the Prince |ACT| |Once Per Turn| Until the end of your opponent's next turn, this unit and allied "Shannan" gain +10 attack. This skill can only be used if you have an allied "Shannan".
AM02_AM02-007	Ced, Sharing the Wind Saint’s Name	fe-cipher/am02/FeCipher-AM02-CedSharingTheWindSaintsName.png	default	Yellow	AM02	AM02	playerNDeck	Custom	4(3)	Sage	Yellow/Male/Tome	1-2	60	20	Ced's Heavenly Wind |ACT| |Once Per Turn| [Flip 1 "Ced" or "Lewyn" Bond Face-Down] Choose 1 non-"Ced" <Yellow> card that is a <Tome> or <Flier> from your Retreat Area, and add it to your hand. Until the end of your opponent’s next turn, all allies acquire <Flier>. / Forseti's Godly Tempest |AUTO| When this unit attacks, if you have 5 or more Bond cards and this unit has used "Ced's Heavenly Wind" this turn, until the end of combat, he gains +10 attack for each <Flier> ally. / Heir to the Silessean Throne |CONT| If the card supporting a <Flier> ally is <Yellow> <Tome>, that ally gains +10 attack.
AM02_AM02-008	Annand, Seraphic Guardian the Royal Family	fe-cipher/am02/FeCipher-AM02-AnnandSeraphicGuardianTheRoyalFamily.png	default	Yellow	AM02	AM02	playerNDeck	Custom	4(3)	Falcon Knight	Yellow/Female/Lance/Flier/Beast	1	60	30	Heavenly General |AUTO| |OPT| When an ally that is <Flier> or <Tome> is deployed from your Bond Area, choose 1 of your face-down Bond cards and flip it face-up. <CC01 Minerva S2, closest thing I could think of> / [BS] Devotion to Silesse |BOND| |CONT| If you have an allied "Lewyn" or "Erinys", the Deployment Cost of this card becomes 3.
AM02_AM02-009	Femina, Aspiring Falcon Knight	fe-cipher/am02/FeCipher-AM02-FeminaAspiringFalconKnight.png	default	Yellow	AM02	AM02	playerNDeck	Custom	4(3)	Falcon Knight	Yellow/Female/Lance/Flier/Beast	1	60	30	Silessian Sky Tactics |CONT| During your turn, if you have 2 or more other <Flier> allies, all <Flier> allies gain +10 attack. / Falcon's Idealism |AUTO| |Once Per Turn| When an ally is Deployed from your Bond Area, you may choose 1 of your Bond cards and add it to your hand.
AM02_AM02-010	Amid, Wind Mage with Thunderous Blood	fe-cipher/am02/FeCipher-AM02-AmidWindMageWithThunderousBlood.png	default	Yellow	AM02	AM02	playerNDeck	Custom	3(2)	War Mage	Yellow/Male/Tome	1-2	50	20	[BS] Banter with a Pegasus Knight |BOND| |ACT| [Flip this card face-down] Choose 1 "Fee" or "Femina" with a Deployment Cost of 4 or lower from your hand or Bond Area, and deploy it. This skill can only be used if you have 5 or more Bond cards.
AM02_AM02-011v2	Linda, Freedom's Thunderclap	fe-cipher/am02/FeCipher-AM02-LindaFreedomsThunderclap.png	default	Yellow	AM02	AM02	playerNDeck	Custom	4(3)	War Mage	Yellow/Female/Tome	1-2	60	20	Wrath Demanding Liberation |AUTO| When a |Tome| ally Critical Hits, until the end of combat, non-Main Character enemies are unable to evade. / Illuminating Lightning |AUTO| |Once Per Turn| When an ally's Critical Hit destroys an enemy, you may choose 1 "Linda" card from your Retreat Area, and place it in your Bond Area. / [BS] Promised Light |BOND| |AUTO| [Flip 2 Bond cards face-down] When this card is placed in your Bond Area, you may pay the cost and if you do: Choose 2 of your Bond cards, and send them to the Retreat Area. If you do, reveal the top 2 cards of your Deck, and place them in your Bond Area. Until the end of the turn, you may not use "Promised Light".
AM02_AM02-012	Linda, Lost Daughter of Ethnia	fe-cipher/am02/FeCipher-AM02-LindaLostDaughterOfEthnia.png	default	Yellow	AM02	AM02	playerNDeck	Custom	1	Mage	Yellow/Female/Tome	1-2	30	20	Lineage of Divine Magic |AUTO| |Once Per Turn| When a |Tome| card is placed in your Bond Area, until the end of the turn, this unit gains +20 attack. / |ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand and send it to the Retreat Area.
AM02_AM02-013	Febail, Verdanite Prince Inheriting the Holy Bow	fe-cipher/am02/FeCipher-AM02-FebailVerdanitePrinceInheritingTheHolyBow.png	default	Yellow	AM02	AM02	playerNDeck	Custom	4(3)	Sniper	Yellow/Male/Bow	2	60	20	Ullr's Holy Bow |ACT| |Once Per Turn| [Flip 1 “Brigid” or “Febail” Bond face-down] Until the end of your opponent's next turn, this unit gains +20 attack. If you have as many as or fewer Bond cards than your opponent, choose 1 <Bow> card from your Retreat Area and place it in your Bond Area. / Yewfelle's Pursuing Arrows |AUTO| When this unit uses "Ullr's Holy Bow", if you have 4 or more Bond cards, until this unit leaves the Battlefield, he may attack enemies regardless of range. / Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.
AM02_AM02-014	Febail, Archer From the Orphanage	fe-cipher/am02/FeCipher-AM02-FebailArcherFromTheOrphanage.png	default	Yellow	AM02	AM02	playerNDeck	Custom	1	Bow Fighter	Yellow/Male/Bow	2	30	20	Blood of the Bow Saint |ACT| |Once Per Turn| Move this unit. This skill is only usable if this unit is untapped. / Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack. / |ATK SUPP| Cover Emblem: At the end of this combat, you may move your attacking unit.
AM02_AM02-015	Brigid, Divine Heiress Turned Pirate	fe-cipher/am02/FeCipher-AM02-BrigidDivineHeiressTurnedPirate.png	default	Yellow	AM02	AM02	playerNDeck	Custom	3(2)	Sniper	Yellow/Female/Bow	2	50	20	Awakening the Legendary Bow |AUTO| |Once Per Turn| When a <Bow> is placed in your Bond Area, until the end of the turn, this unit gains +30 attack. / Lineage of the Divine Markswoman |SPEC| When this card is sent from your Bond Area to the Retreat Area by the cost or effect of a <Bow> ally's skill, if you have 3 or fewer cards in hand, draw 1 card. / Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.
AM02_AM02-016	Jamke, Last Scion of Verdane	fe-cipher/am02/FeCipher-AM02-JamkeLastScionOfVerdane.png	default	Yellow	AM02	AM02	playerNDeck	Custom	3(2)	Sniper	Yellow/Male/Bow	2	50	20	Prince's Killer Bow |CONT| When this unit Critical Hits, you may send 1 Bond card to the Retreat Area instead of sending a "Jamke" from your hand to the Retreat Area. This skill is only active if you have 1 or more <Yellow> <Bow> allies in the Front Line. / Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.
AM02_AM02-017	Edain, Holy Woman with the Blood of the Bow Saint	fe-cipher/am02/FeCipher-AM02-EdainHolyWomanWithTheBloodOfTheBowSaint.png	default	Yellow	AM02	AM02	playerNDeck	Custom	3(2)	High Priest	Yellow/Female/Tome	1-2	50	20	Descendent of Ullr |SPEC| This card acquires <Bow> while in your Bond Area or Retreat Area. / [BS] Delivering the Divine Bow |BOND| |AUTO| When this card is placed in your Bond Area by the effect of a <Bow> ally's skill, you may send 1 Bond to the Retreat Area. If you do, choose 1 non-"Edain" <Bow> card in your Retreat Area and place it in your Bond Area.
AM02_AM02-018	Ares, Exalted Black Knight	fe-cipher/am02/FeCipher-AM02-AresExaltedBlackKnight.png	default	Yellow	AM02	AM02	playerNDeck	Custom	4(3)	Paladin	Yellow/Male/Sword/Beast	1	70	10	Hodr's Demon Blade |ACT| |Once Per Turn| [Flip 1 "Eldigan" or "Ares" Bond face-down] Until the end of the turn, this unit may Critical Hit without sending 1 "Ares" from your hand to the Retreat Area. / Mystletainn's Dominion |AUTO| When this unit uses "Hodr's Demon Blade", if you have 5 or more Bond cards, until the end of the turn, non-Main Character enemies cannot evade. / Future King of Augustria |AUTO| At the end of your turn, if you have 6 or more Bond cards, you may choose 1 of your Bond cards and add it to your hand.
AM02_AM02-019	Leylia, Black Knight's Love	fe-cipher/am02/FeCipher-AM02-LeyliaBlackKnightsLove.png	default	Yellow	AM02	AM02	playerNDeck	Custom	3	Dancer	Yellow/Female/Sword	1	30	10	A Dance for the New Lionheart |ACT| [Tap this unit, Send 1 <Yellow> Bond card to the Retreat Area] Choose 1 ally who has attacked this turn, and untap them. If the chosen ally is a <Beast> with a Support of 10, choose 1 card in your Retreat Area, and place it face-down in your Bond Area. / Black Knight's Dancer |CONT| The number of Orbs the attack of an allied "Ares" will destroy becomes 2.
AM02_AM02-020	Altena, Blood of Njorun Raised in the Kingdom of Dainn	fe-cipher/am02/FeCipher-AM02-AltenaBloodOfNjorunRaisedInTheKingdomOfDainn.png	default	Yellow	AM02	AM02	playerNDeck	Custom	5(4)	Dragonmaster	Yellow/Female/Lance/Flier/Dragon	1	70	30	Dainn's Sky-Piercing Lance |ACT| |Once Per Turn| [Flip 1 "Arion" or "Travant" Bond face-down] Send 1 of your <Yellow> Bond cards to the Retreat Area. If you do, for every 3 Bonds you have, choose 1 non-Main Character enemy and destroy them. / Gae Bolg's Resilience |AUTO| When this unit uses "Njorun's Earth-Rending Lance", if you have 7 or more Bond cards, you may choose 1 ally. Until the end of your opponent's next turn, this unit and that ally gain +10 attack. / Bonds of Heaven and Earth |AUTO| |Once Per Turn| When a "Leif" or "Arion" is placed into your Bond Area, choose 1 enemy and move them.
AM02_AM02-021v2	Arion, Duty Bound Prince of Thracia	fe-cipher/am02/FeCipher-AM02-ArionDutyBoundPrinceOfThracia.png	default	Yellow	AM02	AM02	playerNDeck	Custom	5(4)	Dragonmaster	Yellow/Male/Lance/Flier/Dragon	1	70	30	Dainn's Sky-Piercing Lance |ACT| |Once Per Turn| [Flip 1 "Arion" or "Travant" Bond face-down] Send of your 1 <Yellow> Bond card to the Retreat Area. If you do, for every 3 Bonds you have, choose 1 non-Main Character enemy and destroy them. / Gungnir's Finality |AUTO| When this unit uses "Dainn's Sky-Piercing Lance", if you have 7 or more Bond cards, choose up to 2 cards in your opponent's Retreat Area, and send them to the Boundless Area. / Lord of the Dracoknights |ACT| |Once Per Turn| If you have 2 or more other <Dragon> <Flier> allies, choose 1 face-down Bond card, and flip it face-up.
AM02_AM02-022	Arion, Future of the Kingdom of Thracia	fe-cipher/am02/FeCipher-AM02-ArionFutureOfTheKingdomOfThracia.png	default	Yellow	AM02	AM02	playerNDeck	Custom	1	Dragon Knight	Yellow/Male/Lance/Flier/Dragon	1	40	30	Duty and Love |AUTO| When this unit is deployed, if you do not have a "Travant" or "Altena" Bond card, tap this unit. / |ATK SUPP| Flying Emblem: Choose 1 ally other than your attacking unit. You may move that ally.
AM02_AM02-023	Zelot, Knight Lord of Ilia	fe-cipher/am02/FeCipher-AM02-ZelotKnightLordOfIlia.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Paladin	Purple/Male/Lance/Beast	1	70	10	Captain’s Charisma |AUTO| Whenever a |Beast| ally with a Deployment Cost of 2 or higher is deployed, draw 1 card. If you do, choose 1 card from your hand and place it on the top of your Deck. / Charge of the Ilian Knights |CONT| |Beast| cards in your Support Area with 10 Support acquire "Attack Emblem". However, each card may only possess 1 instance of "Attack Emblem". (Attack Emblem |SUPP| Until the end of this combat, your attacking unit gains +20 attack.)
AM02_AM02-024	Zelot, Lord of Edessa	fe-cipher/am02/FeCipher-AM02-ZelotLordOfEdessa.png	default	Purple	AM02	AM02	playerNDeck	Custom	1	Cavalier	Purple/Male/Lance/Beast	1	40	10	Captain’s Prowess |CONT| During your turn, if you have 1 or more other |Beast| ally, this unit gains +10 attack. / |ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
AM02_AM02-025	Juno, Grand Flightleader	fe-cipher/am02/FeCipher-AM02-JunoGrandFlightleader.png	default	Purple	AM02	AM02	playerNDeck	Custom	5(4)	Falcon Knight	Purple/Female/Lance/Flier/Beast	1	60	30	Maltet, the Legendary Weapon |ACT| [Flip 1 Bond face-down] Until the end of your opponent's next turn, this unit gains +10 attack. / [LIS] Barigan’s Everfrost Lance |ACT| |Once Per Turn| Choose 1 non-Main Character enemy per |Beast| ally. Until the end of your opponent's next turn, those enemies cannot be untapped. This skill is only usable if this unit has used "Maltet, the Legendary Weapon" 2 or more times this turn.
AM02_AM02-026	Yoder, Bishop of the Elimine Church	fe-cipher/am02/FeCipher-AM02-YoderBishopOfTheElimineChurch.png	default	Purple	AM02	AM02	playerNDeck	Custom	5(4)	Bishop	Purple/Male/Tome	1-2	60	20	Aureola, the Legendary Weapon |ACT| [Flip 1 <Purple> Bond face-down] Until the end of the turn, this unit gains +20 attack. / [LIS] Elimine's All-Revealing Light |ACT| |Once Per Turn| Until the end of the turn, both players play with the top card of their Decks revealed. This skill is only usable if this unit has used "Aureola, the Legendary Weapon" 2 or more times this turn. / Delivering the Legendary Weapons |AUTO| |Once Per Turn| When an ally uses a [LIS], you may reveal 1 card that possesses a [LIS] from your hand, and place it on the top of your Deck.
AM02_AM02-027v2	Eirika, Princess of Grace and the Thunder Sword	fe-cipher/am02/FeCipher-AM02-EirikaPrincessOfGraceAndTheThunderSword.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Great Lord	Purple/Female/Sword/Beast	1	70	20	[STS] Sieglinde, the Thunder Sword |ACT| |Once Per Turn| [Reveal 1 <Purple> card with a Deployment Cost of 4 or lower in your hand and place it on top of your Deck] Until the end of the turn, all allies that possess [STS] gain +10 attack. If you have another ally who possesses a [STS], until the end of the turn, the cost of this unit's "Sacred Unity" becomes |Flip 1 Bond face-down|. / Sacred Unity |AUTO| |Once Per Turn| [Flip 2 Bonds face-down] At the end of this unit's attack, if she was supported by a card possessing an [STS], you may pay the cost and if you do: Deploy that card tapped.
AM02_AM02-028	Ephraim, Prince of Strength and the Flame Lance	fe-cipher/am02/FeCipher-AM02-EphraimPrinceOfStrengthAndTheFlameLance.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Great Lord	Purple/Male/Lance/Beast	1	70	20	[STS] Siegmund, the Flame Lance |ACT| |Once Per Turn| [Reveal 1 <Purple> card with a Deployment Cost of 4 or lower in your hand and place it on top of your Deck] Until the end of the turn, this unit gains +10 attack per other ally in the Front Line. If you have another ally who possesses a [STS], this unit gains +10 attack per other ally in the Back Line. / Comrades |AUTO| |Once Per Turn| During your turn, when a non-"Ephraim" card with a Deployment Cost of 4 or lower is placed in your Support Area, you may add that card to your hand. If you do, choose 1 card from your hand and place it in your Support Area.
AM02_AM02-029	Tana, Sky Guarding Princess of Frelia	fe-cipher/am02/FeCipher-AM02-TanaSkyGuardingPrincessOfFrelia.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Falcon Knight	Purple/Female/Lance/Flier/Beast	1	60	30	[STS] Vidofnir, the Winged Lance |ACT| |Once Per Turn| [Tap 1 <Purple> ally] Until the end of your opponent's next turn, this unit gains +10 attack. If you have another ally who possesses a [STS], choose 1 ally who has not attacked this turn and untap them. / Frelia's Guardian Wings |CONT| All allies who possess a [STS] cannot be destroyed by the effects of skills.
AM02_AM02-030	Innes, Strategist Prince of Frelia	fe-cipher/am02/FeCipher-AM02-InnesStrategistPrinceOfFrelia.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Sniper	Purple/Male/Bow	2	60	20	[STS] Nidhogg, the Serpent Bow |ACT| |Once Per Turn| [Tap 1 <Purple> ally] Choose up to 1 non-Main Character enemy. Move this unit and that enemy. If you have another ally who possesses a [STS], you may choose any enemy instead. / Frelian Spy Network |ACT| |Once Per Turn| [Flip 1 Bond face-down] Choose 1 enemy with 80 or higher attack. Until the end of the turn, while that enemy is being attacked by an ally that possesses a [STS], your opponent's Support cards fail to support that enemy. / Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.
AM02_AM02-031	Joshua, Prince of the Frost Blade	fe-cipher/am02/FeCipher-AM02-JoshuaPrinceOfTheFrostBlade.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Swordmaster	Purple/Male/Sword	1	70	X	[STS] Audhulma, the Ice Blade |ACT| |Once Per Turn| [Flip 1 <Purple> Bond face-down] Reveal the top 5 cards of your opponent's Deck. Choose up to 1 card from among them and place it back on top of your opponent's Deck in any order, and send the rest to the Retreat Area. If you have another ally who possesses a [STS], you may choose 2 of the revealed cards instead. / Gambler King |ACT| |Once Per Turn| Your opponent chooses 1 card without looking from your hand. Send that card to the Retreat Area. Choose 1 <Sword> ally with a Deployment Cost less than or equal to that card and untap them. / |ATK/DEF SUPP| Gambler's Instinct: Reveal the top card of your opponent's Deck. Until the end of combat, this card's support value is equal to the revealed card's Deployment Cost x10.
AM02_AM02-032	Saleh, Great Dragon's Guardian Sage	fe-cipher/am02/FeCipher-AM02-SalehGreatDragonsGuardianSage.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Sage	Purple/Male/Tome	1-2	60	20	[STS] Excalibur, the Wind Tome |ACT| |Once Per Turn| [Flip 1 <Purple> Bond face-down] Until the end of the turn, this unit gains +40 attack. If you have another ally who possesses a [STS], choose 1 <Dragon> or <Tome> card from your Retreat Area with a Deployment Cost of 4 or lower and place it on top of your Deck. / Divine Dragon’s Guardian |AUTO| |Once Per Turn| During your turn, when an ally is supported by a <Dragon>, if you have 3 or fewer cards in your hand, draw 1 card.
AM02_AM02-033	Duessel, Grado's Righteous Obsidian	fe-cipher/am02/FeCipher-AM02-DuesselGradosRighteousObsidian.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Great Knight	Purple/Male/Axe/Beast/Armor	1	70	10	[STS] Garm, the Black Axe |ACT| |Once Per Turn| [Flip 1 Bond face-down] Until the end of your opponent's next turn, this unit gains +10 attack. If you have another ally who possesses a [STS], until the end of the turn, this unit's attacks cannot be evaded by non-Main Character enemies. / Arms Master |AUTO| |Once Per Turn| When this unit's attack destroys an enemy, choose 1 other <Sword>, <Lance>, or <Axe> ally with less attack than this unit. Until the end of the turn, that ally gains +10 attack. / |ATK/DEF SUPP| Obsidian's Teachings: If this card is supporting a <Sword>, <Axe>, or <Lance> ally with a Deployment Cost of 4 or lower, until the end of combat, that ally gains +10 attack.
AM02_AM02-034	Knoll, Wielding Sacred Dark Arts	fe-cipher/am02/FeCipher-AM02-KnollWieldingSacredDarkArts.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Druid	Purple/Male/Tome	1-2	60	20	[STS] Gleipnir, the Dark Tome |ACT| |Once Per Turn| [Flip 1 Bond face-down] Choose 1 Bond card and flip it face-down. If you have another ally who possesses a [STS], until the end of the turn, this unit gains +20 attack. / |DEF SUPP| Spellsealing Sacred Magic: Until the end of this combat, if your defending unit is being attacked by a <Tome>, that ally gains +40 attack.
AM02_AM02-035	Natasha, Pure-Hearted Sacred Light	fe-cipher/am02/FeCipher-AM02-NatashaPureHeartedSacredLight.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Valkyrie	Purple/Female/Tome/Beast	1-2	60	20	[STS] Ivaldi, the Glorious Light |ACT| |Once Per Turn| [Send 1 card from your hand to the Retreat Area] Draw 1 card. If you have another ally who possesses a [STS], look at the top 2 cards of your Deck. Send as many of them as you wish to the Retreat Area. / Saint's Benevolence |ACT| |Once Per Turn| Reveal the top card of your Deck. If that card possesses a [STS], add it to your hand.
AM02_AM02-036	L’Arachel, The Beautiful Princess of Peerless Beauty	fe-cipher/am02/FeCipher-AM02-LArachelTheBeautifulPrincessOfPeerlessBeauty.png	default	Purple	AM02	AM02	playerNDeck	Custom	4(3)	Valkyrie	Purple/Female/Tome/Beast	1-2	60	20	[STS] Latona, the Saint's Staff |ACT| |Once Per Turn| [Send 1 card from your hand to the Retreat Area] Choose 1 card with the same Unit Name as your Main Character from your Retreat Area and add it to your hand. If you have another ally who possesses a [STS], you may choose any non-"L'Arachel" card with an |STS| instead. / Gathering of Glory |CONT| If this unit is in the Front Line, she gains +10 attack per other ally who possesses a [STS].
AM02_AM02-037	Tethys, Dancer of the Mercenaries	fe-cipher/am02/FeCipher-AM02-TethysDancerOfTheMercenaries.png	default	Purple	AM02	AM02	playerNDeck	Custom	2	Dancer	Purple/Female	-	20	10	Alluring Performance |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 <Sword> or <Tome> ally with a Deployment Cost of 4 or lower who has attacked this turn, and untap them.
AM02_AM02-038	Elincia, Resolute Queen of Crimea	fe-cipher/am02/FeCipher-AM02-ElinciaResoluteQueenOfCrimea.png	default	Green	AM02	AM02	playerNDeck	Custom	4(2)	Queen	Green/Female/Sword/Flier/Beast	1	60	30	On Glory's Wings |ACT| |Once Per Turn| [Flip 2 Bonds face-down] Untap this unit. Choose 1 ally that possesses a [GS]. Choose 1 card with the same Unit Name as that ally in your Retreat Area, and stack it under them to Growth them. / [GS] Bearer of Hope |ACT| |Once Per Turn| [Send 2 cards stacked under this unit to the Retreat Area] Reveal the top 4 cards of your Deck. Choose 1 card from among them, add it to your hand, and send the remainder to the Retreat Area.
AM02_AM02-039	Haar, Black Whirlwind	fe-cipher/am02/FeCipher-AM02-HaarBlackWhirlwind.png	default	Green	AM02	AM02	playerNDeck	Custom	5(3)	Dragonlord	Green/Male/Axe/Flier/Dragon	1	70	30	Unrivaled Tempest |ACT| |Once Per Turn| [Stack 1 "Haar" from your Retreat Area under this unit to Growth him] Until the end of the turn, all allies gain +10 attack. / Dragonlord Deliveryman |AUTO| [Send 1 card from your hand to the Retreat Area] Each time this unit Growths, you may pay the cost and if you do: Reveal the top 3 cards of your Deck. Choose 1 card from among them, add it to your hand, and send the remainder to the Retreat Area. / [LvS5] Ironscale Wings |CONT| Enemies attacking <Dragon> allies lose "Anti-Fliers" and are unable to reacquire it.
AM02_AM02-040	Haar, Doing His Deliveries	fe-cipher/am02/FeCipher-AM02-HaarDoingHisDeliveries.png	default	Green	AM02	AM02	playerNDeck	Custom	1	Dracoknight	Green/Male/Axe/Flier/Dragon	1	30	30	Elite in Exile |CONT| If this unit is in combat with an enemy with a Deployment Cost of 1, he gains +10 attack. / |ATK SUPP| Flying Emblem: Choose 1 ally other than your attacking unit. You may move that ally.
AM02_AM02-041v2	Sanaki, Empress of a Radiant Dawn	fe-cipher/am02/FeCipher-AM02-SanakiEmpressOfARadiantDawn.png	default	Green	AM02	AM02	playerNDeck	Custom	5(3)	Empress	Green/Female/Tome	1-2	60	20	Resolute Command |ACT| |Once Per Turn| Choose 1 ally with a Deployment Cost of 5 or higher. Choose 1 card with the same Unit Name as that ally in your Retreat Area, and stack it under that unit to Growth them. / Cymbelline, Apostolic Flames |AUTO| |Once Per Turn| When an ally is Growthed or Leveled Up, until the end of your opponent's next turn, this unit gains +10 attack. / Sovereign of New Beginnings |AUTO| [Send 1 card from your hand to the Retreat Area] At the end of your Deployment Phase, you may pay the cost and if you do: Undergo a second Beginning Phase this turn.
AM02_AM02-042v2	Tanith, Guardian Valkyrie	fe-cipher/am02/FeCipher-AM02-TanithGuardianValkyrie.png	default	Green	AM02	AM02	playerNDeck	Custom	5(3)	Seraph Knight	Green/Female/Sword/Flier/Beast	1	60	30	Tempest Flight |ACT| |Once Per Turn| Send the top 4 cards of your Deck to the Retreat Area. Choose 1 ally with Deployment Cost less than or equal to the number of <Flier> cards sent this way, and move them. / Reinforcing Wings |AUTO| When an ally is moved by the cost or effect of a skill, choose 1 <Flier> ally. Choose up to 1 card with the same Unit Name as that ally in your Retreat Area and stack it under them to Growth them. / [GS] Training of the Holy Guard |ACT| |Once Per Turn| [Send 1 card stacked under this unit to the Retreat Area] Choose 1 other <Green> <Flier> ally. Until the end of your opponent's next turn, this unit and that ally gains +10 attack.
AM02_AM02-043	Tormod, Laguz Liberating Corsair	fe-cipher/am02/FeCipher-AM02-TormodLaguzLiberatingCorsair.png	default	Green	AM02	AM02	playerNDeck	Custom	5(3)	Archsage	Green/Male/Tome	1-2	60	20	Arrival of Emancipation Army |AUTO| When this unit is Class Changed into, choose 1 <Fang> card with a Deployment Cost of 4 or lower in your Retreat Area and either stack it on top of an ally with the same Unit Name to Level Up them, or add it to your hand. / Corsair's Rexflame |AUTO| When this unit attacks, send the top card of your opponent's Deck to the Retreat Area. Until the end of combat, this unit gains attack equal to the Deployment Cost of that card x10.
AM02_AM02-044	Muarim, Buccaneer of the Emancipation Army	fe-cipher/am02/FeCipher-AM02-MuarimBuccaneerOfTheEmancipationArmy.png	default	Green	AM02	AM02	playerNDeck	Custom	3	Beast Tribe	Green/Male/Fang/Beast	1	70	10	Guardsman of the Liberators |ACT| |Once Per Turn| Until the end of your opponent's next turn, allied "Tormod", "Vika", and this unit gain +10 attack. This skill may only be used if you have an allied "Tormod" or "Vika". / Plundering Tiger Claw |AUTO| When this unit attacks, reveal the top card of your opponent's Deck. You may send that card to the Retreat Area.
B01_B01-001SR_SAMPLE	Marth, Savior of His Realm	fe-cipher/b01/FeCipher-B01-MarthSaviorOfHisRealm.png	default	Red	B01	B01	playerNDeck	SR	5(4)	Lodestar	Male/Sword	1	70	20	Hero's Paean |ACT|  [Flip 3 Bonds face-down, Send 1 "Marth" from your hand to the Retreat Area] Until the end of your opponent’s next turn, all allies gain +30 attack. / Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.
B01_B01-001SRplus_SAMPLE	Marth, Savior of His Realm+	fe-cipher/b01/FeCipher-B01-MarthSaviorOfHisRealm-2.png	default	Red	B01	B01	playerNDeck	SR+	5(4)	Lodestar	Male/Sword	1	70	20	Hero's Paean |ACT|  [Flip 3 Bonds face-down, Send 1 "Marth" from your hand to the Retreat Area] Until the end of your opponent’s next turn, all allies gain +30 attack. / Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.
B01_B01-002N_SAMPLE	Marth, Prince of a Fallen Land	fe-cipher/b01/FeCipher-B01-MarthPrinceOfAFallenLand.png	default	Red	B01	B01	playerNDeck	N	2	Lord	Male/Sword	1	50	20	Hero's Disposition |CONT| If you have 2 or more other <Red> allies, this unit gains +10 attack.
B01_B01-003HN_SAMPLE	Marth, Altean Prince	fe-cipher/b01/FeCipher-B01-MarthAlteanPrince.png	default	Red	B01	B01	playerNDeck	HN	1	Lord	Male/Sword	1	40	20	Young Hero |ACT| [Tap this unit, Tap 1 other ally] Choose 1 enemy, and move them. This skill may only be used if this unit is in the Front Line. / |ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs that your <Red> attacking unit's attack will destroy becomes 2.
B01_B01-003STplus_SAMPLE	Marth, Altean Prince+	fe-cipher/b01/FeCipher-B01-MarthAlteanPrince-2.png	default	Red	B01	B01	playerNDeck	ST+	1	Lord	Male/Sword	1	40	20	Young Hero |ACT| [Tap this unit, Tap 1 other ally] Choose 1 enemy, and move them. This skill may only be used if this unit is in the Front Line. / |ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs that your <Red> attacking unit's attack will destroy becomes 2.
B01_B01-004SR_SAMPLE	Caeda, Love-Extolling Wings	fe-cipher/b01/FeCipher-B01-CaedaLoveExtollingWings.png	default	Red	B01	B01	playerNDeck	SR	4(3)	Falcon Knight	Female/Lance/Flier/Beast	1	60	30	Persuasion |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 non-"Caeda"  <Red> card from your Deck, reveal it, and add it in your hand. Aftewards, shuffle your Deck. / Heavens Flier |ACT| [Once Per Turn] Move this unit. This skill is only usable if this unit is untapped.
