databaseId	name	imageUrl	cardBack	type	AWA	FIT	FOC	SPI	UncommonWisdom	conflict	conflict_number	connectedLocations	connectedPaths	connection	connection_number	cost	deck_limit	equip_value	exploration	exploration_number	flavor	generic_token	harm	harm_threshold	illustrator	packName	pack_code	pack_name	pivotal	position	presence	progress	progress_threshold	quantity	reason	reason_number	reveal	scaleGenericTokenPerPlayer	scaleHarmThresholdPerPlayer	scaleProgressThresholdPerPlayer	set	sphere_code	sphere_cost	sphere_name	text	traits	type_code	white_large_square	white_square_button
01224	Clarity of the Headwaters	earthborne-rangers/core/EarthborneRangers-Core-ClarityOfTheHeadwaters.jpg	player	Moment					FALSE	conflict	0			connection	1	2	2	0	exploration	1	You recall your exploration of the starry pool surrounding Headwaters Station and are filled with the same sense of clarity you felt in that revelatory moment.		harm		Wayne O'Connor	Reward	Core	Core Set		24 of 31		progress			reason	1					Reward	focus	2	FOC	Search your Ranger deck for any number of cards and place them facedown on top of your fatigue stack in the order of your choice.	Experience	moment	white_large_square	white_square_button
01225	Nal's Understanding	earthborne-rangers/core/EarthborneRangers-Core-NalsUnderstanding.jpg	player	Moment					FALSE	conflict	0			connection	2	1	2	0	exploration	0	Nal is fond of saying that the spirits are always with us, and one may speak with them as one would the oldest of friends.		harm		Wayne O'Connor & Cory DeVore	Reward	Core	Core Set		25 of 31		progress			reason	0					Reward	spirit	1	SPI	Add 5[progress] to a being. Then, if the being hasn't cleared, resolve each of its challenge effects in an order of your choice. Resolve these effects even if the being is exhausted.	Experience	moment	white_large_square	white_square_button
01226	Hy Pimpot's Secret Recipe	earthborne-rangers/core/EarthborneRangers-Core-HyPimpotsSecretRecipe.jpg	player	Moment					TRUE	conflict	0			connection	1	1	2	0	exploration	0	The complex flavors of the stew blend perfectly--rich but not overpowering, fresh but hearty, warm and soothing yet light and effervescent.		harm		Wayne O'Connor & Cory DeVore	Reward	Core	Core Set		26 of 31		progress			reason	2					Reward	spirit	1	SPI	Add 1[harm] to each flora. Add X[progress] to each being. Then each ranger soothes X fatigue. X is equal to the total number of [harm] added by this card.	Wisdom	moment	white_large_square	white_square_button
01227	Philosopher's Honey	earthborne-rangers/core/EarthborneRangers-Core-PhilosophersHoney.jpg	player	Gear					FALSE	conflict	0			connection	1	2	2	2	exploration	1	The smallest taste sends a warming sensation throughout your body. Your senses tingle as colors become more vibrant, scents more fragrant.	3 Dollops	harm		Trevor Barclay	Reward	Core	Core Set		27 of 31		progress			reason	1					Reward	spirit	2	SPI	<b>Exhaust (use 1 dollop):</b> Choose a Ranger. That Ranger soothes fatigue equal to the number of [FOC] in their energy pool.	Food	gear	white_large_square	white_square_button
01228	Quisi's Favorite Snack	earthborne-rangers/core/EarthborneRangers-Core-QuisisFavoriteSnack.jpg	player	Gear					FALSE	conflict	0			connection	0	1	2	1	exploration	0	As you take a bite, you recall Quisi's endless joy and boundless curiosity, and you wonder in what corner of the Valley you might find her next.	2 Bites	harm		Banner & Simonet	Reward	Core	Core Set		28 of 31		progress			reason	2					Reward	spirit	1	SPI	<b>Exhaust (use 1 bite):</b> Choose a Ranger. That Ranger soothes fatigue equal to the number of [SPI] in their energy pool.	Food	gear	white_large_square	white_square_button
01229	Harvest Crown	earthborne-rangers/core/EarthborneRangers-Core-HarvestCrown.jpg	player	Gear					FALSE	conflict	0			connection	3	1	2	2	exploration	0	An adornment of great honor, the harvest crown is rewarded only to those who embody the spirit of Meadow Harvest Festival, an annual tradition cherished by all those who attend.		harm		Banner & Simonet	Reward	Core	Core Set		29 of 31		progress			reason	0					Reward	spirit	1	SPI	<b>Exhaust:</b> When a Ranger performs a <b>Connect</b> test that interacts with a human, commit 2 effort.	Clothing	gear	white_large_square	white_square_button
01230	Connectedness of All Things	earthborne-rangers/core/EarthborneRangers-Core-ConnectednessOfAllThings.jpg	player	Moment					FALSE	conflict	0			connection	1	1	2	0	exploration	1	You close your eyes and give thanks to the spirit of the Earth, and to the spirits of all who dwell within her nurturing embrace. You feel a deep sense of calm and of purpose, knowing that your connection to all life is eternal, a bond that even death cannot break.		harm		Wayne O'Connor	Reward	Core	Core Set		30 of 31		progress			reason	1					Reward	spirit	1	SPI	Each Ranger soothes all fatigue.	Wisdom	moment	white_large_square	white_square_button
01231	Ranger Badge	earthborne-rangers/core/EarthborneRangers-Core-RangerBadge.jpg	player	Attachment					FALSE	conflict	0			connection	0	2	2	0	exploration	2	Calypsa's training, and her confidence in your abilities, helped you to believe in yourself, and to push beyond your perceived limitations.	3 Xps	harm		Rob Laskey	Reward	Core	Core Set		31 of 31		progress			reason	1					Reward	spirit	2	SPI	Attach to your role. <b>Exhaust (use 1 xp):</b> Ready your role.	Clothing / Aid	attachment	white_large_square	white_square_button
01240	Lingering Injury	earthborne-rangers/core/EarthborneRangers-Core-LingeringInjury.jpg	player	Attachment					FALSE	conflict	0			connection	0		2	0	exploration	0			harm		Rob Laskey	Malady	Core	Core Set		1 of 1		progress			reason	0					Malady	fitness	0	FIT	Fatiguing 2 <b>Response:</b> When you draw this card, attach it to your role. <b>[FIT] + [reason]: Treat [2]</b> <f>and bandage the injury to</f> return this card to your collection.	Malady	attachment	white_large_square	white_square_button
01250	Aspect1	earthborne-rangers/core/EarthborneRangers-Core-Aspect1.jpg	player	Aspect	3	2	2	1	FALSE								1									Aspect	Core	Core Set		1 of 12											Aspect						aspect		
01251	Aspect2	earthborne-rangers/core/EarthborneRangers-Core-Aspect2.jpg	player	Aspect	3	1	2	2	FALSE								1									Aspect	Core	Core Set		2 of 12											Aspect						aspect		
01252	Aspect3	earthborne-rangers/core/EarthborneRangers-Core-Aspect3.jpg	player	Aspect	3	2	1	2	FALSE								1									Aspect	Core	Core Set		3 of 12											Aspect						aspect		
01253	Aspect4	earthborne-rangers/core/EarthborneRangers-Core-Aspect4.jpg	player	Aspect	1	2	2	3	FALSE								1									Aspect	Core	Core Set		4 of 12											Aspect						aspect		
01254	Aspect5	earthborne-rangers/core/EarthborneRangers-Core-Aspect5.jpg	player	Aspect	2	1	2	3	FALSE								1									Aspect	Core	Core Set		5 of 12											Aspect						aspect		
01255	Aspect6	earthborne-rangers/core/EarthborneRangers-Core-Aspect6.jpg	player	Aspect	2	2	1	3	FALSE								1									Aspect	Core	Core Set		6 of 12											Aspect						aspect		
01256	Aspect7	earthborne-rangers/core/EarthborneRangers-Core-Aspect7.jpg	player	Aspect	1	3	2	2	FALSE								1									Aspect	Core	Core Set		7 of 12											Aspect						aspect		
01257	Aspect8	earthborne-rangers/core/EarthborneRangers-Core-Aspect8.jpg	player	Aspect	2	3	2	1	FALSE								1									Aspect	Core	Core Set		8 of 12											Aspect						aspect		
01258	Aspect9	earthborne-rangers/core/EarthborneRangers-Core-Aspect9.jpg	player	Aspect	2	3	1	2	FALSE								1									Aspect	Core	Core Set		9 of 12											Aspect						aspect		
01259	Aspect10	earthborne-rangers/core/EarthborneRangers-Core-Aspect10.jpg	player	Aspect	1	2	3	2	FALSE								1									Aspect	Core	Core Set		10 of 12											Aspect						aspect		
01260	Aspect11	earthborne-rangers/core/EarthborneRangers-Core-Aspect11.jpg	player	Aspect	2	2	3	1	FALSE								1									Aspect	Core	Core Set		11 of 12											Aspect						aspect		
01261	Aspect12	earthborne-rangers/core/EarthborneRangers-Core-Aspect12.jpg	player	Aspect	2	1	3	2	FALSE								1									Aspect	Core	Core Set		12 of 12											Aspect						aspect		
01262	Prowling Wolhund	earthborne-rangers/core/EarthborneRangers-Core-ProwlingWolhund.jpg	path	Being					FALSE														harm	4	Evan Simonet	Woods	Core	Core Set		1 of 12	2	progress	6				within_reach				Woods				If there is another predator in play, this predator comes into play exhausted.	Predator / Mammal	being		
01263	Sitka Buck	earthborne-rangers/core/EarthborneRangers-Core-SitkaBuck.jpg	path	Being					FALSE														harm	3	Evan Simonet	Woods	Core	Core Set		4 of 12	1	progress	5				within_reach				Woods				[sun]If there is another active Sitka Buck, exhaust this being. [conditional] Add 2[harm] to both this and the other Sitka Buck.\n[mountain]If there is an active predator, exhaust it. [conditional] Add 2[harm] to it, then add [harm] to this being equal to that predator's presence.\n[crest]If there is an active Sitka Doe, <f>the buck charges.</f> [conditional] Suffer 1 injury.	Prey / Mammal	being		
01264	Sitka Doe	earthborne-rangers/core/EarthborneRangers-Core-SitkaDoe.jpg	path	Being					FALSE														harm	2	Evan Simonet	Woods	Core	Core Set		7 of 12	1	progress	4				within_reach				Woods				<b>[spi] + [conflict]: Shoo</b> <f>away the skittish grazer to</f> move this being	Prey / Mammal	being		
01265	Caustic Mulcher	earthborne-rangers/core/EarthborneRangers-Core-CausticMulcher.jpg	path	Being					FALSE														harm	6	Banner & Beck	Woods	Core	Core Set		8 of 12	3	progress	9				along_the_way				Woods				Beings attached to this being do not ready.\nIf a [ranger] is on this biomeld, you cannot travel and [ranger] on this being cannot be moved except by this test:<b>[FIT] + [conflict]: Wrest [2]</b><f> them free on the mulcher's grasp to</f> exhaust thi biomeld, then remove a [ranger] or unattach a being from it. If you unattach being, place it in the same area as this biomeld.\n[sun] If there is another active being, exhaust it and attach it to this biomeld. If not, move your [ranger] to this biomeld.\n[crest] Add 1[harm] to each being attached to this biomeld. Each Ranger with their [ranger] on this biomeld suffers 1 injury.	Biomeld	being		
01266	Sunberry Bramble	earthborne-rangers/core/EarthborneRangers-Core-SunberryBramble.jpg	path	Feature					FALSE														harm	2	Banner & Simonet	Woods	Core	Core Set		9 of 12	1	progress	3				within_reach				Woods				<b>[AWA] + [reason]: Pluck [2]</b><f> the thorn-ringedfruit to</f> add 1[harm] to this feature and soothe 2 fatigue. If you fail, this feature fatigues you.\n[mountain]If there is an active prey, exhaust it [conditional] Add [progress]to it and [harm] to this feature, both equal to that prey's presence.	Flora / Food	feature		
01267	Overgrown Thicket	earthborne-rangers/core/EarthborneRangers-Core-OvergrownThicket.jpg	path	Feature					FALSE														harm	3	Evan Simonet	Woods	Core	Core Set		11 of 12	1	progress	2				along_the_way			TRUE	Woods				Obstacle.\n<b>[AWA] + [exploration]: Hunt</b><f> for a way through the dense foliage to</f> add [progress] to this feature equal to your effort.\n[mountain]Discard 1[progress] from thi feature. [conditional] It fatigues you.	Flora / Obstacle	feature		
01268	Circling Irix	earthborne-rangers/core/EarthborneRangers-Core-CirclingIrix.jpg	path	Being					FALSE														harm	3	Banner & Simonet	Mountain Pass	Core	Core Set		1 of 12	2	progress	7				along_the_way				Mountain Pass				Persistent.\n<b>[SPI] + [conflict]: Scare [2]</b> <f>off the loitering carrion-eater to</f> place this being on top of the path deck. If you fail, suffer 1 injury.\n[sun]If this being is along the way, move it within reach. [conditional] It fatigues you.\n[crest]If this being is within reach, and you have 3 or more fatigue, exhaust it. [conditional] Suffer 1 injury.	Predator / Avian	being		
01269	Pouncing Atrox	earthborne-rangers/core/EarthborneRangers-Core-PouncingAtrox.jpg	path	Being					FALSE														harm	4	Evan Simonet	Mountain Pass	Core	Core Set		3 of 12	2	progress	6				within_reach				Mountain Pass				Ambush.\n[sun]If there is another active predator, <f>the atrox pounces.</f> [conditional] Add 2[harm] to that predator and 1[harm] to this being.\n[crest]If you have 2 or more fatigue, exhaust this being. [conditional] Suffer 1 injury.	Predator / Mammal	being		
01270	Agitated Meadowlarks	earthborne-rangers/core/EarthborneRangers-Core-AgitatedMeadowlarks.jpg	path	Being					FALSE														harm	1	Banner & Simonet	Mountain Pass	Core	Core Set		5 of 12	1	progress	3				within_reach				Mountain Pass				<b>[SPI] +  [connection]: Listen</b> <f>for the meadowlark's song of warning to</f> move your [ranger] to this being.\n<b>Response:</b> Before a being moves or enters play within reach, you may remove your [ranger] from this prey to exhaust that being.\n[mountain]If there is an active predator, exhaust it. [conditional] Add [harm] to this being equal to that predator's presence.	Prey / Avian	being		
01271	Fresh Sitka Carcass	earthborne-rangers/core/EarthborneRangers-Core-FreshSitkaCarcass.jpg	path	Being					FALSE														harm	3	Banner & Simonet	Mountain Pass	Core	Core Set		7 of 12	3	progress	[ranger]				along_the_way				Mountain Pass				<b>[AWA] + [connection]: Watch [2]</b> <f>for opportunistic carnivores to</f> move your [ranger] to this feature.\n[sun]If your [ranger] is not on this feature, exhaust this feature. [conditional] Search the path deck for the next predator and put it into play.\n[mountain]If there is an active predator, exhaust it. [conditional] Add [harm] to this feature equal to that predator's presence.	Prey	being		
01272	Fractalwire	earthborne-rangers/core/EarthborneRangers-Core-Fractalwire.jpg	path	Feature					FALSE														harm	2	Evan Simonet	Mountain Pass	Core	Core Set		8 of 12	2	progress	6				within_reach				Mountain Pass				Obstacle.\n<b>[FOC] + [conflict]: Break [2]</b> <f>the bladed coils to</f> add 1[harm] to this feature for every 2 effort. If you fail, suffer 1 injury.\n[mountain]Add 1[harm] to each being within reach.	Hazard / Flora / Obstacle	feature		
01273	Shale Scree	earthborne-rangers/core/EarthborneRangers-Core-ShaleScree.jpg	path	Feature					FALSE																Banner & Simonet	Mountain Pass	Core	Core Set		10 of 12	2	progress	6				along_the_way				Mountain Pass				Obstacle.\n<b>[AWA] + [exploration]: Scramble [2]</b> <f>up the slope of shifting rockes to</f> add 3[progress] to this feature for every 2 effort. If you fail, resolve its [mountain] challenge effect.\n[mountain]Move this card within reach. [conditional] It fatigues you. Move each being that is within reach to another area.\n[crest]If this feature is within reach, shuffle it into the path deck. [conditional] Suffer 1 injury.	Hazard / Ascent / Obstacle	feature		
01274	Spiderline Stanchion	earthborne-rangers/core/EarthborneRangers-Core-SpiderlineStanchion.jpg	path	Feature					FALSE																Evan Simonet	Mountain Pass	Core	Core Set		12 of 12	0						along_the_way				Mountain Pass				During your turn, if your [ranger] is on this feature, you may treat obstacles as if they did not have the obstacle keyword.\n<b>[SPI] + [reason]: Brace [3]</b> <f>yourself for the ride to</f> move your [ranger] to this feature.\n<b>Response:</b> When you travel, if all [ranger] are on this feature, you may travel to a location up to 2 paths away. Use the terrain of the second path when building the path deck.	Structure	feature		
01275	Lutrinal Holt	earthborne-rangers/core/EarthborneRangers-Core-LutrinalHolt.jpg	path	Feature					FALSE													0 Lures	harm	4	Banner & Simonet	Lakeshore	Core	Core Set		1 of 12	2	progress	2[perranger]				along_the_way			TRUE	Lakeshore				<b>[FOC] + [connection]: Coax [2]</b> <f>the lutrinals back to their lair to</f> add 1 lure to this feature. You may discard 1 token from an equipped food to commit 1 effort.\n<b>Clear [progress]:</b> Shuffle a Romping Lutrinal into the path deck for each lure on this feature.\n[mountain]Exhaust this feature. [conditional] Search the path deck and discard for a Romping Lutrinal and put it into play.	Lair / Water	feature		
01276	Romping Lutrinal	earthborne-rangers/core/EarthborneRangers-Core-RompingLutrinal.jpg	path	Being					FALSE														harm	2	Evan Simonet	Lakeshore	Core	Core Set		2 of 12	1	progress	5				within_reach				Lakeshore				Ambush.\n[sun]If there is another Romping Lutrinal in play, <f>it frolicks among the reeds.</f> [conditional] Move it within reach.\n[mountain]If there is an active predator other than a Romping Lutrinal, exhaust it. [conditional] Add [harm] equal to ist presence to this being.\n[crest]If there are other active Romping Lutrinals, exhaust each of them and this being. [conditional] Suffer 1 injury.	Predator / Prey / Mammal	being		
01277	Carnivorous Naiad	earthborne-rangers/core/EarthborneRangers-Core-CarnivorousNaiad.jpg	path	Feature					FALSE														harm	6	Banner & Simonet	Lakeshore	Core	Core Set		6 of 12	2	progress	9				along_the_way				Lakeshore				You cannot remove your [ranger] except with the following test:\n<b>[FIT] + [conflict]: Pull [2]</b> <f>yourself free of the constricting lake weed to</f> add [harm] to this feature equal to your <b>[FIT]</b> aspect and remove your [ranger] from this feature.\n[sun]The ranger with the most fatigue must discard 1 <b>[AWA]</b> or move their [ranger] to this feature.\n[crest]If your [ranger] is on a water feature, <f>the Naiad stabs you with its teeth.</f>  [conditional] Suffer 1 injury.	Predator / Flora / Water	feature		
01278	Fresh Blue Kelpweed	earthborne-rangers/core/EarthborneRangers-Core-FreshBlueKelpweed.jpg	path	Feature					FALSE														harm	2	Banner & Simonet	Lakeshore	Core	Core Set		7 of 12	0	progress	3				within_reach				Lakeshore				<b>[FOC] + [reason]: Wrap [2]</b> <f>the pungent leaves around a wound to</f> add 1[harm] to this feature and either heal 1 injury from a Ranger, or discard 2[harm] from a being.\n[mountain]If there is a Romping Lutrinal within reach, <f>it escapes through the weeds.</f> [conditional] Move it along the way.	Flora / Water	feature		
01279	Tidewater Muckets	earthborne-rangers/core/EarthborneRangers-Core-TidewaterMuckets.jpg	path	Being					FALSE														harm	2	Banner & Simonet	Lakeshore	Core	Core Set		9 of 12	0	progress	3				within_reach				Lakeshore				<b>[FIT] + [reason]: Pry</b> <f>open a shell and savor ist contents to</f> add 1[harm] to this being and soothe 2 fatigue.\n[sun]If there is an exhausted predator, ready it. [conditional] Exhaust this being.\n[mountain]If there is an active predator, exhaust it. [conditional] Add [harm] to this being equal to that predator's presence.	Prey / Water / Food	being		
01280	Tributary Stream	earthborne-rangers/core/EarthborneRangers-Core-TributaryStream.jpg	path	Feature					FALSE														harm	4	Jajang Sopandi	Lakeshore	Core	Core Set		11 of 12	1	progress	[ranger]				along_the_way				Lakeshore				Obstacle.\n<b>[SPI] + [connection]: Soak [2]</b> <f>your feet in the cold, clear water to</f> move your [ranger] to this feature and soothe fatigue equal to your effort.\n<b>[FOC] + [exploration]: Follow [2]</b> <f>the cheerily winding stream to</f> mvoe your [ranger] to this feature and add 1[progress] to the location.	Water / Obstacle	feature		
01281	Dozing Bearsloth	earthborne-rangers/core/EarthborneRangers-Core-DozingBearsloth.jpg	path	Being					FALSE														harm	5	Banner & Simonet	Old-Growth	Core	Core Set		1 of 12	2	progress	6				within_reach				Old-Growth				[sun]If there is flora along the way, <f>the bearsloth goes in search of food.</f> [conditional] Move this being along the way.\n[mountain]If this predator is along the way, <f>you feel a large presence looming over you.</f> [conditional] Suffer 1 fatigue.\n[crest]If you have 4 or more fatigue, exhaust this being. [conditional] Suffer 1 injury and move this being within reach.	Predator / Mammal	being		
01282	Kleptic Raccoon	earthborne-rangers/core/EarthborneRangers-Core-KlepticRaccoon.jpg	path	Being					FALSE													0 Loot	harm	2	Evan Simonet	Old-Growth	Core	Core Set		3 of 12	1	progress	4				within_reach				Old-Growth				<b>[AWA] + [connection]: Keep</b> <f>one eye on the raccoon and the other on the path to</f> exhaust this being and add [progress] to it equal to your effort. If you fail, draw a path card.\n<b>Clear [progress]:</b> Search your Ranger discard for a gear and add it to your hand.\n[sun]Discard an equipped gear. [conditional] Add 1 loot to this being. If there are 2 or more loot on this being, shuffle it into the path deck.\n[mountain]If there is an active predator, exhaust it. [conditional] Add [harm] to this being equal to that predator's presence.	Prey / Mammal	being		
01283	Cloudhive	earthborne-rangers/core/EarthborneRangers-Core-Cloudhive.jpg	path	Feature					FALSE														harm	4	Evan Simonet	Old-Growth	Core	Core Set		4 of 12	1	progress	6				along_the_way				Old-Growth				<b>Response:</b> After adding 1 or more [harm] to this feature, add 1 bee to each Cloudhive Swarm in play.\n[sun]If there are no Cloudhive Swarms in play. [conditional] Search the path discard and deck for the next Cloudhive Swarm.\n[mountain]If there is an active mammal, exhaust it. [conditional] Add [progress] to it and [harm] to this feature, both equal to the mammal's presence.	Prey / Lair / Food	feature		
01284	Cloudhive Swarm	earthborne-rangers/core/EarthborneRangers-Core-CloudhiveSwarm.jpg	path	Being					FALSE													1 Bees	harm		Evan Simonet	Old-Growth	Core	Core Set		5 of 12	X	progress	7				within_reach				Old-Growth				<b>Refresh:</b> Add 1 bee to this swarm.\nYou can add a maximum of 1[harm] per test to this swarm.\nX is equal to the number of bees on this swarm.\n[crest]If X is greater than or equal to your <b>[FIT]</b> aspect, exhaust this swarm. [conditional] Suffer 1 injury.	Insect / Swarm	being		
01285	Puffercrawler	earthborne-rangers/core/EarthborneRangers-Core-Puffercrawler.jpg	path	Being					FALSE														harm	4	Joe Banner	Old-Growth	Core	Core Set		7 of 12	2	progress	8				along_the_way				Old-Growth				If this being is attached to a role or a being with persistent, it gains Persistent.\n<b>[FOC] + [conflict]: Peel [2]</b> <f>away the soporific tendrils to</f> add [harm] to this being equal to your effort. If you fail, attach it to your role.\n[sun]If this biomeld is attached to a being, add 1[harm] to that being. If it is not attached, attach it to a being of your choice.\n[crest]If this being is attached to your role, suffer 1 injury. If it is not attached, attach it to your role.	Biomeld / Flora	being		
01286	Hanging Cherry Moss	earthborne-rangers/core/EarthborneRangers-Core-HangingCherryMoss.jpg	path	Feature					FALSE														harm	2	Evan Simonet	Old-Growth	Core	Core Set		8 of 12	0	progress	3				within_reach				Old-Growth				<b>[FIT] + [reason]: Climb</b> <f>up to reach the sweetest of the insect-luring fruit to</f> add 1[harm] on this feature, discard 1 token from an insect in play, and soothe 1 fatigue.\n[sun]If there is an insect in play, exhaust this feature. [conditional] Ready an insect.\n[mountain]If there is an active mammal, exhaust it. [conditional] Add [progress] to it and [harm] to this feature, both equal to that mammal's presence.	Flora / Food	feature		
01287	Rotting Dolewood	earthborne-rangers/core/EarthborneRangers-Core-RottingDolewood.jpg	path	Feature					FALSE														harm	3	Evan Simonet	Old-Growth	Core	Core Set		10 of 12	2	progress	4				along_the_way				Old-Growth				Obstacle.\n<b>Clear [harm]:</b> Discard each flora in play. Each Ranger suffers fatigue equal to 2 plus the combined presence of all flora discarded this way.\n[mountain]Add 1[harm] to this feature. If the weather is inclement, increase the number of [harm] added by 1.	Hazard / Flora / Obstacle	feature		
01288	Dolewood Canopy	earthborne-rangers/core/EarthborneRangers-Core-DolewoodCanopy.jpg	path	Feature					FALSE														harm	8	Evan Simonet	Old-Growth	Core	Core Set		12 of 12	1	progress	2[perranger]				along_the_way			TRUE	Old-Growth				While your [ranger] is on this feature, treat each card within reach as exhausted, but you cannot add [progress] to features or the location.\n<b>[FIT] + [reason]: Climb [2]</b> <f>the towering trees to get your bearings to</f> either move your [ranger] to this feature or remove it from this feature. If you fail, suffer 1 injury.\n[sun]A Ranger may remove their [ranger] from this feature.	Flora / Ascent	feature		
01289	Wading Ursus	earthborne-rangers/core/EarthborneRangers-Core-WadingUrsus.jpg	path	Being					FALSE														harm	5	Chris Beck	River	Core	Core Set		1 of 12	2	progress	6				along_the_way				River				[mountain]If there is a fish in plat, <f>the ursus has found its fishing spot. </f>[conditional] Move this predator to the same area as that fish.\n[crest]If this being is within reach, exhaust it. [conditional] Suffer 1 injury.	Predator / Mammal	being		
01290	Toxin Eater	earthborne-rangers/core/EarthborneRangers-Core-ToxinEater.jpg	path	Being					FALSE														harm	4	Navaro & Simonet	River	Core	Core Set		4 of 12	2	progress	5				along_the_way				River				<b>Clear [harm]:</b> Add 2[harm] to each other card in this area. If this being is within reach of a Ranger, that Ranger suffers 1 injury.\n[sun] Discard 1[progress] from an active water feature and exhaust this being. [conditional]Discard 1[harm] from this being.\n[mountain] If ther is an active predator, exhaust it. [conditional] Add 1[harm] to it, then add [harm] to this being equal to that predator's presence.	Prey / Biomeld	being		
01291	Silverfin Carp	earthborne-rangers/core/EarthborneRangers-Core-SilverfinCarp.jpg	path	Being					FALSE														harm	2	Chris Beck	River	Core	Core Set		6 of 12	0	progress	3				within_reach				River				<b>[FIT] + [conflict]: Snatch [2]</b><f> a fish from the water to</f> add 2[harm]to this being and soothe 3 fatigue. If you fail, move this being.\n[mountain] If ther is an active predator, exhaust it. [conditional] Add [harm] to this being equal to that predator's presence.	Prey / Fish / Food	being		
01292	Strong Current	earthborne-rangers/core/EarthborneRangers-Core-StrongCurrent.jpg	path	Feature					FALSE														harm		Angus R. Hayes	River	Core	Core Set		8 of 12	X	progress	4				along_the_way				River				X is equal to the number of water features in play.\n[sun] Choose the card along the way with the highest presence and move it within reach. If it's this card, it fatigues you.	Water	feature		
01293	Overgrown Portage	earthborne-rangers/core/EarthborneRangers-Core-OvergrownPortage.jpg	path	Feature					FALSE														harm	6	Angus R. Hayes	River	Core	Core Set		10 of 12	0	progress	[ranger]				along_the_way				River				Obstacle.\n<b>[FIT] + [exploration]: Carry [2]</b><f> your boat along the trail to</f> move your [ranger] to this feature. Then choose a card within reach and move it along the way.\n[sun] Exhaust 1 of your equipped gear.	Trail / Flora / Obstacle	feature		
01294	Rapids	earthborne-rangers/core/EarthborneRangers-Core-Rapids.jpg	path	Feature					FALSE														harm		Angus R. Hayes	River	Core	Core Set		11 of 12	3	progress	3[perranger]				along_the_way			TRUE	River				Ambush.\n[mountain] Choose the card along the way with the highest presence and move it within reach.\n[crest] If this feature is within reach, <f>you must act quickly or crash into a rock!</f> [conditional] Discard 2[progress] from this feature or suffer 1 injury.	Hazard / Water	feature		
01295	Skittish Opilion	earthborne-rangers/core/EarthborneRangers-Core-SkittishOpilion.jpg	path	Being					FALSE														harm	2	Anders Carlson	Ravine	Core	Core Set		1 of 12	1	progress	7				within_reach				Ravine				[sun]If there is no Web Wall in play, exhaust this being. [conditional] Search the path deck and discard for a Web Wall and put it into play.\n[mountain] If there is no hazard in play. [conditional] Shuffle this being into the path deck.\n[crest] If you have 3 or more fatigue, exhaust this being. [conditional] Suffer 1 injury.	Predator / Arachnid	being		
01296	Nycta Bats	earthborne-rangers/core/EarthborneRangers-Core-NyctaBats.jpg	path	Being					FALSE													2 Bats	harm		Anders Carlson	Ravine	Core	Core Set		3 of 12	2	progress	5				within_reach				Ravine				X is equal to the number of bats on this swarm.\n[mountain]If there is an active Web Wall, <f> the bats become entangled in it.</f> [conditional] Add 1[harm] to this swarm.	Prey / Mammal / Swarm	being		
01297	Tryptafolium	earthborne-rangers/core/EarthborneRangers-Core-Tryptafolium.jpg	path	Feature					FALSE														harm	2	Anders Carlson	Ravine	Core	Core Set		5 of 12	0	progress	3				within_reach				Ravine				<b>[AWA] + [reason]: Pluck</b> <f>the fragile leaves and chew them, careful not to swallow to</f> add 1[harm] to this feature, soothe 1 fatigue, and draw 1 Ranger card.\n[mountain] If there is an active prey, exhaust it. [conditional] Add [progress] to it and [harm] to this feature equal to that prey's presence.	Flora / Food	feature		
01298	Loose Boulders	earthborne-rangers/core/EarthborneRangers-Core-LooseBoulders.jpg	path	Feature					FALSE														harm	2	Jajang Sopandi	Ravine	Core	Core Set		7 of 12	2	progress	[ranger]				within_reach				Ravine				Obstacle.\n<b>[FOC] + [exploration]: Inch [2]</b> <f>your way along precariously balanced rocks to</f> move your [ranger] to this feature. Then move this feature within reach of another Ranger.\n<b>Clear [harm]:</b> If this feature is within reach of a Ranger, that Ranger suffers 2 injuries.\n[sun] If the weather is inclement, <f>the rocks begin to shift.</f> [conditional] Add 1[harm] to this feature.\n[crest] Add 1[harm] to this feature.	Hazard / Ascent / Obstacle	feature		
01299	Web Wall	earthborne-rangers/core/EarthborneRangers-Core-WebWall.jpg	path	Feature					FALSE														harm	2	Anders Carlson	Ravine	Core	Core Set		9 of 12	1	progress	2				along_the_way				Ravine				Obstacle.\nWhile your [ranger] is on this feature your [ranger] cannot be moved and [progress] cannot be added to this feature.\n<b>[FIT] + [conflict]: Pull [2]</b> <f>apart the cloying webs to</f> add 1[harm] to this feature for every 2 effort. If you fail, move your [ranger] to this feature.\n[crest] Move your [ranger] to this feature. [conditional] Move this feature within reach.	Hazard / Obstacle	feature		
01300	Fraying Rope Bridge	earthborne-rangers/core/EarthborneRangers-Core-FrayingRopeBridge.jpg	path	Feature					FALSE														harm	2[perranger]	Jajang Sopandi	Ravine	Core	Core Set		11 of 12	2	progress	[ranger]				along_the_way		TRUE		Ravine				While your [ranger] is on this feature, it cannot fatigue you.\n<b>[SPI] + [reason]: Brave [2]</b> <f>the unstable bridge as the ropes groan beneth your feet to</f> move your [ranger] to this feature.\n<b>Clear [harm]:</b> Discard all [progress] from the location. Each Ranger with their [ranger] on this feature suffers 1 injury.\n[sun] Add 1[harm] to this feature.	Structure / Hazard / Trail	feature		
