databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	subtype	combat	wits	grail	rarity	text	altText	number
cbbd99f3-e46e-4578-a5e9-1d6e637b7de0	Cave of Caerbannog	monty-python-ccg/main/MontyPythonCcg-Main-CaveOfCaerbannog.jpg	default	Land	Main	Main	playerNDeck				6	Fixed 2, Common	+2 Combat for Adversaries.  Draw 1 extra card during draw phase.	"{or: -2 to a Wits draw}"	54
69cb3a60-769e-49a2-ae74-427d408fb484	Charge	monty-python-ccg/main/MontyPythonCcg-Main-Charge.jpg	default	Event	Main	Main	playerNDeck				1	Uncommon	+7 to the grail number draw when Assaulting a Castle.	"{or: +3 to a Combat draw}"	64
14b1e805-468a-496c-a460-d5d69c8228b0	Charles the Page	monty-python-ccg/main/MontyPythonCcg-Main-CharlesThePage.jpg	default	Page	Main	Main	playerNDeck				6	Fixed 2, Common	May not carry an item.	"{Nosferatu.  Peril.  Combat 8.}"	65
f4a837d0-4305-4cd6-9072-c8cf5725d4d6	Chauncey the Page	monty-python-ccg/main/MontyPythonCcg-Main-ChaunceyThePage.jpg	default	Page	Main	Main	playerNDeck				6	Fixed 1	May carry 1 item.	"{Jester with an Attitude.  Adversary.  Wits 9.  Will not occupy a Castle.}"	66a
1d6ccc47-28ce-4b1b-be24-721ed6721274	Chauncey the Page	monty-python-ccg/main/MontyPythonCcg-Main-ChaunceyThePage-2.jpg	default	Page	Main	Main	playerNDeck				6	Common	May carry 1 item.	"{Jester with an Attitude.  Adversary.  Wits 9.  Will not occupy a Castle.}"	66b
417ef56d-f571-478d-aabd-92e141baa5f5	Chicken	monty-python-ccg/main/MontyPythonCcg-Main-Chicken.jpg	default	Taunt	Main	Main	playerNDeck				2	Uncommon	Target is forced into Combat and may not run away this turn.	"{or: -2 to a Combat draw}"	67
50e14347-e0b8-46e0-aaa1-e9d1304aaa05	Church Influence	monty-python-ccg/main/MontyPythonCcg-Main-ChurchInfluence.jpg	default	Event	Main	Main	playerNDeck				5	Rare	-1 to any Grail Number draw.	"{or: +1 on a draw made to find the Holy Grail.}"	68
058f53e7-5eb6-45a3-a3ee-9d605a5594fc	Concorde - trusty page of Lancelot	monty-python-ccg/main/MontyPythonCcg-Main-ConcordeTrustyPageOfLancelot.jpg	default	Page	Main	Main	playerNDeck				2	Fixed 3, Common	May carry 1 item.  If Concorde serves Lancelot, Lancelot may (dramatically) escape death once.	"{Giant.  Peril.  Combat 5.}"	69
ee9123c0-d63d-4280-b5f1-c96ac083c2b9	Confused Guard	monty-python-ccg/main/MontyPythonCcg-Main-ConfusedGuard.jpg	default	Adversary	Main	Main	playerNDeck	Swamp-Castle, Castle-Guard	3	6	2	TYAST Deck D	Knights must have Wits with the Confused Guard prior to attempting Combat.	"{or: -2 to a Wits draw}"	338
3a79fd06-c8ee-46bc-b1fc-6697109806c7	Confusion	monty-python-ccg/main/MontyPythonCcg-Main-Confusion.jpg	default	Event	Main	Main	playerNDeck				3	Uncommon	Opponent must lose a turn pondering why witches burn.	"{or: -3 to a Wits draw}"	70
a25bf044-9c00-416a-897d-7792ad87e303	Crapper	monty-python-ccg/main/MontyPythonCcg-Main-Crapper.jpg	default	Adversary	Main	Main	playerNDeck	Anthrax		2	5	TYAST Deck A	A Knight defeated by Crapper in a Village or Castle may not leave that Village or Castle until Crapper is defeated by another Knight.  May be played with other Anthrax characters.	"{or: +2 to a Castle Table draw}"	339
c2449ddf-b771-46be-aac4-90d3c7b491fd	Creek Fiend	monty-python-ccg/main/MontyPythonCcg-Main-CreekFiend.jpg	default	Adversary	Main	Main	playerNDeck		3	0	6	TYAST Deck C	Will not occupy a Castle.	"{or: -2 to a Wits draw}"	340
e7acce62-4296-422b-89ef-e1caf697b562	Cry of Distress	monty-python-ccg/main/MontyPythonCcg-Main-CryOfDistress.jpg	default	Event	Main	Main	playerNDeck				6	Uncommon	Peek at a Face-down card in any England.	"{or: +1 to a Combat draw}"	72
48b421c1-7324-4819-ba5a-35aa794912d6	Dagger	monty-python-ccg/main/MontyPythonCcg-Main-Dagger.jpg	default	Item	Main	Main	playerNDeck				3	TYAST Deck C	Dagger may be thrown prior to actual Combat.  Place Dagger in the Dead Cart, then draw a Grail Number.  If it is a 2 or higher, target receives a permanent -2 to Combat.	"{or: prevent opponent from using Strand of Creeper or Rope.  Place the items in the Dead Cart.}"	341
87dc037b-abb2-4d0b-b19e-c3b43937e850	Dancing Knight	monty-python-ccg/main/MontyPythonCcg-Main-DancingKnight.jpg	default	Knight	Main	Main	playerNDeck		4	1	4	Common	-2 to Round Table draws when inviting others to join the Round Table.		74a
b6e33a1e-8527-452b-9e3a-4f44d3c27c3a	Dancing Knight	monty-python-ccg/main/MontyPythonCcg-Main-DancingKnight-2.jpg	default	Knight	Main	Main	playerNDeck		4	1	4	TYAST Deck B	-2 to Round Table draws when inviting others to join the Round Table.		74b
909d93f3-35ea-4269-b3e1-f77499baafbc	Dead Collector	monty-python-ccg/main/MontyPythonCcg-Main-DeadCollector.jpg	default	Persona	Main	Main	playerNDeck			3	4	Rare	Sacrifice 2 members of your Round Table to bring a Knight, Page, or Persona from the dead cart back into your Round Table.	"{or: +1 to a Combat draw}"	76
b27106f7-86f7-4477-abf9-388a67e19295	Dead Person	monty-python-ccg/main/MontyPythonCcg-Main-DeadPerson.jpg	default	Persona	Main	Main	playerNDeck			2	5	TYAST Deck B	Place Dead Person in the Dead Cart to avoid catching the plague.	"{or: search the Dead Cart for any 1 card and shuffle it into your deck.}'	336
ac435957-2b3e-4af2-a57e-1370f6da2bf4	Debate	monty-python-ccg/main/MontyPythonCcg-Main-Debate.jpg	default	Event	Main	Main	playerNDeck				6	Rare	-4 to a Castle Table draw.	"{or: +2 to a Wits draw}"	77
f86e7c51-0c52-454d-bc31-c821b992d5f1	Delay Taunt	monty-python-ccg/main/MontyPythonCcg-Main-DelayTaunt.jpg	default	Event	Main	Main	playerNDeck				5	Rare	Delay the effect of any Taunt cards played this turn until next turn.	"{or: -1 to a Wits draw}"	78
1ad2cfc9-6685-4a2a-b6e5-9b8b62cfb8c3	Delirious	monty-python-ccg/main/MontyPythonCcg-Main-Delirious.jpg	default	Event	Main	Main	playerNDeck				3	TYAST Deck B	Force opponent to redraw a draw made to find the Holy Grail.	"{or: +2 to a Combat draw}"	342
11228e6e-c27a-48ba-a8f1-e89dcce1dbf0	Dennis	monty-python-ccg/main/MontyPythonCcg-Main-Dennis.jpg	default	Adversary	Main	Main	playerNDeck			6	3	Uncommon	Will not occupy a Castle.  If a Knight has wits with Dennis and loses, draw a Grail Number.  2 or less: Cannot pass this space.  3: lose a turn.  4-5: Knight becomes a Page.  6+: Place Knight in the Dead Cart.	"{or: -1 to a Wits draw}"	79
7d4166c4-d554-40af-8627-bf63c46543b1	Dennis' Mother	monty-python-ccg/main/MontyPythonCcg-Main-DennisMother.jpg	default	Adversary	Main	Main	playerNDeck			2	6	TYAST Deck B, TYAST Deck D	Will not occupy a Castle.	"{or: +1 to a Combat draw}"	343
5b33f3d3-77e3-485a-a0e2-b7ca4fd804a7	Depart a Lot	monty-python-ccg/main/MontyPythonCcg-Main-DepartALot.jpg	default	Taunt	Main	Main	playerNDeck				4	Uncommon	Opponent's Knights must leave Castle.	"{or: -1 on draws made to find the Holy Grail}"	80
4ac99610-256b-4843-b263-af1cb40aa485	Detraction	monty-python-ccg/main/MontyPythonCcg-Main-Detraction.jpg	default	Taunt	Main	Main	playerNDeck				5	Uncommon	Opponent may not invite Knights to join their Round Table for the rest of the turn.	"{or: Eliminate 1 item if Dennis is in play}"	81
c079c948-7c7f-4ad6-a943-87a18291cab1	Dingo	monty-python-ccg/main/MontyPythonCcg-Main-Dingo.jpg	default	Adversary	Main	Main	playerNDeck	Anthrax		3	4	Common	A Knight defeated by Dingo in a Village or Castle may not leave that Village or Castle until Dingo is defeated by another Knight.  May be played with other Anthrax characters.	"{or: +1 to a Castle Table draw}"	82
2816a089-ac32-490d-870b-ff3a680571ab	Direct Attack	monty-python-ccg/main/MontyPythonCcg-Main-DirectAttack.jpg	default	Event	Main	Main	playerNDeck				3	Rare	Choose a Champion to combat opponent's Champion for 1 turn.	"{or: -2 to a Combat draw}"	83
38ccccc9-5017-4091-b13c-80521c3b186b	Disbelief	monty-python-ccg/main/MontyPythonCcg-Main-Disbelief.jpg	default	Event	Main	Main	playerNDeck				3	TYAST Deck B	Demote Arthur to a Page for a Grail Number draw of turns.	"{or: Search your deck for a Page and reshuffle}"	344
d561dc4a-dfea-4bf9-999b-1f9e9c94b4d3	Doctor Piglet	monty-python-ccg/main/MontyPythonCcg-Main-DoctorPiglet.jpg	default	Persona	Main	Main	playerNDeck	Anthrax		2	4	Uncommon	One time only, save a Knight from death but Knight must Sit Out 2 turns.	"{or: +2 to a Combat draw against a Peril}"	219
bed3f6f0-6d43-4fcf-8e69-7aa5ef2214f6	Doctor Winston	monty-python-ccg/main/MontyPythonCcg-Main-DoctorWinston.jpg	default	Persona	Main	Main	playerNDeck	Anthrax		2	4	Rare	One time only, save a Knight from death but lose a turn	"{or: +2 to a Combat draw against a Peril}"	301
0cc39c30-f352-490d-a15b-57dba6962a38	Doctors?	monty-python-ccg/main/MontyPythonCcg-Main-Doctors.jpg	default	Event	Main	Main	playerNDeck				3	Common	Bring a Persona or Knight from your Dead Cart to your hand but with half of normal Combat and Wits (rounded down).	"{or: restore the Combat and Wits of a Knight who has had one or both values reduced.}"	84
e886d6a3-b9d6-40df-927d-0d8dad119290	Don't Be Afraid of Him	monty-python-ccg/main/MontyPythonCcg-Main-DontBeAfraidOfHim.jpg	default	Event	Main	Main	playerNDeck				2	TYAST Deck C	Draw a Grail Number.  0-2: Opponent loses a Knight.  3-4: Opponent loses a Page.  5+: Opponent loses a Persona.	"{or: Search your deck for Prince Herbert and reshuffle.}"	345
d57211b3-6a9a-4582-8301-543d18f15b20	Don't Frighten Us	monty-python-ccg/main/MontyPythonCcg-Main-DontFrightenUs.jpg	default	Taunt	Main	Main	playerNDeck				4	Uncommon	Opponent may not modify the Combat value of a Knight, Adversary or Persona.	"{or: draw 2 cards and play them immediately or discard them}"	85
f55a4d12-b380-4423-b6a6-d042112eef38	Dragon of Angnor	monty-python-ccg/main/MontyPythonCcg-Main-DragonOfAngnor.jpg	default	Adversary	Main	Main	playerNDeck	Peril	9		2	Uncommon	Brave Sir Robin may not Combat the Dragon of Angnor.	"{or: +1 to a Village Event draw}"	86
f231d288-c761-40b0-ab17-2ce053a5e0c0	Dragon Ship	monty-python-ccg/main/MontyPythonCcg-Main-DragonShip.jpg	default	Item	Main	Main	playerNDeck				6	Uncommon	May cross the Sea of Fate.  Opponent may search deck for Bridgekeeper and reshuffle.	"{or: Draw 2 cards, then discard 1 card.}"	87
9afa525b-ac26-4a49-8bea-c979a8f0708a	Dramatic Escape	monty-python-ccg/main/MontyPythonCcg-Main-DramaticEscape.jpg	default	Event	Main	Main	playerNDeck				5	Rare	Save a Knight from death if Concord is a member of your Round Table.	"{or: A Knight who has been placed in the Dead Cart this turn is Eliminated, then returned to your Round Table in 3 turns}"	88
791aee58-1bab-4806-9cef-7040115d12b9	Draw	monty-python-ccg/main/MontyPythonCcg-Main-Draw.jpg	default	Event	Main	Main	playerNDeck				1	Uncommon	Results of Combat are negated.  Knights may bypass Adversary without a Dispute.	"{or: Knights may not exit Castle or Village for 1 turn}"	89
cd9a4415-4778-47f7-8d18-f6424844e80c	Dress Her Up	monty-python-ccg/main/MontyPythonCcg-Main-DressHerUp.jpg	default	Event	Main	Main	playerNDeck				5	TYAST Deck C	Search your deck for Witch or Old Crone and play her immediately.	"{or: A Knight who has been turned into a Newt returns to normal next turn}"	346
e585ea1e-1a21-43fc-9d62-94e89384b83b	Dressed as a Witch	monty-python-ccg/main/MontyPythonCcg-Main-DressedAsAWitch.jpg	default	Event	Main	Main	playerNDeck				2	TYAST Deck D	Eliminate the Witch card and stop the Witch from turning your Knight into a Newt.	"{or: +1 to a Wits draw}"	347
f7263e9c-2286-417a-96a7-101f99f5c668	Dumb Idea	monty-python-ccg/main/MontyPythonCcg-Main-DumbIdea.jpg	default	Event	Main	Main	playerNDeck				3	Uncommon	Opponent loses a Battle of Wits.	"{or: negate Village Combat bonus, one time only}"	90
b998f68e-3158-48ed-861b-fc2391ef05ff	Earthquake	monty-python-ccg/main/MontyPythonCcg-Main-Earthquake.jpg	default	Event, Permanent Event	Main	Main	playerNDeck				1	TYAST Deck B	Place Earthquake on any Land card.  As long as Earthquake remains, that land may not be entered.  If an Earthquake is already in play, discard this card from play instead. (in the original game, all cards were "legendary" and stopped new copies from entering play; in the new rules this was scrapped but should exist for this card)	"{or: +1 to a Combat draw}"	349
9bc89a27-80b9-46a5-aadb-70104764a0d6	Eccentric Performance	monty-python-ccg/main/MontyPythonCcg-Main-EccentricPerformance.jpg	default	Event	Main	Main	playerNDeck				2	Uncommon	All players must discard their hands and draw 7 cards.	"{or: "Nasty, big point-ty teeth."  -3 to a Combat draw}"	91
547c3cbf-250d-4b50-a31e-223f2b438f23	Edward the Knight Perilous	monty-python-ccg/main/MontyPythonCcg-Main-EdwardTheKnightPerilous.jpg	default	Adversary	Main	Main	playerNDeck	Knight	7	4	2	Uncommon		"{or: +1 to a Village Event draw}"	93
645d6199-e8fd-44e8-baa7-efaec3ab8b19	Electric Donkey	monty-python-ccg/main/MontyPythonCcg-Main-ElectricDonkey.jpg	default	Taunt	Main	Main	playerNDeck				4	Fixed 2, Common	This combat only, opponent's Knight(s) may not credit the Combat Assist Bonus.	"{or: -2 to a Wits draw}"	94
103154aa-b38e-4c41-aa0f-504d894b4e5b	Emperor	monty-python-ccg/main/MontyPythonCcg-Main-Emperor.jpg	default	Event	Main	Main	playerNDeck				4	Uncommon	Prevent opponent from playng a Persona from their hand.  Place the Persona in the Dead Cart.	"{or: -1 to a Wits draw}"	95
27c73250-ddd8-4224-859a-b9ae4cad8f9e	English Knnnniggets	monty-python-ccg/main/MontyPythonCcg-Main-EnglishKnnnniggets.jpg	default	Taunt	Main	Main	playerNDeck				3	TYAST Deck C	Opponent may not invite Knights to join his Round Table for a Grail Number draw of turns.	"{or: -2 to a Wits draw}"	350
e7009434-6275-4c4f-a9ad-4ed5b099ae29	English Types	monty-python-ccg/main/MontyPythonCcg-Main-EnglishTypes.jpg	default	Taunt	Main	Main	playerNDeck				4	Uncommon	Opponent's Knights may not enter a Castle.	"{or: +2 to a Combat draw against a Knight}"	96
cb1a9c1e-8c5d-4023-bdc1-16fb15acd62b	Enlightenment	monty-python-ccg/main/MontyPythonCcg-Main-Enlightenment.jpg	default	Event	Main	Main	playerNDeck				6	Rare	Removed Grail-Shaped Beacon from play and place it in the Dead Cart.	"{or: -1 to a Village Event draw}"	97
9f983c0b-fb84-4de6-8982-b1626b3ebb82	Enough Music	monty-python-ccg/main/MontyPythonCcg-Main-EnoughMusic.jpg	default	Event	Main	Main	playerNDeck				4	TYAST Deck A	Look at opponent's hand.  Remove any Song cards you find and place them in the Dead Cart.	"{or: Eliminate any Minstrel card in play}"	351
4da5fa98-f389-4517-9bbb-6bf9f3fed7d6	Evil Cat Beater	monty-python-ccg/main/MontyPythonCcg-Main-EvilCatBeater.jpg	default	Adversary	Main	Main	playerNDeck		3	3	5	TYAST Deck D		"{or: +1 to a Village Event draw}"	352
9c230d9f-c7a0-4cd3-bf9d-dc0dded7915c	Excalibur	monty-python-ccg/main/MontyPythonCcg-Main-Excalibur.jpg	default	Item	Main	Main	playerNDeck				0	Rare	While carried by Arthur's page, adds +1 to Arthur's Round Table draws and +2 to Arthur's Combat value, or +1 to the Combat value of any other Knight whose Page carries it.	"{or: +1 to a Combat draw}"	98
06746e27-c2c9-4818-8d65-92a8dcb45484	Executive Officer of the Week	monty-python-ccg/main/MontyPythonCcg-Main-ExecutiveOfficerOfTheWeek.jpg	default	Adversary	Main	Main	playerNDeck			5	3	TYAST Deck B	A Knight outwitted by the Executive Officer of the Week throws an Item at him in frustration. Place one Item in the Dead Cart.	"{or: -2 to a Wits draw}"	353
0892e1a8-7a55-4757-af8d-e9eb50596216	Expulsion	monty-python-ccg/main/MontyPythonCcg-Main-Expulsion.jpg	default	Event	Main	Main	playerNDeck				5	Common	Expel Knight(s) from a Castle.	"{or: opponent must discard 1 card at random}"	99
d8622cdc-7d9d-4763-96ad-9484ccc1fa39	Extra Coconuts	monty-python-ccg/main/MontyPythonCcg-Main-ExtraCoconuts.jpg	default	Item	Main	Main	playerNDeck				4	Uncommon	May discard Extra Coconuts to move twice this turn.	"{or: prevent loss of movement this turn.}"	100
7ddf8a77-f8b7-4074-b611-66e3c56ee49e	Fallen to His Death	monty-python-ccg/main/MontyPythonCcg-Main-FallenToHisDeath.jpg	default	Event	Main	Main	playerNDeck				2	Uncommon	Prevent an opponent from playing an Adversary from their hand.  Place the Adversary in the Dead Cart.	"{or: -1 to a Combat draw}"	101
8464cc79-264e-4347-ad37-39c57a93366b	False Count	monty-python-ccg/main/MontyPythonCcg-Main-FalseCount.jpg	default	Event	Main	Main	playerNDeck				5	TYAST Deck A	If any Knight is using the Holy Hand Grenade, it explodes in his or her own Round Table, kkilling the entire Round Table except for one Knight and one Page of his choice.	"{or: -1 to a Grail Number draw}"	354
e78044a5-9dc0-416c-91b2-2378addef165	Famous Historian	monty-python-ccg/main/MontyPythonCcg-Main-FamousHistorian.jpg	default	Persona	Main	Main	playerNDeck			3	6	Common	May force opponent to remove one card per turn from the top of their deck and place it in the Dead Cart.	"{or: look at opponent's hand}"	102a
3d8d7f53-7696-45e4-9282-be7f5a0a5d2d	Famous Historian	monty-python-ccg/main/MontyPythonCcg-Main-FamousHistorian-2.jpg	default	Persona	Main	Main	playerNDeck			3	6	Common	May force opponent to remove one card per turn from the top of their deck and place it in the Dead Cart.	"{or: look at opponent's hand}"	102b
9a6e4052-7e04-46f0-8bbf-b07535270c06	Fanfare	monty-python-ccg/main/MontyPythonCcg-Main-Fanfare.jpg	default	Event	Main	Main	playerNDeck				2	TYAST Deck A	Search your deck and play any or all Song cards immediately.  Reshuffle your deck when you're finished.	"{or: discard 2 cards to avoid singing}"	355
50693b8d-987c-488c-a2f1-74dbce08b66f	Farcical Aquatic Ceremony	monty-python-ccg/main/MontyPythonCcg-Main-FarcicalAquaticCeremony.jpg	default	Taunt	Main	Main	playerNDeck				4	Fixed 2, Common	Subtract a Grail Number draw from your opponent's Round Table draw.	"{or: prevent the effects of Excalibur for the remainder of this turn}"	103
4b2b0b16-9975-48bc-9df9-24cce35156bf	Farm Animals	monty-python-ccg/main/MontyPythonCcg-Main-FarmAnimals.jpg	default	Event	Main	Main	playerNDeck				3	Uncommon	Farm Animals may only be played at a Castle.  One member of opponent's Round Table (chosen by opponent) is killed.	"{or: negate a Castle Combat bonus, one time only.}"	104
f5ff0706-d407-413f-92b6-4406ae2557fa	Fart	monty-python-ccg/main/MontyPythonCcg-Main-Fart.jpg	default	Taunt	Main	Main	playerNDeck				4	TYAST Deck C	Opponent must place any Page not presently serving a Knight and all Personae in his Round Table nto the Dead Cart.	"{or: opponent may not use a Persona in their Round Table for one turn.}"	356
c300adec-7349-49cb-8e80-5620b448bdd3	Faulty Coconuts	monty-python-ccg/main/MontyPythonCcg-Main-FaultyCoconuts.jpg	default	Item	Main	Main	playerNDeck	Cursed			2	TYAST Deck D	A knight whose page carries these coconuts may only move every other turn.  Faulty Coconuts may not be voluntarily discarded.	"{or: -1 to a Round Table draw}"	357
45245e7c-038a-46de-8bf0-e5943ffb73c6	Ferocious Taunt	monty-python-ccg/main/MontyPythonCcg-Main-FerociousTaunt.jpg	default	Taunt	Main	Main	playerNDeck				3	TYAST Deck B	Double the effect of another Taunt card.	"{or: -1 on a draw made to find the Holy Grail}"	358
514cce65-d631-4cfc-86d7-e1bbda1dc84f	First Soldier With a Keen Interest in Birds	monty-python-ccg/main/MontyPythonCcg-Main-FirstSoldierWithAKeenInterestInBirds.jpg	default	Adversary	Main	Main	playerNDeck		3	3	5	TYAST Deck B	Soldier will accept Extra Coconuts in lieu of a Dispute.	"{or: players may not play positive modifier cards this turn.}"	316
7ba028cb-b775-414a-a24d-0e80ace2467a	Flesh Wound	monty-python-ccg/main/MontyPythonCcg-Main-FleshWound.jpg	default	Event, Permanent Event	Main	Main	playerNDeck				2	Common	Permanently lower the Combat value of target Knight by 2.  May be played with A Scratch.	"{or: save a Knight from death but with a Permanent -2 penalty to their Combat value}"	105
5b86cf25-26f2-40e9-972a-3ca536b165ee	Flower Vase	monty-python-ccg/main/MontyPythonCcg-Main-FlowerVase.jpg	default	Item	Main	Main	playerNDeck				6	TYAST Deck B	Place Flower Vase in the Dead Cart to cause an attack by Lancelot to go astray.  Treat Combat as a Draw.	"{or: +3 to a Grail Number draw against Lancelot.}"	359
726ee7a1-36a2-4f3a-8c63-bfcfcdc3f751	Food Trough Wiper	monty-python-ccg/main/MontyPythonCcg-Main-FoodTroughWiper.jpg	default	Taunt	Main	Main	playerNDeck				4	TYAST Deck D	Eliminate all Chicken, Duck, Llama, Penguin, or Farm Animal cards that are currently in play from the game.	"{or: -3 to a Wits draw}"	360
06480099-5abd-4f76-b138-9acb874dee17	Fooling Anyone	monty-python-ccg/main/MontyPythonCcg-Main-FoolingAnyone.jpg	default	Event	Main	Main	playerNDeck				5	TYAST Deck D	Switch any two Face-down cards in your opponent's England but do not peek while you switch them.	"{or: +1 to a Wits draw}"	361
126f195c-1f6c-448b-a0ff-846101ecbd63	Fooling Yourself	monty-python-ccg/main/MontyPythonCcg-Main-FoolingYourself.jpg	default	Event	Main	Main	playerNDeck				3	TYAST Deck B	Switch any two Face-down cards in your England but do not peek while you switch them.	"{or: -1 to a Wits draw}"	362
fa65b4c6-618b-4c25-8328-90fa2e4bfa6d	Forest of Certain Death	monty-python-ccg/main/MontyPythonCcg-Main-ForestOfCertainDeath.jpg	default	Land	Main	Main	playerNDeck				6	Fixed 2, Common	-3 Combat for Knights.  Draw 1 extra card during draw phase.	"{or: +1 to a Wits draw against a Knight}"	63
f63df0b8-fab5-4898-9b48-54c1fd748473	Forest of Ni	monty-python-ccg/main/MontyPythonCcg-Main-ForestOfNi.jpg	default	Land	Main	Main	playerNDeck				4	Uncommon	+1 Combat for Adversaries.  Draw 1 extra card during draw phase.  Opponent may search deck for Knights Who Say Ni, Knights-Who-'Til-Recently-Said-Ni, or Scroll of Sacred Words and reshuffle.	"{or: -1 to a Wits draw}"	201
21da4c5d-6d92-48eb-ad63-0957e2fd32ec	Foul and Cruel	monty-python-ccg/main/MontyPythonCcg-Main-FoulAndCruel.jpg	default	Taunt	Main	Main	playerNDeck				2	TYAST Deck D	For a Grail Number draw of turns, opponent must remove his Arthur from the game and sit on him.  During this time Arthur may not take part in the game (technically, he is Eliminated during this time).	"{or: negate a Taunt as it is being played}"	363
30c1476d-c93f-4b28-81ef-77255eea1737	Foul Weather	monty-python-ccg/main/MontyPythonCcg-Main-FoulWeather.jpg	default	Event	Main	Main	playerNDeck				1	Rare	Move an Adversary in England 1 space in any direction.	"{or: -3 to a Combat draw}"	106
05746125-ca25-4df0-ac0f-12d74fd30a1c	Free for All	monty-python-ccg/main/MontyPythonCcg-Main-FreeForAll.jpg	default	Event	Main	Main	playerNDeck				3	Rare	Match each of your Knights with one of opponent's Knights.  Excess Knights on either side do not participate in Free for All.  Matched Knights fight in one-on-one Combat for 1 turn.  Draw separate Combat draws for each Knight.  No Knight, except Sir Robin, may Run Away from this Combat.	"{or: -2 to a Combat draw}"	107
c485765d-caed-42a1-8cc2-1b15be157eea	French Fellows	monty-python-ccg/main/MontyPythonCcg-Main-FrenchFellows.jpg	default	Adversary	Main	Main	playerNDeck	French	8	11	1	Uncommon	Opponent of player who encounters this Adversary may search their deck for a Taunt card and reshuffle.	"{or: +1 to a Combat draw}"	109
08b531f4-9554-4ef1-89a3-4aaa800aabae	French Taunter	monty-python-ccg/main/MontyPythonCcg-Main-FrenchTaunter.jpg	default	Adversary	Main	Main	playerNDeck	French	2	14	1	Uncommon	Opponent of player who encounters this Adversary may search their deck for up to 2 Taunt cards and reshuffle but must blow a raspberry and tap their head when using them.	"{or: +1 to a Combat draw}"	108
b87c6321-4213-44bc-bcc9-8d3b4f45c75d	Frenchman	monty-python-ccg/main/MontyPythonCcg-Main-Frenchman.jpg	default	Adversary	Main	Main	playerNDeck	French	2	7	2	Fixed 2, Common	Opponent may search their deck for 1 Taunt card and reshuffle but must put their thumbs in their ears, wiggle their fingers, and blow a raspberry while using it.	"{or: +1 to a Combat draw}"	110
68c61fca-4286-4896-be71-7d5109fa1640	Friendly Castle	monty-python-ccg/main/MontyPythonCcg-Main-FriendlyCastle.jpg	default	Event	Main	Main	playerNDeck				3	Common	+7 to a Castle Table draw.	"{or: +1 to a Wits draw}"	111
cc022c5f-d897-4ff5-b8bb-4e806af527cf	Friendly Guard	monty-python-ccg/main/MontyPythonCcg-Main-FriendlyGuard.jpg	default	Persona	Main	Main	playerNDeck	Swamp-Castle, Castle-Guard	1	0	5	TYAST Deck C	While the Friendly Guard is in your Round Table, receive a +4 to all Castle Table draws.	"{or: +1 to a Combat draw}"	364
b23e9597-45b2-49a9-96bb-6e249113fdc8	Frozen Land of Nador	monty-python-ccg/main/MontyPythonCcg-Main-FrozenLandOfNador.jpg	default	Land	Main	Main	playerNDeck				6	Common	+2 Combat for Adversaries.  Draw 1 extra card during draw phase.	"{or: -2 to a Combat draw against a Knight}"	196a
f8c806a9-fead-4beb-bad5-f0395d884082	Frozen Land of Nador	monty-python-ccg/main/MontyPythonCcg-Main-FrozenLandOfNador-2.jpg	default	Land	Main	Main	playerNDeck				6	TYAST Deck A	+2 Combat for Adversaries.  Draw 1 extra card during draw phase.	"{or: -2 to a Combat draw against a Knight}"	196b
a58dcb34-794c-4608-bfb0-1a785ad53aa6	Generic Adversary	monty-python-ccg/main/MontyPythonCcg-Main-GenericAdversary.jpg	default	Adversary	Main	Main	playerNDeck		X		4	Uncommon	X is determined by a draw of a single Grail Number.	"{or: -1 to a Castle Table draw}"	121
757fa246-5b38-40f5-88e2-467c152b7146	Generic the Page	monty-python-ccg/main/MontyPythonCcg-Main-GenericThePage.jpg	default	Page	Main	Main	playerNDeck				1	Common	May carry 1 item.	"{Evil Knight.  Adversary Knight. Combat 3, Wits 4.}"	120a
40eadf36-74a4-4dbb-abe2-7d6b377cbeaa	Generic the Page	monty-python-ccg/main/MontyPythonCcg-Main-GenericThePage-2.jpg	default	Page	Main	Main	playerNDeck				1	Fixed 2	May carry 1 item.	"{Evil Knight.  Adversary Knight. Combat 3, Wits 4.}"	120b
8035507c-6e4b-47d5-9fdb-a648e69d1c0d	Generic the Page	monty-python-ccg/main/MontyPythonCcg-Main-GenericThePage-3.jpg	default	Page	Main	Main	playerNDeck				1	TYAST Deck A, TYAST Deck C, TYAST Deck D	May carry 1 item.	"{Evil Knight.  Adversary Knight. Combat 3, Wits 4.}"	120c
db945c0f-a170-4cf4-93a3-726b3f64622d	Generic the Page	monty-python-ccg/main/MontyPythonCcg-Main-GenericThePage-4.jpg	default	Page	Main	Main	playerNDeck				1	TYAST Deck B	May carry 1 item.	"{Evil Knight.  Adversary Knight. Combat 3, Wits 4.}"	120d
9f3e4b40-6454-42e7-b45c-fdab67e731e3	Generic Village	monty-python-ccg/main/MontyPythonCcg-Main-GenericVillage.jpg	default	Village	Main	Main	playerNDeck				5	Uncommon	+3 Combat for occupants.  Player may draw 1 extra card during draw phase.  A Knight(s) attempting to enter this village is subject to a random event determined by a Grail Number draw.  1 or less: Permanent +1 on draws made to find the Holy Grail.  2: Return a Knight from the Dead Cart to your hand.  3: Return a Page from the Dead Card to your hand.  4: You may not play cards for 1 turn.  5: You may not move for 1 turn.  6+ Skip to the next scene-- lose a turn.	"{or: +1 to a Wits draw}"	122a
