databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	corps	price	clash	msType	dockPilot	limited	unique	preemptive
set1_MS_014_Tallgeese	Tallgeese-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Tallgeese1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	3				Y	Y
set1_MS_015_Tallgeese_II	Tallgeese II-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TallgeeseII1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	4	4				Y	Y
set1_MS_016_Leo	Leo-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Leo2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	3					
set1_MS_017_Aries_Flying_Mode	Aries (Flying Mode)-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-AriesFlyingMode1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	3					Y
set1_MS_018_Pisces_ms_mode	Pieces (M.S. Mode)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-PiecesMSMode.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	2	Sea				
set1_MS_019_Cancer	Cancer	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Cancer.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	2	Sea				
set1_MS_020_Tragos_Hover_Mode	Tragos (Hover Mode)-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TragosHoverMode1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	3					
set1_MS_021_Taurus	Taurus-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Taurus2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	4					
set1_MS_022_Vayeate	Vayeate-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Vayeate1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	4	4				Y	
set1_MS_023_Mercurius	Mercurius-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Mercurius1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	4	4				Y	
set1_MS_024_Virgo	Virgo-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Virgo1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	4					
set1_MS_025_Wing_Gundam_Zero	Wing Gundam Zero	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-WingGundamZero.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	5	5				Y	
set1_MS_026_Wing_Gundam_Zero_Bird_Mode	Wing Gundam Zero (Bird Mode)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-WingGundamZeroBirdMode.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	4	4				Y	
set1_MS_027_Gundam_Deathscythe_Hell	Gundam Deathscythe H.	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-GundamDeathscytheH.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	4	4				Y	
set1_MS_028_Gundam_Heavyarms_custom	Gundam Heavyarms Custom-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-GundamHeavyarmsCustom1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	4	4				Y	
set1_MS_029_Gundam_Sandrock_Custom	Gundam Sandrock Custom-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-GundamSandrockCustom1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	4	4				Y	
set1_MS_030_Altron_Gundam	Altron Gundam-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-AltronGundam1.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	4	4				Y	
set1_MS_031_Wing_Gundam	Wing Gundam-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-WingGundam2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	4	4				Y	
set1_MS_032_Wing_Gundam_bird_mode	Wing Gundam (Bird Mode)-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-WingGundamBirdMode2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	3	3				Y	Y
set1_MS_033_Gundam_Deathscythe	Gundam Deathscythe-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-GundamDeathscythe2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	3	3				Y	
set1_MS_034_Gundam_Heavyarms	Gundam Heavyarms-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-GundamHeavyarms2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	3	3				Y	
set1_MS_035_Gundam_Sandrock	Gundam Sandrock-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-GundamSandrock2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	3	3					
set1_MS_036_Shenlong_Gundam	Shenlong Gundam-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-ShenlongGundam2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	3	3					
set1_MS_037_Vayeate_Incomplete	Vayeate (Inncomplete)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-VayeateInncomplete.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	2	4					
set1_MS_038_Mercurius_Incomplete	Mercurius (Incomplete)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-MercuriusIncomplete.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	2	4					
set1_MS_039_Maganac	Maganac-3	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Maganac3.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	2	2	Sand				
set1_MS_040_Maganac	Maganac-4	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Maganac4.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	2	2	Sand				
set1_MS_041_Aries	Aries	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Aries.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	3	3	Sand				Y
set1_MS_042_Leo	Leo-3	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Leo3.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	2	2					
set1_MS_043_The_Shuttle	The Shuttle	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TheShuttle.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	2	1					
set1_MS_044_OZ_Transport_Plane	Oz Transport Plane	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-OzTransportPlane.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	1	1					
set1_MS_045_Transport_Trailer	Transport Trailer	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TransportTrailer.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	1	1					
set1_MS_046_Gundam_Heavyarms	Gundam Heavyarms-3	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-GundamHeavyarms3.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	WG	3	3				Y	
set1_MS_047_Gundam_Epyon	Gundam Epyon-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-GundamEpyon2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	6	5				Y	
set1_MS_048_Gundam_Epyon_Bird_Mode	Gundam Epyon (Bird Mode)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-GundamEpyonBirdMode.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	4	3				Y	
set1_MS_049_Tallgeese	Tallgeese-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Tallgeese2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	3				Y	
set1_MS_050_Tallgeese_II	Tallgeese II-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TallgeeseII2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	5	4			Y	Y	Y
set1_MS_051_Leo	Leo-4	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Leo4.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	2					Y
set1_MS_052_Leo	Leo-5	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Leo5.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	1	1					
set1_MS_053_Leo	Leo-6	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Leo6.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	2					
set1_MS_054_Aries_ms_mode	Aries (M.S. Mode)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-AriesMSMode.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	3					
set1_MS_055_Aries_flying_mode	Aries (Flying Mode)-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-AriesFlyingMode2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	3					Y
set1_MS_056_Pisces_ms_mode	Pisces (M.S. Mode)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-PiscesMSMode.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	2	Sea				
set1_MS_057_Pisces_cruising_mode	Pisces (Cruising Mode)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-PiscesCruisingMode.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	2	Sea				
set1_MS_058_Cancer	Cancer	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Cancer-2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	3	Sea				
set1_MS_059_Tragos_hover_mode	Tragos (Hover Mode)-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TragosHoverMode2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	2	3	Sand				
set1_MS_060_Tragos_ms_mode	Tragos (M.S. Mode)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TragosMSMode.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	3	Sand				
set1_MS_061_Taurus	Taurus-3	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Taurus3.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	4					
set1_MS_062_Taurus_flying_mode	Taurus (Flying Mode)	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TaurusFlyingMode.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	3	3					Y
set1_MS_063_Vayeate	Vayeate-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Vayeate2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	4	4				Y	
set1_MS_064_Mercurius	Mercurius-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Mercurius2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	4	4				Y	
set1_MS_065_Virgo	Virgo-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Virgo2.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	4	3					
set1_MS_066_Virgo_II	Virgo II	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-VirgoII.jpg	default	Mobile Suits	Set 1	set1	playerNSupplyBase	Oz	5	4					
set2_MS_067_Wing_Gundam_Zero_Custom	Wing Gundam Zero Custom	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-WingGundamZeroCustom.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	WG	5	5			Y	Y	
set2_MS_068_Gundam_DeathScythe_Hell_Custom	Gundam Deathscythe H. Custom	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-GundamDeathscytheHCustom.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	WG	5	5	Sea		Y	Y	
set2_MS_069_Gundam_Heavyarms_Custom	Gundam Heavyarms Custom-2	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-GundamHeavyarmsCustom2.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	WG	5	5			Y	Y	
set2_MS_070_Gundam_Sandrock_Custom	Gundam Sandrock Custom-2	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-GundamSandrockCustom2.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	WG	5	5	Sand		Y	Y	
set2_MS_071_Altron_Gundam	Altron Gundam-2	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-AltronGundam2.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	Oz	5	5			Y	Y	
set2_MS_072_Tallgeese_III	Tallgeese III	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-TallgeeseIII.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	WG	5	5				Y	Y
set2_MS_073_Taurus	Taurus-4	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-Taurus4.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	WG	4	4					
set2_MS_074_Preventer_Shuttle	Preventer Shuttle	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-PreventerShuttle.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	WG	1	1					
set2_MS_075_Zero_Transport_Capsule	Zero Transport Capsule	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-ZeroTransportCapsule.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	WG	3	1				Y	Y
set2_MS_076_Taurus	Taurus-5	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-Taurus5.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	Oz	3	4					
set2_MS_077_Leo	Leo-7	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-Leo7.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	Oz	2	1					
set2_MS_078_Leo	Leo-8	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-Leo8.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	Oz	2	3					Y
set2_MS_079_Leo	Leo-9	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-Leo9.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	Oz	2	3					Y
set2_MS_080_Serpent	Serpent-1	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-Serpent1.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	Oz	5	4					
set2_MS_081_Serpent	Serpent-2	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-Serpent2.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	Oz	5	4					
set2_MS_082_Serpent_Transport_Ship	Serpent Transport Ship	gundam-ms-war-ccg/set-2/GundamMsWarCcg-Set2-SerpentTransportShip.jpg	default	Mobile Suits	Set 2	set2	playerNSupplyBase	Oz	1	1					
set3_MS_083_Gundam	Gundam	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Gundam.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	4	4	Sea			Y	
set3_MS_084_Guncannon	Guncannon	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Guncannon.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	4	4					
set3_MS_085_Guntank	Guntank	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Guntank.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	4	4					
set3_MS_086_GM	GM	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-GM.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	2	2					
set3_MS_087_Core_Fighter	Core Fighter	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-CoreFighter.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	0	1					
set3_MS_088_G-fighter	G-Fighter	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-GFighter.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	2	2				Y	
set3_MS_089_G-Bull	G-Bull	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-GBull.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	2	2				Y	
set3_MS_090_Ball	Ball	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Ball.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	1	1					
set3_MS_091_White_Base	White Base	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-WhiteBase.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	3	4				Y	
set3_MS_092_Magellan	Magellan	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Magellan.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	2	2	Battleship			Y	
set3_MS_093_Big_Tray	Big Tray	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-BigTray.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	3	3	Battleship, Sand				
set3_MS_094_Medea	Medea	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Medea.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	EF	1	1					
set3_MS_095_Char's_Zaku	Char's Zaku	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-CharsZaku.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	4	4				Y	
set3_MS_096_Zaku_I	Zaku I	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-ZakuI.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	1	1					
set3_MS_097_Zaku_II	Zaku II	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-ZakuII.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	2	2					
set3_MS_098_Gouf	Gouf	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Gouf.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	3	3	Sand				
set3_MS_099_DOM	Dom	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Dom.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	3	3					
set3_MS_100_Char's_Z'gok	Char's Z'Gok	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-CharsZGok.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	4	3	Sea			Y	
set3_MS_101_Z'gok	Z'Gok	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-ZGok.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	3	2	Sea				
set3_MS_102_Grabro	Grublo	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Grublo.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	5	4	Sea, Mobile Armor			Y	
set3_MS_103_Azzam	Azzam	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Azzam.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	4	4	Sand, Mobile Armor				
set3_MS_104_acguy	Acguy	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Acguy.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	3	2	Sea				
set3_MS_105_dopp	Dopp	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Dopp.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	1	1					
set3_MS_106_char's_musai	Char's Musai	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-CharsMusai.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	2	2	Battleship			Y	
set3_MS_107_gau	Gau	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Gau.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	3	3	Battleship				
set3_MS_108_zanzibar	Zanzibar	gundam-ms-war-ccg/set-3/GundamMsWarCcg-Set3-Zanzibar.jpg	default	Mobile Suits	Set 3	set3	playerNSupplyBase	PZ	4	4	Battleship			Y	
set1_oz_missions_01	Oz Mission 1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-OzMission1.jpg	default	Missions	Set 1	set1	playerNSupplyBase	Oz							
set1_oz_missions_02	Oz Mission 2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-OzMission2.jpg	default	Missions	Set 1	set1	playerNSupplyBase	Oz							
set1_PL_001_heero_yuy	Heero Yuy-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-HeeroYuy1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_002_Duo_maxwell	Duo Maxwell-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-DuoMaxwell1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_003_trowa_barton	Trowa Barton-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TrowaBarton1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_004_Quatre_raberba_winner	Quatre Raberba Winner-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-QuatreRaberbaWinner1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_005_chang_wufei	Chang Wufei-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-ChangWufei1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_006_relena_darlian	Relena Darlian-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-RelenaDarlian1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1			Y			
set1_PL_007_Sally_po	Sally Po-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-SallyPo1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_008_doctor_j	Doctor J	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-DoctorJ.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1			Y	Y		
set1_PL_009_zechs_merquise	Zechs Merquise-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-ZechsMerquise1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	2						Y
set1_PL_010_treize_khushrenada	Treize Khushrenada-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TreizeKhushrenada1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1				Y		
set1_PL_011_lady_une	Lady Une-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-LadyUne1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1						
set1_PL_012_lucrezia_noin	Lucrezia Noin-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-LucreziaNoin1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1						
set1_PL_013_dorothy_catalonia	Dorothy Catalonia-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-DorothyCatalonia1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1						
set1_PL_014_tubarov	Tubarov-1	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Tubarov1.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1						
set1_PL_015_heero_yuy	Heero Yuy-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-HeeroYuy2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	2						
set1_PL_016_duo_maxwell	Duo Maxwell-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-DuoMaxwell2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	2						
set1_PL_017__trowa_barton	Trowa Barton-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TrowaBarton2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	2						
set1_PL_018_quatre_raberba_winner	Quatre Raberba Winner-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-QuatreRaberbaWinner2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	2						
set1_PL_019_chang_wufei	Chang Wufei-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-ChangWufei2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	2						
set1_PL_020_Relena_peacecraft	Relena Peacecraft	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-RelenaPeacecraft.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	2			Y			
set1_PL_021_Sally_Po	Sally Po-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-SallyPo2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_022_Catherine_bloom	Catherine Bloom	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-CatherineBloom.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_023_Howard	Howard	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Howard.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_024_Rasid_Kurama	Rasid Kurama	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-RasidKurama.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	1						
set1_PL_025_Minister_darlian	Miniser Darlian	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-MiniserDarlian.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	2			Y			
set1_PL_026_Professor_g	Professor G	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-ProfessorG.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	2			Y			
set1_PL_027_instructor_h	Innsructor H	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-InnsructorH.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	WG	2			Y			
set1_PL_028_Milliardo_peacecraft	Milliardo Peacecraft	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-MilliardoPeacecraft.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	2				Y		
set1_PL_029_Treiza_Knushrinada	Treize Khushrenada-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-TreizeKhushrenada2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	2						
set1_PL_030_Lady_une	Lady Une-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-LadyUne2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	2						
set1_PL_031_Lucrezia_noin	Lucrezia Noin-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-LucreziaNoin2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	1						
set1_PL_032_Dorothy_catalonia	Dorothy Catalonia-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-DorothyCatalonia2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	2						
set1_PL_033_Tubarov	Tubarov-2	gundam-ms-war-ccg/set-1/GundamMsWarCcg-Set1-Tubarov2.jpg	default	Pilot	Set 1	set1	playerNSupplyBase	Oz	2						
