databaseId	name	imageUrl	cardBack	type	missionType	affiliation	classification	integrity	cunning	strength	points	span	quadrant	region	icons	uniqueness	keywords	text	lore	rarity	property	packName	set	printing	loadGroupId
ha_54doranhir	Doran*	star-trek-ccg-1e/holodeck-adventures/StarTrekCcg1e-HolodeckAdventures-Doran-2.jpg	default	Personnel		Hirogen/Cardassian	SECURITY	6	7	8					[DQ][Holo][Stf]	univ	Hologram; Inorganic; Male; Support Personnel;	SECURITY Archaeology Transporter Skill	Typical Hirogen hologram based on information taken from Voyager. His memories of the hunt were transferred to The Doctor in the hopes of gaining his understanding.	54 C	VOY	Holodeck Adventures	ha	Physical	playerNDeck
mm_dorza	Dorza	star-trek-ccg-1e/mirror-mirror/StarTrekCcg1e-MirrorMirror-Dorza.jpg	default	Personnel		Cardassian	SCIENCE	7	6	6					[KCA][MU][Stf]	univ	Cardassian; Female; Support Personnel; Terok Nor-related personnel;	SCIENCE Biology Stellar Cartography	Female Cardassian in the mirror universe. Science officer aboard Terok Nor. Occasionally keeps high-profile visitors under surveillance for the Intendant.	59 C	DS9	Mirror, Mirror	mm	Physical	playerNDeck
roa_drborts	Dr. Borts	star-trek-ccg-1e/rules-of-acquisition/StarTrekCcg1e-RulesOfAcquisition-DrBorts.jpg	default	Personnel		Ferengi	SCIENCE	6	8	4					[Stf]	univ	Ferengi; Male; Mission Specialist; U.S.S. Enterprise-related personnel;	SCIENCE MEDICAL	Representative Ferengi scientist. Helped Lurin invade the U.S.S. Enterprise. Paid more attention to Dr. Crusher's molecular models than to his guard duties.	C	TNG	Rules of Acquisition	roa	Physical	playerNDeck
voy_drfitzgerald	Dr. Fitzgerald	star-trek-ccg-1e/voyager/StarTrekCcg1e-Voyager-DrFitzgerald.jpg	default	Personnel		Federation	MEDICAL	6	7	5					[DQ][Stf]	univ	Human; Male; Mission Specialist;	MEDICAL Exobiology	Typical of chief medical officers assigned to starships on short tours of duty. Stationed on Caldik Prime during the accident resulting in Tom Paris' discharge from Starfleet.	119 C	VOY	Voyager	voy	Physical	playerNDeck
ds9_drnydom	Dr. Nydom	star-trek-ccg-1e/deep-space-nine/StarTrekCcg1e-DeepSpaceNine-DrNydom.jpg	default	Personnel		Non-Aligned	MEDICAL	8	7	6					[Stf]	univ	T'Lani; Harvester Virus-related card; Male; Support Personnel;	MEDICAL Biology Honor	Male T'Lani. Typical medical technician. Worked on harvester virus elimination project in 2370.	C	DS9	Deep Space Nine	ds9	Physical	playerNDeck
fc_drroyse	Dr. Royse	star-trek-ccg-1e/first-contact/StarTrekCcg1e-FirstContact-DrRoyse.jpg	default	Personnel		Federation	SCIENCE	6	8	5					[Stf]	univ	Bolian; Male; Mission Specialist;	SCIENCE Archaeology	Male Bolian. Representative of Starfleet scientists. Molecular archaeologist on sabbatical from Daystrom Institute annex on Galor IV. Friend of Vash.	C	FC	First Contact	fc	Physical	playerNDeck
voy_drenol	Drenol	star-trek-ccg-1e/voyager/StarTrekCcg1e-Voyager-Drenol.jpg	default	Personnel		Vidiian	OFFICER	4	7	6					[Cmd][DQ]	univ	Vidiian; Male;	OFFICER Treachery Diplomacy Stellar Cartography	Planned to ambush U.S.S. Voyager in 2371 in a region filled with subspace vacuoles. A vengeful version of Kes from five years in the future tried to aid his efforts.	179 C	VOY	Voyager	voy	Physical	playerNDeck
bog_duranadar	Duran'Adar	star-trek-ccg-1e/blaze-of-glory/StarTrekCcg1e-BlazeOfGlory-DuranAdar.jpg	default	Personnel		Dominion	SECURITY	7	8	8					[KW][Stf]	univ	Jem'Hadar; Alpha; Male;	SECURITY ENGINEER Geology Physics	Sixth. Typical Jem'Hadar alpha. Served under Kudak'Etan. Assisted with repairs to U.S.S. Defiant captured by his away team in 2374.	C	DS9	Blaze of Glory	bog	Physical	playerNDeck
mm_dvano	D'vano	star-trek-ccg-1e/mirror-mirror/StarTrekCcg1e-MirrorMirror-Dvano.jpg	default	Personnel		Romulan	MEDICAL	7	7	5					[AU][OS][Stf]	univ	Romulan; Male;	MEDICAL Computer Skill Transporter Skill Biology	Typical of mid-23rd century Romulan medical staff. Authored several papers studying the effects of cloaking fields and other technology on Romulan physiology.	110 C	TOS	Mirror, Mirror	mm	Physical	playerNDeck
bog_dvin	D'Vin	star-trek-ccg-1e/blaze-of-glory/StarTrekCcg1e-BlazeOfGlory-DVin.jpg	default	Personnel		Romulan	SCIENCE	5	7	6					[Stf]	univ	Romulan; Male;	SCIENCE Astrophysics Navigation Youth	Typical graduate of Romulan Astrophysical Academy. Research assistant to Dr. Telek R'Mor during the doctor's last year at the academy.	C	TNG	Blaze of Glory	bog	Physical	playerNDeck
fc_emhprogram	E.M.H. Program	star-trek-ccg-1e/first-contact/StarTrekCcg1e-FirstContact-EMHProgram.jpg	default	Personnel		Federation	MEDICAL	5	8	5					[Holo]	univ	Hologram; Inorganic; Male;	MEDICAL May download from hand (suspending play) to your ship or outpost.	Generic interactive Emergency Medical Hologram. Programmed by Dr. Zimmerman. For short-term use.	U	FC	First Contact	fc	Physical	playerNDeck
ha_66emhmarkii	E.M.H.-Mark II	star-trek-ccg-1e/holodeck-adventures/StarTrekCcg1e-HolodeckAdventures-EMHMarkII.jpg	default	Personnel		Federation	MEDICAL	5	8	5					[Holo]	univ	Hologram; Inorganic; Male;	MEDICAL Biology OR Exobiology (may use only one per turn). May report aboard {U.S.S. Prometheus} (for free).	Emergency Medical Hologram. More sophisticated - and more eccentric - than the earlier Mark I version.	66 U	VOY	Holodeck Adventures	ha	Physical	playerNDeck
roa_edanatal	Edan'Atal	star-trek-ccg-1e/rules-of-acquisition/StarTrekCcg1e-RulesOfAcquisition-EdanAtal.jpg	default	Personnel		Dominion	SECURITY	6	8	9					[KW][Stf]	univ	Jem'Hadar; Alpha; Male;	SECURITY Astrophysics ENGINEER Honor	Representative of Jem'Hadar assigned to guard Dominion operations on Cardassia Prime. Fourth. Bred in the Alpha Quadrant.	C	DS9	Rules of Acquisition	roa	Physical	playerNDeck
borg_eightofeighteen	Eight of Eighteen	star-trek-ccg-1e/the-borg/StarTrekCcg1e-TheBorg-EightOfEighteen.jpg	default	Personnel		Borg		5	5	7					[Def][DQ]	univ	Borg/Humanoid; Drone;	Transporter Skill Computer Skill SECURITY Where present, allows your transporters to beam through opponent's SHIELDS.	Identification: ANNEXATION DRONE Task: Facilitate assimilation of enemy vessels. Biological Distinctiveness: Humanoid.	51 C	VOY	The Borg	borg	Physical	playerNDeck
borg_eightoffifteen	Eight of Fifteen	star-trek-ccg-1e/the-borg/StarTrekCcg1e-TheBorg-EightOfFifteen.jpg	default	Personnel		Borg		5	5	7					[Def][DQ]	univ	Borg/Humanoid; Drone;	MEDICAL Exobiology May download {Borg Nanoprobes} in place of your normal card play.	Identification: ANTITOXIN DRONE Task: Analyze biological and chemical weapons. Adapt. Biological Distinctiveness: Humanoid.	52 C	VOY	The Borg	borg	Physical	playerNDeck
fc_eightofnineteen	Eight of Nineteen	star-trek-ccg-1e/first-contact/StarTrekCcg1e-FirstContact-EightOfNineteen.jpg	default	Personnel		Borg		5	5	7					[Def][DQ]	univ	Borg/Humanoid; Drone;	SECURITY Where present, your Borg are each STRENGTH +2. (Cumulative.)	Identification: ASSAULT DRONE Task: Supply enhanced combat apparatus. Patrol. Biological Distinctiveness: Humanoid	C	FC	First Contact	fc	Physical	playerNDeck
fc_eighteenofnineteen	Eighteen of Nineteen	star-trek-ccg-1e/first-contact/StarTrekCcg1e-FirstContact-EighteenOfNineteen.jpg	default	Personnel		Borg		5	7	5					[DQ][Nav]	univ	Borg/Human; Drone;	Navigation Computer Skill While on your ship, RANGE is +1. (Cumulative.)	Identification: ASTROGATION DRONE Task: Calibrate warp matrix. Increase efficiency. Biological Distinctiveness: Human species.	C	FC	First Contact	fc	Physical	playerNDeck
borg_elevenofeighteen	Eleven of Eighteen	star-trek-ccg-1e/the-borg/StarTrekCcg1e-TheBorg-ElevenOfEighteen.jpg	default	Personnel		Borg		7	5	5					[Com][DQ]	univ	Borg/Humanoid; Drone;	Where present, your {Implant} cards play for free and may be "reabsorbed" (placed beneath draw deck) if discarded. Cybernetics MEDICAL	Identification: AUGMENTATION DRONE Task: Equip drones with cybernetic components. Biological Distinctiveness: Humanoid.	53 C	VOY	The Borg	borg	Physical	playerNDeck
fc_elevenofnineteen	Eleven of Nineteen	star-trek-ccg-1e/first-contact/StarTrekCcg1e-FirstContact-ElevenOfNineteen.jpg	default	Personnel		Borg		7	5	5					[Com][DQ]	univ	Borg/Humanoid; Drone;	Once every turn where present, may "reabsorb" (place beneath draw deck) another of your Borg just killed. Biology MEDICAL	Identification: BIO-MED DRONE Task: Reabsorb damaged biological components. Biological Distinctiveness: Humanoid.	C	FC	First Contact	fc	Physical	playerNDeck
efc_elevenofseventeen	Eleven of Seventeen	star-trek-ccg-1e/efc/StarTrekCcg1e-Efc-ElevenOfSeventeen.jpg	default	Personnel		Borg		7	5	5					[Com][DQ]	univ	Borg/Humanoid; Drone;	May seed (limit one) face up at your outpost. Computer Skill SCIENCE Nullifies all {Computer Crash} cards in play.	Identification: COMPLINK DRONE Task: Ensure network data continuity. Augment. Biological Distinctiveness: Humanoid.	P	FC	Efc	efc	Physical	playerNDeck
borg_elevenoftwelve	Eleven of Twelve	star-trek-ccg-1e/the-borg/StarTrekCcg1e-TheBorg-ElevenOfTwelve.jpg	default	Personnel		Borg		7	5	5					[Com][DQ]	univ	Borg/Humanoid; Drone;	Computer Skill ENGINEER Biology May download {Borg Vinculum} here in place of a card draw. DL/ {Borg Data Node}	Identification: CONNECTIVITY DRONE Task: Monitor interlink aboard Borg vessels. Maintain. Biological Distinctiveness: Humanoid.	54 C	VOY	The Borg	borg	Physical	playerNDeck
mm_enhancedattackship	Enhanced Attack Ship	star-trek-ccg-1e/mirror-mirror/StarTrekCcg1e-MirrorMirror-EnhancedAttackShip.jpg	default	Ship		Dominion	Attack Ship Class	6	8	8						univ	Dominion ship; Energy Dampener; Invasive Transporters; Jem'hadar Attack Ship; Jem'Hadar Ship;	Energy Dampener, Invasive Transporters	Jem'Hadar attack ship constructed in Alpha Quadrant. One of the first Dominion fighter craft upgraded with Breen energy-dampening technology in 2375.	117 U	DS9	Mirror, Mirror	mm	Physical	playerNDeck
mm_ensigndavis	Ensign Davis	star-trek-ccg-1e/mirror-mirror/StarTrekCcg1e-MirrorMirror-EnsignDavis.jpg	default	Personnel		Federation	SECURITY	3	5	7					[AU][MU][OS][Stf][TE]	univ	Human; Male; Mission Specialist;	SECURITY Treachery	Security guard aboard I.S.S. Enterprise. Easily dispatched by Dr. McCoy and Mr. Scott with the old "you distract him, I'll hit him with the hypo" trick.	72 C	TOS	Mirror, Mirror	mm	Physical	playerNDeck
mm_ensigngaffney	Ensign Gaffney	star-trek-ccg-1e/mirror-mirror/StarTrekCcg1e-MirrorMirror-EnsignGaffney.jpg	default	Personnel		Federation	SECURITY	6	8	8					[AU][MU][OS][Stf][TE]	univ	Human; Male; Support Personnel;	SECURITY Geology Astrophysics	Dedicated crewman aboard I.S.S. Enterprise. Abandoned a promising career in the sciences for the greater advancement opportunities in security.	73 C	TOS	Mirror, Mirror	mm	Physical	playerNDeck
dom_eris	Eris	star-trek-ccg-1e/the-dominion/StarTrekCcg1e-TheDominion-Eris.jpg	default	Personnel		Dominion	V.I.P.	3	8	4					[Cmd][GQ]	univ	Vorta; Female;	V.I.P. Treachery Diplomacy MEDICAL	Duplicitous female agent. First Vorta to contact the Federation. Posed as an oppressed fugitive in order to win sympathy - and opportunities for espionage.	C	DS9	The Dominion	dom	Physical	playerNDeck
otsd_establishrelations	Establish Relations	star-trek-ccg-1e/otsd/StarTrekCcg1e-Otsd-EstablishRelations.jpg	default	Mission	[P]	Federation/[NON]/Bajoran					25	3	Alpha			univ		Diplomacy + INTEGRITY>32 + (Leadership OR V.I.P.) When you solve, you may download a [Non] personnel here.	Conduct negotiations to establish peaceful rapport and cultural exchange.	P		Otsd	otsd	Physical	playerNMissions
otsd_exploreinterstellarmatter	Explore Interstellar Matter	star-trek-ccg-1e/otsd/StarTrekCcg1e-Otsd-ExploreInterstellarMatter.jpg	default	Mission	[S]	Any crew may attempt mission.					25	3	Alpha			univ	Asymmetric mission;	SCIENCE + (Astrophysics OR Stellar Cartography) Your {Subspace Warp Rift} and {Tetryon Field} play for free here. Opponent's side: Opponent's {Calamarain} plays at this mission (or a copy).	Gather data on newly encountered phenomenon.	P		Otsd	otsd	Physical	playerNMissions
roa_ferengishuttle	Ferengi Shuttle	star-trek-ccg-1e/rules-of-acquisition/StarTrekCcg1e-RulesOfAcquisition-FerengiShuttle.jpg	default	Ship		Ferengi	Shuttlecraft	6	3	4						univ	Ferengi ship; No staffing requirement;		Common shuttlecraft of Ferengi design. Dr. Arridor commanded one.	C	TNG	Rules of Acquisition	roa	Physical	playerNDeck
fc_fifteenofseventeen	Fifteen of Seventeen	star-trek-ccg-1e/first-contact/StarTrekCcg1e-FirstContact-FifteenOfSeventeen.jpg	default	Personnel		Borg		7	5	5					[Com][DQ]	univ	Borg/Klingon; Drone;	ENGINEER Exobiology May download any one {Adapt} card in place of one card draw.	Identification: COUNTERMEASURE DRONE Task: Nullify resistance to scout operations. Biological Distinctiveness: Klingon species.	C	FC	First Contact	fc	Physical	playerNDeck
fc_fiveofeleven	Five of Eleven	star-trek-ccg-1e/first-contact/StarTrekCcg1e-FirstContact-FiveOfEleven.jpg	default	Personnel		Borg		7	5	5					[Com][DQ]	univ	Borg/Klingon; Drone;	SCIENCE Cybernetics Wherever [Com] Borg present in the same hive, may prevent your Borg from being placed in stasis.	Identification: CYBER DRONE Task: Analyze suspended animation principles. Biological Distinctiveness: Klingon species.	C	FC	First Contact	fc	Physical	playerNDeck
ds9_flaxianscoutvessel	Flaxian Scout Vessel	star-trek-ccg-1e/deep-space-nine/StarTrekCcg1e-DeepSpaceNine-FlaxianScoutVessel.jpg	default	Ship		Non-Aligned	Scout Class	8	3	5						univ	No staffing requirement; Scout;		Scout ship of Flaxian registry. Retaya commanded one in 2371 during a Tal Shiar assignment to assassinate Garak.	C	DS9	Deep Space Nine	ds9	Physical	playerNDeck
dom_founder	Founder	star-trek-ccg-1e/the-dominion/StarTrekCcg1e-TheDominion-Founder.jpg	default	Personnel		Dominion	V.I.P.	5	8	7					[Cmd][GQ]	univ	Changeling; Female; Founder; Shape-shifter;	V.I.P. SCIENCE Exobiology May morph (exchange with your Founder in hand).	Female member of the Dominion. Changeling. Characteristic of the members of the Great Link. Adept at mimicking the solids.	U	DS9	The Dominion	dom	Physical	playerNDeck
fc_fourofeleven	Four of Eleven	star-trek-ccg-1e/first-contact/StarTrekCcg1e-FirstContact-FourOfEleven.jpg	default	Personnel		Borg		5	5	7					[Def][DQ]	univ	Borg/Humanoid; Drone;	MEDICAL Computer Skill While on your ship, SHIELDS are +2. (Cumulative.)	Identification: GUARD DRONE Task: Compute defense effectiveness. Maximize. Biological Distinctiveness: Humanoid.	C	FC	First Contact	fc	Physical	playerNDeck
roa_frool	Frool	star-trek-ccg-1e/rules-of-acquisition/StarTrekCcg1e-RulesOfAcquisition-Frool.jpg	default	Personnel		Ferengi	CIVILIAN	4	5	4						univ	Ferengi; Male; Waiter;	CIVILIAN Greed Youth Reports for free to {Ferengi Trading Post}.	Typical Ferengi waiter. Serves his employers as well as can be expected for a young, impatient, aspiring opportunist.	C	DS9	Rules of Acquisition	roa	Physical	playerNDeck
ds9_galor	Galor	star-trek-ccg-1e/deep-space-nine/StarTrekCcg1e-DeepSpaceNine-Galor.jpg	default	Ship		Cardassian	Galor Class	8	7	7						univ	Cardassian ship; Tractor Beam; Warship;	Tractor Beam	Military spacecraft used by the Cardassian Union. The Type-3 Galor-class warship is the backbone of the Cardassian fleet.	C	DS9	Deep Space Nine	ds9	Physical	playerNDeck
mm_gantt	Gantt	star-trek-ccg-1e/mirror-mirror/StarTrekCcg1e-MirrorMirror-Gantt.jpg	default	Personnel		Bajoran	MEDICAL	6	6	7					[AU][Stf]	univ	Bajoran; Male; Shakaar Resistance Cell;	MEDICAL Resistance Anthropology Youth	Typical member of Shakaar resistance cell. Cared for the mortally wounded Kira Taban. Now a part of Kira Nerys' memories of her father's death.	51 C	DS9	Mirror, Mirror	mm	Physical	playerNDeck
ha_120garrenrom	Garren	star-trek-ccg-1e/holodeck-adventures/StarTrekCcg1e-HolodeckAdventures-Garren.jpg	default	Personnel		Romulan/Hirogen	SCIENCE	5	7	6					[DQ][Holo][Stf]	univ	Hologram; Inorganic; Male; Support Personnel;	SCIENCE Geology Navigation	Because of their cloaking technology and precise strategic planning, re-creations of Romulans were often used by the Hirogen in ship-to-ship hunting simulations.	120 C	VOY	Holodeck Adventures	ha	Physical	playerNDeck
ha_120garrenhir	Garren*	star-trek-ccg-1e/holodeck-adventures/StarTrekCcg1e-HolodeckAdventures-Garren-2.jpg	default	Personnel		Hirogen/Romulan	SCIENCE	5	7	6					[DQ][Holo][Stf]	univ	Hologram; Inorganic; Male; Support Personnel;	SCIENCE Geology Navigation	Because of their cloaking technology and precise strategic planning, re-creations of Romulans were often used by the Hirogen in ship-to-ship hunting simulations.	120 C	VOY	Holodeck Adventures	ha	Physical	playerNDeck
dom_generalhazar	General Hazar	star-trek-ccg-1e/the-dominion/StarTrekCcg1e-TheDominion-GeneralHazar.jpg	default	Personnel		Bajoran	OFFICER	5	8	7					[Cmd]	univ	Bajoran; General; Male;	OFFICER Leadership Astrophysics If aboard {Assault Vessel}, its {Tactical Console} is +1.	Typical high-ranking officer in Bajoran militia. Familiar with Bajoran defense technology. Issued the order to refuse landing privileges to Skrreean ships in 2370.	C	DS9	The Dominion	dom	Physical	playerNDeck
sdII_geologicalsurvey	Geological Survey	star-trek-ccg-1e/sdii/StarTrekCcg1e-SdII-GeologicalSurvey.jpg	default	Mission	[P]	Federation/[NON]/Bajoran/Ferengi					20*	2	Alpha			univ		SCIENCE + Geology + Computer Skill * +10 if 3 Geology OR 3 Greed present.	Assess value of rich mineral deposits on planet near edge of explored space.	P		SdII	sdII	Physical	playerNMissions
ds9_ghoren	Ghoren	star-trek-ccg-1e/deep-space-nine/StarTrekCcg1e-DeepSpaceNine-Ghoren.jpg	default	Personnel		Cardassian	MEDICAL	7	6	6						univ	Cardassian; Male;	MEDICAL Biology Music Geology	Male Cardassian characteristic of medical personnel in military service. Treated survivors of Klingon attack on Cardassia Prime in 2372.	C	DS9	Deep Space Nine	ds9	Physical	playerNDeck
qc_gibson	Gibson	star-trek-ccg-1e/q-continuum/StarTrekCcg1e-QContinuum-Gibson.jpg	default	Personnel		Federation	OFFICER	6	6	5					[Stf]	univ	Human; Female; Mission Specialist; U.S.S. Enterprise-related personnel;	OFFICER Navigation x 2	Ensign Gibson served aboard the U.S.S. Enterprise as helm specialist during the 2364 diplomatic mission to Daled IV.	C	TNG	Q-Continuum	qc	Physical	playerNDeck
mm_gorrus	Gorrus	star-trek-ccg-1e/mirror-mirror/StarTrekCcg1e-MirrorMirror-Gorrus.jpg	default	Personnel		Romulan	SECURITY	6	6	8					[AU][OS][Stf]	univ	Romulan; Male; Mission Specialist;	SECURITY Navigation	Representative security officer serving in the Romulan military, circa 2268. One of two men sent to starship Enterprise in exchange for Captain Kirk and Mr. Spock.	111 C	TOS	Mirror, Mirror	mm	Physical	playerNDeck
ds9_grahamdavis	Graham Davis	star-trek-ccg-1e/deep-space-nine/StarTrekCcg1e-DeepSpaceNine-GrahamDavis.jpg	default	Personnel		Federation	ENGINEER	7	6	5						univ	Human; Deep Space 9-related personnel; Male; Support Personnel;	ENGINEER Astrophysics Computer Skill	Representative of Starfleet engineers stationed aboard Deep Space 9. Assisted Miles O'Brien during repair and retrofit of the station.	C	DS9	Deep Space Nine	ds9	Physical	playerNDeck
ds9_guestquarters	Guest Quarters	star-trek-ccg-1e/deep-space-nine/StarTrekCcg1e-DeepSpaceNine-GuestQuarters.jpg	default	Site												univ		If unoccupied, any non-Borg V.I.P. may report here regardless of affiliation. Once each turn, any player who has a V.I.P. unopposed here may, in place of one card draw, draw two cards and place one of them beneath draw deck. (Not cumulative.) Any Nor: Habitat Ring		U		Deep Space Nine	ds9	Physical	playerNSites
dom_guraturak	Gurat'urak	star-trek-ccg-1e/the-dominion/StarTrekCcg1e-TheDominion-Guraturak.jpg	default	Personnel		Dominion	SECURITY	6	7	8					[GQ][KW][Stf]	univ	Jem'Hadar; Male;	SECURITY Navigation Transporter Skill Protects one card present from {Disruptor Overload}.	Typical Jem'Hadar navigator. Fifth under Omet'iklan. Responsible for safeguarding devices assigned to his unit.	C	DS9	The Dominion	dom	Physical	playerNDeck
voy_halok	Halok	star-trek-ccg-1e/voyager/StarTrekCcg1e-Voyager-Halok.jpg	default	Personnel		Kazon	ENGINEER	6	7	7					[DQ][Stf]	univ	Kazon; Kazon-Nistrim; Male;	ENGINEER Astrophysics Biology DL/ Any ENGINEER-related Equipment card	Kazon-Nistrim representative of technicians in Culluh's crew. Gained knowledge of bio-neural technology in his time aboard the commandeered U.S.S. Voyager.	145 C	VOY	Voyager	voy	Physical	playerNDeck
ha_56harathcar	Harath	star-trek-ccg-1e/holodeck-adventures/StarTrekCcg1e-HolodeckAdventures-Harath.jpg	default	Personnel		Cardassian/Hirogen	SCIENCE	6	8	7					[DQ][Holo][Stf]	univ	Hologram; Inorganic; Male; Support Personnel;	SCIENCE Astrophysics Computer Skill	Representative of the Hirogen's holographic prey. The Cardassians' deceptive nature - and unpredictability when cornered - made them a worthy challenge.	56 C	VOY	Holodeck Adventures	ha	Physical	playerNDeck
ha_56harathhir	Harath*	star-trek-ccg-1e/holodeck-adventures/StarTrekCcg1e-HolodeckAdventures-Harath-2.jpg	default	Personnel		Hirogen/Cardassian	SCIENCE	6	8	7					[DQ][Holo][Stf]	univ	Hologram; Inorganic; Male; Support Personnel;	SCIENCE Astrophysics Computer Skill	Representative of the Hirogen's holographic prey. The Cardassians' deceptive nature - and unpredictability when cornered - made them a worthy challenge.	56 C	VOY	Holodeck Adventures	ha	Physical	playerNDeck
borg_harkan	Harkan	star-trek-ccg-1e/the-borg/StarTrekCcg1e-TheBorg-Harkan.jpg	default	Personnel		Hirogen	SECURITY	7	7	8					[Cmd][DQ]	univ	Hirogen; Male; Support Personnel;	SECURITY Anthropology Exobiology	Typical mentor of fledgling hunters. Stationed at the training facility near the Ovion system. Prepares young Hirogen to join Decaren's hunting group.	81 C	VOY	The Borg	borg	Physical	playerNDeck
tmp_tmp52	Henreid	star-trek-ccg-1e/the-motion-pictures/StarTrekCcg1e-TheMotionPictures-Henreid.jpg	default	Personnel		Federation	OFFICER	6	6	7					[AU][Films][Stf]	univ	Human; Male;	OFFICER Leadership Astrophysics Navigation	Typical first officer. Assigned to Starship Excelsior in 2285. Stood in for the helmsman, who was on leave when Admiral Kirk stole the Starship Enterprise.	52 C	TSfS	The Motion Pictures	tmp	Physical	playerNDeck
borg_hirogenoutpost	Hirogen Outpost	star-trek-ccg-1e/the-borg/StarTrekCcg1e-TheBorg-HirogenOutpost.jpg	default	Facility		Hirogen	Outpost			34					[DQ]	univ	Holodeck;	Seed one at a [HIR] mission or any [S] mission with no affiliation icons OR build at such a mission where you have a Hirogen ENGINEER. Has a Holodeck. DL/ {Hirogen Hunt}	For 100,000 years, the nomadic Hirogen have hunted prey, establishing outposts throughout their territory.	25 C	VOY	The Borg	borg	Physical	playerNSeed
borg_hoganfed	Hogan	star-trek-ccg-1e/the-borg/StarTrekCcg1e-TheBorg-Hogan.jpg	default	Personnel		Federation/Non-Aligned	ENGINEER	6	7	7					[DQ][Maq][Stf]	univ	Human; Male; Mission Specialist;	ENGINEER Transporter Skill	Maquis crewman who thought briefly of rebelling against Captain Janeway after a close friend's death in 2372. Ultimately found his place in the Voyager crew.	71 C	VOY	The Borg	borg	Physical	playerNDeck
borg_hoganna	Hogan*	star-trek-ccg-1e/the-borg/StarTrekCcg1e-TheBorg-Hogan-2.jpg	default	Personnel		Non-Aligned/Federation	ENGINEER	6	7	7					[DQ][Maq][Stf]	univ	Human; Male; Mission Specialist;	ENGINEER Transporter Skill	Maquis crewman who thought briefly of rebelling against Captain Janeway after a close friend's death in 2372. Ultimately found his place in the Voyager crew.	71 C	VOY	The Borg	borg	Physical	playerNDeck
ds9_hogue	Hogue	star-trek-ccg-1e/deep-space-nine/StarTrekCcg1e-DeepSpaceNine-Hogue.jpg	default	Personnel		Cardassian	CIVILIAN	7	6	6					[Stf]	univ	Cardassian; Deep Space 9-related personnel; Dissident; Male;	CIVILIAN Youth SCIENCE Navigation Honor	Student of Natima Lang. Dissident. Member of Cardassian underground sentenced to death by Central Command. Sought refuge at Deep Space 9.	U	DS9	Deep Space Nine	ds9	Physical	playerNDeck
ha_Holosuite	Holosuite	star-trek-ccg-1e/holodeck-adventures/StarTrekCcg1e-HolodeckAdventures-Holosuite.jpg	default	Site												univ	Holodeck;	This site must be placed adjacent to {Quark's Bar} (or another Holosuite). Has a Holodeck. {Holoprogram} cards may be played here (limit one; station controller may discard it during their turn). [Holo] Equipment cards and compatible [Holo] personnel may report here, and may be transferred directly to/from owner's ship docked at this station. {Terok Nor} OR {Deep Space 9}: Promenade		131 C		Holodeck Adventures	ha	Physical	playerNSites
voy_hophalin	Hophalin	star-trek-ccg-1e/voyager/StarTrekCcg1e-Voyager-Hophalin.jpg	default	Personnel		Vidiian	ENGINEER	6	7	5					[DQ][Stf]	univ	Vidiian; Male;	ENGINEER Computer Skill Archaeology Physics Treachery	Representative of technicians serving the Vidiian Sodality. Posted to the Avery III installation. Confident in the sophistication of his data encryption routines.	180 C	VOY	Voyager	voy	Physical	playerNDeck
borg_huntingvessel	Hunting Vessel	star-trek-ccg-1e/the-borg/StarTrekCcg1e-TheBorg-HuntingVessel.jpg	default	Ship		Hirogen	Light Cruiser	7	X	9					[DQ]	univ	Tractor Beam;	X=7+ number of your other staffed [Hir] ships here. Tractor Beam	Small ship usually manned by a hunting pair. Often travels in groups like that which subdued Voyager in 2374. Its monotanium armor scatters enemy targeting scanners.	125 C	VOY	The Borg	borg	Physical	playerNDeck
tmp_tmp119	I.K.S. K't'inga	star-trek-ccg-1e/the-motion-pictures/StarTrekCcg1e-TheMotionPictures-IKSKtinga.jpg	default	Ship		Klingon	K't'inga Class	5	6	6					[AU][Films]	univ	Cloaking Device; Klingon ship; Tractor Beam;	Cloaking Device, Tractor Beam DL/ {Any [Univ] [Kli] [Films] personnel}	Though the basic form of the Klingon cruiser had been the same since the 22nd century, this design introduced in the 2270s boasted upgrades to all major systems.	119 C	TMP	The Motion Pictures	tmp	Physical	playerNDeck
mm_issconstitution	I.S.S. Constitution	star-trek-ccg-1e/mirror-mirror/StarTrekCcg1e-MirrorMirror-ISSConstitution.jpg	default	Ship		Federation	Constitution Class	6	5	6					[AU][MU][OS][TE]	univ	Federation ship; Tractor Beam;	Tractor Beam DL/ {Any [Univ] [TE][OS] personnel}	Typical battle cruiser of the Terran Empire. Outfitted for a variety of mission profiles, including conquest, domination, subjugation, and Imperial enforcement.	119 C	TOS	Mirror, Mirror	mm	Physical	playerNDeck
otsd_imposeorder	Impose Order	star-trek-ccg-1e/otsd/StarTrekCcg1e-Otsd-ImposeOrder.jpg	default	Mission	[P]	Romulan/Klingon/Cardassian/Dominion					35*	4	Alpha			univ		Diplomacy + Treachery + STRENGTH>40 * Unopposed OFFICER on planet may steal points.	Unify diverse nation-states via coercion and occupation.	P		Otsd	otsd	Physical	playerNMissions
