databaseId	name	subtitle	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	faction	rarity	cost	threshold	attack	defense	health	artist	flavour	text
hex-chimera-guard-outrider-human-warrior	Chimera Guard Outrider	Human Warrior	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ChimeraGuardOutrider.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ChimeraGuardOutrider.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Uncommon	4	Diamond	0	4		Velvet Engine	The Chimera Guard is the border patrol. The diligent sentinels of the Chimera Guard protect Carloth from overland marauders.	When this attacks, it gets +ATK equal to this troop's DEF this turn.
hex-shellsafe-sure-shot-human-ranger	Shellsafe Sure Shot	Human Ranger	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ShellsafeSureShot.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ShellsafeSureShot.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Uncommon	4	Diamond 2	3	2		Velvet Engine	Sure shattering shafts are shot shockingly sharp from the shivering shadows.	Deploy - Summon a Turtle Pet.
hex-forgotten-lord-spirit-warrior	Forgotten Lord	Spirit Warrior	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ForgottenLord.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ForgottenLord.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Uncommon	5	Diamond 2	3	4		Anders Finer	"For as long as my descendants draw breath, my sacrifice shall be remembered. So I once believed."	Steadfast, Spellshield
hex-mystic-spiritwalker-coyotle-warlock	Mystic Spiritwalker	Coyotle Warlock	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-MysticSpiritwalker.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-MysticSpiritwalker.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Rare	4	Diamond	4	3		SkySoul	Spiritwalkers can actually become ghosts that can travel great distances and even observe the movements and conversations of enemies.	When this attacks, the next time target troop you control would be dealt damage this game, prevent it.
hex-phoenix-guard-aeronaut-human-mage	Phoenix Guard Aeronaut	Human Mage	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-PhoenixGuardAeronaut.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-PhoenixGuardAeronaut.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Uncommon	5	Diamond	3	2		Justin Gerrard	Many believe the legend that the giant bird mounts used by the Phoenix Guard were created by magically cross-breeding a canary with an actual phoenix.	SOCKETABLE MINOR Flight
hex-howling-ambush	Howling Ambush		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-HowlingAmbush.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-HowlingAmbush.jpg	default	Quick Action	Shards of Fate	Shards of Fate	playerNDeck		Uncommon	1	Diamond				Ellis Q Clark	The coyotle are masters of camouflage, which most of their enemies learn when it is far too late.	Reveal a troop from your hand. Deal damage to target troop that entered play this turn equal to the revealed troop's ATK.
hex-heroic-inspiration	Heroic Inspiration		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-HeroicInspiration.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-HeroicInspiration.jpg	default	Quick Action	Shards of Fate	Shards of Fate	playerNDeck		Uncommon	1	Diamond				Xia Taptara	Impossible strength can occasionally be summoned when facing certain annihilation.	Target blocking troop gets +8ATK/+8DEF this turn.
hex-stoneskin	Stoneskin		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Stoneskin.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Stoneskin.jpg	default	Quick Action	Shards of Fate	Shards of Fate	playerNDeck		Uncommon	1	Diamond				Xia Taptara	"I watched with pride as Eldon, my former student, called upon Entrath itself to rise for his protection." -from the journal of Lord Adam	Interrupt target action targeting you or a troop you control.
hex-blinding-light	Blinding Light		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-BlindingLight.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-BlindingLight.jpg	default	Quick Action	Shards of Fate	Shards of Fate	playerNDeck		Uncommon	3	Diamond				Cindy Avelino	As long as there is light, there is hope.	Prevent all damage that would be dealt to you and troops you control this turn.
hex-solitary-exile	Solitary Exile		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SolitaryExile.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SolitaryExile.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Uncommon	3	Diamond 2				Derk Venneman	"Hello? Anyone there? Anyone?"	Deploy - Void another target card. When this leaves play, put each card voided by it into play.
hex-diamond-aura	Diamond Aura		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-DiamondAura.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-DiamondAura.jpg	default	Quick Action	Shards of Fate	Shards of Fate	playerNDeck		Common	5	Diamond				SkySoul	Many religions use the indestructibility of diamond gems as a metaphor for unwavering faith.	Target troop gets +2ATK/+2DEF and Steadfast.
hex-living-totem-totem	Living Totem	Totem	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LivingTotem.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LivingTotem.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Rare	2	Diamond	2	2		Mark Tarrisse	Some totems prefer not to stand in one place all day.	(3) → This gets +1ATK/+1DEF. (3) → This gets Swiftstrike. (3) → This gets Flight. (3) → This gets Lifedrain. (3) → This gets Steadfast.
hex-living-totem-totem-2	Living Totem	Totem	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LivingTotem-2.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LivingTotem-2.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Epic	2	Diamond	2	2		Piotr Arendzikowski	Some totems prefer not to stand in one place all day.	(3) → This gets +1ATK/+1DEF. (3) → This gets Swiftstrike. (3) → This gets Flight. (3) → This gets Lifedrain. (3) → This gets Steadfast.
hex-lixil-the-deathless-gem-necrotic-rogue	Lixil, the Deathless Gem	Necrotic Rogue	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LixilTheDeathlessGem.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LixilTheDeathlessGem.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Underworld	Rare	3	Diamond	3	3		Nathalia Gomes	"Never again shall I know pain or oblivion. Never."	Deploy - Choose a Standard resource in your deck. Gain the thresholds it provides. [BLOOD][DIAMOND][RUBY][SAPPHIRE][WILD]: Invincible.
hex-lixil-the-deathless-gem-necrotic-rogue-2	Lixil, the Deathless Gem	Necrotic Rogue	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LixilTheDeathlessGem-2.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LixilTheDeathlessGem-2.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Underworld	Epic	3	Diamond	3	3		Suebsin Pullsiri	"Grief, resolve, destruction, acumen, and creation ... from these Five Shards I shall unlock immortality."	Deploy - Choose a Standard resource in your deck. Gain the thresholds it provides. [BLOOD][DIAMOND][RUBY][SAPPHIRE][WILD]: Invincible.
hex-princess-victoria-human-princess	Princess Victoria	Human Princess	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-PrincessVictoria.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-PrincessVictoria.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Rare	3	Diamond	1	2		Justin Gerrard		If Princess Victoria is in your opening hand, she gets cost -(3). Inspire - As another troop with cost equal to or greater than #SELF#'s cost enters play under your control, that troop gets Lifedrain.
hex-ascetic-aspirant-human	Ascetic Aspirant	Human	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-AsceticAspirant.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-AsceticAspirant.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Rare	4	Diamond 2	3	4		Xia Taptara	The monks of the Cloister eschew any rights to family and property in exchange for a life of austerity and sacrifice.	Exhaust → Transform this into an Enlightened Seeker.
hex-frost-wizard-human-mage	Frost Wizard	Human Mage	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-FrostWizard.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-FrostWizard.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Rare	2	Diamond	2	2		Jackson Sze	Humans do not use traditional magic, so their mages must be proficient in the use of gems.	If a card would enter an opposing deck or crypt, void it instead.
hex-lord-adam-the-powerful-human-cleric	Lord Adam, the Powerful	Human Cleric	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LordAdamThePowerful.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-LordAdamThePowerful.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Rare	4	Diamond	4	4		Filip Acovic	"This darkness is fleeting. When my friends arrive, our light shall banish evil from existence."	Steadfast Void a Lord Adam, Lord Benjamin, and Lord Alexander you control → Summon The Triumvirate.
hex-protectorate-sorcerer-human-cleric	Protectorate Sorcerer	Human Cleric	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ProtectorateSorcerer.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ProtectorateSorcerer.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Common	5	Diamond 2	3	3		Xia Taptara	The Protectorate sorcerers are battle scholars, as savvy in the field of battle as they are in the halls of a library.	When this attacks, exhaust target opposing troop.
hex-protectorate-defender-human-warrior	Protectorate Defender	Human Warrior	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ProtectorateDefender.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ProtectorateDefender.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Rare	2	Diamond	2	1		Xia Taptara	The symbol of the Protectorate is a howling red wolf against a field of white.	SOCKETABLE MAJOR Deathcry - Put this into your deck.
hex-hero-of-adamanth-human-warrior	Hero of Adamanth	Human Warrior	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-HeroOfAdamanth.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-HeroOfAdamanth.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Rare	5	Diamond	0	0		Tomasz Jedruszek	A true noble lord in service of His Royal Majesty, King Gabriel, always leads from the front lines.	As this enters play, reveal the top ten cards of your deck. This gets +2ATK/+2DEF for each Human revealed this way. Put the revealed cards into your deck.
hex-trial-of-faith	Trial of Faith		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-TrialOfFaith.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-TrialOfFaith.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Rare	5	Diamond 2				Lena Richards		Deploy - Void all other cards you control. Void all cards in your hand. At the start of your turn, add a faith counter to this. If there are three or more, remove all faith counters from this. Sacrifice this. Transform each card voided by this into an Angel and put them into play.
hex-soul-marble	Soul Marble		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulMarble.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulMarble.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Rare	2	Diamond				Robb Mommaerts	Soul marble is so rare, only the most esteemed sculptors are trusted to even go near it with a chisel.	[(X>=1)] → Add X sculpture counters to this. Then, if there are ten or more, remove them all and choose one: Choose Soul Cavalry; or Choose Soul Armaments.
hex-soul-marble-2	Soul Marble		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulMarble-2.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulMarble-2.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Epic	2	Diamond				Jon Buran	"A chisel sculpts the marble, but life sculpts the soul." Elven proverb	[(X>=1)] → Add X sculpture counters to this. Then, if there are ten or more, remove them all and choose one: Choose Soul Cavalry; or Choose Soul Armaments.
hex-blessing-the-fallen	Blessing the Fallen		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-BlessingTheFallen.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-BlessingTheFallen.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Rare	3	Diamond				Anders Finer	Those that have passed still have words to speak, if we but listen.	Troops you control are inspired by troops with Inspire in your crypt as though they were in play.
hex-circle-of-preservation	Circle of Preservation		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-CircleOfPreservation.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-CircleOfPreservation.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Rare	3	Diamond 2				Nacho Molina	"Stand within the circle, young one. Even the most powerful of blows will break against you like water on a dam."	Once per turn: (0) → The next time target card on the chain, in play, or champion would deal damage to you this turn, prevent it. Put this into your hand. It gets cost +(1).
hex-eternal-youth	Eternal Youth		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-EternalYouth.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-EternalYouth.jpg	default	Basic Action	Shards of Fate	Shards of Fate	playerNDeck		Rare	3	Diamond 2				Kieran Yanner		Gain ESC:4 health. Escalation.
hex-oath-of-valor	Oath of Valor		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-OathOfValor.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-OathOfValor.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Rare	3	Diamond				Ellis Q Clark	"Faith. Charity. Justice. Sagacity. Prudence. Temperance. Resolution. Truth. Liberality. Diligence. Hope. Valor."	Deploy - Remember a troop you control's name. Each troop you control with the same name as the remembered troop has +2ATK/+2DEF.
hex-immortality	Immortality		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Immortality.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Immortality.jpg	default	Quick Action	Shards of Fate	Shards of Fate	playerNDeck		Rare	2	Diamond 2				Nacho Molina	The mountain known as Exalt was sundered long before the emergence of mortal life.	You get "If you would lose the game, your health becomes 10 instead." this turn.
hex-incantation-of-righteousness	Incantation of Righteousness		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-IncantationOfRighteousness.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-IncantationOfRighteousness.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Rare	2	Diamond				Milivoj Ceran	"We call forth from the realm of radiance..."	When you gain health, add an incantation counter to this. If there are five or more, remove all incantation counters from all your Incantations of Righteousness in all zones. Transform them into Sentinels of Light.
hex-spearcliff-cloud-knight-human-warrior	Spearcliff Cloud Knight	Human Warrior	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SpearcliffCloudKnight.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SpearcliffCloudKnight.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Rare	3	Diamond 2	3	2		Michael Komarck		Flight, Lifedrain, Steadfast
hex-judgement	Judgement		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Judgement.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Judgement.jpg	default	Basic Action	Shards of Fate	Shards of Fate	playerNDeck		Rare	6	Diamond 2				Anders Finer	Some prophets believe the world has already existed for longer than it should have.	Destroy all cards with cost less than the highest cost among cards you control.
hex-angel-of-dawn-avatar-of-hope	Angel of Dawn	Avatar of Hope	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-AngelOfDawn.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-AngelOfDawn.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Legendary	5	Diamond	4	4		Kieran Yanner	Aurora is the Primal of Hope. Her avatars invoke reveries of optimism in mortals.	Flight, Steadfast [DIAMOND]: When you draw this, if it's the first card you drew this turn, play it for free.
hex-his-majesty-king-gabriel-human-warrior-king	His Majesty, King Gabriel	Human Warrior King	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-HisMajestyKingGabriel.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-HisMajestyKingGabriel.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Legendary	6	Diamond 2	4	4		Michael Komarck	"Boldheart is my earnest companion, my teacher, and the noblest of souls in this world. You will address my wolf as you would address your King."	Steadfast Deploy - Summon Boldheart.
hex-ozawa-cosmic-elder-coyotle-elder-2	Ozawa, Cosmic Elder	Coyotle Elder	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-OzawaCosmicElder-2.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-OzawaCosmicElder-2.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Legendary	8	Diamond 2	0	0		Michael Komarck	"Today you are born, you live, and you die, as you did yesterday, and will tomorrow. Everything that has ever happened is happening in this moment."	Lifedrain This has +XATK/+XDEF where X is your health.
hex-resurrection	Resurrection		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Resurrection.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Resurrection.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Legendary	9	Diamond 3				Kieran Yanner	What is destroyed in disgrace can be raised again with honor.	At the end of your turn, put target troop from your crypt into play. It gets +2ATK/+2DEF.
hex-soul-cavalry-construct	Soul Cavalry	Construct	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulCavalry.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulCavalry.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Land	2	Diamond	6	6		Robb Mommaerts	Unlike their human counterparts, knights sculpted from soul marble can last for hundreds of years.	Spellshield, Steadfast
hex-soul-cavalry-construct-2	Soul Cavalry	Construct	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulCavalry-2.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulCavalry-2.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Epic	2	Diamond	6	6		Jon Buran		Spellshield, Steadfast
hex-turtle-pet-pet-beast	Turtle Pet	Pet Beast	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-TurtlePet.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-TurtlePet.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Land	3	Diamond	1	3		Velvet Engine		Exhaust → Prevent the next 3 damage that would be dealt to my master this turn.
hex-boldheart-great-wolf	Boldheart	Great Wolf	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Boldheart.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Boldheart.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Land	6	Diamond 2	6	5		Michael Komarck	A small number of human knights (30 of them) have mystically bonded with an ageless magical wolf that becomes their empathic companion.	Prevent all damage that would be dealt to His Majesty, King Gabriels you control.
hex-enlightened-seeker-enlightened-human	Enlightened Seeker	Enlightened Human	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-EnlightenedSeeker.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-EnlightenedSeeker.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Land	4	Diamond 2	0	1		Xia Taptara	What you are, and what you hope to become, is always within you. To find it, you must let go of all you think you know of yourself.	You can't play cards. At the end of your turn, draw a card. Then, if you have seven or more cards in hand, transform this into The Transcended.
hex-the-transcended-transcended	The Transcended	Transcended	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-TheTranscended.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-TheTranscended.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Land	4	Diamond 2	5	6		Xia Taptara	Beyond reason, beyond logic, beyond pain, beyond eternity, is where the true self awaits.	If you would draw a card, search your deck for a card and put it into your hand instead.
hex-sentinel-of-light-manifestation	Sentinel of Light	Manifestation	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SentinelOfLight.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SentinelOfLight.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Land	2	Diamond	4	4		Milivoj Ceran	"...the manifestation of preservation."	Lifedrain While you have 20 or more health, other troops you control have +2ATK/+2DEF.
hex-soul-armaments	Soul Armaments		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulArmaments.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulArmaments.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Land	2	Diamond				Robb Mommaerts	A sword sculpted from soul marble is never truly finished until it is wielded by a knight of unassailable valor.	Troops you control have +2ATK/+2DEF, Spellshield, and Steadfast.
hex-soul-armaments-2	Soul Armaments		hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulArmaments-2.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SoulArmaments-2.jpg	default	Constant	Shards of Fate	Shards of Fate	playerNDeck		Epic	2	Diamond				Jon Buran		Troops you control have +2ATK/+2DEF, Spellshield, and Steadfast.
hex-baby-yeti-yeti	Baby Yeti	Yeti	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-BabyYeti.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-BabyYeti.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Common	1	Ruby	1	1		Velvet Engine	From birth, a yeti's favorite activity is throwing things at trespassers. When there are no trespassers, they throw things at each other.	Speed
hex-baby-yeti-yeti-2	Baby Yeti	Yeti	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-BabyYeti-2.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-BabyYeti-2.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Epic	1	Ruby	1	1		Velvet Engine	"I hope this madness can come to an end so people no longer fall victim to the baby yeti." -Rend Strich	Speed
hex-savage-raider-orc-ranger	Savage Raider	Orc Ranger	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SavageRaider.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SavageRaider.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Common	1	Ruby	2	1		El Garing	When raiding, orc rangers usually employ non-lethal traps to keep their victims alive so they can be brought to the arena for combat.	Must attack.
hex-savage-raider-orc-ranger-2	Savage Raider	Orc Ranger	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SavageRaider-2.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-SavageRaider-2.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Epic	1	Ruby	2	1		Zoltan Boros	When raiding, orc rangers usually employ non-lethal traps to keep their victims alive so they can be brought to the arena for combat.	Must attack.
hex-bombsmith-dwarf-mage	Bombsmith	Dwarf Mage	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Bombsmith.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-Bombsmith.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Underworld	Common	2	Ruby	1	1		Zoltan Boros	Dwarves who create projectile weaponry, explosives, gas bombs, and traps are overseen by the Ballistics Guild.	Deploy - You may have this deal 1 damage to target troop.
hex-ruby-pyromancer-human-mage	Ruby Pyromancer	Human Mage	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-RubyPyromancer.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-RubyPyromancer.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Common	2	Ruby	2	1		Anders Finer	"The rubies only scorch the flesh of the unworthy."	Inspire - As another troop with cost equal to or greater than this troop's cost enters play under your control, that troop gets +1ATK/+0DEF.
hex-arena-brawler-orc-cleric	Arena Brawler	Orc Cleric	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ArenaBrawler.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ArenaBrawler.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Aria	Common	2	Ruby	3	1		Jose Quintella	In orc society, gladiatorial combat and religion are equivalent. The orc god, Kog'Tepetl, demands the sacrifice of the weak to bolster the strong.	
hex-giant-army-ants-insect	Giant Army Ants	Insect	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-GiantArmyAnts.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-GiantArmyAnts.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Common	4	Ruby	3	2		El Garing	Dwarves ride into battle mounted on giant ants, all while firing explosives from turrets mounted on the insects' thoraxes.	Crush
hex-imp-hoodlums-imp	Imp Hoodlums	Imp	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ImpHoodlums.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ImpHoodlums.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck		Uncommon	3	Ruby	2	2		Anton Kokarev	Imps don't destroy machines because they have any particular animosity towards dwarves. They just enjoy being annoying.	Deploy - Destroy target opposing artifact.
hex-shadowblade-lurker-necrotic-rogue	Shadowblade Lurker	Necrotic Rogue	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ShadowbladeLurker.jpg	hex-shards-of-fate/shards-of-fate/HexShardsOfFate-ShardsOfFate-ShadowbladeLurker.jpg	default	Troop	Shards of Fate	Shards of Fate	playerNDeck	Underworld	Common	3	Ruby	2	3		Velvet Engine	Necrotic rogues can walk from shadow to shadow or even become as formless as smoke.	
