databaseId	name	imageUrl	cardBack	type	subtitle	side	culture	race	twilight	strength	vitality	site	packName	rarity	collInfo	lore	text
12_24	Taking the High Ground	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-TakingTheHighGround.jpg	normal	CONDITION		Free Peoples	Elven		2				Black Rider	U	12U24		<b>Toil 1</b>. <helper>(For each [elven] character you exert when playing this, its twilight cost is -1.)</helper> <b>Archery:</b> Discard an [elven] character from hand to make the fellowship archery total +1. Each time the fellowship moves from an underground site, return your Elf to your hand.
12_25	Betrayal of Isengard	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-BetrayalOfIsengard.jpg	normal	CONDITION		Free Peoples	Gandalf		1				Black Rider	U	12U25	'There is only one Lord of the Ring.'	Each time an opponent draws a card (or takes a card into hand) during the Shadow phase, you may remove (1). <b>Maneuver:</b> Exert Gandalf to wound Saruman twice.
12_26	Discoveries	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-Discoveries.jpg	normal	EVENT		Free Peoples	Gandalf		7				Black Rider	R	12R26	'I have come back from dark journeys and long search....'	<b>Spell</b>. <b>Toil 3</b>. <helper>(For each [gandalf] character you exert when playing this, its twilight cost is -3.)</helper> Spot a [gandalf] Wizard and X other companions to examine the top X cards of your draw deck. Replace those cards in any order.
12_27	Gandalf, The White Rider	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-GandalfTheWhiteRider.jpg	normal	COMPANION	The White Rider	Free Peoples	Gandalf	Wizard	4	7	4		Black Rider	R	12R27	'Look to my coming at first light on the fifth day.'	<b>Skirmish:</b> If Gandalf is not assigned to a skirmish, exert him and another unbound companion skirmishing a minion to make Gandalf strength +3 and have him replace that companion in that skirmish.
12_28	Gandalf's Hat	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-GandalfsHat.jpg	normal	POSSESSION		Free Peoples	Gandalf		0				Black Rider	R	12R28	He wore a tall pointed blue hat....	Bearer must be Gandalf. Each time the fellowship moves from a battleground site, add a burden. <b>Regroup:</b> Add 2 burdens to remove all twilight tokens from the twilight pool.
12_29	Introspection	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-Introspection.jpg	normal	EVENT		Free Peoples	Gandalf		2				Black Rider	U	12U29	'...I do not know the word – yet. But we shall soon see.'	<b>Spell</b>. Choose one: Spot a [gandalf] Wizard to choose an opponent who must discard one of his or her conditions from play; or spot a [gandalf] Wizard at a battleground site to discard a condition from play.
12_3	A Clamour of Many Voices	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-AClamourOfManyVoices.jpg	normal	CONDITION		Free Peoples	Dwarven		2				Black Rider	U	12U3	...crying strange news in the dawn.	Each time a Dwarf wins a skirmish in which you played a [dwarven] event, you may draw a card.
12_30	Járnsmid, Barding Emissary	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-JRnsmidBardingEmissary.jpg	normal	COMPANION	Barding Emissary	Free Peoples	Gandalf	Man	2	4	3		Black Rider	R	12R30	Sauron's Easterling allies were another trial for the Bardings, still keenly aware of the great efforts to rebuild Dale.	At the start of each skirmish involving Járnsmid, you may remove a burden (or 2 burdens if you can spot another [gandalf] companion).
12_31	Mysterious Wizard	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-MysteriousWizard.jpg	normal	EVENT		Free Peoples	Gandalf		2				Black Rider	C	12C31	'...there are older and fouler things than Orcs in the deep places of the world.'	<b>Spell</b>. Make Gandalf strength +2 (or +4 if you cannot spot 5 burdens).
12_32	Salve	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-Salve.jpg	normal	CONDITION		Free Peoples	Gandalf		0				Black Rider	C	12C32	...the whole hall became suddenly dark as night.	<b>Spell</b>. To play, spot a [gandalf] Wizard. Bearer must be a companion. Limit 1 per bearer. <b>Response:</b> If bearer is about to take a wound that would kill him or her, discard this condition to prevent that wound.
12_33	The Terror of His Coming	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-TheTerrorOfHisComing.jpg	normal	EVENT		Free Peoples	Gandalf		2				Black Rider	C	12C33	The Orcs reeled and screamed and cast aside both sword and spear.	Make a [gandalf] companion strength +2. Then, if that companion is at a battleground or dwelling site, you may take a [gandalf] condition from your discard pile into hand.
12_34	Traveled Leader	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-TraveledLeader.jpg	normal	EVENT		Free Peoples	Gandalf		1				Black Rider	C	12C34	'...the question is: who will follow me, if I lead you there?'	Spot a [gandalf] Wizard to replace a site in the fellowship's current region with a site from your adventure deck.
12_35	Watch and Wait	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-WatchAndWait.jpg	normal	CONDITION		Free Peoples	Gandalf		2				Black Rider	R	12R35	'I could not take it from him without doing greater harm; and I had no right to do so anyway.'	To play, spot a [gandalf] companion. Bearer must be a companion (except the Ring-bearer). Limit 1 per bearer. Each time bearer wins a skirmish, you may remove a burden.
12_36	With Doom We Come	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-WithDoomWeCome.jpg	normal	CONDITION		Free Peoples	Gandalf		1				Black Rider	U	12U36	'We come, we come with roll of drum....'	While Gandalf is at an underground site, he gains <b>muster</b>. <helper>(At the start of the regroup phase, you may discard a card from hand to draw a card.)</helper> While the fellowship is at a battleground site, each [gandalf] character gains <b>muster</b>.
12_37	Come Away	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-ComeAway.jpg	normal	CONDITION		Free Peoples	Gollum		0				Black Rider	R	12R37	'All ways are watched, yes,' said Gollum. 'Of course they are. But hobbits must try some way. This may be least watched.'	While you can spot Sméagol, the Shadow number of each site is -1. Each time the fellowship moves, wound a companion or discard this condition.
12_38	From Deep in Shadow	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-FromDeepInShadow.jpg	normal	EVENT		Shadow	Gollum		0				Black Rider	R	12R38	...she moved with a horrible speed, now running on her creaking legs, now making a sudden bound.	Spot X [gollum] cards to reveal the top X cards of your draw deck. You may play a revealed minion. Its twilight cost is -2.
12_39	Not Alone	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-NotAlone.jpg	normal	CONDITION		Shadow	Gollum		3				Black Rider	U	12U39	Gollum stalked the Ring-bearer over many leagues, awaiting the right opportunity to strike.	Each time the fellowship moves to a mountain or underground site, you may discard a [gollum] event from hand to take a minion from your discard pile into hand.
12_4	Durability	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-Durability.jpg	normal	EVENT		Free Peoples	Dwarven		0				Black Rider	C	12C4	Gimli unexpectedly faced another test of Dwarven endurance.	Make a Dwarf strength +2. Then, if that Dwarf is at a battleground or mountain site, draw a card.
12_40	There's Another Way	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-TheresAnotherWay.jpg	normal	CONDITION		Free Peoples	Gollum		0				Black Rider	C	12C40	Frodo felt a strange certainty that in this matter Gollum was for once not so far from the truth....	To play, spot Sméagol. Sméagol is strength +1. <b>Regroup:</b> Discard this condition to replace the fellowship's current site with a site from your adventure deck.
12_41	Treacherous Little Toad	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-TreacherousLittleToad.jpg	normal	CONDITION		Shadow	Gollum		0				Black Rider	U	12U41	'The Precious will be ours once the Hobbitses are dead!'	To play, spot a [gollum] card. Bearer must be a wounded companion. While you can spot a [gollum] character or a [gollum] card in your support area, bearer cannot heal.
12_42	Blade of Gondor, Sword of Boromir	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-BladeOfGondorSwordOfBoromir.jpg	normal	POSSESSION	Sword of Boromir	Free Peoples	Gondor		1	2			Black Rider	R	12R42	Its strength pales next to that of the man wielding it.	Bearer must be Boromir. He is <b>damage +1</b>. <b>Skirmish:</b> If Boromir is not assigned to a skirmish, discard a [gondor] card borne by him to have him replace an unbound Hobbit skirmishing a minion.
12_43	Boromir, Defender of Minas Tirith	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-BoromirDefenderOfMinasTirith.jpg	normal	COMPANION	Defender of Minas Tirith	Free Peoples	Gondor	Man	3	7	3		Black Rider	U	12U43	...seated a little apart was a tall man with a fair and noble face... proud and stern of glance.	<b>Ranger</b>. <b>Fellowship:</b> Add (2) to heal Boromir.
12_44	Concealment	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-Concealment.jpg	normal	EVENT		Free Peoples	Gondor		0				Black Rider	C	12C44	'...your refuge is so hidden that perhaps he does not know that Men are concealed here.'	Make a [gondor] Man strength +1. If he or she is skirmishing a roaming minion, your opponents cannot use special abilities.
12_45	Confronting the Eye	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-ConfrontingTheEye.jpg	normal	CONDITION		Free Peoples	Gondor		1				Black Rider	C	12C45	'To know that I lived and walked the earth was a blow to his heart, I deem; for he knew it not till now.'	<b>Fellowship:</b> Spot a [gondor] Man and add (2) to make each unbound companion strength +1 until the regroup phase (limit +1).
12_46	Elendil's Valor	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-ElendilsValor.jpg	normal	EVENT		Free Peoples	Gondor		0				Black Rider	C	12C46	'In panoply of ancient kings, / in chainéd rings he armoured him; / his shining shield was scored with runes / to ward all wounds and harm from him....'	Make a [gondor] companion <b>defender +1</b> until the regroup phase.
12_47	Faramir, Dúnadan of Gondor	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-FaramirDNadanOfGondor.jpg	normal	COMPANION	Dúnadan of Gondor	Free Peoples	Gondor	Man	3	7	3		Black Rider	R	12R47	'We do not want the escapes of Mirkwood in Ithilien.'	<b>Ranger</b>. <b>Skirmish:</b> Exert Faramir to make him strength +1 for each wound on the Ring-bearer.
12_48	Faramir's Sword	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-FaramirsSword.jpg	normal	POSSESSION		Free Peoples	Gondor		2	2			Black Rider	R	12R48	'There will be hard handstrokes nigh at hand ere the day is full.'	Bearer must be Faramir. He is <b>damage +1</b>. Each minion skirmishing Faramir at a battleground or forest site is roaming.
12_49	Gondorian Steed	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-GondorianSteed.jpg	normal	POSSESSION		Free Peoples	Gondor		1	1			Black Rider	U	12U49	A skilled cavalry augments Minas Tirith's mighty defenses.	Bearer must be a knight. Bearer is <b>damage +1</b>. Each time the fellowship moves from a mountain site, add (2).
12_5	Dwarven Bracers	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-DwarvenBracers.jpg	normal	POSSESSION		Free Peoples	Dwarven		1	1			Black Rider	U	12U5	Dwarven-smiths forge bracers for fit and agility.	Bearer must be a Dwarf. <b>Response:</b> If bearer is about to take a wound, discard this possession to prevent that wound.
12_50	Guardian	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-Guardian.jpg	normal	CONDITION		Free Peoples	Gondor		4				Black Rider	U	12U50	Boromir wouldn't fail the other Hobbits as he had Frodo.	<b>Toil 2</b>. <helper>(For each [gondor] character you exert when playing this, its twilight cost is -2.)</helper> <b>Skirmish:</b> If a [gondor] companion is not assigned to a skirmish, discard this condition to have him or her replace an unbound companion skirmishing a minion.
12_51	Invigorated	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-Invigorated.jpg	normal	CONDITION		Free Peoples	Gondor		1				Black Rider	U	12U51	He sprang down the steps and away, leaping down the path.	<b>Skirmish:</b> Discard this condition to heal a [gondor] Man (or to heal 2 [gondor] Men if you can spot a roaming minion).
12_52	Tireless	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-Tireless.jpg	normal	CONDITION		Free Peoples	Gondor		1				Black Rider	C	12C52	So long as foes were standing, so too would Aragorn.	<b>Skirmish:</b> Discard this condition to make a [gondor] Man strength +1 for each of the following that is true: he or she is at a battleground site; he or she has resistance 4 or more; he or she is bearing a hand weapon; he or she is skirmishing a roaming minion.
12_53	Valorous Leader	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-ValorousLeader.jpg	normal	CONDITION		Free Peoples	Gondor		2				Black Rider	C	12C53	Before he ever sat the throne, Aragorn had proven himself a great leader to the people of Gondor.	Bearer must be a [gondor] companion. Limit 1 per bearer. <b>Skirmish:</b> Discard this condition to discard a possession borne by a minion skirmishing bearer.
12_54	Saruman, Of Many Colours	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-SarumanOfManyColours.jpg	normal	MINION	Of Many Colours	Shadow	Isengard	Wizard	4	8	4	4	Black Rider	R	12R54	'\"White!\" he sneered. \"It serves as a beginning.\"'	<b>Damage +1</b>. <b>Fierce</b>. <b>Lurker</b>. <helper>(Skirmishes involving lurker minions must be resolved after any others.)</helper> When you play Saruman, name a culture. Each companion of the named culture is strength -1.
12_55	Brutal Easterling	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-BrutalEasterling.jpg	normal	MINION		Shadow	Men	Man	4	11	3	4	Black Rider	S	12S55	'Out of some savage land in the wide East they come, we deem.'	Each time this minion is assigned to skirmish an exhausted companion, it is <b>fierce</b> until the regroup phase.
12_56	Castamir of Umbar, Corsair Vandal	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-CastamirOfUmbarCorsairVandal.jpg	normal	MINION	Corsair Vandal	Shadow	Men	Man	7	14	4	4	Black Rider	R	12R56	'...they have allied them with the Enemy, and now make a heavy stroke in his cause.'	<b>Fierce</b>. <b>Toil 1</b>. <helper>(For each [men] character you exert when playing this, its twilight cost is -1.)</helper> Each wounded [men] minion is strength +2.
12_57	Corrupted Spy	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-CorruptedSpy.jpg	normal	MINION		Shadow	Men	Man	4	6	2	4	Black Rider	R	12R57		This minion is strength +1 for each other character you can spot. While you can spot a companion who has resistance 3 or less, this minion is <b>damage +1</b>. While you can spot a companion who has resistance 0, this minion is <b>fierce</b>.
12_58	Countless Companies	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-CountlessCompanies.jpg	normal	CONDITION		Shadow	Men		0				Black Rider	U	12U58	'Not tall, but broad and grim... wielding great axes.'	<b>Response:</b> If a [men] possession is discarded from play, stack it here. <b>Shadow:</b> Remove (1) to play a possession stacked here as if from hand.
12_59	Covetous Easterling	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-CovetousEasterling.jpg	normal	MINION		Shadow	Men	Man	4	10	3	4	Black Rider	C	12C59	Long have the Men of Rhûn thirsted for the wealth of Gondor, and many times have they sought to claim it.	While this minion is skirmishing a Man, it is <b>damage +2</b>.
12_6	Dwarven Skill	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-DwarvenSkill.jpg	normal	CONDITION		Free Peoples	Dwarven		3				Black Rider	C	12C6	Gimli's axe-work on the Amon Hen hewed a mighty path through the Uruk-hai.	<b>Toil 2</b>. <helper>(For each [dwarven] character you exert when playing this, its twilight cost is -2.)</helper> <b>Skirmish:</b> Discard this condition to make a Dwarf strength +3 (or +4 if he has resistance 4 or more).
12_60	Crazed Hillman	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-CrazedHillman.jpg	normal	MINION		Shadow	Men	Man	2	7	1	4	Black Rider	C	12C60	Already given to fierce passions, a warrior of Dunland quickly frenzies in the heat of battle.	<b>Fierce</b>. While this minion is in a fierce skirmish, it is strength +7 (or +10 if it is skirmishing a companion who has resistance 4 or less).
12_61	Crooked Townsman	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-CrookedTownsman.jpg	normal	MINION		Shadow	Men	Man	3	4	2	4	Black Rider	C	12C61	'...the Riders can use men and other creatures as spies, as we found at Bree.'	This minion is strength +1 for each other character you can spot.
12_62	Dunlending Zealot	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-DunlendingZealot.jpg	normal	MINION		Shadow	Men	Man	3	8	2	4	Black Rider	U	12U62	...unfriendly to the Dúnedain, hating the Rohirrim.	While this minion is exhausted, each unbound companion is resistance -1 (or -2 if the fellowship is at a battleground site).
12_63	Easterling Banner-bearer	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-EasterlingBannerBearer.jpg	normal	MINION		Shadow	Men	Man	3	9	2	4	Black Rider	U	12U63	'They hold the northward road; and many have passed on into Anórien. The Rohirrim cannot come.'	This minion is strength +1 for each wound on each companion he is skirmishing (or +2 for each if that companion has resistance 2 or less).
12_64	Enraged Southron	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-EnragedSouthron.jpg	normal	MINION		Shadow	Men	Man	4	12	2	4	Black Rider	C	12C64	As with wild animals, fleeing prey seems only to incite the warriors of Harad.	<b>Ambush (3)</b>. The move limit for this turn is +1.
12_65	Frenzied Dunlending	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-FrenziedDunlending.jpg	normal	MINION		Shadow	Men	Man	4	12	2	4	Black Rider	S	12S65	While Dunlendings lack the skills of the trained soldiers they attack, they carry in them a well-honed hatred.	While this minion is bearing a possession, it is <b>fierce</b>.
12_66	Gathering Strength	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-GatheringStrength.jpg	normal	EVENT		Shadow	Men		6				Black Rider	U	12U66	'Always more people coming to Mordor. One day all the peoples will be inside.'	<b>Toil 2</b>. <helper>(For each [men] character you exert when playing this, its twilight cost is -2.)</helper> Make a [men] minion strength +6.
12_67	Goaded to War	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-GoadedToWar.jpg	normal	CONDITION		Shadow	Men		1				Black Rider	C	12C67	...the mûmakil were bellowing....	To play, spot a [men] minion. Each time the fellowship moves to a battleground or plains site, add (1).
12_68	Gríma, Betrayer of Rohan	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-GrMaBetrayerOfRohan.jpg	normal	MINION	Betrayer of Rohan	Shadow	Men	Man	2	4	3	3	Black Rider	R	12R68	In his eyes was the hunted look of a beast seeking some gap in the ring of his enemies.	<b>Lurker</b>. <helper>(Skirmishes involving lurker minions must be resolved after any others.)</helper> Each time a companion loses a skirmish involving a [men] minion, you may exert Gríma to exert a companion.
12_69	Harrying Hillman	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-HarryingHillman.jpg	normal	MINION		Shadow	Men	Man	3	9	2	4	Black Rider	R	12R69	Though Dunlendings are by no means cowardly, their prowess in battle seems to manifest more as victory grows more assured.	<b>Lurker</b>. <helper>(Skirmishes involving lurker minions must be resolved after any others.)</helper> Each time a companion loses a skirmish involving a [men] minion, add (2).
12_7	Dwarven Warrior	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-DwarvenWarrior.jpg	normal	COMPANION		Free Peoples	Dwarven	Dwarf	2	6	3		Black Rider	C	12C7	Though Dáin rules Erebor as King Under the Mountain, many of his kindred continue to dwell in the Iron Hills.	When you play this companion during the fellowship phase, choose a Shadow player who must discard the top 2 cards of his or her draw deck.
12_70	Hemmed In	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-HemmedIn.jpg	normal	CONDITION		Shadow	Men		1				Black Rider	C	12C70		While you can spot 6 companions, each companion skirmishing a [men] minion loses all strength bonuses from possessions. <b>Maneuver:</b> Spot your [men] minion and discard this condition to transfer a Free Peoples possession borne by a companion to another eligible bearer.
12_71	Last Days	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-LastDays.jpg	normal	CONDITION		Shadow	Men		0				Black Rider	U	12U71	'Not long now shall stand the high hall which Brego son of Eorl built. Fire shall devour the high seat.'	Each time a [men] minion is killed or discarded from play (except during the regroup phase), you may play a [men] minion. Its twilight cost is -2, and it is <b>fierce</b> and strength +2 until the regroup phase.
12_72	Messenger's Mount	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-MessengersMount.jpg	normal	POSSESSION		Shadow	Men		2	3			Black Rider	R	12R72	...it was huge and hideous, and its face was a frightful mask....	Bearer must be The Mouth of Sauron. He is <b>fierce</b>. <b>Response:</b> If a [men] minion is about to take a wound, remove (3) to prevent that.
12_73	The Mouth of Sauron, Messenger of Mordor	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-TheMouthOfSauronMessengerOfMordor.jpg	normal	MINION	Messenger of Mordor	Shadow	Men	Man	3	9	3	5	Black Rider	S	12S73	...he learned great sorcery, and knew much of the mind of Sauron; and he was more cruel than any orc.	<b>Maneuver:</b> Exert The Mouth of Sauron to play a [men] condition or [men] possession from your draw deck.
12_74	Mûmak Rider	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-MMakRider.jpg	normal	MINION		Shadow	Men	Man	4	8	2	4	Black Rider	R	12R74	Only the best marksmen can keep their aim true as they are carried along by the great beasts of the Haradrim.	<b>Archer</b>. When you play this minion to a battleground or plains site, you may spot another [men] minion to discard a possession from play.
12_75	Poisonous Words	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-PoisonousWords.jpg	normal	EVENT		Shadow	Men		4				Black Rider	R	12R75	'So fair. So cold. Like a morning of pale spring still clinging to winter's chill.'	<b>Toil 2</b>. <helper>(For each [men] character you exert when playing this, its twilight cost is -2.)</helper> Add (1) for each [men] card you can spot.
12_76	Trail of Terror	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-TrailOfTerror.jpg	normal	CONDITION		Shadow	Men		0				Black Rider	U	12U76	'Now the Wild Men are moving through the Westfold, burning as they go.'	At the start of the maneuver phase, you may spot 3 [men] minions and remove (1) to make each unbound companion resistance -1 until the regroup phase.
12_77	War Trident	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-WarTrident.jpg	normal	POSSESSION		Shadow	Men		1	2			Black Rider	C	12C77		Bearer must be a [men] minion. While bearer is skirmishing a companion who has resistance 5 or less, bearer is strength +2. While bearer is skirmishing a companion who has resistance 3 or less, bearer is strength +2.
12_78	Wrathful Hillman	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-WrathfulHillman.jpg	normal	MINION		Shadow	Men	Man	3	12	2	4	Black Rider	C	12C78	'For behold! the storm comes, and now all friends should gather together, lest each singly be destroyed.'	Each time this minion is assigned to a skirmish, if it is not at a plains site, remove (2) or discard this minion.
12_79	The Balrog, The Terror of Khazad-dûm	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-TheBalrogTheTerrorOfKhazadDM.jpg	normal	MINION	The Terror of Khazad-dûm	Shadow	Moria	Balrog	12	17	5	4	Black Rider	R	12R79	The fire in it seemed to die, but the darkness grew.	<b>Damage +1</b>. While The Balrog is at an underground site, it is <b>fierce</b> and cannot take wounds or be exerted.
12_8	His Father's Charge	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-HisFathersCharge.jpg	normal	CONDITION		Free Peoples	Dwarven		1				Black Rider	C	12C8	A sharpened axe does well to protect Dwarven honor.	<b>Skirmish:</b> Discard this condition to make a Dwarf strength +1 for each of the following that is true: he is at a mountain or underground site; he has resistance 3 or more; he is bearing a possession; he is skirmishing a fierce minion.
12_80	Whip of Many Thongs, Weapon of Flame and Shadow	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-WhipOfManyThongsWeaponOfFlameAndShadow.jpg	normal	ARTIFACT	Weapon of Flame and Shadow	Shadow	Moria		1	1			Black Rider	R	12R80	...it swung its whip, and the thongs lashed....	Bearer must be The Balrog. It is <b>fierce</b>. When you play this artifact, the Free Peoples player reveals his or her hand and discards all Free Peoples cards from hand that have a twilight cost of 1 or less.
12_81	Abiding Evil	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-AbidingEvil.jpg	normal	EVENT		Shadow	Orc		0				Black Rider	R	12R81	'The Dark Tower was broken, but its foundations were not removed; for they were made with the power of the Ring, and while it remains they will endure.'	Spot X burdens to make a character skirmishing an [orc] Orc strength -X.
12_82	Barrage	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-Barrage.jpg	normal	EVENT		Shadow	Orc		5				Black Rider	R	12R82	Fires now raged unchecked in the first circle of the City....	<b>Toil 2</b>. <helper>(For each [orc] character you exert when playing this, its twilight cost is -2.)</helper> Make each of your [orc] minions strength +2 until the regroup phase.
12_83	The Beckoning Shadow	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-TheBeckoningShadow.jpg	normal	CONDITION		Shadow	Orc		0				Black Rider	R	12R83	Once more the desire to slip on the Ring came over Frodo; but this time it was stronger than before.	To play, exert an [orc] minion. If you can spot 5 burdens, and the Free Peoples player has no cards in his or her draw deck, the Ring-bearer is corrupted.
12_84	Bloodstained Field	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-BloodstainedField.jpg	normal	EVENT		Shadow	Orc		1				Black Rider	C	12C84	Orcs will eagerly spill any blood, but Elven is the sweetest of all.	Spot an [orc] lurker to wound an Elf.
12_85	Cave Troll of Moria, Savage Menace	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-CaveTrollOfMoriaSavageMenace.jpg	normal	MINION	Savage Menace	Shadow	Orc	Troll	12	15	4	4	Black Rider	R	12R85	'There is no hope of escape that way.'	<b>Damage +1</b>. <b>Fierce</b>. <b>Toil 2</b>. <helper>(For each [orc] character you exert when playing this, its twilight cost is -2.)</helper> Each time an [orc] lurker wins a skirmish, you may make the Free Peoples player discard the top 2 cards of his or her draw deck.
12_86	Cave Troll's Hammer, Unwieldy Cudgel	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-CaveTrollsHammerUnwieldyCudgel.jpg	normal	POSSESSION	Unwieldy Cudgel	Shadow	Orc		2	3			Black Rider	R	12R86	Its weight is greater than any foe it has felled.	Bearer must be an [orc] Troll. When you play this possession, the Free Peoples player must exert a companion for each lurker you spot.
12_87	Goblin Aggressor	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-GoblinAggressor.jpg	normal	MINION		Shadow	Orc	Orc	3	8	2	4	Black Rider	C	12C87	'The road may lead to Moria, but how can we hope that it will lead through Moria....'	While this minion is bearing a possession, each [orc] minion is strength +1.
12_88	Great Cost	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-GreatCost.jpg	normal	CONDITION		Shadow	Orc		0				Black Rider	C	12C88		At the start of each skirmish involving an [orc] minion, you may spot 6 companions to exert a companion in that skirmish. <b>Shadow:</b> Discard this condition and spot an [orc] minion to make the Free Peoples player place a card from his or her hand on top of his or her draw deck.
12_89	Mordor Aggressor	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-MordorAggressor.jpg	normal	MINION		Shadow	Orc	Orc	5	12	3	4	Black Rider	U	12U89	'The enemy,' men murmured. 'The dike is down. Here they come pouring through the breaches!'	While this minion is bearing a possession, each [orc] minion is strength +2.
12_9	Loud and Strong	lord-of-the-rings-ccg/black-rider/LordOfTheRingsTcg-BlackRider-LoudAndStrong.jpg	normal	CONDITION		Free Peoples	Dwarven		1				Black Rider	R	12R9	'Alas! My axe is notched: the forty-second had an iron collar on his neck.'	<b>Skirmish:</b> Discard a [dwarven] card from hand and spot a minion skirmishing a Dwarf to make that minion <b>fierce</b> until the regroup phase.
