databaseId	name	imageUrl	cardBack	type	category	clan	group	capacity	discipline	poolCost	bloodCost	set	rarity	text	loadGroupId
gwenllianarwyng6	Gwenllian Arwyn	vampire-the-eternal-struggle/fol/Vtes-FoL-GwenllianArwyn.jpg	crypt	Vampire	Vampire	Brujah	6	9	ani dom for CEL POT PRE			FoL	FoL:2	Camarilla: During an action she performs, Gwenllian can burn 1 blood to give a blocking vampire -1 intercept. +1 strength.	playerNCrypt
gwyeddg4	Gwyedd	vampire-the-eternal-struggle/kotr/Vtes-KoTR-Gwyedd.jpg	crypt	Vampire	Vampire	Gangrel	4	10	tem ANI DEM FOR POT PRO			KoTR	KoT:V/A1	Camarilla primogen: Lock any younger vampire who attempted and failed to block an undirected action (successful or not) Gwyedd performed, after resolution.	playerNCrypt
haakonmortenseng2	Haakon Mortensen	vampire-the-eternal-struggle/fn/Vtes-FN-HaakonMortensen.jpg	crypt	Vampire	Vampire	Gangrel antitribu	2	8	ANI FOR PRO			FN	FN:U2	Sabbat: During your unlock phase, you can move 1 blood from Haakon to any Gangrel or Gangrel antitribu in your uncontrolled region. Haakon can take an action to move 1 blood from the blood bank to any unlocked vampire.	playerNCrypt
hadriangarrickg2	Hadrian Garrick	vampire-the-eternal-struggle/fn/Vtes-FN-HadrianGarrick.jpg	crypt	Vampire	Vampire	Ministry	2	4	obf pre			FN	AH:V3, FN:PS, POD:DTC	Independent: +1 strength.	playerNCrypt
hafsathewatcherg5	Hafsa, The Watcher	vampire-the-eternal-struggle/lotn/Vtes-LotN-HafsaTheWatcher.jpg	crypt	Vampire	Vampire	Banu Haqim	5	6	aus cel OBF QUI			LotN	LotN:U, POD:DTC	Camarilla: Camarilla vampires must burn 1 blood to attempt to block Hafsa. Assamites get +1 bleed against you. Blood cursed.	playerNCrypt
hafthorthorsteinssong7	Hafthor Thorsteinsson	vampire-the-eternal-struggle/nb3/Vtes-NB3-HafthorThorsteinsson.jpg	crypt	Vampire	Vampire	Ravnos	7	7	pot ANI OBF PRE			NB3	NB3C:PR1	Anarch: +1 intercept.	playerNCrypt
hagarstoneg5	Hagar Stone	vampire-the-eternal-struggle/soc/Vtes-SoC-HagarStone.jpg	crypt	Vampire	Vampire	Malkavian antitribu	5	6	obf AUS DEM			SoC	SoC:V, POD:DTC	Sabbat: While Hagar is ready, you get +1 hand size. While he is unlocked, you do not replace cards you play during your turn until he locks or your turn ends. Black Hand.	playerNCrypt
halimbeyg4	Halim Bey	vampire-the-eternal-struggle/lotn/Vtes-LotN-HalimBey.jpg	crypt	Vampire	Vampire	Ministry	4	6	obf tha DOM SER			LotN	LotN:PS2, POD:DTC	Independent: While Halim is ready, mummies you control get +1 stealth.	playerNCrypt
hamidmansourg5	Hamid Mansour	vampire-the-eternal-struggle/sob/Vtes-SoB-HamidMansour.jpg	crypt	Vampire	Vampire	Ventrue	5	4	dom for pre			SoB	Anthology:LARP1, SoB:10	Camarilla.	playerNCrypt
handsomedang6	Handsome Dan	vampire-the-eternal-struggle/lk/Vtes-LK-HandsomeDan.jpg	crypt	Vampire	Vampire	Gargoyle	6	5	aus cel for pot vis			LK	LK:3	Anarch: Flight [FLIGHT].	playerNCrypt
hannanokelaineng6	Hanna Nokelainen	vampire-the-eternal-struggle/nb2/Vtes-NB2-HannaNokelainen.jpg	crypt	Vampire	Vampire	Gangrel	6	4	ani for pro			NB2	V5A:PG1, NB2:PG1	Anarch.	playerNCrypt
hannaredmondsg3	Hanna Redmonds	vampire-the-eternal-struggle/anarchs/Vtes-Anarchs-HannaRedmonds.jpg	crypt	Vampire	Vampire	Caitiff	3	2	obf tha			Anarchs	Anarchs:U2	Camarilla: An older vampire opposing Hanna gets one optional maneuver or press on the first round of combat.	playerNCrypt
hannibalg2	Hannibal	vampire-the-eternal-struggle/bh/Vtes-BH-Hannibal.jpg	crypt	Vampire	Vampire	Malkavian antitribu	2	10	cel dom AUS DEM OBF			BH	Sabbat:V, SW:U, BH:U2/PM, POD:DTC	Sabbat cardinal: Hannibal can steal up to 2 blood from a Sabbat vampire as a (D) action.	playerNCrypt
hannibalg2adv	Hannibal (ADV)	vampire-the-eternal-struggle/promo/Vtes-Promo-HannibalADV.jpg	crypt	Vampire	Vampire	Malkavian antitribu	2	10	cel dom AUS DEM OBF			Promo	Promo-20040409, POD:DTC	Sabbat cardinal: During each Methuselah's minion phase, Hannibal can burn 2 blood to unlock.	playerNCrypt
hannigang2	Hannigan	vampire-the-eternal-struggle/fn/Vtes-FN-Hannigan.jpg	crypt	Vampire	Vampire	Tremere antitribu	2	5	dom AUS THA			FN	FN:U2	Sabbat.	playerNCrypt
hardestadtg4	Hardestadt	vampire-the-eternal-struggle/kotr/Vtes-KoTR-Hardestadt.jpg	crypt	Vampire	Vampire	Ventrue	4	11	cel pro DOM FOR POT PRE			KoTR	KoT:PV2/B2	Camarilla Ventrue Inner Circle: Any vampire contesting Hardestadt's title must yield during their unlock phase. +1 bleed. +2 strength.	playerNCrypt
harikaguljang2	Harika Guljan	vampire-the-eternal-struggle/fn/Vtes-FN-HarikaGuljan.jpg	crypt	Vampire	Vampire	Banu Haqim	2	3	QUI			FN	AH:V3, FN:PA, POD:DTC	Independent: Blood cursed.	playerNCrypt
harlangravesg6	Harlan Graves	vampire-the-eternal-struggle/httbr/Vtes-HttBR-HarlanGraves.jpg	crypt	Vampire	Vampire	Daughter of Cacophony	6	4	mel pre FOR			HttBR	HttB:U/B2, POD:DTC	Independent: If Harlan is diablerized, no blood hunt can be called. He gets -1 intercept during non-bleed actions.	playerNCrypt
haroldtannerg4	Harold Tanner	vampire-the-eternal-struggle/fb/Vtes-FB-HaroldTanner.jpg	crypt	Vampire	Vampire	Nosferatu	4	6	ani dom obf POT			FB	KoT:V/A1, HttB:PSam, FB:PN1	Camarilla: The controller of the minion in combat with Harold plays with an open hand.	playerNCrypt
haroldzettlerpentexdirectorg4	Harold Zettler, Pentex Director	vampire-the-eternal-struggle/third/Vtes-Third-HaroldZettlerPentexDirector.jpg	crypt	Vampire	Vampire	Malkavian antitribu	4	9	vic AUS DEM OBF POT			Third	Third:PM/SKM1, POD:DTC	Sabbat: Giovanni get +1 bleed against you. +1 stealth.	playerNCrypt
harrodg2	Harrod	vampire-the-eternal-struggle/ce/Vtes-CE-Harrod.jpg	crypt	Vampire	Vampire	Nosferatu	2	11	aus pre ANI CEL OBF POT			CE	DS:V, CE:PN	Camarilla Nosferatu Inner Circle: During your unlock phase, you may look at a card in your prey's uncontrolled region. +2 bleed.	playerNCrypt
harryreeseg3	Harry Reese	vampire-the-eternal-struggle/kmw/Vtes-KMW-HarryReese.jpg	crypt	Vampire	Vampire	Gangrel antitribu	3	6	cel obf FOR PRO			KMW	Anarchs:U2, KMW:PG	Sabbat: Damage-dealing strikes Harry makes against non-mortal allies are at +1 damage.	playerNCrypt
hartmutstoverg3	Hartmut Stover	vampire-the-eternal-struggle/25th/Vtes-25th-HartmutStover.jpg	crypt	Vampire	Vampire	Gangrel antitribu	3	10	dom for CEL OBF PRO			25th	Gehenna:U, KMW:PG, 25th:2	Sabbat Archbishop of Berlin: Any vampire casting votes or ballots against a referendum called by Hartmut burns 1 blood once results are tallied. You can burn the Edge during your discard phase to gain 1 pool.	playerNCrypt
hasanig4	Hasani	vampire-the-eternal-struggle/lob/Vtes-LoB-Hasani.jpg	crypt	Vampire	Vampire	Akunanse	4	4	for ABO			LoB	LoB:U	Laibon.	playerNCrypt
hasinakesig1	Hasina Kesi	vampire-the-eternal-struggle/tenth/Vtes-Tenth-HasinaKesi.jpg	crypt	Vampire	Vampire	Caitiff	1	1	pot			Tenth	Jyhad:V, VTES:V, Tenth:A	Camarilla: Burn 1 pool each time Hasina goes into torpor.	playerNCrypt
hazimelg4	Hazimel	vampire-the-eternal-struggle/gehenna/Vtes-Gehenna-Hazimel.jpg	crypt	Vampire	Vampire	Ravnos	4	11	dem ANI AUS CHI FOR POT			Gehenna	Gehenna:U, POD:DTC	Independent. 2 votes (titled): Non-Ravnos vampires must burn 2 blood to announce an action (if it is not canceled as played) directed at Hazimel or a card or counter on him. +1 bleed.	playerNCrypt
heatherflorenttheopportunistg1	Heather Florent, The Opportunist	vampire-the-eternal-struggle/tenth/Vtes-Tenth-HeatherFlorentTheOpportunist.jpg	crypt	Vampire	Vampire	Ventrue	1	6	dom FOR PRE			Tenth	Jyhad:V, VTES:V, Tenth:B	Camarilla: If you gain pool from the Edge, you may move it to Heather (instead of putting it in your pool).	playerNCrypt
hecateg5	Hecate	vampire-the-eternal-struggle/lk/Vtes-LK-Hecate.jpg	crypt	Vampire	Vampire	Harbinger of Skulls	5	6	AUS FOR NEC			LK	LK:2	Sabbat: You can burn the top card of the target Methuselah's library after Hecate bleeds successfully.	playerNCrypt
hectorsosag1	Hector Sosa	vampire-the-eternal-struggle/tenth/Vtes-Tenth-HectorSosa.jpg	crypt	Vampire	Vampire	Brujah	1	4	pre POT			Tenth	Jyhad:V, VTES:V, Tenth:B	Camarilla.	playerNCrypt
hectortrelaneg4	Hector Trelane	vampire-the-eternal-struggle/httb/Vtes-HttB-HectorTrelane.jpg	crypt	Vampire	Vampire	Tremere	4	5	dom nec AUS THA			HttB	Gehenna:U, HttB:PGar	Independent: On the first round of combat, Hector can use strikes that require Blood Sorcery [tha] that are not usable on the first round. If Hector is sent to torpor or burned in combat, he is burned, and the controller of the opposing minion gains 4 pool.	playerNCrypt
heinrickschlemptg2	Heinrick Schlempt	vampire-the-eternal-struggle/bh/Vtes-BH-HeinrickSchlempt.jpg	crypt	Vampire	Vampire	Tremere antitribu	2	2	tha			BH	Sabbat:V, BH:PTr	Sabbat.	playerNCrypt
heklabonecrusherjonasdottirg6	Hekla "Bonecrusher" Jonasdottir	vampire-the-eternal-struggle/sv5/Vtes-SV5-HeklaBonecrusherJonasdottir.jpg	crypt	Vampire	Vampire	Banu Haqim	6	5	cel POT THA			SV5	SV5:PCaine1	Sabbat.	playerNCrypt
hektorg4	Hektor	vampire-the-eternal-struggle/third/Vtes-Third-Hektor.jpg	crypt	Vampire	Vampire	Brujah antitribu	4	9	for CEL POT PRE QUI			Third	Third:PB2/SKB1	Sabbat priscus: Damage from Hektor's hand strikes is aggravated. Baali get +1 bleed when bleeding you.	playerNCrypt
helblag6	Hel-Bla	vampire-the-eternal-struggle/nb3/Vtes-NB3-HelBla.jpg	crypt	Vampire	Vampire	Hecata	6	9	obf AUS FOR OBL POT			NB3	NB3:PH1	Independent: Hel-Bla can move an ally requiring Hecata or Oblivion [obl] from your ash heap to your ready region, locked with life equal to its starting life as a +1 stealth action that costs 1 blood.	playerNCrypt
helenfairchildg6	Helen Fairchild	vampire-the-eternal-struggle/httbr/Vtes-HttBR-HelenFairchild.jpg	crypt	Vampire	Vampire	Ahrimane	6	4	cel obf pre spi			HttBR	HttB:U/B2	Sabbat: Helen cannot have or use equipment. Sterile.	playerNCrypt
helenag3	Helena	vampire-the-eternal-struggle/bsc/Vtes-BSC-Helena.jpg	crypt	Vampire	Vampire	Toreador	3	10	obf pre tha AUS CEL DOM			BSC	CE:V, BSC:X	Camarilla: If Helena is locked and ready, she can burn a blood to be able to attempt to block andor play reaction cards that require Auspex [aus] as if unlocked for the remainder of the action. +1 bleed.	playerNCrypt
helenag3adv	Helena (ADV)	vampire-the-eternal-struggle/promo/Vtes-Promo-HelenaADV.jpg	crypt	Vampire	Vampire	Toreador	3	10	dai obf pre tha AUS CEL DOM			Promo	Promo-20051001, Promo-20190408	Independent: Helena pays no blood costs for reaction cards requiring Auspex [aus] or Dominate [dom]. Infernal. [MERGED] Helena is immune to damage from demons and gets +1 level of Daimoinon [dai] and Obtenebration [obt].	playerNCrypt
helenacasimirg1	Helena Casimir	vampire-the-eternal-struggle/tenth/Vtes-Tenth-HelenaCasimir.jpg	crypt	Vampire	Vampire	Ventrue	1	9	cel for DOM POT PRE			Tenth	Jyhad:V, VTES:V, Tenth:A	Camarilla primogen: +1 bleed.	playerNCrypt
henrilavenantg3	Henri Lavenant	vampire-the-eternal-struggle/bh/Vtes-BH-HenriLavenant.jpg	crypt	Vampire	Vampire	Lasombra	3	7	pot qui DOM OBT			BH	BH:U2, POD:DTC	Sabbat: While Henri is in combat, you get +1 hand size. Black Hand.	playerNCrypt
henrytaylorg3	Henry Taylor	vampire-the-eternal-struggle/bh/Vtes-BH-HenryTaylor.jpg	crypt	Vampire	Vampire	Brujah antitribu	3	6	cel pre pro POT			BH	BH:U2	Sabbat: After an action, you may move a combat card Henry played during that action from your ash heap to the top of your library.	playerNCrypt
herbertwesting4	Herbert Westin	vampire-the-eternal-struggle/kotr/Vtes-KoTR-HerbertWestin.jpg	crypt	Vampire	Vampire	Brujah	4	5	pot OBF PRE			KoTR	KoT:PB2/A1	Camarilla: You can draw 1 card after Herbert performs a successful equip action (discard down afterward).	playerNCrypt
hermanahambrientamayorg4	Hermana Hambrienta Mayor	vampire-the-eternal-struggle/lob/Vtes-LoB-HermanaHambrientaMayor.jpg	crypt	Vampire	Vampire	Blood Brother	4	4	for pot san			LoB	LoB:C	Sabbat. Mexico City Circle: Hermanas are not unique. When moved to the ready region in your influence phase, this vampire burns 2 blood or is burned.	playerNCrypt
hermanahambrientamenorg4	Hermana Hambrienta Menor	vampire-the-eternal-struggle/lob/Vtes-LoB-HermanaHambrientaMenor.jpg	crypt	Vampire	Vampire	Blood Brother	4	2	pot san			LoB	LoB:C	Sabbat. Mexico City Circle: Hermanas are not unique. When moved to the ready region in your influence phase, this vampire burns 2 blood or is burned.	playerNCrypt
hesharuhadzeg2	Hesha Ruhadze	vampire-the-eternal-struggle/fn/Vtes-FN-HeshaRuhadze.jpg	crypt	Vampire	Vampire	Ministry	2	6	ani obf pre SER			FN	Promo-20010302, FN:PS, POD:DTC	Independent: Hesha gets +1 stealth when hunting. +1 hunt.	playerNCrypt
hesharuhadzeg6	Hesha Ruhadze (G6)	vampire-the-eternal-struggle/promo/Vtes-Promo-HeshaRuhadzeG6.jpg	crypt	Vampire	Vampire	Ministry	6	7	ani aus obf PRE PRO			Promo	V5A:PMin1, Promo-20231007	Anarch: Hesha gets +1 bleed for each unique equipment attached to him.	playerNCrypt
hesterreedg3	Hester Reed	vampire-the-eternal-struggle/bh/Vtes-BH-HesterReed.jpg	crypt	Vampire	Vampire	Lasombra	3	3	obt pot			BH	BH:U2, POD:DTC	Sabbat.	playerNCrypt
hezekiahrutledgeg4	Hezekiah Rutledge	vampire-the-eternal-struggle/gehenna/Vtes-Gehenna-HezekiahRutledge.jpg	crypt	Vampire	Vampire	Brujah	4	5	ani cel pot PRE			Gehenna	Gehenna:U	Camarilla.	playerNCrypt
highpriestangramainyug2	High Priest Angra Mainyu	vampire-the-eternal-struggle/bl/Vtes-BL-HighPriestAngraMainyu.jpg	crypt	Vampire	Vampire	Baali	2	8	dem ser DAI OBF PRE			BL	BL:U2, POD:DTC	Independent: While Angra is ready, your prey gets -1 hand size. During a non-bleed action, he can burn the Edge to get +1 stealth. Infernal.	playerNCrypt
hillanvaleg6	Hillanvale	vampire-the-eternal-struggle/httbr/Vtes-HttBR-Hillanvale.jpg	crypt	Vampire	Vampire	Daughter of Cacophony	6	5	obf FOR MEL			HttBR	HttB:U/B2, POD:DTC	Independent: During a bleed action, Hillanvale can burn 1 blood and discard a card requiring Melpominee [mel] to get +1 bleed. She gets -1 intercept against non-Independent, non-Anarch vampires.	playerNCrypt
hiramhidedevriesg5	Hiram "Hide" DeVries	vampire-the-eternal-struggle/kotr/Vtes-KoTR-HiramHideDeVries.jpg	crypt	Vampire	Vampire	Ventrue	5	3	cel pre			KoTR	KoT:B2	Camarilla: While Hiram is ready, actions to burn a location you control cost 1 additional blood.	playerNCrypt
hiromitsuasanog6	Hiromitsu Asano	vampire-the-eternal-struggle/v5/Vtes-V5-HiromitsuAsano.jpg	crypt	Vampire	Vampire	Hecata	6	4	aus for obl			V5	V5:PH1	Independent.	playerNCrypt
hollidayburgundyhallg6	Holliday "Burgundy" Hall	vampire-the-eternal-struggle/v5/Vtes-V5-HollidayBurgundyHall.jpg	crypt	Vampire	Vampire	Hecata	6	5	aus FOR OBL			V5	V5:PH1	Independent.	playerNCrypt
homag4	Homa	vampire-the-eternal-struggle/lob/Vtes-LoB-Homa.jpg	crypt	Vampire	Vampire	Osebo	4	6	AUS CEL POT			LoB	LoB:U	Laibon.	playerNCrypt
honestabeg5	Honest Abe	vampire-the-eternal-struggle/kotr/Vtes-KoTR-HonestAbe.jpg	crypt	Vampire	Vampire	Brujah	5	2	pre			KoTR	KoT:V/A1	Camarilla.	playerNCrypt
honorineatebag4	Honorine Ateba	vampire-the-eternal-struggle/lob/Vtes-LoB-HonorineAteba.jpg	crypt	Vampire	Vampire	Ishtarri	4	6	cel nec FOR PRE			LoB	LoB:PI2	Laibon.	playerNCrypt
horaceradcliffeg6	Horace Radcliffe	vampire-the-eternal-struggle/nb/Vtes-NB-HoraceRadcliffe.jpg	crypt	Vampire	Vampire	Nosferatu	6	5	obf ANI POT			NB	V5:PN1, NB:PN1	Camarilla.	playerNCrypt
horatiog2	Horatio	vampire-the-eternal-struggle/sw/Vtes-SW-Horatio.jpg	crypt	Vampire	Vampire	Tzimisce	2	2	vic			SW	Sabbat:V, SW:U/PT, POD:DTC	Sabbat.	playerNCrypt
horatioballardg3	Horatio Ballard	vampire-the-eternal-struggle/bsc/Vtes-BSC-HoratioBallard.jpg	crypt	Vampire	Vampire	Ventrue	3	7	aus DOM FOR PRE			BSC	CE:V, BSC:X	Camarilla: If Horatio doesn't have a title, he can call a referendum to become the Prince of Chicago as a +1 stealth political action.	playerNCrypt
hordetheg6	Horde, The	vampire-the-eternal-struggle/httbr/Vtes-HttBR-HordeThe.jpg	crypt	Vampire	Vampire	Baali	6	3	dai obf pre			HttBR	HttB:U2/A3, POD:DTC	Independent: During a bleed action, The Horde can lock to give another acting infernal minion +1 bleed. Infernal. Non-unique.	playerNCrypt
horrockg3	Horrock	vampire-the-eternal-struggle/anarchs/Vtes-Anarchs-Horrock.jpg	crypt	Vampire	Vampire	Gangrel	3	6	vic ANI PRO			Anarchs	Anarchs:U2	Independent: Protean [pro] cards cost Horrock 1 less blood.	playerNCrypt
horstvonbruhlg6	Horst von Bruhl	vampire-the-eternal-struggle/v5/Vtes-V5-HorstVonBruhl.jpg	crypt	Vampire	Vampire	Ventrue	6	6	aus dom pre FOR			V5	V5:PV2	Camarilla Prince of Mannheim.	playerNCrypt
howlerg2	Howler	vampire-the-eternal-struggle/bl/Vtes-BL-Howler.jpg	crypt	Vampire	Vampire	Ahrimane	2	8	obf ANI PRE SPI			BL	BL:U1	Sabbat: Howler gets 1 optional maneuver each combat. She cannot use weapons. +1 strength. Sterile.	playerNCrypt
hrothulfg3	Hrothulf	vampire-the-eternal-struggle/bsc/Vtes-BSC-Hrothulf.jpg	crypt	Vampire	Vampire	Ventrue	3	8	dom pot pro CEL FOR PRE			BSC	CE:V, Anarchs:PAG, BSC:X	Camarilla: If you control the Edge, Hrothulf can burn it to enter combat with a ready minion controlled by another Methuselah as a (D) action.	playerNCrypt
huangbloodcultistg2	Huang, Blood Cultist	vampire-the-eternal-struggle/sw/Vtes-SW-HuangBloodCultist.jpg	crypt	Vampire	Vampire	Pander	2	1	pro			SW	Sabbat:V, SW:U, POD:DTC	Sabbat: Any Gangrel antitribu can enter combat with Huang as a (D) action.	playerNCrypt
hugog2	Hugo	vampire-the-eternal-struggle/sw/Vtes-SW-Hugo.jpg	crypt	Vampire	Vampire	Brujah antitribu	2	4	pre vic POT			SW	Sabbat:V, SW:PB	Sabbat: Hugo gets -1 intercept against Lasombra and Tzimisce.	playerNCrypt
huitzilopochtlig2	Huitzilopochtli	vampire-the-eternal-struggle/bl/Vtes-BL-Huitzilopochtli.jpg	crypt	Vampire	Vampire	Baali	2	10	AUS DAI DOM OBF POT PRE			BL	BL:R2, POD:DTC	Independent: If Huitzilopochtli is ready during your master phase, you can burn 1 pool to get +1 master phase action. Infernal. +1 bleed.	playerNCrypt
hukrosg4	Hukros	vampire-the-eternal-struggle/third/Vtes-Third-Hukros.jpg	crypt	Vampire	Vampire	Gangrel antitribu	4	10	abo cel ANI OBF PRO VIC			Third	Third:V	Sabbat: During your unlock phase, you may move a card from your hand to Hukros face down. You may look at the card at any time. Hukros may play that card as if from your hand.	playerNCrypt
hulduthedesecratorg6	Huldu, The Desecrator	vampire-the-eternal-struggle/sv5/Vtes-SV5-HulduTheDesecrator.jpg	crypt	Vampire	Vampire	Hecata	6	8	obf tha AUS FOR OBL			SV5	SV5:PDeath1	Sabbat: Once each combat involving another minion you control, if Huldu is ready, she can burn 1 blood to prevent 1 damage to that minion. +1 bleed.	playerNCrypt
humog4	Humo	vampire-the-eternal-struggle/third/Vtes-Third-Humo.jpg	crypt	Vampire	Vampire	Nosferatu antitribu	4	6	obf obt ANI POT			Third	Third:V	Sabbat: If you also control Greensleeves and he is ready, Humo may burn a blood to give Greensleeves +1 stealth once each action.	playerNCrypt
husametting2	Husamettin	vampire-the-eternal-struggle/fn/Vtes-FN-Husamettin.jpg	crypt	Vampire	Vampire	Banu Haqim	2	8	pot pre CEL OBF QUI			FN	AH:V3, FN:PA, POD:DTC	Independent: After Husamettin burns a vampire with a contract on them, you can search your library for a master Discipline card and put it on him (shuffle afterward). Blood cursed.	playerNCrypt
iagocastilleg6	Iago Castille	vampire-the-eternal-struggle/tu/Vtes-TU-IagoCastille.jpg	crypt	Vampire	Vampire	Ravnos	6	8	ANI CHI FOR OBT			TU	TU:C/A2	Sabbat: +1 intercept.	playerNCrypt
iancarfaxg7	Ian Carfax	vampire-the-eternal-struggle/30th/Vtes-30th-IanCarfax.jpg	crypt	Vampire	Vampire	Tremere	7	9	for pro AUS DOM THA			30th	30th:2	Camarilla Tremere Justicar: Once each turn after a combat involving Ian ends, he can unlock if the opposing minion is not ready. +1 intercept.	playerNCrypt
ianforestalg2	Ian Forestal	vampire-the-eternal-struggle/bh/Vtes-BH-IanForestal.jpg	crypt	Vampire	Vampire	Tremere antitribu	2	8	AUS DOM THA			BH	Sabbat:V, BH:PTr	Sabbat: Ian may play cards that require a Discipline as though he has the basic level of that Discipline. Each Master: Discipline card placed on him gives him the superior level of that Discipline.	playerNCrypt
ianwallingfordg2	Ian Wallingford	vampire-the-eternal-struggle/bh/Vtes-BH-IanWallingford.jpg	crypt	Vampire	Vampire	Toreador antitribu	2	6	aus CEL PRE			BH	Sabbat:V, BH:PTo	Sabbat bishop.	playerNCrypt
ibnkhaldunscholarg4	Ibn Khaldun, Scholar	vampire-the-eternal-struggle/lob/Vtes-LoB-IbnKhaldunScholar.jpg	crypt	Vampire	Vampire	True Brujah	4	7	for POT PRE TEM			LoB	LoB:U, POD:DTC	Independent: During your discard phase, Ibn Khaldun can burn 1 blood to unlock. He cannot use cards requiring Celerity [cel]. Scarce.	playerNCrypt
icarusthemanchuriang4	Icarus, The Manchurian	vampire-the-eternal-struggle/third/Vtes-Third-IcarusTheManchurian.jpg	crypt	Vampire	Vampire	Nosferatu antitribu	4	7	ani for pro OBF POT			Third	Third:V	Sabbat: When Icarus bleeds a Methuselah successfully, you may look at that Methuselah's hand.	playerNCrypt
idaliaprophetofguadalajarag2	Idalia, Prophet of Guadalajara	vampire-the-eternal-struggle/sw/Vtes-SW-IdaliaProphetOfGuadalajara.jpg	crypt	Vampire	Vampire	Malkavian antitribu	2	4	dem AUS			SW	SW:C, POD:DTC	Sabbat: If Idalia performs a successful equip action, she can unlock during the next discard phase.	playerNCrypt
idrissag4	Idrissa	vampire-the-eternal-struggle/lob/Vtes-LoB-Idrissa.jpg	crypt	Vampire	Vampire	Osebo	4	4	aus CEL			LoB	LoB:U	Laibon.	playerNCrypt
ignaciotheblackpriestg2	Ignacio, The Black Priest	vampire-the-eternal-struggle/sw/Vtes-SW-IgnacioTheBlackPriest.jpg	crypt	Vampire	Vampire	Lasombra	2	4	dom obt pot			SW	Sabbat:V, SW:U/PL, POD:DTC	Sabbat.	playerNCrypt
ignatiusg1	Ignatius	vampire-the-eternal-struggle/tenth/Vtes-Tenth-Ignatius.jpg	crypt	Vampire	Vampire	Tremere	1	4	aus dom tha			Tenth	Jyhad:V, VTES:V, Tenth:A	Camarilla.	playerNCrypt
ignaziogiovannig3	Ignazio Giovanni	vampire-the-eternal-struggle/bh/Vtes-BH-IgnazioGiovanni.jpg	crypt	Vampire	Vampire	Giovanni	3	9	obf DOM FOR NEC POT			BH	BH:U2, POD:DTC	Independent: Ignazio can enter combat with a vampire with capacity 6 or less controlled by your predator or prey as a (D) action. +1 strength.	playerNCrypt
igothehungryg1	Igo the Hungry	vampire-the-eternal-struggle/tenth/Vtes-Tenth-IgoTheHungry.jpg	crypt	Vampire	Vampire	Caitiff	1	1	pre pro			Tenth	Jyhad:V, VTES:V, Tenth:B	Camarilla: Igo does not get the usual +1 stealth when hunting.	playerNCrypt
ilianag2	Iliana	vampire-the-eternal-struggle/anarchs/Vtes-Anarchs-Iliana.jpg	crypt	Vampire	Vampire	Gangrel	2	7	tha DOM FOR PRO			Anarchs	AH:V3, Anarchs:PG	Camarilla: Contracts cannot be placed on Iliana.	playerNCrypt
iliascelfrumosg4	Ilias cel Frumos	vampire-the-eternal-struggle/sp/Vtes-SP-IliasCelFrumos.jpg	crypt	Vampire	Vampire	Tzimisce	4	3	aus vic			SP	Third:V, SP:DoF1, POD:DTC	Sabbat.	playerNCrypt
ilonkag7	Ilonka	vampire-the-eternal-struggle/v5c/Vtes-V5C-Ilonka.jpg	crypt	Vampire	Vampire	Salubri	7	7	tha AUS DOM FOR			V5C	V5C:PSal1	Independent: Once each turn, if Ilonka is ready after a successful bleed against you, she can look at the acting minion's controller's hand, then she can discard 1 card at random from it.	playerNCrypt
ilseg2	Ilse	vampire-the-eternal-struggle/bl/Vtes-BL-Ilse.jpg	crypt	Vampire	Vampire	Blood Brother	2	6	for pro POT SAN			BL	BL:U1	Sabbat. Torrance Circle: Sterile.	playerNCrypt
ilyanaravidovichg3	Ilyana Ravidovich	vampire-the-eternal-struggle/bsc/Vtes-BSC-IlyanaRavidovich.jpg	crypt	Vampire	Vampire	Ventrue	3	5	aus dom for pre			BSC	CE:V, Anarchs:PAB, BSC:X	Camarilla: You get 2 additional votes in any referendum to call a blood hunt on Ilyana. Once each action, Ilyana may burn 1 blood to get +1 intercept.	playerNCrypt
imannag6	Imanna	vampire-the-eternal-struggle/tu/Vtes-TU-Imanna.jpg	crypt	Vampire	Vampire	Banu Haqim	6	7	cel for pre OBF QUI			TU	TU:C/A2	Independent. 1 vote (titled): Imanna gets +1 vote in referendums she calls. Blood cursed.	playerNCrypt
imogeng2	Imogen	vampire-the-eternal-struggle/bh/Vtes-BH-Imogen.jpg	crypt	Vampire	Vampire	Malkavian antitribu	2	9	obf pro vic AUS DEM			BH	Sabbat:V, BH:PM, POD:DTC	Sabbat Archbishop of Miami: Imogen can exchange one random card from the hand of your prey or predator for one library card from that Methuselah's ash heap as a +1 stealth (D) action.	playerNCrypt
indirag6	Indira	vampire-the-eternal-struggle/v5a/Vtes-V5A-Indira.jpg	crypt	Vampire	Vampire	Gangrel	6	3	PRO			V5A	V5A:PG1	Anarch.	playerNCrypt
inestristaog6	Ines Tristao	vampire-the-eternal-struggle/v5/Vtes-V5-InesTristao.jpg	crypt	Vampire	Vampire	Tremere	6	6	aus dom pre THA			V5	V5:PTr2	Camarilla Prince of Rio de Janeiro.	playerNCrypt
ineznurse216villagrandeg4	Inez "Nurse216" Villagrande	vampire-the-eternal-struggle/nor/Vtes-NoR-InezNurse216Villagrande.jpg	crypt	Imbued	Imbued	Innocent	4	3	inn			NoR	NoR:U	When Inez enters play, you may search your library (shuffle afterward) or hand for a power that requires innocence and put it on her.	playerNCrypt
