databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	rank	suit	cost	upkeep	production	bullets	drawType	influence	control	outfit	rarity	ghostRock	text
686f87ac-955a-41e5-a43d-730d3541ddab	Pipe	doomtown/revelations/Doomtown-Revelations-Pipe.jpg	default	Good	Revelations	Revelations	playerNDeck	Q	H	1								C		Noon: Boot this Dude at an in-town Deed. Until after Nightfall, each Dude at the Deed has -1 Influence.
6a88dc01-b34d-46af-b1f7-3e164d6cce44	Postal Fine	doomtown/revelations/Doomtown-Revelations-PostalFine.jpg	default	Action	Revelations	Revelations	playerNDeck	K	C	0								C		Noon: Target a player with over than five cards in his or her hand. For each card over five, the player must either pay 1 ghost rock or send one of the cards to Boot Hill.
bd42421d-4c45-4f71-9080-45e4207e3a6f	Pride	doomtown/revelations/Doomtown-Revelations-Pride.jpg	default	Dude	Revelations	Revelations	playerNDeck	J	S	8	1		2	Stud	3		Flock	R		Experienced. Reaction: Immediately before a card effect removes Pride from a shootout, negate the effect.
fcdf2e4e-a3b6-4796-befe-fdd5d7bf9945	Prof. Susan Franklin	doomtown/revelations/Doomtown-Revelations-ProfSusanFranklin.jpg	default	Dude	Revelations	Revelations	playerNDeck	10	S	5	0		0	Draw	1		Collegium	R		Experienced. Noon: Use when Prof. Franklin is at her home. Boot her and target another player. Look at the player's hand
62b9d85c-dc91-4c98-988c-857a24581e46	Psychic Projector	doomtown/revelations/Doomtown-Revelations-PsychicProjector.jpg	default	Good	Revelations	Revelations	playerNDeck	4	H	1								U		Gadget Difficulty: 4 Noon: Boot this Dude. Target another Dude in play. Until after Nightfall, the target Dude gains Influence equal to this Dude's Influence. Until after nightfall, lower this Dude's Influence to 0.
343a8ac6-149a-4028-8578-8647ff78ab57	Pump	doomtown/revelations/Doomtown-Revelations-Pump.jpg	default	Deed	Revelations	Revelations	playerNDeck	5	D	1		0				1		U		The Pump can only be attached to a Strike worth at least 1 Control Point. The Strike gains a +1 Control Point bonus.
091345ac-f27c-4ba7-997b-dbfc95fd2813	Purging of the Golden Mare	doomtown/revelations/Doomtown-Revelations-PurgingOfTheGoldenMare.jpg	default	Event	Revelations	Revelations	playerNDeck	9	H	0								C		Each player may remove any copies of Dudes or Deeds in play or in any Boot Hill from his or her deck, Play hand, and discard pile. Such cards go to their owners' Boot Hill.
3d90f0c3-f1c3-4f66-b3c8-6d1cead00095	Rats in Gomorra	doomtown/revelations/Doomtown-Revelations-RatsInGomorra.jpg	default	Action	Revelations	Revelations	playerNDeck	2	C	3								C		Noon: Any number of your Dudes moves from one location to another
44546634-24ef-4192-9254-1142e51c239a	Reckoner's Bullet	doomtown/revelations/Doomtown-Revelations-ReckonersBullet.jpg	default	Good	Revelations	Revelations	playerNDeck	2	H	8								R		Unique. Bullet. Only a Terror with a ready Weapon attached can attach the Reckoner's Bullet. The ghost rock cost of the Reckoner's Bullet cannot be lowered. Shootout: Ace the Reckoner's Bullet. Ace an opposing Dude.
ad035cd9-254b-41f2-8ab6-4ff0641bb1e9	Reggie Cornell	doomtown/revelations/Doomtown-Revelations-ReggieCornell.jpg	default	Dude	Revelations	Revelations	playerNDeck	3	S	2	2		0	Draw	2		Drifters	C		Non-Unique. Reggie's Influence cannot be lowered in any way. Events cannot ace or discard Reggie; cancel any Event that would do so.
a259ba0e-43c3-4058-9b28-e19b20662c88	Richard Boothe	doomtown/revelations/Doomtown-Revelations-RichardBoothe.jpg	default	Dude	Revelations	Revelations	playerNDeck	10	S	6	1		3	Draw	1		Maze Rats	R		Experienced. Noon: Use when Richard is at a Strike. Boot Richard and gain ghost rock equal to the Strike's Production, then reduce its Production to 0 until the start of the next High Noon.
93b11fed-8ca9-4648-8dfa-46abb0bb9e79	Roll O' Dimes	doomtown/revelations/Doomtown-Revelations-RollODimes.jpg	default	Good	Revelations	Revelations	playerNDeck	7	H	2								U		Bullet. Reaction: Immediately before this Dude takes an action on one of his or her attached cards with "Shotgun" in the title or with the Shotgun trait, ace the Roll o' Dimes. This Dude gains a +5 Bullet bonus until the action ends.
e9803a8a-b202-4425-a870-ddedd71c4e6d	Run, You Coward!	doomtown/revelations/Doomtown-Revelations-RunYouCoward.jpg	default	Action	Revelations	Revelations	playerNDeck	10	C	0								R		Reaction: When a Dude leaves a shootout by chickening out or by a card effect from the Dude's controller, play this card. For the rest of the game, while one or more of your Dudes oppose the Dude in a shootout, lower the Dude's Influence to 0, the Dude has a -1 Bullet penalty (minimum 0), and the Dude becomes a Draw.
69f899ae-68d6-4831-87db-bca5406b4773	Saloon's On Fire	doomtown/revelations/Doomtown-Revelations-SaloonsOnFire.jpg	default	Event	Revelations	Revelations	playerNDeck	Q	H	0								C		Target one of your Saloons. That Saloon catches fire; ace it. Permanently raise by 1 the Control Points of each other Saloon in play. Ace this card.
ca16aef1-7ef8-445f-8927-0d1a2efa51f9	Sam Horowitz	doomtown/revelations/Doomtown-Revelations-SamHorowitz.jpg	default	Dude	Revelations	Revelations	playerNDeck	8	S	5	2		2	Draw	0		Blackjacks	U		Experienced. Noon: Use when Sam is at a Deed you own or control. Boot Sam and make him Wanted. Ace the Deed.
ca9538a3-f705-4b19-9c9f-49cc6c814fdb	Scared Stiff Saloon	doomtown/revelations/Doomtown-Revelations-ScaredStiffSaloon.jpg	default	Deed	Revelations	Revelations	playerNDeck	Q	D	4		1				1		R		Public. Saloon. Controller Shootout: Until after Nightfall, lower to 0 the Bullet rating of each Dude with a value less than the Fear level at the Scared Stiff Saloon
896c305b-20a9-40bb-9189-edee954ef5b0	Second Bowl	doomtown/revelations/Doomtown-Revelations-SecondBowl.jpg	default	Spell	Revelations	Revelations	playerNDeck	9	H	0								C		Noon Miracle 6: If this Miracle succeeds, target a Strike in play. Until the next High Noon, lower the Strike's Control Points and Production to 0.
e0b19dec-884e-4357-b826-99ea3cf9fb8c	Seldon Harrison	doomtown/revelations/Doomtown-Revelations-SeldonHarrison.jpg	default	Dude	Revelations	Revelations	playerNDeck	6	S	4	0		2	Draw	1		Drifters	C		An Agency player cannot control Seldon. Seldon will not call out a Texas Ranger.
2e275b13-4292-41b3-9367-c60a86cf867d	Seventh Bowl	doomtown/revelations/Doomtown-Revelations-SeventhBowl.jpg	default	Spell	Revelations	Revelations	playerNDeck	1	H	0								R		Unique Noon Miracle 16: Ace this Blessed. If this Miracle succeeds, target all Dudes in play. Each of the Dudes' controllers pulls for the Dude. If a Dude's pull equals or exceeds the Dude's value, ace the Dude.
07e0f965-ea4c-497d-8e05-ee4f32b5b7ef	Seventh-Sign Strike	doomtown/revelations/Doomtown-Revelations-SeventhSignStrike.jpg	default	Deed	Revelations	Revelations	playerNDeck	5	D	13		8				3		R		Private. Strike. Each non-Terror, non-Blessed Dude at the Seventh-Sign Strike has a -2 Bullet penalty (minimum 0) and has his or her value lowered by 3. If a Dude's value drops under A at the Seventh-Sign Strike, ace the Dude.
b68a1817-459c-47ad-952e-b104e6594a21	Shallow Grave	doomtown/revelations/Doomtown-Revelations-ShallowGrave.jpg	default	Action	Revelations	Revelations	playerNDeck	J	C	0								R		Noon: Target a Dude in Boot Hill. Shuffle all copies of the Dude in Boot Hill back into their owners' decks.
7fe31acc-45a0-4643-a388-4fede6fb9b6a	Sheila Mirabella	doomtown/revelations/Doomtown-Revelations-SheilaMirabella.jpg	default	Dude	Revelations	Revelations	playerNDeck	J	S	6	-1		1	Draw	0		Drifters	R		Experienced. Noon: Attach a Goods card to Sheila without ghost rock cost. When Nightfall ends, discard the Goods.
e00e3fc5-4c11-41cd-9580-486cb4571c24	Shigetoshi Hohiro	doomtown/revelations/Doomtown-Revelations-ShigetoshiHohiro.jpg	default	Dude	Revelations	Revelations	playerNDeck	2	S	3	0		0	Draw	0		Maze Rats	U		Reaction Pull: Immediately after a Huckster at this location makes a skill check for a Hex, boot Shigetoshi. If your pull is greater than the Huckster's skill check, the Huckster is sent home booted.
3af83e40-108f-402f-bf3f-f05cf5086d86	Shotgun Weddin'	doomtown/revelations/Doomtown-Revelations-ShotgunWeddin.jpg	default	Action	Revelations	Revelations	playerNDeck	4	C	0								R		Noon: Boot one of your cards with "Chapel," "Church," or "Courthouse" in the title. Target a Dude in town. Give the Dude's controller ghost rock equal to the Dude's Influence. The Dude cannot call out your Dudes for the rest of the game. The Dude's controller can boot a card he or she controls with "Church" or "Courthouse" in the title as a Noon action to lift the restriction. Ace this card.
a9fa8c07-07d6-4aa4-97a2-3c82ea05f390	Sidewalk	doomtown/revelations/Doomtown-Revelations-Sidewalk.jpg	default	Deed	Revelations	Revelations	playerNDeck	1	D	1		0				0		C		Non-Unique.  Dudes can move to an adjacent location from this one without booting, but must boot if they move back to this location the same turn.
dfaffacb-d3c8-459c-88d2-2a56d4ec8f8d	Silas Peacock	doomtown/revelations/Doomtown-Revelations-SilasPeacock.jpg	default	Dude	Revelations	Revelations	playerNDeck	8	S	3	0		1	Draw	2		Whateleys	C		Experienced. Whenever a Dude goes to Boot Hill, boot Silas.
ab2319a1-07cd-4ab7-8afd-098f21f01134	Silver Bullets	doomtown/revelations/Doomtown-Revelations-SilverBullets.jpg	default	Good	Revelations	Revelations	playerNDeck	5	H	1								C		Bullet. Shootout: Discard Silver Bullets. Ace an opposing Abomination.
fe49551b-508a-411b-a85f-89fa5b65bf73	Sioux Union: War Party	doomtown/revelations/Doomtown-Revelations-SiouxUnionWarParty.jpg	default	Outfit	Revelations	Revelations	playerNOutfit			0		3					Sioux	F	19	GR: 19 Shootout: Boot one of your Shamans. Target one of your Sioux Dudes in this shootout. Until the shootout ends, the Dude gains a Bullet bonus equal to the Shaman's Shaman rating. Cancel the bonus if either Dude has a Weapon ready that non-Sioux could attach.
ca4d552f-f3eb-4fa8-8dcc-4241bbafa2ac	Sixth Bowl	doomtown/revelations/Doomtown-Revelations-SixthBowl.jpg	default	Spell	Revelations	Revelations	playerNDeck	2	H	0								U		Noon Miracle X: Boot this Blessed. Target a Terror in your Play hand. Reveal the Terror to the other players. X is the Terror's ghost rock cost. If this Miracle succeeds, bring the Terror into play at this Blessed's location without ghost rock cost.
f5a72742-3f20-4db1-a72b-d61e6dc2c1d8	Skunky Swade	doomtown/revelations/Doomtown-Revelations-SkunkySwade.jpg	default	Dude	Revelations	Revelations	playerNDeck	9	S	4	2		1	Stud	3		Blackjacks	R		Experienced. Skunky's Influence does not contribute to your total during Nightfall. While Skunky is at a Deed you control but don't own, you collect the Deed's Production as if you were the owner.
cc7b7169-48ce-4474-9781-fd6221cb6c95	Sleep o' the Dead	doomtown/revelations/Doomtown-Revelations-SleepOTheDead.jpg	default	Action	Revelations	Revelations	playerNDeck	7	C	0								U		Noon Harrowed Power: Target one of your unbooted Harrowed Dudes. Until the end of the game, the Dude has the ability "Noon: Target a Dude with a lower value at this Dude's location. Boot the Dude." Ace this card.
a23f6b6e-f3cc-44f9-a262-04f5ab2abab6	Spare Chamber	doomtown/revelations/Doomtown-Revelations-SpareChamber.jpg	default	Good	Revelations	Revelations	playerNDeck	J	H	1								U		Reaction: Immediately after a Bullet card attached to this Dude is discarded or aced, discard the Spare Chamber. Reattach the Bullet card to this dude.
d52349c5-c5b3-40cb-9ba6-021147e74415	Spirit's Eyes	doomtown/revelations/Doomtown-Revelations-SpiritsEyes.jpg	default	Dude	Revelations	Revelations	playerNDeck	8	S	4	1		2	Stud	0		Sioux	C		While Spirit's Eyes is in a posse, your Shamans outside of the posse can call Spirits as if they were in the posse.
c9703665-5559-4f31-ba90-98d703801f3b	Spurs	doomtown/revelations/Doomtown-Revelations-Spurs.jpg	default	Good	Revelations	Revelations	playerNDeck	J	H	3								C		No Dude may attach more than one Spurs. This Dude gains +1 Influence while at an in-town location. Noon: Unboot a non-Gadget Horse attached to this Dude. You may take each action on the Horse an extra time this turn, if you already took it this turn.
46b5ad16-4531-4967-98ae-048ba83ff40b	Stained-Glass Windows	doomtown/revelations/Doomtown-Revelations-StainedGlassWindows.jpg	default	Deed	Revelations	Revelations	playerNDeck	10	D	1		0				0		C		The Stained Glass Windows can only attached to an in-town Deed. During a shootout at this Deed, any player with a Dude in the shootout can, as a Shootout action, throw the fight through the window into the Town Square. Discard the Stained Glass Windows and move both posses to the Town Square, ignoring movement restrictions. Any Dudes at the Town Square can immediately join a posse.
7c441f14-2879-4f11-bb7f-8c4d7f6ba1b4	Stand Alone, Die Alone	doomtown/revelations/Doomtown-Revelations-StandAloneDieAlone.jpg	default	Event	Revelations	Revelations	playerNDeck	4	H	0								R		Raise each Wanted Dude's Upkeep cost by 1 until Nightfall. Ace this card.
ecdbfa3f-cd24-411e-baca-3f4ac5d1342b	Statute 32 of the Penal Code	doomtown/revelations/Doomtown-Revelations-Statute32OfThePenalCode.jpg	default	Event	Revelations	Revelations	playerNDeck	7	H	0								R		Unready all Weapons in play. Weapons cannot be made ready until after Nightfall. Weapons attached this turn are unready. Immediately after Nightfall, each Dude can ready one of his or her Weapons
72451e4b-54d4-47d7-b273-36e9c00d5786	Stayin' Put	doomtown/revelations/Doomtown-Revelations-StayinPut.jpg	default	Spell	Revelations	Revelations	playerNDeck	J	H	0								C		Reaction Hex 4: When one of your Dudes joins a posse, cast this Hex. If this Hex succeeds, another player's card effects cannot remove the Dude from the shootout
a6f504bb-087f-4521-96e5-e3056ea56cd3	Stoker Versus Knicknevin	doomtown/revelations/Doomtown-Revelations-StokerVersusKnicknevin.jpg	default	Action	Revelations	Revelations	playerNDeck	2	C	0								C		Noon: If your highest-value Dude is at the Town Square and the highest-value Dude controlled by another player is at the Town Square or an adjacent location, your Dude issues an unrefusable call-out to the other Dude. The other Dude moves to the Town Square for the shootout, ignoring movement restrictions. No other Dudes can join
13597182-9bfa-4dad-bc1c-a50e3dfe926a	Storage Shed	doomtown/revelations/Doomtown-Revelations-StorageShed.jpg	default	Deed	Revelations	Revelations	playerNDeck	5	D	3		0				0		R		Private. If ownership of the Storage Shed changes, cards under it go to their owners' discard piles. Owner Noon: If the Storage Shed has fewer than five cards under it, boot it. Place a card under it from your Play hand. Owner Noon: Boot the Storage Shed and discard your Play hand. Take the cards under the Storage Shed for your Play hand.
89931736-a39e-47f6-bc4d-051651c24945	Sun In His Eyes	doomtown/revelations/Doomtown-Revelations-SunInHisEyes.jpg	default	Dude	Revelations	Revelations	playerNDeck	1	S	4	0		2	Draw	0		Sweetrock	C		
a100a8dc-3698-4412-acb7-258bc9cdf4ef	Supernatural Smarts	doomtown/revelations/Doomtown-Revelations-SupernaturalSmarts.jpg	default	Action	Revelations	Revelations	playerNDeck	5	C	0								C		Noon Harrowed Power: Target one of your unbooted Harrowed Dudes. For the rest of the game, the Dude gains +1 Influence. Ace this card.
22da35a5-b0d0-486f-9b71-d1497ac0f1b5	Supernatural Speed	doomtown/revelations/Doomtown-Revelations-SupernaturalSpeed.jpg	default	Action	Revelations	Revelations	playerNDeck	4	C	0								C		Noon Harrowed Power: Target one of your unbooted Harrowed Dudes. For the rest of the game, the Dude gains a +1 Bullet bonus. Ace this card
0e5b4747-5afe-4a96-ae92-5eaccbddacb2	Tailoring Shop	doomtown/revelations/Doomtown-Revelations-TailoringShop.jpg	default	Deed	Revelations	Revelations	playerNDeck	4	D	5		0				1		C		Private. Controller Noon: Pay 1 ghost rock. Until after Nightfall, a Dude at the Tailoring Shop gains +1 Influence. You can take this action any number of times per turn, but only once per Dude per turn.
a947ee5c-dfc1-4daa-9956-ccf87812a3b6	Tax Season	doomtown/revelations/Doomtown-Revelations-TaxSeason.jpg	default	Event	Revelations	Revelations	playerNDeck	3	H	0								C		Each player must discard a third of his or her ghost rock, rounding down any fractions. Ace this card
0bacb1b6-91b9-4c15-a379-2907fa5896b4	Termite Infestation	doomtown/revelations/Doomtown-Revelations-TermiteInfestation.jpg	default	Action	Revelations	Revelations	playerNDeck	J	C	2								C		Noon: Target an in-town Deed worth at least 1 Control Point. Boot the Deed. Until a player boots one of his or her Dudes at the Deed as a Noon action, the Deed cannot be unbooted and is worth 0 Control Points. The Deed is considered to have a blank text box, except for its traits which it retains. The Deed's Production or Upkeep cost remains the same.
617cc03b-96b7-435e-b25b-bd00a4f1d11e	The Drifter	doomtown/revelations/Doomtown-Revelations-TheDrifter.jpg	default	Dude	Revelations	Revelations	playerNDeck	J	S	1	7		3	Stud	3		Drifters	U		The Drifter's Upkeep cost cannot be reduced or negated by any means.
ae9d7441-b2c9-48dc-9daf-c0e9cfbb7013	The End is Nigh	doomtown/revelations/Doomtown-Revelations-TheEndIsNigh.jpg	default	Event	Revelations	Revelations	playerNDeck	1	H	0								C		If the Fear Level is over 7, gain 1 Control Point until after Nightfall.
569423d5-beed-4eb8-b039-5affcf72146c	The House Always Wins	doomtown/revelations/Doomtown-Revelations-TheHouseAlwaysWins.jpg	default	Event	Revelations	Revelations	playerNDeck	2	H	0								C		Until after the Gambling Phase next turn, players cannot play Cheatin'! cards, but each illegal hand revealed is considered the worst possible hand: for lowball, a Dead Man's Hand, and for any other Draw, a non-Flush A,2,3,4,6
d51c7258-6c29-40ad-9565-87245ff30c5b	The Missionary	doomtown/revelations/Doomtown-Revelations-TheMissionary.jpg	default	Dude	Revelations	Revelations	playerNDeck	1	S	4	0		0	Stud	0		Flock	U		Reaction: Immediately before a Dude pulls for a Hex or Spirit, raise the Spell's Difficulty by The Missionary's Blessed rating
d3d5132b-627d-4769-937e-40efd92afd63	Third Bowl	doomtown/revelations/Doomtown-Revelations-ThirdBowl.jpg	default	Spell	Revelations	Revelations	playerNDeck	8	H	0								C		Noon Miracle 9: If this Blessed is at a Deed and this Miracle succeeds, ace this card. Discard the Deed
f355d3a8-4bcf-4eed-94f4-d825ed2cf61c	Thunderbird	doomtown/revelations/Doomtown-Revelations-Thunderbird.jpg	default	Dude	Revelations	Revelations	playerNDeck	J	S	5	1		0	Stud	0		Sioux	U		Only a Sioux player can bring Thunderbird into play.
d97ce5a9-01c5-491e-a1df-06f3ea8cc172	Tinker	doomtown/revelations/Doomtown-Revelations-Tinker.jpg	default	Action	Revelations	Revelations	playerNDeck	5	C	0								C		Reaction: Immediately before a Mad Scientist pulls to create a Weapon Gadget, raise the Gadget Difficulty by 2. If the pull succeeds, the Gadget gains a permanent +1 Bullet bonus.
ec191ad9-62d9-4450-9764-20b5bc8e2f30	Together at Last	doomtown/revelations/Doomtown-Revelations-TogetherAtLast.jpg	default	Action	Revelations	Revelations	playerNDeck	6	C	0								R		Shootout: When you select your shooter for this shootout round, select another Dude in your posse. The Dude's Bullet rating adds to the number of cards you draw or redraw for this shootout round.
5f720604-bdaf-4e62-b2a0-026fc62fe620	Tomb Guardian	doomtown/revelations/Doomtown-Revelations-TombGuardian.jpg	default	Dude	Revelations	Revelations	playerNDeck	5	S	4	0		1	Draw	0		Drifters	R		Abomination. While the Tomb Guardian is at a location you own, if it has not moved this turn, it gains a +3 Bullet bonus and becomes a Stud.
122d7ce2-bddb-4653-8a5a-c5112491bdba	Trackin' Teeth	doomtown/revelations/Doomtown-Revelations-TrackinTeeth.jpg	default	Action	Revelations	Revelations	playerNDeck	6	C	0								U		Noon Harrowed Power: Target one of your unbooted Harrowed Dudes. Until the end of the game, the Dude has the ability "Noon: Target a Dude at this Dude's location. Immediately after the target Dude moves, this Dude can move to the same location as a Reaction. If a different Dude is already this action's target, the Dude is no longer targeted." Ace this card.
8460558d-2fab-4afd-9aee-0196ab38b69f	Trading Post	doomtown/revelations/Doomtown-Revelations-TradingPost.jpg	default	Deed	Revelations	Revelations	playerNDeck	4	D	3		1				0		C		Public. The Trading Post's controller can attach Goods to booted Dudes.
1a8e838b-7aa4-4428-900b-35c78499d659	Two Birds Chirping	doomtown/revelations/Doomtown-Revelations-TwoBirdsChirping.jpg	default	Dude	Revelations	Revelations	playerNDeck	9	S	4	1		0	Stud	1		Drifters	U		Two Birds cannot call Spirits with a value greater than 9.
21a5dfce-a822-4e6a-95e0-6912f46efd73	Wendigo Garrison	doomtown/revelations/Doomtown-Revelations-WendigoGarrison.jpg	default	Dude	Revelations	Revelations	playerNDeck	4	S	6	1		2	Stud	1		Blackjacks	C		If you reveal an illegal shootout Draw hand while Wendigo is in your posse, raise your hand rank by one rank to the worst possible hand of that rank.
77d61f61-c2bf-48ce-9e9d-09849ecbd8f3	Western Union Offices	doomtown/revelations/Doomtown-Revelations-WesternUnionOffices.jpg	default	Deed	Revelations	Revelations	playerNDeck	2	D	6		2				1		R		Public. Controller Noon: Pay 1 ghost rock to move a Goods attached to one of your Dudes to another of your booted or unbooted Dudes in play, even if the Dude attaching the Goods is at a location you do not control.
b2bfa299-de07-4a94-bbc4-cf98b42910f4	White Horse	doomtown/revelations/Doomtown-Revelations-WhiteHorse.jpg	default	Dude	Revelations	Revelations	playerNDeck	2	S	3	2		2	Draw	1		Sioux	C		Reaction: Immediately before Nightfall, White Horse boots to move to a location containing another Dude.
5e02a58c-1a27-46b4-b0b6-9f7ab83ca09e	Wrath o' God	doomtown/revelations/Doomtown-Revelations-WrathOGod.jpg	default	Event	Revelations	Revelations	playerNDeck	9	H	0								R		Discard the Deed in play worth the most Control Points. If more than one Deed has the most Control Points, each Deed's controller makes a pull for it. Discard the Deed with the highest pull. Ace this card
07dad4b9-f645-484e-9e8e-95c04e0df6e2	34 Days Without a Bath	doomtown/do-unto-others/Doomtown-DoUntoOthers-34DaysWithoutABath.jpg	default	Action	Do Unto Others	Do Unto Others	playerNDeck	J	C	0								F		Reaction: Play after you move a Dude with 0 Influence to an in-town Deed. Until after Nightfall, all Dudes have a -1 Influence penalty (minimum 0) while at the Deed.
a3db4ee5-f28e-4bf0-bcd1-c824f862a500	A Job Well Done	doomtown/do-unto-others/Doomtown-DoUntoOthers-AJobWellDone.jpg	default	Action	Do Unto Others	Do Unto Others	playerNDeck	Q	C	2								F		Reaction: Play immediately before you begin a job targeting a card or location controlled by another player. If the job is successful, you gain one Victory Point. Ace this card.
26bf7857-4c15-4615-9270-2bf91b02caa8	Andra Miles	doomtown/do-unto-others/Doomtown-DoUntoOthers-AndraMiles.jpg	default	Dude	Do Unto Others	Do Unto Others	playerNDeck	9	S	7	1		3	Stud	2		Blackjacks	F		
bd74dcf0-c7ac-43bf-8ea6-1ba5296db8e1	Ascendance	doomtown/do-unto-others/Doomtown-DoUntoOthers-Ascendance.jpg	default	Good	Do Unto Others	Do Unto Others	playerNDeck	K	H	9								F		Unique. Weapon. Can only be attached to a Lost Angel Dude. This Dude gains +1 Bullet bonus and a +1 Influence bonus for every other Lost Angel Dude in this location.
48bc1218-e5b5-48af-bcba-598e94bd4dee	Ashlar Mayfair	doomtown/do-unto-others/Doomtown-DoUntoOthers-AshlarMayfair.jpg	default	Dude	Do Unto Others	Do Unto Others	playerNDeck	10	S	3	1		1	Draw	1		Drifters	F		Non-Unique. Shootout: Attach a Hex from your Play hand to Ashlar. Ashlar becomes a Stud until the end of the shootout.
75e9e544-8e03-4415-8acb-2e0a0ffeb440	Automaton Factory	doomtown/do-unto-others/Doomtown-DoUntoOthers-AutomatonFactory.jpg	default	Deed	Do Unto Others	Do Unto Others	playerNDeck	8	D	5		0				0		F		Private. Gadget Difficulty: 8 You must boot a Mad Scientist and perform a skill check to put this Deed into play.Controller Noon: Discard a card from your Play hand to create an Automaton at your home (use the discarded card to represent it). The Automaton is a 1-Draw, 0-Influence, Ace-value Gadget token Dude, which counts as 2 Dudes when acing casualties in a shootout. Discard the Automaton after Nightfall. This action may be used any number of times per turn.
1824a1f4-e093-45f5-b1f8-03213d1aa2ad	Bait and Switch	doomtown/do-unto-others/Doomtown-DoUntoOthers-BaitAndSwitch.jpg	default	Action	Do Unto Others	Do Unto Others	playerNDeck	3	C	0								F		Noon Job: Boot one of your Dudes to start a job that targets another player's Home. If the job succeeds, that player's maximum hand size is reduced by 1 until the end of the game, and that player must immediately discard down to his or her new maximum hand size if possible. All Dudes in your Posse become Wanted. A player may not be targeted more than once per game with "Bait and Switch."
cb199d7d-6e8c-449f-a8f5-3197d86a770b	Before the Dawn	doomtown/do-unto-others/Doomtown-DoUntoOthers-BeforeTheDawn.jpg	default	Event	Do Unto Others	Do Unto Others	playerNDeck	5	H	0								F		Harrowed Dudes do not make Harrowed Pulls this turn.
1f39c621-bde8-44b5-ae67-cd1e516ca963	Bi-Plane	doomtown/do-unto-others/Doomtown-DoUntoOthers-BiPlane.jpg	default	Good	Do Unto Others	Do Unto Others	playerNDeck	8	H	3								F		Horse. Gadget Difficulty: 5 Shootout: Target a Horse in the opposing posse and pull; if the pull is greater than the target's Value, it is aced. If the pull is red and also greater than the Value of the Dude of the target is attached to, the Dude is aced as well.
f3e48a14-26a0-4e8c-b6aa-5dd5af9caf36	Bill Jefferson	doomtown/do-unto-others/Doomtown-DoUntoOthers-BillJefferson.jpg	default	Dude	Do Unto Others	Do Unto Others	playerNDeck	9	S	4	2		0	Draw	3		Sweetrock	F		Bill’s Upkeep cost is 0 while you have Nash Bilton in play.
79985d9e-ee2f-441d-a324-1109d3fd5dc0	Bilton Protection Agency	doomtown/do-unto-others/Doomtown-DoUntoOthers-BiltonProtectionAgency.jpg	default	Deed	Do Unto Others	Do Unto Others	playerNDeck	6	D	5		1				1		F		Private. The Production of the Protection Agency is increased by +2 while you have Nash Bilton in play.Controller Shootout: Move one of your Dudes at this location into the current shootout.
eef4b89a-d498-4ea0-ade2-bb2d6f2102b8	Blood of Gold	doomtown/do-unto-others/Doomtown-DoUntoOthers-BloodOfGold.jpg	default	Action	Do Unto Others	Do Unto Others	playerNDeck	J	C	0								F		Noon Kung-Fu Power: Target one of your unbooted Kung-Fu Dudes. Until the end of the game, the Dude has the ability: "Reaction: When this Dude is aced, perform a pull as if he or she were Harrowed (this is not a Harrowed Pull)." Ace this card.
8c51f0ad-4732-4b02-b37b-3767bce772b9	Bloody Ones	doomtown/do-unto-others/Doomtown-DoUntoOthers-BloodyOnes.jpg	default	Dude	Do Unto Others	Do Unto Others	playerNDeck	4	S	3	1		3	Draw	0		Lost Angels	F		Non-Unique. Abomination. Cannot attach Goods. Shootout: Ace one of your Dudes in this location to make the Bloody Ones a Stud until the end of the shootout.
e6182ef4-0e6b-4e4c-a2c3-7b830f6b45dd	Bob Bidwell	doomtown/do-unto-others/Doomtown-DoUntoOthers-BobBidwell.jpg	default	Dude	Do Unto Others	Do Unto Others	playerNDeck	4	S	2	0		2	Draw	0		Drifters	F		Experienced. Noon: All players may reveal their Play hands. Pull 3 times: Players that reveal their Play hand must discard any cards with the same Values (ignoring suits) as the pulls. Players that reveal their Play hand may either gain 3 ghost rock or give one of their Dudes a +2 Influence bonus until after Nightfall.
da509ce9-79bf-423e-977a-49721aa320d8	Boomtown of Soddum	doomtown/do-unto-others/Doomtown-DoUntoOthers-BoomtownOfSoddum.jpg	default	Deed	Do Unto Others	Do Unto Others	playerNDeck	3	D	10		4				2		F		Public. Out of Town. Lost Angels may move from this Deed to Town Square without booting.
59a2cc84-24b4-4754-8dec-cabcaf7441b8	Bradley Sloane	doomtown/do-unto-others/Doomtown-DoUntoOthers-BradleySloane.jpg	default	Dude	Do Unto Others	Do Unto Others	playerNDeck	2	S	2	0		1	Draw	0		Collegium	F		Non-Unique. Bradley gains a +2 Influence bonus while he has a Gadget Horse attached. Shootout: Target a Goods in the opposing posse. Boot a Gadget Horse attached to Bradley to ace the target Goods.
7780f112-2efc-4a54-9bde-2a9c2b7b0470	Brigadier-General Patterson	doomtown/do-unto-others/Doomtown-DoUntoOthers-BrigadierGeneralPatterson.jpg	default	Dude	Do Unto Others	Do Unto Others	playerNDeck	K	S	10	2		2	Stud	4		Texas Rangers	F		Experienced. Shootout: Boot one of your Dudes in this posse with a lower Value than Patterson. Patterson gains a +1 Bullet bonus until the end of the shootout. This action may be performed any number of times per turn.
