databaseId	name	imageUrl	cardBack	type	set	culture	element	traits	initiative	life	speed	experience	damage	setNumbers	text	loadGroupId
set3_03-030	Salarische Tor	anachronism/set3/Anachronism-Set3-SalarischeTor.jpg	default	Special	set3	germanic		special/location	5	0	0	0	0	30	Grober Einmarsch: At the start of each round, if an opponent used a Reveal ability this round, your attack rolls gain +2 this round	playerNPool
set3_03-031	Arminius	anachronism/set3/Anachronism-Set3-Arminius.jpg	default	Warrior	set3	germanic	wind	warrior/male	0	8	3	5	1	31	Waldscharmutzel: After you take an action to move, your next attack and defense rolls gain +1	playerNWarrior
set3_03-032	Tiwaz	anachronism/set3/Anachronism-Set3-Tiwaz.jpg	default	Inspiration	set3	germanic	earth	inspiration/deity	9	0	0	0	0	32	Freier Himmel: After any player makes a critical hit, you may discard this card. If you do, the hit damages the attacker instead of the defender	playerNPool
set3_03-033	Arminius Standarte	anachronism/set3/Anachronism-Set3-ArminiusStandarte.jpg	default	Weapon	set3	germanic		weapon/bludgeon(2 hands)	2	0	0	0	2	33	Durchschlagende Massenandrang: Attacks with this weapon deal +2 damage if the defense roll is less than the defender's initiative	playerNPool
set3_03-034	Rustung Der Romisches Hilfstruppen	anachronism/set3/Anachronism-Set3-RustungDerRomischesHilfstruppen.jpg	default	Armor	set3	germanic		Armor/torso	4	0	0	0	0	34	Leichtgewichtig: Your defense rolls gain +1. If you are missed by an attack and your defense roll is less than the attacker's experience, gain +1 speed on your next turn	playerNPool
set3_03-035	Varusschlacht	anachronism/set3/Anachronism-Set3-Varusschlacht.jpg	default	Special	set3	germanic		special/location	2	0	0	0	0	35	Waldlande: After your opponent uses a card ability to move their warrior, gain +1 speed on your next turn	playerNPool
set3_03-036	Fredegunde	anachronism/set3/Anachronism-Set3-Fredegunde.jpg	default	Warrior	set3	germanic	metal	warrior/female	0	8	3	6	1	36	Betrugerischer Plan: You may make two attacks each turn with each of your knives. Your attack rolls gain +1 while you are directly or diagonally behind the defender	playerNWarrior
set3_03-037	Freya	anachronism/set3/Anachronism-Set3-Freya.jpg	default	Inspiration	set3	germanic	wind	inspiration/deity	4	0	0	0	0	37	Folkvang: After you make a roll, you may discard this card to set your roll equal to any player's initiative for that round	playerNPool
set3_03-038	Vergifteter Dolch	anachronism/set3/Anachronism-Set3-VergifteterDolch.jpg	default	Weapon	set3	germanic	metal	weapon/knife(1 hand)	4	0	0	0	1	38	Schleichendes Gift: At the start of each round, deal 1 damage to each warrior for each time they have been hit by this weapon this game	playerNPool
set3_03-039	Steppumhang	anachronism/set3/Anachronism-Set3-Steppumhang.jpg	default	Armor	set3	germanic	fire	armor/torso	7	0	0	0	0	39	Behagliche Warme: After you take damage, you may discard this card or get -1 speed on your next turn. If you do either, immediately move up to one space	playerNPool
set3_03-040	Schutzherrin Der Meuchelmorder	anachronism/set3/Anachronism-Set3-SchutzherrinDerMeuchelmorder.jpg	default	Special	set3	germanic		special/allies	4	0	0	0	0	40	Sicherer Schlag: All modifiers in any of your attack grids that are less than +0 are increased to +2	playerNPool
set3_03-041	Siegfried	anachronism/set3/Anachronism-Set3-Siegfried.jpg	default	Warrior	set3	germanic		warrior/male	0	7	3	7	1	41	Solides Fundament: Your defense rolls that are less than 8 are increased to 8	playerNWarrior
set3_03-042	Krimhild	anachronism/set3/Anachronism-Set3-Krimhild.jpg	default	Inspiration	set3	germanic		inspiration/female	5	0	0	0	0	42	Schildmaid: At the start of any round, you may give all of your attack rolls for that round -1. If you do, gain +2 experience and your defense rolls for that round gain +1	playerNPool
set3_03-043	Balmung	anachronism/set3/Anachronism-Set3-Balmung.jpg	default	Weapon	set3	germanic		weapon/sword(1 hand)	3	0	0	0	1	43	Wild um sich schlagen - Action: Once per round, your next attack this round with this weapon deals +2 damage	playerNPool
set3_03-044	Tarnkappe	anachronism/set3/Anachronism-Set3-Tarnkappe.jpg	default	Armor	set3	germanic		armor/torso	0	0	0	0	0	44	Sich einfugen: Your defense rolls gain +2. If you move more than once in a turn or are hit, you lose this bonus until the start of the next round	playerNPool
set3_03-045	Bad Im Drachenblut	anachronism/set3/Anachronism-Set3-BadImDrachenblut.jpg	default	Special	set3	germanic		special/item	6	0	0	0	0	45	Unverwundbar: Attacks against you deal -1 damage, to a minimum of 0, for each die in the attack roll that is a 6	playerNPool
set3_03-046	Theoderich Der Grosse	anachronism/set3/Anachronism-Set3-TheoderichDerGrosse.jpg	default	Warrior	set3	germanic	earth	warrior/male	0	7	3	6	1	46	Nachtlicher Angriff: Once per round, after an attack misses you, you may immediately make an attack, if possible. If you do, you get -1 speed on your next turn. This attack deals +1 damage	playerNWarrior
set3_03-047	Boethius	anachronism/set3/Anachronism-Set3-Boethius.jpg	default	Inspiration	set3	germanic	aether	inspiration/male	6	0	0	0	0	47	Schutzbefohlene: At the start of each round, if no opponent reveals a card with greater initiative than this card, gain +1 speed for this round	playerNPool
set3_03-048	Kriegsaxt	anachronism/set3/Anachronism-Set3-Kriegsaxt.jpg	default	Weapon	set3	germanic		weapon/axe(1 hand)	4	0	0	0	1	48	Schwertbrecher: If the defender has a sword, you may attack them with this weapon twice each turn, and these attacks deal +2 damage	playerNPool
set3_03-049	Lorica hamata	anachronism/set3/Anachronism-Set3-LoricaHamata.jpg	default	Armor	set3	germanic		armor/torso	3	0	0	0	0	49	Anpassungsfahig: Opponents' attack rolls against you cannot gain bonuses larger than +3	playerNPool
set3_03-050	Magister Militum	anachronism/set3/Anachronism-Set3-MagisterMilitum.jpg	default	Special	set3	germanic		special/title	2	0	0	0	0	50	Heldenanerkennung - Reveal: If any player has made a critical hit this game, all of your rolls gain +1 for the rest of the game	playerNPool
set3_03-051	Makataimeshekiakiak	anachronism/set3/Anachronism-Set3-Makataimeshekiakiak.jpg	default	Warrior	set3	native american	wood	warrior/male	0	7	3	5	1	51	Wakhanya? Naiczin: Critical hits against you deal normal damage. Your weapon attacks against warriors with one-handed weapons deal +1 damage	playerNWarrior
set3_03-052	Inyan	anachronism/set3/Anachronism-Set3-Inyan.jpg	default	Inspiration	set3	native american	fire	inspiration/deity	6	0	0	0	0	52	Inyan Ihangyephicasni: If you are an Earth, Metal, or Wood warrior, and you are hit by a critical hit, the attack does not deal damage until the end of your next turn. You gain +2 speed on that turn	playerNPool
set3_03-053	Inyan Wahukheza	anachronism/set3/Anachronism-Set3-InyanWahukheza.jpg	default	Weapon	set3	native american		weapon/polearm(2 hands)	1	0	0	0	2	53	Pahlogya Chapha: After an opponent uses an Action ability, you may immediately make an attack with this weapon, if possible	playerNPool
set3_03-054	Wakte Wahachanka	anachronism/set3/Anachronism-Set3-WakteWahachanka.jpg	default	Armor	set3	native american		armor/shield(1 hand)	7	0	0	0	0	54	Blihiciya: Once per round, when you hit with a basic attack, you may have it deal 0 damage. If you do, all of your rolls this game gain +1	playerNPool
set3_03-055	Okichize Channunpa	anachronism/set3/Anachronism-Set3-OkichizeChannunpa.jpg	default	Special	set3	native american		special/item	4	0	0	0	0	55	Okichize un Yuwinyeyapi: Your support cards gain +4 initiative. At the start of each round, if you won initiative, your attack rolls this round gain +1	playerNPool
set3_03-056	Mahpiya Luta	anachronism/set3/Anachronism-Set3-MahpiyaLuta.jpg	default	Warrior	set3	native american	wood	warrior/male	0	9	3	3	1	56	Okhithanin: After you are hit by a weapon, your first attack of your next turn gains a damage bonus equal to the attacker's weapon's base damage	playerNWarrior
set3_03-057	Wi	anachronism/set3/Anachronism-Set3-Wi.jpg	default	Inspiration	set3	native american	aether	inspiration/deity	7	0	0	0	0	57	Wanikiya - Reveal: If this is the first card you reveal this game, the initiative of your support cards and all your rolls gain +2. After an opponent rolls doubles, discard this card	playerNPool
set3_03-058	Chehupahu Chanksa	anachronism/set3/Anachronism-Set3-ChehupahuChanksa.jpg	default	Weapon	set3	native american		weapon/bludgeon(1 hand)	3	0	0	0	0	58	Weeyala s'e Yahtake: Your basic attack rolls gain +2	playerNPool
set3_03-059	Nape Luta Wahachanka	anachronism/set3/Anachronism-Set3-NapeLutaWahachanka.jpg	default	Armor	set3	native american		armor/shield(1 hand)	2	0	0	0	0	59	Blihelya Naicizin: If you have less experience than the attacker's initiative for this round, your defense rolls gain +2	playerNPool
set3_03-060	Ithanchan Thawaphaha	anachronism/set3/Anachronism-Set3-IthanchanThawaphaha.jpg	default	Special	set3	native american		special/head	5	0	0	0	0	60	Woohitike: Once per turn, when you make an attack or defense roll, you may deal 1 damage to your warrior to re-roll one or both dice. The re-roll gains +2	playerNPool
set3_03-061	Thasunka Witko	anachronism/set3/Anachronism-Set3-ThasunkaWitko.jpg	default	Warrior	set3	native american	fire	warrior/male	0	7	3	4	1	61	Tokhel H'anphica Sni: While you have 3 or less life, all of your rolls gain +2	playerNWarrior
set3_03-062	Wakinyan Sunkawakhan	anachronism/set3/Anachronism-Set3-WakinyanSunkawakhan.jpg	default	Inspiration	set3	native american	wind	inspiration/deity	8	0	0	0	0	62	Thehiya Okhicamna: When you make a roll, it gains +2 if the dice are consecutive numbers and you are a Fire, Water, or Wind warrior	playerNPool
set3_03-063	Itazipa Blaska	anachronism/set3/Anachronism-Set3-ItazipaBlaska.jpg	default	Weapon	set3	native american		weapon/ranged(2 hands)	8	0	0	0	2	63	- Reveal: If the next card you reveal is an Inspiration, you gain +1 speed for that round	playerNPool
set3_03-064	Wakinyan Wahachanka	anachronism/set3/Anachronism-Set3-WakinyanWahachanka.jpg	default	Armor	set3	native american		armor/shield(1 hand)	4	0	0	0	0	64	If you are hit, you may reduce the damage to 1. If you do, you get -1 speed on your next turn	playerNPool
set3_03-065	Heyokha	anachronism/set3/Anachronism-Set3-Heyokha.jpg	default	Special	set3	native american		special/allies	4	0	0	0	0	65	Once each round, after an opponent rolls consecutive numbers, deal 1 damage to that warrior	playerNPool
set3_03-066	Thathanka Iyotake	anachronism/set3/Anachronism-Set3-ThathankaIyotake.jpg	default	Warrior	set3	native american	earth	warrior/male/cavalry	0	7	3	9	1	66	Your attack rolls made during the last action of your turn gain +2	playerNWarrior
set3_03-067	Wakhan Thanka	anachronism/set3/Anachronism-Set3-WakhanThanka.jpg	default	Inspiration	set3	native american	wood	inspiration/deity	6	0	0	0	0	67	This card's initiative value cannot be changed.   - Reveal: Move your warrior up to one space. Turn this card face down and swap it with another of your face-down cards. Turn the other card face up	playerNPool
set3_03-068	Wanhi Chanhpi	anachronism/set3/Anachronism-Set3-WanhiChanhpi.jpg	default	Weapon	set3	native american		weapon/axe(1 hand)	2	0	0	0	1	68	After you hit with this weapon, if you do not have an Armor in play, the defender's attack rolls on their next turn cannot be increased	playerNPool
set3_03-069	Wanagi Wachipi Wahachanka	anachronism/set3/Anachronism-Set3-WanagiWachipiWahachanka.jpg	default	Armor	set3	native american		armor/shield(1 hand)	6	0	0	0	0	69	Your defense rolls gain +3 against attacks that deal more than their base damage	playerNPool
set3_03-070	Wanagi Wachipi	anachronism/set3/Anachronism-Set3-WanagiWachipi.jpg	default	Special	set3	native american		special/ability	5	0	0	0	0	70	- Action: If you are adjacent to a warrior, move to another space adjacent to that warrior. Your next attack roll this turn gains +2	playerNPool
set3_03-071	Tecumtha	anachronism/set3/Anachronism-Set3-Tecumtha.jpg	default	Warrior	set3	native american	water	warrior/male	0	8	3	5	1	71	Once per round, before you make a defense roll, you may choose to reduce the roll by 2. If you do and the attack misses, gain 2 life	playerNWarrior
set3_03-072	Hanblecheyapi	anachronism/set3/Anachronism-Set3-Hanblecheyapi.jpg	default	Inspiration	set3	native american	aether	inspiration/quest	9	0	0	0	0	72	After any player rolls doubles, gain +1 speed on your next turn	playerNPool
set3_03-073	Inyanmila	anachronism/set3/Anachronism-Set3-Inyanmila.jpg	default	Weapon	set3	native american		weapon/knife(1 hand)	2	0	0	0	1	73	Immediately before you attack with this weapon, you may move up to one space	playerNPool
set3_03-074	Magazu Thokaheya Wahachanka	anachronism/set3/Anachronism-Set3-MagazuThokaheyaWahachanka.jpg	default	Armor	set3	native american		armor/shield(1 hand)	8	0	0	0	0	74	At the end of the round, if you are a Water warrior and in an opponent's attack grid, move up to two spaces	playerNPool
set3_03-075	Wophiye Wakhan	anachronism/set3/Anachronism-Set3-WophiyeWakhan.jpg	default	Special	set3	native american		special/item	4	0	0	0	0	75	- Reveal: Roll one die and place it on this card. Once each turn, you may swap one of the dice in one of your rolls with the die on this card. At the end of the round, increase the die on this card by 1 if possible	playerNPool
set3_03-076	Calum III	anachronism/set3/Anachronism-Set3-CalumIII.jpg	default	Warrior	set3	scottish	water	warrior/male	0	7	3	8	1	76	Diongbhaltas - Action: Move to any space in any of your attack grids	playerNWarrior
set3_03-077	Naomh Maireid	anachronism/set3/Anachronism-Set3-NaomhMaireid.jpg	default	Inspiration	set3	scottish	aether	inspiration/female	2	0	0	0	0	77	F�or-Choisrigte: After you roll doubles on a non-attack roll, your next attack roll is considered to be doubles	playerNPool
set3_03-078	Claidmeamh-Catha Da-Laimhe	anachronism/set3/Anachronism-Set3-ClaidmeamhCathaDaLaimhe.jpg	default	Weapon	set3	scottish		weapon/sword(2 hands)	4	0	0	0	2	78	Ionnsaigh-Sparraidh: After you hit with this weapon, roll two dice. If the total is less than your experience, move the defender to any space in this weapon's attack grid	playerNPool
set3_03-079	Ceannasg Mailleach	anachronism/set3/Anachronism-Set3-CeannasgMailleach.jpg	default	Armor	set3	scottish		armor/head	3	0	0	0	0	79	Air Fhaiceall ro Chunnart: After you are hit, if the defense roll plus two is greater than the attack roll, the attack deals -1 damage, to a minimum of 0	playerNPool
set3_03-080	Cumhnant Briste	anachronism/set3/Anachronism-Set3-CumhnantBriste.jpg	default	Special	set3	scottish		special/item	0	0	0	0	0	80	Brathadh: At the start of any round, you may discard this card. If you do, all opponents' rolls this round get -1 and you may discard an opponent's item	playerNPool
set3_03-081	Rob Ruadh Macgriogair	anachronism/set3/Anachronism-Set3-RobRuadhMacgriogair.jpg	default	Warrior	set3	scottish	earth	warrior/male	0	7	3	8	1	81	Fear-Claidheimh: Your attack rolls with swords gain +1. Your attack and defense rolls gain +1 against an opponent with a sword	playerNWarrior
set3_03-082	Ar-A-Mach Crabhach	anachronism/set3/Anachronism-Set3-ArAMachCrabhach.jpg	default	Inspiration	set3	scottish	fire	inspiration/quest	5	0	0	0	0	82	Aon Fhior-Chreideamh: Warriors without Inspirations in play cannot gain bonuses to their defense rolls	playerNPool
set3_03-083	Claidheamh Leathann	anachronism/set3/Anachronism-Set3-ClaidheamhLeathann.jpg	default	Weapon	set3	scottish		weapon/sword(1 hand)	5	0	0	0	2	83	Marbhaiche Each: While the defender has a cavalry card, this weapon deals +1 damage	playerNPool
set3_03-084	Targaid Ghaidhealach	anachronism/set3/Anachronism-Set3-TargaidGhaidhealach.jpg	default	Armor	set3	scottish		armor/shield(1 hand)	5	0	0	0	0	84	Crub Fodha: Your defense rolls gain +2 against two-handed weapon attacks	playerNPool
set3_03-085	Bonaid Tri-Iteagan	anachronism/set3/Anachronism-Set3-BonaidTriIteagan.jpg	default	Special	set3	scottish		special/head	3	0	0	0	0	85	Moit na Reisimeid - Reveal: Whenever you would roll two dice this round, roll three dice instead and choose which two to use	playerNPool
set3_03-086	Raibeart Brus	anachronism/set3/Anachronism-Set3-RaibeartBrus.jpg	default	Warrior	set3	scottish	metal	warrior/male	0	7	3	7	1	86	A' Feitheamh Ri Fath - Action: Once per round, your attack rolls with axes this round gain +1 for each of your face-up support cards. Your next axe attack this turn deals +1 damage	playerNWarrior
set3_03-087	Damhan-Allaidh Leantalach	anachronism/set3/Anachronism-Set3-DamhanAllaidhLeantalach.jpg	default	Inspiration	set3	scottish	wood	Inspiration/item	8	0	0	0	0	87	Meanbh-Charaid: If you are a Metal, Wind, or Wood warrior, your first attack roll of each round gains +2	playerNPool
set3_03-088	Tuagh-Chatha Albannach	anachronism/set3/Anachronism-Set3-TuaghChathaAlbannach.jpg	default	Weapon	set3	scottish		weapon/axe(1 hand)	6	0	0	0	2	88	Innleachd Chunnartach: After an opponent re-rolls, swaps, increases or decreases the value of any number of dice, your next attack with this weapon deals +1 damage	playerNPool
set3_03-089	Clogaid Phembridge	anachronism/set3/Anachronism-Set3-ClogaidPhembridge.jpg	default	Armor	set3	scottish		armor/head	4	0	0	0	0	89	Do-chrathte: Once per round, when you are attacked, replace your opponent's modifier from their attack grid with any modifier from any of their attack grids	playerNPool
set3_03-090	Crun na H-Alba	anachronism/set3/Anachronism-Set3-CrunNaHAlba.jpg	default	Special	set3	scottish		special/head	3	0	0	0	0	90	Tagair Ughdaras - Action: If you have no Armor in play, reduce all bonuses to your opponent's rolls this round to 0. You may use another head card	playerNPool
set3_03-091	Sgathach An Eilein Sgiathanaich	anachronism/set3/Anachronism-Set3-SgathachAnEileinSgiathanaich.jpg	default	Warrior	set3	scottish	water	warrior/female	0	8	3	4	1	91	Ban-Fhaidh: If your attack roll matches any players' initiative for any round, that attack deals +1 damage	playerNWarrior
set3_03-092	Iombhas Forasna	anachronism/set3/Anachronism-Set3-IombhasForasna.jpg	default	Inspiration	set3	scottish	aether	inspiration/ability	4	0	0	0	0	92	Na Bhios Ann: Once per round, after an attack or defense roll, you may increase one of the dice you rolled by 1 and decrease one of the dice your opponent rolled by 1	playerNPool
set3_03-093	Tuisg Na Greige	anachronism/set3/Anachronism-Set3-TuisgNaGreige.jpg	default	Weapon	set3	scottish		weapon/sword(2 hands)	7	0	0	0	2	93	Lannan 'nan Cuairteagan: If you are allowed to have more than one weapon this game and are an Aether, Water, or Wind warrior, you may attack with this weapon twice each turn. The second attack roll with this weapon each turn gains +2	playerNPool
set3_03-094	Caithbheart-Chuim Leathrach	anachronism/set3/Anachronism-Set3-CaithbheartChuimLeathrach.jpg	default	Armor	set3	scottish		armor/torso	2	0	0	0	0	94	Gluasadachd: At the start of each round, if you did not win initiative, you may immediately take one action. If you do, you get -1 speed this round	playerNPool
set3_03-095	Craobh Nan Clach	anachronism/set3/Anachronism-Set3-CraobhNanClach.jpg	default	Special	set3	scottish		special/item	8	0	0	0	0	95	Binn Ciontaich: At the start of each round, if you win initiative, you may rotate an Aether, Fire, or Metal warrior	playerNPool
set3_03-096	Uilleam Uallas	anachronism/set3/Anachronism-Set3-UilleamUallas.jpg	default	Warrior	set3	scottish	wood	warrior/male	0	7	3	1	1	96	Cridhe na Gaisgeachd: Your first attack each round with a two-handed non-ranged weapon deals +1 damage. You take +1 damage from critical hits	playerNWarrior
set3_03-097	Cluaran Na H-Alba	anachronism/set3/Anachronism-Set3-CluaranNaHAlba.jpg	default	Inspiration	set3	scottish	wood	inspiration/emblem	3	0	0	0	0	97	Cha Togar M' Fhearg Gun Dioladh: Once per round, after you are hit by an opponent without an Armor in play, your next attack deals +2 damage	playerNPool
set3_03-098	Claidheamh-Mor Gaidhealach	anachronism/set3/Anachronism-Set3-ClaidheamhMorGaidhealach.jpg	default	Weapon	set3	scottish		weapon/sword(2 hands)	1	0	0	0	2	98	Gearradh Bacaidh: Whenever you hit an opponent with this weapon, their defense rolls get -1 for the rest of the game	playerNPool
set3_03-099	Caithbheart-Ruighe Leathrach	anachronism/set3/Anachronism-Set3-CaithbheartRuigheLeathrach.jpg	default	Armor	set3	scottish		armor/arms	5	0	0	0	0	99	Basbaireadh Tuiteamach: Once per turn, after you are missed by an attack, you may immediately make a basic attack against an adjacent opponent at +0. You may use another Armor	playerNPool
set3_03-100	Sporan	anachronism/set3/Anachronism-Set3-Sporan.jpg	default	Special	set3	scottish		special/item	1	0	0	0	0	100	Brigh a Bharrachd: After you roll a 1 on any of your dice, you may re-roll that die	playerNPool
set4_04-001	Benrig Medb	anachronism/set4/Anachronism-Set4-BenrigMedb.jpg	default	Warrior	set4	irish	water	warrior/female	0	7	3	7	1	1	Slaintiuil: twice each round, when an opposing player would gain life, you gain the life instead	playerNWarrior
set4_04-002	Anu	anachronism/set4/Anachronism-Set4-Anu.jpg	default	Inspiration	set4	irish	fire	inspiration/deity	5	0	0	0	0	2	an mhathair uachtaran reveal: gain 2 life.  All of your rolls during your turn this round gain +1.	playerNPool
set4_04-003	Slea Bladhmadh	anachronism/set4/Anachronism-Set4-SleaBladhmadh.jpg	default	Weapon	set4	irish		weapon/polearm(2 hands)	7	0	0	0	2	3	glechlaiomh: Attacks with this weapon deal +1 damage while you have a fire inpiration in play	playerNPool
set4_04-004	Brat Derg	anachronism/set4/Anachronism-Set4-BratDerg.jpg	default	Armor	set4	irish		armor/torso	3	0	0	0	0	4	Seasmh Uasal: Attacks against you cannot gain damage bonuses if the attacker has fewer cards that match their warrior's culture than you have that match yours.	playerNPool
set4_04-005	Donn Cuailnge	anachronism/set4/Anachronism-Set4-DonnCuailnge.jpg	default	Special	set4	irish		special/ally	8	0	0	0	0	5	Sa: If you hit twice in the same turn, you may immediately make a basic attack, if possible.  This attack deals +1 damage.	playerNPool
set4_04-006	Brian Boru	anachronism/set4/Anachronism-Set4-BrianBoru.jpg	default	Warrior	set4	irish	fire	warrior/male	0	7	3	8	1	6	Dioltas: You gain +1 speed during the first round of the game if you are opposing a Norse warrior.  Andara Buille - Action: Once each game, make an attack with one of your weapons, if possible.  After the attack, set your experience to 0.	playerNWarrior
set4_04-007	Ard Ri	anachronism/set4/Anachronism-Set4-ArdRi.jpg	default	Inspiration	set4	irish	earth	inspiration/quest	4	0	0	0	0	7	Muinteartha le Cath:  Your attack and defense rolls gain +1 against a warrior who has equal or fewer support cards that match their warrior's culture than you have that match yours.	playerNPool
set4_04-008	Cliabh Mor	anachronism/set4/Anachronism-Set4-CliabhMor.jpg	default	Weapon	set4	irish		weapon/sword(2 hands)	5	0	0	0	2	8	Luascadh Trom: If you hit with this weapon, the defender's next support card gets -5 initiative.	playerNPool
set4_04-009	Maille Na Lub	anachronism/set4/Anachronism-Set4-MailleNaLub.jpg	default	Armor	set4	irish		armor/torso	3	0	0	0	0	9	Saraonadh: When you are attacked by a sword, axe, or knife, the attacker may choose to reduce their attack roll bonuses to 0. If they do not, the attack deals -1 damage to a minimum of 1.	playerNPool
set4_04-010	Cluain Tairbh	anachronism/set4/Anachronism-Set4-CluainTairbh.jpg	default	Special	set4	irish		special/location	2	0	0	0	0	10	An Staitse a Reiteach - Reveal: Place this card in any space in the arena.  Buntaiste Bhaile: The first defense roll made each turn by opposing warriors in or adjacent to this card's space get -2.	playerNPool
set4_04-011	Cu Chulainn	anachronism/set4/Anachronism-Set4-CuChulainn.jpg	default	Warrior	set4	irish	fire	warrior/male	0	7	3	7	1	11	Fioch Fola: At the start of each of your turns, if any opponent revealed a support card that round with initiative equal to or higher than your life, you may move them to any space in your basic attack grid.  If you do, you cannot move more than once during that turn.	playerNWarrior
set4_04-012	Mor Rioghain	anachronism/set4/Anachronism-Set4-MorRioghain.jpg	default	Inspiration	set4	irish	fire	inspiration/deity	1	0	0	0	0	12	Plean Cliste: Once each round, after an opposing warrior gains life, gain +1 speed for the rest of the game.	playerNPool
set4_04-013	Gae Bolg	anachronism/set4/Anachronism-Set4-GaeBolg.jpg	default	Weapon	set4	irish		weapon/polearm(2 hands)	6	0	0	0	2	13	Ionsai: After you hit with this weapon, your opponent may choose to get -3 on their next roll.  If they do not, deal 1 damage to that warrior.	playerNPool
set4_04-014	Duban	anachronism/set4/Anachronism-Set4-Duban.jpg	default	Armor	set4	irish		armor/shield(1 hand)	0	0	0	0	0	14	Seasamh Ildanach: If you lost initiative this round, you may re-roll one die of one of your attack rolls and one die of one of your defense rolls this round.	playerNPool
set4_04-015	Bas Sheasamhach	anachronism/set4/Anachronism-Set4-BasSheasamhach.jpg	default	Special	set4	irish		special/code	8	0	0	0	0	15	Comhartha Misneach - Reveal: If you lost the previous game, gain 2 life and +3 experience. Otherwise, gain 1 life and +1 experience.	playerNPool
set4_04-016	Donal McCarthaigh Mor	anachronism/set4/Anachronism-Set4-DonalMcCarthaighMor.jpg	default	Warrior	set4	irish	metal	warrior/male	0	8	3	5	1	16	Iomaiocht: At the start of this game, choose an opposing warrior.  At the end of this game, for the rest of the match, your warrior gains +1 speed against warriors of the chosen warrior's culture.  Aisghairm:  Whenever an opponent reveals a card from a different culture than their warrior, the get -2 experience.	playerNWarrior
set4_04-017	Dli Breithim	anachronism/set4/Anachronism-Set4-DliBreithim.jpg	default	Inspiration	set4	irish	wood	inspiration/code	5	0	0	0	0	17	Breithiunas: After an opponent gains a speed bonus from one of their own card abilities or reveals a support card with an initiative greater than 7, deal 1 damage to that warrior.	playerNPool
set4_04-018	Slea Le Scian Le Cuma Duilleog	anachronism/set4/Anachronism-Set4-SleaLeScianLeCumaDuilleog.jpg	default	Weapon	set4	irish		weapon/polearm(2 hands)	9	0	0	0	2	18	Creacht a Thaoscadh: After an opposing warrior gains life from one of their card abilities, you may immediately attack that warrior with this weapon, if possible.	playerNPool
set4_04-019	Torc Orga	anachronism/set4/Anachronism-Set4-TorcOrga.jpg	default	Armor	set4	irish		armor/item	3	0	0	0	0	19	Or Soilseach: You gain +1 speed during the fourth and fifth rounds.  Opposing cards cannot reduce your attack rolls, defense rolls, speed, or experience.	playerNPool
set4_04-020	Siuloir Na Cosach Croise	anachronism/set4/Anachronism-Set4-SiuloirNaCosachCroise.jpg	default	Special	set4	irish		special/item	1	0	0	0	0	20	Ag Siuil ar Chos Chroise: Your warrior is not affected by opposing support cards in spaces in the arena.  Abhog Mor: Once each round, after you roll doubles, you may move one space.	playerNPool
set4_04-021	Finn MacCumhaill	anachronism/set4/Anachronism-Set4-FinnMacCumhaill.jpg	default	Warrior	set4	irish	water	warrior/male	0	7	3	5	1	21	Caide agus Comhghuaillith: At the start of each round, you may discard one of your face-up support cards.  If you do, put an ally card in your discard pile into play face-up.  If that card has a Reveal ability, use it immediately.  This ability cannot return any one ally to play more than once each game.	playerNWarrior
set4_04-022	An Bradain Fease	anachronism/set4/Anachronism-Set4-AnBradainFease.jpg	default	Inspiration	set4	irish	water	inspiration/mystic	6	0	0	0	0	22	Eagnaiocht: At the star of each round, each opponent who reveals a card with higher initiative than this card gets -1 to all their rolls that round.	playerNPool
set4_04-023	Mac An Luin	anachronism/set4/Anachronism-Set4-MacAnLuin.jpg	default	Weapon	set4	irish		weapon/sword(1 hand)	4	0	0	0	2	23	Tonn: If you have a Water inspiration in play, you may use this weapon to attack any adjacent warrior at +2.  Much: when you attack, if the attack and defense rolls tie, deal 1 damage to the defender.	playerNPool
set4_04-024	Sgiath Gailbhinn	anachronism/set4/Anachronism-Set4-SgiathGailbhinn.jpg	default	Armor	set4	irish		armor/shield(1 hand)	0	0	0	0	0	24	Cur I dTaca: Once each round, before you make a defense roll, your roll gains +2.  Clifeal: Once each match, before you make an attack roll, if this card is in your discard pile, that attack roll gains +2.	playerNPool
set4_04-025	Bran Agus Sceolang	anachronism/set4/Anachronism-Set4-BranAgusSceolang.jpg	default	Special	set4	irish		special/allies	5	0	0	0	0	25	Canairt Cogaidh - Reveal: Place this card in any space in the arena.  Ciap: At the end of each round, you may make one basic attack at +2 against each opposing warrior In the same square as, or adjacent to this card. This attack deals no mor than 1 damage.	playerNPool
set4_04-026	Ariki Te Wherowhero	anachronism/set4/Anachronism-Set4-ArikiTeWherowhero.jpg	default	Warrior	set4	maori	earth	warrior/male	0	8	3	5	1	26	Rehu: Once each round, when you hit with a bludgeon and the defender has no armor in play, the defender's next roll gets -2.  Tika: your attack rolls with bludgeons gain +1.	playerNWarrior
set4_04-027	Treaty of Waitangi	anachronism/set4/Anachronism-Set4-TreatyOfWaitangi.jpg	default	Inspiration	set4	maori	earth	inspiration/item	1	0	0	0	0	27	Whakawirli Teka - Reveal: Choose another warrior.  Exchange the experience values of your warrior and the chosen warrior.	playerNPool
