databaseId	name	imageUrl	cardBack	type	deck	alignment	attribute	power	resistance	control	rarity	errata	text	packName	set	loadGroupId
Limited_Martial_Law	Martial Law	inwo/limited-edition/Inwo-LimitedEdition-MartialLaw.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Martyrs	Martyrs	inwo/limited-edition/Inwo-LimitedEdition-Martyrs.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Mass_Murder	Mass Murder	inwo/limited-edition/Inwo-LimitedEdition-MassMurder.jpg	master	Plot	Master		Requires Media or Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Media_Blitz	Media Blitz	inwo/limited-edition/Inwo-LimitedEdition-MediaBlitz.jpg	master	Plot	Master		Requires Media Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Media_Connections	Media Connections	inwo/limited-edition/Inwo-LimitedEdition-MediaConnections.jpg	master	Plot	Master		Requires Media Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Messiah	Messiah	inwo/limited-edition/Inwo-LimitedEdition-Messiah.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Miracle_Diet_Plan	Miracle Diet Plan	inwo/limited-edition/Inwo-LimitedEdition-MiracleDietPlan.jpg	master	Plot	Master		Requires Media Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Mistaken_Identity	Mistaken Identity	inwo/limited-edition/Inwo-LimitedEdition-MistakenIdentity.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Mob_Influence	Mob Influence	inwo/limited-edition/Inwo-LimitedEdition-MobInfluence.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Monopoly	Monopoly	inwo/limited-edition/Inwo-LimitedEdition-Monopoly.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Mothers_March	Mothers' March	inwo/limited-edition/Inwo-LimitedEdition-MothersMarch.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Murphys_Law	Murphy's Law	inwo/limited-edition/Inwo-LimitedEdition-MurphysLaw.jpg	master	Plot	Master		Requires All Illuminati Actions				U			Limited Edition	Limited	playerNPlotDeck
Limited_Mutual_Betrayal	Mutual Betrayal	inwo/limited-edition/Inwo-LimitedEdition-MutualBetrayal.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Nationalization	Nationalization	inwo/limited-edition/Inwo-LimitedEdition-Nationalization.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Never_Surrender	Never Surrender	inwo/limited-edition/Inwo-LimitedEdition-NeverSurrender.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_New_Blood	New Blood	inwo/limited-edition/Inwo-LimitedEdition-NewBlood.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_New_Federal_Budget	New Federal Budget	inwo/limited-edition/Inwo-LimitedEdition-NewFederalBudget.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power's worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Nice_Idea_Its_Mine_Now	Nice Idea. It's Mine Now.	inwo/limited-edition/Inwo-LimitedEdition-NiceIdeaItsMineNow.jpg	master	Plot	Master		Requires Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Nobel_Peace_Prize	Nobel Peace Prize	inwo/limited-edition/Inwo-LimitedEdition-NobelPeacePrize.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Opportunity_Knocks	Opportunity Knocks	inwo/limited-edition/Inwo-LimitedEdition-OpportunityKnocks.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Payoff	Payoff	inwo/limited-edition/Inwo-LimitedEdition-Payoff.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Pledge_Drive	Pledge Drive	inwo/limited-edition/Inwo-LimitedEdition-PledgeDrive.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power's worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Power_Corrupts	Power Corrupts	inwo/limited-edition/Inwo-LimitedEdition-PowerCorrupts.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Power_Grab	Power Grab	inwo/limited-edition/Inwo-LimitedEdition-PowerGrab.jpg	master	Plot	Master		Ends Turn				C			Limited Edition	Limited	playerNPlotDeck
Limited_Privatization	Privatization	inwo/limited-edition/Inwo-LimitedEdition-Privatization.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Privileged_Attack	Privileged Attack	inwo/limited-edition/Inwo-LimitedEdition-PrivilegedAttack.jpg	master	Plot	Master		May Require Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Pulitzer_Prize	Pulitzer Prize	inwo/limited-edition/Inwo-LimitedEdition-PulitzerPrize.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Purge	Purge	inwo/limited-edition/Inwo-LimitedEdition-Purge.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Reach_Out	Reach Out . . .	inwo/limited-edition/Inwo-LimitedEdition-ReachOut.jpg	master	Plot	Master		Requires_Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Read_My_Lips	Read My Lips	inwo/limited-edition/Inwo-LimitedEdition-ReadMyLips.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Red_Scare	Red Scare	inwo/limited-edition/Inwo-LimitedEdition-RedScare.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power's worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Reload	Reload!	inwo/limited-edition/Inwo-LimitedEdition-Reload.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power’s worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Reorganization	Reorganization	inwo/limited-edition/Inwo-LimitedEdition-Reorganization.jpg	master	Plot	Master		Requires_Illuminati Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Resistance_Is_Useless	Resistance Is Useless!	inwo/limited-edition/Inwo-LimitedEdition-ResistanceIsUseless.jpg	master	Plot	Master		Requires Media Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Revolution	Revolution!	inwo/limited-edition/Inwo-LimitedEdition-Revolution.jpg	master	Plot	Master		Requires Action				U			Limited Edition	Limited	playerNPlotDeck
Limited_Rewriting_History	Rewriting History	inwo/limited-edition/Inwo-LimitedEdition-RewritingHistory.jpg	master	Plot	Master		Requires Media or Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Sabotage	Sabotage	inwo/limited-edition/Inwo-LimitedEdition-Sabotage.jpg	master	Plot	Master		Requires Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Save_the_Whales	Save the Whales	inwo/limited-edition/Inwo-LimitedEdition-SaveTheWhales.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Savings_&_Loan_Scam	Savings & Loan Scam	inwo/limited-edition/Inwo-LimitedEdition-SavingsLoanScam.jpg	master	Plot	Master		Requires Action				U			Limited Edition	Limited	playerNPlotDeck
Limited_Scandal	Scandal	inwo/limited-edition/Inwo-LimitedEdition-Scandal.jpg	master	Plot	Master		Requires Media Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Secrets_Man_Was_Not_Meant_To_Know	Secrets Man Was Not Meant To Know	inwo/limited-edition/Inwo-LimitedEdition-SecretsManWasNotMeantToKnow.jpg	master	Plot	Master		Requires Discards or All Illuminati Actions				U			Limited Edition	Limited	playerNPlotDeck
Limited_Seize_The_Time	Seize The Time!	inwo/limited-edition/Inwo-LimitedEdition-SeizeTheTime.jpg	master	Plot	Master						U	Requires an Illuminati action, and cannot be used on your first turn. It does not give the Illuminati any new Action tokens, and you cannot draw cards or play any Plots during your extra turn.		Limited Edition	Limited	playerNPlotDeck
Limited_Self-Esteem	Self-Esteem	inwo/limited-edition/Inwo-LimitedEdition-SelfEsteem.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Senate_Investigating_Committee	Senate Investigating Committee	inwo/limited-edition/Inwo-LimitedEdition-SenateInvestigatingCommittee.jpg	master	Plot	Master		Requires Government Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Slush_Fund	Slush Fund	inwo/limited-edition/Inwo-LimitedEdition-SlushFund.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Spasm_of_Violence	Spasm of Violence	inwo/limited-edition/Inwo-LimitedEdition-SpasmOfViolence.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Stealing_The_Plans	Stealing The Plans	inwo/limited-edition/Inwo-LimitedEdition-StealingThePlans.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Stock_Split	Stock Split	inwo/limited-edition/Inwo-LimitedEdition-StockSplit.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Straighten_Up	Straighten Up	inwo/limited-edition/Inwo-LimitedEdition-StraightenUp.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Sucked_Dry_And_Cast_Aside	Sucked Dry And Cast Aside!	inwo/limited-edition/Inwo-LimitedEdition-SuckedDryAndCastAside.jpg	master	Plot	Master						U			Limited Edition	Limited	playerNPlotDeck
Limited_Sweeping_Reforms	Sweeping Reforms	inwo/limited-edition/Inwo-LimitedEdition-SweepingReforms.jpg	master	Plot	Master		Requires Media Action				U			Limited Edition	Limited	playerNPlotDeck
Limited_Sweepstakes_Prize	Sweepstakes Prize	inwo/limited-edition/Inwo-LimitedEdition-SweepstakesPrize.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Swiss_Bank_Account	Swiss Bank Account	inwo/limited-edition/Inwo-LimitedEdition-SwissBankAccount.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Talisman_of_Ahrimanes	Talisman of Ahrimanes	inwo/limited-edition/Inwo-LimitedEdition-TalismanOfAhrimanes.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Tax_Breaks	Tax Breaks	inwo/limited-edition/Inwo-LimitedEdition-TaxBreaks.jpg	master	Plot	Master						U	Now require an Illuminati action and reload only 5 Power's worth of tokens, or any one Group of any Power. The rules now make it explicit that you cannot "reload" a group on the turn it is captured.		Limited Edition	Limited	playerNPlotDeck
Limited_Terrorist_Nuke	Terrorist Nuke	inwo/limited-edition/Inwo-LimitedEdition-TerroristNuke.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_The_Auditor_from_Hell	The Auditor from Hell	inwo/limited-edition/Inwo-LimitedEdition-TheAuditorFromHell.jpg	master	Plot	Master		Requires Network, Computer, or Bank Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_The_Big_Score	The Big Score	inwo/limited-edition/Inwo-LimitedEdition-TheBigScore.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_The_Big_Sellout	The Big Sellout	inwo/limited-edition/Inwo-LimitedEdition-TheBigSellout.jpg	master	Plot	Master		Requires Discard				R			Limited Edition	Limited	playerNPlotDeck
Limited_The_First_Thing_We_Do_Lets_Kill_All_The_Lawyers	The First Thing We Do, Let's Kill All The Lawyers	inwo/limited-edition/Inwo-LimitedEdition-TheFirstThingWeDoLetsKillAllTheLawyers.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_The_Internet_Worm	The Internet Worm	inwo/limited-edition/Inwo-LimitedEdition-TheInternetWorm.jpg	master	Plot	Master		Requires Computer or Illuminati Action				U			Limited Edition	Limited	playerNPlotDeck
Limited_The_Second_Bullet	The Second Bullet	inwo/limited-edition/Inwo-LimitedEdition-TheSecondBullet.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_The_Stars_are_Right	The Stars are Right	inwo/limited-edition/Inwo-LimitedEdition-TheStarsAreRight.jpg	master	Plot	Master		Requires Magic or Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_The_Weak_Link	The Weak Link	inwo/limited-edition/Inwo-LimitedEdition-TheWeakLink.jpg	master	Plot	Master		Requires Science, Magic, Computer, or Illuminati Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_The_Weird_Turn_Pro	The Weird Turn Pro	inwo/limited-edition/Inwo-LimitedEdition-TheWeirdTurnPro.jpg	master	Plot	Master		Requires Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_Time_Warp	Time Warp	inwo/limited-edition/Inwo-LimitedEdition-TimeWarp.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Unlucky_13	Unlucky 13	inwo/limited-edition/Inwo-LimitedEdition-Unlucky13.jpg	master	Plot	Master		Requires Magic Action				R			Limited Edition	Limited	playerNPlotDeck
Limited_Unmasked	Unmasked!	inwo/limited-edition/Inwo-LimitedEdition-Unmasked.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_Upheaval	Upheaval!	inwo/limited-edition/Inwo-LimitedEdition-Upheaval.jpg	master	Plot	Master		Requires Illuminati Action				C	Requires an Illuminati action, and cannot be used on your first turn.		Limited Edition	Limited	playerNPlotDeck
Limited_Volunteer_Aid	Volunteer Aid	inwo/limited-edition/Inwo-LimitedEdition-VolunteerAid.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Voodoo_Economics	Voodoo Economics	inwo/limited-edition/Inwo-LimitedEdition-VoodooEconomics.jpg	master	Plot	Master		Requires Discard				C	Requires an Illuminati action, and can be used only once per game by each player.		Limited Edition	Limited	playerNPlotDeck
Limited_Vultures	Vultures	inwo/limited-edition/Inwo-LimitedEdition-Vultures.jpg	master	Plot	Master						C			Limited Edition	Limited	playerNPlotDeck
Limited_Whispering_Campaign	Whispering Campaign	inwo/limited-edition/Inwo-LimitedEdition-WhisperingCampaign.jpg	master	Plot	Master		Requires Media Action				C			Limited Edition	Limited	playerNPlotDeck
Limited_World_Cup_Victory	World Cup Victory	inwo/limited-edition/Inwo-LimitedEdition-WorldCupVictory.jpg	master	Plot	Master						R			Limited Edition	Limited	playerNPlotDeck
Limited_AMA	A.M.A.	inwo/limited-edition/Inwo-LimitedEdition-AMA.jpg	puppet	Organization	Puppet	Conservative, Peaceful	Science	3	4	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_American_Autoduel_Association	American Autoduel Association	inwo/limited-edition/Inwo-LimitedEdition-AmericanAutoduelAssociation.jpg	puppet	Organization	Puppet	Violent, Weird		1	5	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Anti-Nuclear_Activists	Anti-Nuclear Activists	inwo/limited-edition/Inwo-LimitedEdition-AntiNuclearActivists.jpg	puppet	Organization	Puppet	Liberal	Green	2	5	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Antiwar_Activists	Antiwar Activists	inwo/limited-edition/Inwo-LimitedEdition-AntiwarActivists.jpg	puppet	Organization	Puppet	Liberal, Peaceful		1/1	3	0	R			Limited Edition	Limited	playerNGroupDeck
Limited_BATF	B.A.T.F.	inwo/limited-edition/Inwo-LimitedEdition-BATF.jpg	puppet	Organization	Puppet	Government, Violent		3	2	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Bank_of_England	Bank of England	inwo/limited-edition/Inwo-LimitedEdition-BankOfEngland.jpg	puppet	Organization	Puppet	Government, Straight	Bank	3	6	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Big_Media	Big Media	inwo/limited-edition/Inwo-LimitedEdition-BigMedia.jpg	puppet	Organization	Puppet	Liberal, Straight	Media	4/4	6	3	C			Limited Edition	Limited	playerNGroupDeck
Limited_Black_Activists	Black Activists	inwo/limited-edition/Inwo-LimitedEdition-BlackActivists.jpg	puppet	Organization	Puppet	Liberal		3	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Boy_Sprouts	Boy Sprouts	inwo/limited-edition/Inwo-LimitedEdition-BoySprouts.jpg	puppet	Organization	Puppet	Peaceful, Straight		1*	3	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_CIA	C.I.A.	inwo/limited-edition/Inwo-LimitedEdition-CIA.jpg	puppet	Organization	Puppet	Government, Violent		6/4	5	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Cable_TV	Cable TV	inwo/limited-edition/Inwo-LimitedEdition-CableTV.jpg	puppet	Organization	Puppet	Corporate	Media	3/2	2	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Cattle_Mutilators	Cattle Mutilators	inwo/limited-edition/Inwo-LimitedEdition-CattleMutilators.jpg	puppet	Organization	Puppet	Weird, Criminal	Magic, Secret	2	6	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_CFL-AIO	CFL-AIO	inwo/limited-edition/Inwo-LimitedEdition-CFLAIO.jpg	puppet	Organization	Puppet	Liberal, Corporate		6	5	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Church_of_Elvis	Church of Elvis	inwo/limited-edition/Inwo-LimitedEdition-ChurchOfElvis.jpg	puppet	Organization	Puppet	Peaceful, Weird	Church	1*	3	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_Clone_Arrangers	Clone Arrangers	inwo/limited-edition/Inwo-LimitedEdition-CloneArrangers.jpg	puppet	Organization	Puppet	Violent, Criminal	Communist, Science, Secret	6/2	6	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Comic_Books	Comic Books	inwo/limited-edition/Inwo-LimitedEdition-ComicBooks.jpg	puppet	Organization	Puppet	Violent, Weird	Media	1/1	1	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Congressional_Wives	Congressional Wives	inwo/limited-edition/Inwo-LimitedEdition-CongressionalWives.jpg	puppet	Organization	Puppet	Conservative, Straight		1	4	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Conspiracy_Theorists	Conspiracy Theorists	inwo/limited-edition/Inwo-LimitedEdition-ConspiracyTheorists.jpg	puppet	Organization	Puppet	Weird		0	6	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Cycle_Gangs	Cycle Gangs	inwo/limited-edition/Inwo-LimitedEdition-CycleGangs.jpg	puppet	Organization	Puppet	Violent, Weird		1	4	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Democrats	Democrats	inwo/limited-edition/Inwo-LimitedEdition-Democrats.jpg	puppet	Organization	Puppet	Liberal		6/5	4	2	U			Limited Edition	Limited	playerNGroupDeck
Limited_Dentists	Dentists	inwo/limited-edition/Inwo-LimitedEdition-Dentists.jpg	puppet	Organization	Puppet	Straight		1	2	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Deprogrammers	Deprogrammers	inwo/limited-edition/Inwo-LimitedEdition-Deprogrammers.jpg	puppet	Organization	Puppet	Straight		1	4	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_Druids	Druids	inwo/limited-edition/Inwo-LimitedEdition-Druids.jpg	puppet	Organization	Puppet		Green, Magic	2/1	4	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Eco-Guerrillas	Eco-Guerrillas	inwo/limited-edition/Inwo-LimitedEdition-EcoGuerrillas.jpg	puppet	Organization	Puppet	Liberal, Violent	Green	1/1	6	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_EFF	EFF	inwo/limited-edition/Inwo-LimitedEdition-EFF.jpg	puppet	Organization	Puppet	Liberal	Computer	2/1	3	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Elders_of_Zion	Elders of Zion	inwo/limited-edition/Inwo-LimitedEdition-EldersOfZion.jpg	puppet	Organization	Puppet	Fanatic	Secret	2	7	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Empty_Vee	Empty Vee	inwo/limited-edition/Inwo-LimitedEdition-EmptyVee.jpg	puppet	Organization	Puppet		Media	3/2	3	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Evil_Geniuses_for_a_Better_Tomorrow	Evil Geniuses for a Better Tomorrow	inwo/limited-edition/Inwo-LimitedEdition-EvilGeniusesForABetterTomorrow.jpg	puppet	Organization	Puppet	Violent, Weird	Science	2/2	6	0	R			Limited Edition	Limited	playerNGroupDeck
Limited_FBI	F.B.I.	inwo/limited-edition/Inwo-LimitedEdition-FBI.jpg	puppet	Organization	Puppet			4/2	6	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Fast_Food_Chains	Fast Food Chains	inwo/limited-edition/Inwo-LimitedEdition-FastFoodChains.jpg	puppet	Organization	Puppet	Corporate, Straight		2	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Federal_Reserve	Federal Reserve	inwo/limited-edition/Inwo-LimitedEdition-FederalReserve.jpg	puppet	Organization	Puppet	Government	Bank	5/3	7	2	U			Limited Edition	Limited	playerNGroupDeck
Limited_Feminists	Feminists	inwo/limited-edition/Inwo-LimitedEdition-Feminists.jpg	puppet	Organization	Puppet	Liberal		2	2	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Fiendish_Fluoridators	Fiendish Fluoridators	inwo/limited-edition/Inwo-LimitedEdition-FiendishFluoridators.jpg	puppet	Organization	Puppet	Fanatic	Communist, Science, Secret	3	5	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Flat_Earthers	Flat Earthers	inwo/limited-edition/Inwo-LimitedEdition-FlatEarthers.jpg	puppet	Organization	Puppet	Conservative, Weird		1	2	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Fnord_Motor_Company	Fnord Motor Company	inwo/limited-edition/Inwo-LimitedEdition-FnordMotorCompany.jpg	puppet	Organization	Puppet	Corporate, Peaceful		2	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Fraternal_Orders	Fraternal Orders	inwo/limited-edition/Inwo-LimitedEdition-FraternalOrders.jpg	puppet	Organization	Puppet	Conservative		3	5	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Fred_Birch_Society	Fred Birch Society	inwo/limited-edition/Inwo-LimitedEdition-FredBirchSociety.jpg	puppet	Organization	Puppet	Conservative, Straight		1	4	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Gay_Activists	Gay Activists	inwo/limited-edition/Inwo-LimitedEdition-GayActivists.jpg	puppet	Organization	Puppet	Weird		2	3	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Girlie_Magazines	Girlie Magazines	inwo/limited-edition/Inwo-LimitedEdition-GirlieMagazines.jpg	puppet	Organization	Puppet	Liberal	Media	2/1	2	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Goldfish_Fanciers	Goldfish Fanciers	inwo/limited-edition/Inwo-LimitedEdition-GoldfishFanciers.jpg	puppet	Organization	Puppet	Peaceful, Fanatic		1	4	0	R			Limited Edition	Limited	playerNGroupDeck
Limited_Gun_Lobby	Gun Lobby	inwo/limited-edition/Inwo-LimitedEdition-GunLobby.jpg	puppet	Organization	Puppet	Conservative, Violent		1	3*	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Hackers	Hackers	inwo/limited-edition/Inwo-LimitedEdition-Hackers.jpg	puppet	Organization	Puppet	Weird, Fanatic	Computer	3/2	4	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_IRS	I.R.S.	inwo/limited-edition/Inwo-LimitedEdition-IRS.jpg	puppet	Organization	Puppet	Government, Criminal	Bank	5/3	5	2	U			Limited Edition	Limited	playerNGroupDeck
Limited_Intellectuals	Intellectuals	inwo/limited-edition/Inwo-LimitedEdition-Intellectuals.jpg	puppet	Organization	Puppet	Weird, Fanatic		1	3	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_International_Cocaine_Smugglers	International Cocaine Smugglers	inwo/limited-edition/Inwo-LimitedEdition-InternationalCocaineSmugglers.jpg	puppet	Organization	Puppet	Violent, Criminal		3	5	3	C			Limited Edition	Limited	playerNGroupDeck
Limited_International_Communist_Conspiracy	International Communist Conspiracy	inwo/limited-edition/Inwo-LimitedEdition-InternationalCommunistConspiracy.jpg	puppet	Organization	Puppet	Fanatic	Communist	3	3	3	R			Limited Edition	Limited	playerNGroupDeck
Limited_International_Weather_Organization	International Weather Organization	inwo/limited-edition/Inwo-LimitedEdition-InternationalWeatherOrganization.jpg	puppet	Organization	Puppet	Liberal, Straight	Computer, Science	1	2	3	U			Limited Edition	Limited	playerNGroupDeck
Limited_Joggers	Joggers	inwo/limited-edition/Inwo-LimitedEdition-Joggers.jpg	puppet	Organization	Puppet		Green	1	2	0	C			Limited Edition	Limited	playerNGroupDeck
Limited_Junk_Mail	Junk Mail	inwo/limited-edition/Inwo-LimitedEdition-JunkMail.jpg	puppet	Organization	Puppet	Corporate, Criminal	Media	1/1	3	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_KKK	KKK	inwo/limited-edition/Inwo-LimitedEdition-KKK.jpg	puppet	Organization	Puppet	Conservative, Violent		2	5	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_L-4_Society	L-4 Society	inwo/limited-edition/Inwo-LimitedEdition-L4Society.jpg	puppet	Organization	Puppet	Weird	Science, Space	1	2	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Lawyers	Lawyers	inwo/limited-edition/Inwo-LimitedEdition-Lawyers.jpg	puppet	Organization	Puppet	Criminal		4/3	1	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Libertarians	Libertarians	inwo/limited-edition/Inwo-LimitedEdition-Libertarians.jpg	puppet	Organization	Puppet	Fanatic		1/1	4	1	R			Limited Edition	Limited	playerNGroupDeck
Limited_Liquor_Companies	Liquor Companies	inwo/limited-edition/Inwo-LimitedEdition-LiquorCompanies.jpg	puppet	Organization	Puppet	Corporate		3	1	2	R			Limited Edition	Limited	playerNGroupDeck
Limited_Loan_Sharks	Loan Sharks	inwo/limited-edition/Inwo-LimitedEdition-LoanSharks.jpg	puppet	Organization	Puppet	Violent, Criminal		3	5	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_Local_Police_Departments	Local Police Departments	inwo/limited-edition/Inwo-LimitedEdition-LocalPoliceDepartments.jpg	puppet	Organization	Puppet	Conservative, Violent, Straight		1	4	0	U			Limited Edition	Limited	playerNGroupDeck
Limited_Madison_Avenue	Madison Avenue	inwo/limited-edition/Inwo-LimitedEdition-MadisonAvenue.jpg	puppet	Organization	Puppet	Corporate	Media	3/3	3	2	C			Limited Edition	Limited	playerNGroupDeck
Limited_MI-5	MI-5	inwo/limited-edition/Inwo-LimitedEdition-MI5.jpg	puppet	Organization	Puppet	Government, Straight		2/1	5	1	U			Limited Edition	Limited	playerNGroupDeck
Limited_Moonies	Moonies	inwo/limited-edition/Inwo-LimitedEdition-Moonies.jpg	puppet	Organization	Puppet	Peaceful, Fanatic		2/2	4	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Moral_Minority	Moral Minority	inwo/limited-edition/Inwo-LimitedEdition-MoralMinority.jpg	puppet	Organization	Puppet	Conservative, Straight, Fanatic		2	1	1	C			Limited Edition	Limited	playerNGroupDeck
Limited_Mossad	Mossad	inwo/limited-edition/Inwo-LimitedEdition-Mossad.jpg	puppet	Organization	Puppet	Government, Violent		2/1	7	1	R			Limited Edition	Limited	playerNGroupDeck
