databaseId	name	imageUrl	cardBack	type	set	faction	cost	costType	cancel	cancelType	wealth	attack	parry	cannon	sailing	adventuring	influence	swashbuckling	crewMax	moveCost	rarity	text	loadGroupId
4e0cb2fd-1886-4cef-b2ec-fc35a95e4912	“Repel Boarders!“	7th-sea/iron-shadow/7thSea-IronShadow-RepelBoarders.jpg	default	Action	Iron Shadow		2	Sw	6	Sw		S	d,p								C	React: Play immediately after you suffer Hits during a Boarding. Target the other Ship in the Boarding. This Boarding is ended.	playerNDeck
60c5ac91-10e0-44d7-938b-96c6162271d9	“Rigger“ Mortis	7th-sea/iron-shadow/7thSea-IronShadow-RiggerMortis.jpg	default	Crew	Iron Shadow	Black Freighter	4	In				P	c,t	0	4	0	0	1			F	Loyal • Topman Act: Sink this Crew to move your Ship to an adjacent Sea.	playerNDeck
c349755f-8e0b-4a3f-bc46-5bd6462d6329	“Take it Like a Man!“	7th-sea/iron-shadow/7thSea-IronShadow-TakeItLikeAMan.jpg	default	Action	Iron Shadow		3	Ad	0			S	d,p								U	React: Play when a player plays an Action card in reaction to suffering Hits. That card is canceled.	playerNDeck
71a98cc4-fe8e-4204-b198-4b5dec937e0d	“Take No Prisoners!“	7th-sea/iron-shadow/7thSea-IronShadow-TakeNoPrisoners.jpg	default	Attachment	Iron Shadow		0					C	d,s								U	CRIMSON ROGER SHIP ATTACHMENT React: Tack this card and one of your Crimson Roger Crew instead of performing a Boarding Attack to target a non-Captain Crew on the opposing Ship with a Swashbuckling skill less than 3. Discard the target Crew.	playerNDeck
af33fc59-ec46-42ff-a667-2361877d26c7	“There's More Where They Came From“	7th-sea/iron-shadow/7thSea-IronShadow-TheresMoreWhereTheyCameFrom.jpg	default	Action	Iron Shadow		0		0			D	p,t								U	React: Play when one of your Captive cards is discarded from your Ship or sunk to immediately hire a Captive Crew from your hand. The Crew's Influence cost is reduced by 3 (minimum 0). You must continue to pay any remaining Influence cost.	playerNDeck
82875b26-5d47-48a8-b44b-c1c7287d0a84	“We're Doomed!“	7th-sea/iron-shadow/7thSea-IronShadow-WereDoomed.jpg	default	Attachment	Iron Shadow		0					C	d,s								U	CREW ATTACHMENT Glamour 1 Knack React: Tack this card when a Sea Attachment is inflicting Hits on a Ship. The Attachment inflicts 2 extra Hits.	playerNDeck
e00ec0f5-8a08-4f65-a31e-280d79e4cb84	“Will Do You No Good!“	7th-sea/iron-shadow/7thSea-IronShadow-WillDoYouNoGood.jpg	default	Action	Iron Shadow		4	Ad				S	d,p								C	React: Play when a player performs a React. That React is canceled.	playerNDeck
7c6c0d65-d2e4-499e-ab2a-f53288572aff	“X“ Almost Marks the Spot	7th-sea/iron-shadow/7thSea-IronShadow-XAlmostMarksTheSpot.jpg	default	Action	Iron Shadow		1	Ad	5	Sa		D	p,t								R	Act: Target another player's uncompleted non-Artifact Adventure. Place the target Adventure in any other Sea. React: Play after another player has paid a completion cost for an Adventure to target that Adventure. The target Adventure is still considered uncompleted. Place the target Adventure in a Sea adjacent to its current Sea.	playerNDeck
0c9d2de5-242b-430d-b58d-c966e755ad68	12-Pound Cannon Volley	7th-sea/iron-shadow/7thSea-IronShadow-12PoundCannonVolley.jpg	default	Action	Iron Shadow		6	Ca	0			S	d,p								C	Act: Target Ship in this Sea suffers a 7 Hit Cannon Attack. Act: Target Ship in this Sea suffers a 2 Hit Cannon Attack. When playing this effect, you may tack one of your completed Adventures that provides a Cannon skill bonus of 4 or more instead of paying the skill cost.	playerNDeck
41139a8b-83b7-4d34-b36b-0b47d32d91b2	16-Pound Cannon Volley	7th-sea/iron-shadow/7thSea-IronShadow-16PoundCannonVolley.jpg	default	Action	Iron Shadow		9	Ca	0			S	d,p								U	Act: Target Ship in this Sea suffers an 11 Hit Cannon Attack. Act: Target Ship in this Sea suffers a 3 Hit Cannon Attack. When playing this effect, you may tack one of your completed Adventures that provides a Cannon skill bonus of 5 or more instead of paying the skill cost.	playerNDeck
94a37cc2-ae87-4b05-9113-b48f72b288ca	20-Pound Cannon Volley	7th-sea/iron-shadow/7thSea-IronShadow-20PoundCannonVolley.jpg	default	Action	Iron Shadow		12	Ca	0			S	d,p								R	Act: Target Ship in this Sea suffers a 15 Hit Cannon Attack. React: Play when you perform a Cannon Attack. When Crew tack to absorb hits from the Attack, they produce 2 less Swashbuckling (minimum 0). After the Cannon Attack is resolved, sink this card. When playing this effect, you may tack two of your completed Adventures that provide a Cannon skill bonus of 4 or more instead of paying the skill cost.	playerNDeck
4fae2cf6-c52d-46da-8c05-838a73746cb5	A Better Offer	7th-sea/iron-shadow/7thSea-IronShadow-ABetterOffer.jpg	default	Action	Iron Shadow		3	Ad	1	In		D	p,t								C	Act: Target a Ship. If that Ship has more than one untacked Crew, that player must tack a Crew. Act: Target another player's Crew inthis Sea without any cards attached. If that Crew is not aligned to their Captain's faction, the target Crew is discarded. If the target Crew is not unaligned, than the cancel cost of this card is increased by 4.	playerNDeck
4ed17c14-4c5a-49f0-836b-91e7da5919ce	A Blooded Coin	7th-sea/iron-shadow/7thSea-IronShadow-ABloodedCoin.jpg	default	Attachment	Iron Shadow		1	In				C	d,s								U	CREW ATTACHMENT Item • Porte 1 Knack React: Tack this card when you are inflicting 4 or less Hits with a Cannon Attack. The player suffering the Hits may not play any cards in reaction to suffering these Hits.	playerNDeck
ce829278-92cb-476c-a733-448b2581d892	A Final Test	7th-sea/iron-shadow/7thSea-IronShadow-AFinalTest.jpg	default	Action	Iron Shadow							D	p,t								C	React: Play when you are suffering Hits to reduce those Hits to 0. Until the end of the turn, any time you suffer Hits the amount of Hits suffered is increased by 3.	playerNDeck
08f1f71a-12ce-4510-82a1-5c71e6b39e6f	A Little Broadside Help	7th-sea/iron-shadow/7thSea-IronShadow-ALittleBroadsideHelp.jpg	default	Action	Iron Shadow							D	p,t								U	React: Play when you are paying a Cannon cost. Tack one of your Ally cards in this Sea to produce 4 Cannon.	playerNDeck
09762450-8782-4b7e-bcda-f746fc8aa354	A Little Financial Help	7th-sea/iron-shadow/7thSea-IronShadow-ALittleFinancialHelp.jpg	default	Action	Iron Shadow							S	d,p								U	React: Play when you are paying an Influence cost. Tack one of your Ally cards in this Sea to produce 4 Influence.	playerNDeck
702748c5-5f1c-484d-9317-9446c3bb7a87	A Little Sailing Help	7th-sea/iron-shadow/7thSea-IronShadow-ALittleSailingHelp.jpg	default	Action	Iron Shadow							D	p,t								U	React: Play when you are paying Sailing. Tack one of your Ally cards in this Sea to produce 4 Sailing.	playerNDeck
b15e8e6f-4314-4c8e-a726-3d8f5d73afbb	A Sailor's First Skill	7th-sea/iron-shadow/7thSea-IronShadow-ASailorsFirstSkill.jpg	default	Attachment	Iron Shadow		0					C	d,s								C	CREW ATTACHMENT Item This Crew's Boarding Attacks that  finish with a Punch inflict 2 extra Hits. React: Tack this card when  this Crew reverses a Club Boarding Attack with a Punch to draw a  card from your deck.	playerNDeck
2b8b7327-6f11-47f3-a6f7-0dc2d8ff0923	Aaron Blackstone	7th-sea/iron-shadow/7thSea-IronShadow-AaronBlackstone.jpg	default	Captain	Iron Shadow	unaligned					7			3	4	3	3	3			R	Start: La Boca Villainous • Swordsman +2 Aaron may only use ships with no faction symbol. While you have three or more unaligned Crew on Board with a printed Influence cost greater than 2, all of your other Crew have +1 Adventuring.	playerNCaptain
d8b191dd-35df-41bc-ac62-fc247e35761e	Across the Mirror	7th-sea/iron-shadow/7thSea-IronShadow-AcrossTheMirror.jpg	default	Adventure	Iron Shadow							T	c,s								C	1 Sea Away To complete: Pay 3 Adventuring (2 if completed in The Mirror). Crew Attachment: +3 Adventuring	playerNDeck
36e632ec-77d4-400f-a5e2-50f044bbd0eb	Adeeb Al-Amid	7th-sea/iron-shadow/7thSea-IronShadow-AdeebAlAmid.jpg	default	Crew	Iron Shadow	Corsairs	3	In				P	c,t	0	4	0	0	1			C	Captive You must discard 1 card from your hand before this Crew tacks to produce skill points, unless you have a Corsairs First Mate in play.	playerNDeck
8482ae69-cd70-4d09-a911-5e99a8c1d719	Advanced Gunnery	7th-sea/iron-shadow/7thSea-IronShadow-AdvancedGunnery.jpg	default	Attachment	Iron Shadow		4	Ca				C	d,s								R	GUNNER ATTACHMENT A Crew may not have more than one copy of this card attached. React: Tack this card when this Crew produces 4 or more Cannon to draw 1 card.	playerNDeck
cf235908-85be-45a1-a772-f89feb4af0d8	Advanced Swordsmanship	7th-sea/iron-shadow/7thSea-IronShadow-AdvancedSwordsmanship.jpg	default	Attachment	Iron Shadow		2	In				C	d,s								R	SWORDSMAN ATTACHMENT +2 Swordsman	playerNDeck
3b8862d5-689f-4a87-aed1-fab08ad2c9f3	Advanced Topmanship	7th-sea/iron-shadow/7thSea-IronShadow-AdvancedTopmanship.jpg	default	Attachment	Iron Shadow		7	Sa				C	d,s								R	TOPMAN ATTACHMENT A Crew may not have more than one copy of this card attached. React: Discard this card when this Crew tacks to pay the Sailing cost to begin a Boarding or pay the Sailing cost of an action that will result in a Boarding. That Action may not be canceled with card effects.	playerNDeck
999325df-2d55-4a90-ad9e-135f1a37942e	Adventuring Galley	7th-sea/iron-shadow/7thSea-IronShadow-AdventuringGalley.jpg	default	Attachment	Iron Shadow		4	In				C	d,s								U	THIS SEA ATTACHMENT Ally Any player in this Sea may discard this card by paying 3 Swashbuckling or Cannon as an action. Act: Tack this card to attach it to an adjacent Sea. Act: Tack this card to complete one of your Adventures in this Sea with a completion cost of 3 or less Adventuring.	playerNDeck
ff531423-621c-410e-b5be-94143d8736f8	Ahmed Khalid	7th-sea/iron-shadow/7thSea-IronShadow-AhmedKhalid.jpg	default	Crew	Iron Shadow	Corsairs	3	In				P	c,t	0	2	0	0	1			U	Rower • Loyal • Captive React: Discard this Crew after you tack a Crew to produce Sailing to produce an additional 2 Sailing.	playerNDeck
4e8e5e90-9312-41ed-aef9-b3df3ac6d108	Aimon Riche du Pourisse	7th-sea/iron-shadow/7thSea-IronShadow-AimonRicheDuPourisse.jpg	default	Crew	Iron Shadow	Montaigne	3	In				P	c,t	0	2	0	0	2			C	Topman When this Crew tacks to absorb Hits, she absorbs 2 extra Hits, except during Boarding.	playerNDeck
a8fe35e7-c940-463a-8404-4845d6e767ac	Alec Mercer	7th-sea/iron-shadow/7thSea-IronShadow-AlecMercer.jpg	default	Crew	Iron Shadow	Crimson Rogers	4	In				P	c,t	1	4	0	0	3			C	Villainous This Crew is considered to have a Face Attachment. When this Crew is performing a Cannon Attack targeting a ship with more Crew than its printed Crew Maximum, the Cannon Attack inflicts 4 extra Hits.	playerNDeck
8aac7de8-2800-4638-9f3b-744576bf8b4a	Aleen Van Ostrand	7th-sea/iron-shadow/7thSea-IronShadow-AleenVanOstrand.jpg	default	Crew	Iron Shadow	Vesten	4	In				P	c,t	0	4	0	1	2			C	*Invisible College* Attachment cards with the Item trait being attached to this Crew have their skill cost reduced by 2 (minimum 0).	playerNDeck
923f0ab7-e998-4d99-9093-16d45b529f71	Alister McGurk	7th-sea/iron-shadow/7thSea-IronShadow-AlisterMcGurk.jpg	default	Crew	Iron Shadow	Sea Dogs	3	In				P	c,t	2	0	0	0	1			C	Gunner React: Tack this Crew when you are paying the Sailing cost to begin a Boarding. This Crew produces Sailing equal to your Ship's Move Cost.	playerNDeck
efad7da8-807d-4f57-ad05-73dd4263c0c1	Allende	7th-sea/iron-shadow/7thSea-IronShadow-Allende.jpg	default	Captain	Iron Shadow	Brotherhood					9			2	3	5	3	4			F	*Los Vagos* Start: La Boca Heroic • Swordsman +2 While you have 3 or more other Brotherhood Crew on your Ship, you are always considered to be in the Sea with the lower completion cost when completing an Adventure.	playerNCaptain
cdfd7e11-3354-4b11-b6db-89d34592da44	Almost Missed	7th-sea/iron-shadow/7thSea-IronShadow-AlmostMissed.jpg	default	Action	Iron Shadow		M+2					D	p,t								R	React: Play after you have resolved a Cannon Attack performed by one of your Gunner Crew. Target the Ship that was originally targeted by the attack and begin a Boarding with that Ship. This Boarding may not be canceled in any way. This Boarding ends after 4 rounds. You may play only one Almost Missed in reaction to a single Cannon Attack.	playerNDeck
d0e9bdf6-085b-48d1-9ae3-5bc513b06e38	Ambush Boarding	7th-sea/iron-shadow/7thSea-IronShadow-AmbushBoarding.jpg	default	Action	Iron Shadow		M+4		0			D	p,t								R	Act: Target another Ship in this Sea to begin a Boarding with the target Ship.	playerNDeck
05ae18c3-db19-4af6-af6b-5776ef1981b0	Amiral Alazais Valoix-Praisse III	7th-sea/iron-shadow/7thSea-IronShadow-AmiralAlazaisValoixPraisseIII.jpg	default	Captain	Iron Shadow	Montaigne					9			2	3	2	5	3			F	Start: Frothing Sea Villainous • Swordsman +2 React: Tack or sink one of your Ally cards in this Sea when you are absorbing Hits, except during Boarding. You suffer 3 fewer Hits if you have 3 or more other Montaigne Crew on board.	playerNCaptain
64862612-0a88-4f37-bdeb-07b236c38f61	Ancient Training Techniques	7th-sea/iron-shadow/7thSea-IronShadow-AncientTrainingTechniques.jpg	default	Adventure	Iron Shadow							T	c,s								F	2 Seas Away To complete: Pay 6 Adventuring (4 if completed in La Boca). Crew Attachment: +2 Swashbuckling. This Crew inflicts 3 extra Hits during Boarding Attacks.	playerNDeck
169d2763-4e21-405a-b086-dfb834c8cb1d	Andre Braudel	7th-sea/iron-shadow/7thSea-IronShadow-AndreBraudel.jpg	default	Crew	Iron Shadow	Gosse's Gentlemen	8	In				P	c,t	3	3	3	2	3			R	Unique • Loyal • Heroic First Mate • Swordsman +1 React: When your Ship is suffering 7 or more Hits from a single action, reduce the Hits you are suffering by 4. You may only use this ability once each time you suffer Hits.	playerNDeck
dc009e43-8d79-463d-95a9-f69ae2d0768c	Andrei Levovich	7th-sea/iron-shadow/7thSea-IronShadow-AndreiLevovich.jpg	default	Crew	Iron Shadow	Crimson Rogers	3	In				P	c,t	1	0	1	0	3			C	*Ussura* React: Untack Andrei after another Ship begins a Boarding against your Ship and you do not cancel it.	playerNDeck
2fc8c85e-cdb2-4400-8137-f10d7e6e6322	Andres Donovich	7th-sea/iron-shadow/7thSea-IronShadow-AndresDonovich.jpg	default	Crew	Iron Shadow	Corsairs	3	In				P	c,t	0	2	0	1	1			C	Loyal • Rower This Crew gains +1 to all of his skills for every Face, Eye, Hand, or Leg card currently attached to your Captain.	playerNDeck
9d7296ed-15f2-4391-b550-1a9f3c21fdb1	Andrew Littlejohn	7th-sea/iron-shadow/7thSea-IronShadow-AndrewLittlejohn.jpg	default	Crew	Iron Shadow	Sea Dogs	3	In				P	c,t	0	3	0	0	1			C	Topman When this Crew tacks to absorb Hits, he absorbs 2 extra Hits, except during Boarding.	playerNDeck
22f9e805-4057-41aa-9abf-2deff66a3ed6	Angus McCloud	7th-sea/iron-shadow/7thSea-IronShadow-AngusMcCloud.jpg	default	Crew	Iron Shadow	Sea Dogs	6	In				P	c,t	2	1	2	1	3			U	Heroic This Crew's Boarding Attacks inflict 3 extra Hits when the other Ship in the Boarding has a Villainous Captain.	playerNDeck
1dab2840-bd9e-457d-be3d-ca773ff0c4c2	Annie Rush	7th-sea/iron-shadow/7thSea-IronShadow-AnnieRush.jpg	default	Crew	Iron Shadow	Sea Dogs	4	In				P	c,t	2	3	0	0	1			C	Swordsman +1	playerNDeck
993b7156-cf8d-447b-8b00-98fedf2a9716	Another Betrayal	7th-sea/iron-shadow/7thSea-IronShadow-AnotherBetrayal.jpg	default	Action	Iron Shadow				2	In		D	p,t								R	Act: Tack one of your Heroic Crew to target and inflict 4 Hits on a Ship in this Sea. The cancel cost of this card may not be paid if the target Ship has a Villainous Crew on board.	playerNDeck
8473e6b5-37ed-470d-8e16-5068de9d370d	Antonio Aldonez	7th-sea/iron-shadow/7thSea-IronShadow-AntonioAldonez.jpg	default	Crew	Iron Shadow	Castille	8	In				P	c,t	1	4	2	2	4			R	Experienced • Unique • Loyal • First Mate • Heroic • Swordsman +1 Act: Once per turn, discard a card from your hand to target another Ship in this Sea and begin a Boarding with that Ship. This Boarding may not be canceled (even with card effects). This Boarding ends after 3 rounds.	playerNDeck
179c92d4-5582-44e4-a19e-c29a93389e39	Arisent	7th-sea/iron-shadow/7thSea-IronShadow-Arisent.jpg	default	Attachment	Iron Shadow		12	In				C	d,s								R	FROTHING SEA ATTACHMENT Unique • Control • Port You must be in the Frothing Sea to play this card. Any player in the Frothing Sea may discard this card by tacking one of their Crew with Swashbuckling greater than 6 as an action. When you are in an adjacent Sea, and tacking to pay for a Control card, your Captain produces 3 extra skill points.	playerNDeck
c461d2c6-e71c-45d1-9e16-eb46adbe84dd	Armed Brig	7th-sea/iron-shadow/7thSea-IronShadow-ArmedBrig.jpg	default	Attachment	Iron Shadow		6	In				C	d,s								U	THIS SEA ATTACHMENT Ally Any player in this Sea may discard this card by paying 5 Swashbuckling or Cannon as an action. Act: Tack this card to attach it to an adjacent Sea. Act: Tack this card and target a Ship in this Sea to inflict a 4 Hit Cannon Attack on the target Ship.	playerNDeck
c1a21860-66a7-4cdc-ae7f-0bd5963d6e6d	Armed Frigate	7th-sea/iron-shadow/7thSea-IronShadow-ArmedFrigate.jpg	default	Attachment	Iron Shadow		8	In				C	d,s								U	THIS SEA ATTACHMENT Ally Any player in this Sea may discard this card by paying 7 Swashbuckling or Cannon as an action. Act: Tack this card to attach it to an adjacent Sea. Act: Tack  this card and target a Ship in this Sea to inflict a 5 Hit Cannon Attack on the target Ship.	playerNDeck
4e3590a6-d30f-4cc0-90a6-f7d089cba16e	Armed Sloop	7th-sea/iron-shadow/7thSea-IronShadow-ArmedSloop.jpg	default	Attachment	Iron Shadow		6	In				C	d,s								F	THIS SEA ATTACHMENT Ally Any player in this Sea may discard this card by paying 3 Swashbuckling or Cannon as an action. Act: Tack this card to attach it to an adjacent Sea. Act: Tack this card to attach it to an adjacent Sea. Target a Ship in this Sea. Inflict a 3 Hit Cannon Attack on the target Ship.	playerNDeck
2590e5df-dd5b-4df9-948c-9f38ac7f43d3	Artifact Cannon	7th-sea/iron-shadow/7thSea-IronShadow-ArtifactCannon.jpg	default	Adventure	Iron Shadow							T	c,s								R	3 Seas Away • Artifact • Unique To complete: Pay 20 Adventuring (13 if completed in Trade Sea). Corsairs Ship Attachment: Act: Tack this card and discard any number of cards from your hand to target another Ship in this Sea. Inflict a Cannon Attack on the target Ship with Hits equal to twice the number of cards discarded.	playerNDeck
8c9ef9fe-e92d-41de-ab24-a0a895b4d630	Asprey	7th-sea/iron-shadow/7thSea-IronShadow-Asprey.jpg	default	Attachment	Iron Shadow		2	In				C	d,s								C	CAPTAIN ATTACHMENT Unique • Pet React: Discard this card instead of performing a Boarding Attack to inflict 3 Hits on the other Ship in the Boarding.	playerNDeck
4ba77572-e989-4d95-bf26-32ef46750a15	Augusto de Augustin	7th-sea/iron-shadow/7thSea-IronShadow-AugustoDeAugustin.jpg	default	Crew	Iron Shadow	Castille	6	In				P	c,t	0	0	0	1	4			R	Loyal • Villainous • Swordsman +2 You may draw two cards immediately before you push this Crew forward to start a Boarding Attack.	playerNDeck
4d6bf5d7-ba55-4bb3-8de1-de6c1017d3e0	Avalon Noble	7th-sea/iron-shadow/7thSea-IronShadow-AvalonNoble.jpg	default	Adventure	Iron Shadow							T	c,s								C	1 Sea Away • Patron To complete: Pay 3 Adventuring (2 if completed in Frothing Sea). Crew Attachment: +3 Adventuring	playerNDeck
b4fe83d9-e311-4c5c-b5d6-485584e3096a	Avoid Fate	7th-sea/iron-shadow/7thSea-IronShadow-AvoidFate.jpg	default	Attachment	Iron Shadow		0					C	d,s								R	CREW ATTACHMENT Fate 1 Knack React: Tack this card when you are suffering Hits to reduce the number of Hits you are suffering by this Crew's Fate (minimum 0).	playerNDeck
5ba35dcb-1d48-4b2c-8bf1-41c343ccedfa	Away Boarders!	7th-sea/iron-shadow/7thSea-IronShadow-AwayBoarders.jpg	default	Action	Iron Shadow		4	Sw	0			S	d,p								R	React: Play after you complete a Boarding Attack. You may conduct another Boarding Attack. Act: Target a Ship in this Sea to begin a Boarding with the target Ship that may not be canceled without a card effect. This Boarding ends after 2 rounds. When playing this effect, you may tack one of your completed Adventures that provides a Swashbuckling skill bonus of 1 or more instead of paying the skill cost.	playerNDeck
86bf0985-2a38-4963-8f07-1a5e505aa07b	Back Alley Rum	7th-sea/iron-shadow/7thSea-IronShadow-BackAlleyRum.jpg	default	Adventure	Iron Shadow							T	c,s								U	2 Seas Away • Illegal • Goods To complete: Pay 2 Adventuring (1 if completed in La Boca). Crew Attachment: +3 Influence	playerNDeck
87398708-872a-48fa-be8e-495f10092821	Bad Weather	7th-sea/iron-shadow/7thSea-IronShadow-BadWeather.jpg	default	Chantey	Iron Shadow				M+0			P	c,t								C	Any player may sink this Chantey by paying 6 Sailing as an Action. All Ship's Move Costs are increased by 2.	playerNDeck
d61351da-8288-40db-9872-21bfe68af84b	Battle of San Felipe	7th-sea/iron-shadow/7thSea-IronShadow-BattleOfSanFelipe.jpg	default	Adventure	Iron Shadow							T	c,s								C	1 Sea Away To complete: Pay 9 Adventuring (6 if completed in Forbidden Sea). Crew Attachment: +5 Cannon	playerNDeck
6642ade1-e1d2-4119-88b3-f4a2bdc7c2ef	Becalmed	7th-sea/iron-shadow/7thSea-IronShadow-Becalmed.jpg	default	Action	Iron Shadow		3	Ad	0			D	p,t								C	Weather React: Play before you perform an action. Target another Ship. That Ship may not move until after that player has passed as an action.	playerNDeck
d345cacc-9356-413d-a284-b3d0244466ab	Belaying Pin	7th-sea/iron-shadow/7thSea-IronShadow-BelayingPin.jpg	default	Attachment	Iron Shadow		0					C	d,s								C	CREW ATTACHMENT Item This Crew's Boarding Attacks that finish with a Club inflict 2 extra Hits. React: Tack this card when this Crew reverses a Dagger Boarding Attack with a Club to draw a card from your deck.	playerNDeck
4d292cef-d47a-4072-a2e4-5fbbd3458dd0	Belit	7th-sea/iron-shadow/7thSea-IronShadow-Belit.jpg	default	Attachment	Iron Shadow		2	In				C	d,s								R	GOSSE CAPTAIN ATTACHMENT Unique • Pet React: Tack Belit instead of performing a Boarding Attack. Inflict 2 Hits on the other Ship in the Boarding.	playerNDeck
cf442f90-45b2-48b8-b678-a104c778994a	Below the Waterline	7th-sea/iron-shadow/7thSea-IronShadow-BelowTheWaterline.jpg	default	Action	Iron Shadow							D	p,t								C	React: Play when you inflict more than 3 Hits with a Cannon Attack. The Ship targeted by the Cannon Attack has its Move Cost increased by 1 until the end of the turn.	playerNDeck
c770fb61-0051-47f7-beea-4063379a3606	Benny Gimble	7th-sea/iron-shadow/7thSea-IronShadow-BennyGimble.jpg	default	Crew	Iron Shadow	Sea Dogs	4	In				P	c,t	0	0	2	1	1			U	Unique • Glamour 1 This Crew's Influence and Swashbuckling may not be increased. While this Crew is untacked, you suffer 1 fewer Hit from each Boarding Attack during a Boarding (minimum 0).	playerNDeck
f1b86d68-5cb0-4355-b1d8-d951bf4c618b	Benoit “The Buccaneer” Racine	7th-sea/iron-shadow/7thSea-IronShadow-BenoitTheBuccaneerRacine.jpg	default	Crew	Iron Shadow	Brotherhood	6					P	c,t	2	0	4	0	3			U	Experienced • Unique • Loyal The title of this card is “Buccaneer” for Experienced purposes. React: Discard one of your Crew cards with the title “Buccaneer” when you are producing Adventuring to produce 3 Adventuring.	playerNDeck
36c4ba05-6167-4079-b54a-46ed74f4c992	Berek	7th-sea/iron-shadow/7thSea-IronShadow-Berek.jpg	default	Captain	Iron Shadow	Sea Dogs					10			3	2	2	4	4			F	Start: Trade Sea Heroic • Swordsman +2 React: Once per turn, when you are drawing cards at the end of the turn, you may  draw one additional card if you have 3 or more other Sea Dog Crew on board and none of your Crew were sunk this turn.	playerNCaptain
4de2e776-2ef4-4b4d-bff4-57482db516a4	Berek's Pistols	7th-sea/iron-shadow/7thSea-IronShadow-BereksPistols.jpg	default	Attachment	Iron Shadow		6	Sw				C	d,s								F	BROTHERHOOD CAPTAIN ATTACHMENT Unique • Signature Item Act: Sink this card to untack your Captain. Act: Tack this card to target one of your other Brotherhood Crew to give that Crew +2 to all of that Crew's skills that are greater than 1. React: Tack this card when you are paying an Adventuring cost for an action to play, discard or sink a Control card to give your Captain +4 Adventuring until after the action.	playerNDeck
67b7e407-9631-41c6-91bf-97cb19e1aff4	Berserker School	7th-sea/iron-shadow/7thSea-IronShadow-BerserkerSchool.jpg	default	Attachment	Iron Shadow		2	In				C	d,s								U	CREW ATTACHMENT Swordsman Knack A Crew may not have more than one copy of this card attached. +1 Swashbuckling. If a Crew is not pushed forward to fight this Crew when this Crew starts a Boarding Attack, this Crew inflicts 4 extra Hits.	playerNDeck
f3122044-6656-4c88-9b07-048633656554	Berserkers	7th-sea/iron-shadow/7thSea-IronShadow-Berserkers.jpg	default	Crew	Iron Shadow	Corsairs	3	In				P	c,t	0	0	3	0	2			C	Captive • No Attachments React: Tack and sink this Crew instead of performing a Boarding Attack. If you are the Attacker, the Defender suffers 4 Hits.	playerNDeck
1c2bf0b3-7310-4550-a2fe-0c55be9d85bf	Betrayal	7th-sea/iron-shadow/7thSea-IronShadow-Betrayal.jpg	default	Action	Iron Shadow		6	Sa	0			D	p,t								R	React: Target a Ship when you are suffering Hits. Redirect those Hits to the target Ship.	playerNDeck
109d72c5-5628-4c90-a2f9-ead9f18f5400	Better Off Chum	7th-sea/iron-shadow/7thSea-IronShadow-BetterOffChum.jpg	default	Action	Iron Shadow		4	Ca	0			S	d,p								U	Act: Target a Ship in this Sea to inflict a 7 Hit Cannon Attack on that Ship. The target may cancel this attack by sinking one of their Crew.	playerNDeck
b084e9fc-0cec-4bfb-a65c-6367552a89ca	Between Heaven and Earth	7th-sea/iron-shadow/7thSea-IronShadow-BetweenHeavenAndEarth.jpg	default	Attachment	Iron Shadow		2	Ad				C	d,s								R	TOPMAN ATTACHMENT Unique • Sailing 7 Knack This Crew counts one less against your Crew Maximum.	playerNDeck
fab02b5f-2974-4811-874b-1126d122d8e5	Billy “Bilge Rat” Bones	7th-sea/iron-shadow/7thSea-IronShadow-BillyBilgeRatBones.jpg	default	Crew	Iron Shadow	unaligned	3	In				P	c,t	0	0	2	0	1			R	Unique • No Attachments This Crew does not count against your Crew Maximum. Sink all cards attached to your Ship with the title “Billy Bones” when this card enters play. You may put this card into play at no cost if you have one or more “Billy Bones” cards \attached to your Ship.	playerNDeck
15883a9f-0f14-4839-90f5-dbf73d8de4ec	Bite the Bullet	7th-sea/iron-shadow/7thSea-IronShadow-BiteTheBullet.jpg	default	Attachment	Iron Shadow		3	In				C	d,s								U	HEROIC CREW ATTACHMENT Face (A Crew not have more than one Face Attachment.) React: Tack this card when you are suffering Hits to absorb 1 Hit, or 2 Hits if you have a Heroic Captain.	playerNDeck
c60a7b66-e348-43ef-94df-af95375928c3	Bjornsson's Horn	7th-sea/iron-shadow/7thSea-IronShadow-BjornssonsHorn.jpg	default	Adventure	Iron Shadow							T	c,s								R	3 Seas Away • Artifact • Unique To complete: Pay 17 Adventuring (10 if completed in Trade Sea). Captain Attachment: React: Tack your Captain and discard this card instead of performing a Boarding Attack to untack all of your Crew (including your Captain).	playerNDeck
3abb51a6-8e80-4655-bba1-562b044fda22	Black Heart	7th-sea/iron-shadow/7thSea-IronShadow-BlackHeart.jpg	default	Action	Iron Shadow		0		0			S	d,p								U	Act: If you have a Villainous Captain, sink one of your non-Captain Crew to draw four cards.	playerNDeck
16878109-a72f-4580-842c-98fa1deacffa	Black Heart of the Sea	7th-sea/iron-shadow/7thSea-IronShadow-BlackHeartOfTheSea.jpg	default	Attachment	Iron Shadow		0					C	d,s								F	BLACK FREIGHTER CAPTAIN ATTACHMENT Unique • Item Act: Tack this card to untack one of your Skeletal Crew. Discard that Crew at the end of this turn.	playerNDeck
